,comment,toxic
158,"Очень много живет в частном секторе домах и в большинстве это не покосившиеся развалюхи, а вполне добротные кирпичные дома со всеми Так-то говно на твоем пике мало того, что нихуя не стоит, если самому делать, так еще и было собрано совками из спизженных с работы стройматериалов
",0.0
159,"Вообще очень странный капитан получается. Он думал, что торпеда неуправляемая и всё время хуячит на полной скорости? Ой как странно.
",0.0
160,"Очередная баба любит ебаться, имеет пизду и сиьки. Вот ето новости
",4.0
161,"Праваки же говна залили.
",2.0
162,"Китай построил в Казахстане дороги разве что, там где их раньше не было, чтобы по этим дорогам к Европу гнать товары.
",0.0
163,"Соснуть - это идти на поводу у быдла. (неэффективная позиция)
",3.0
164,"Сегодня он отдыхает, завтра подрубит стрим казино и пое, потом сразу же на следующий день микрострим казино и пое, потом два дня отдыза, не, ну а хуле, стримил же два дня подряд. Потом Ведьмака, пройдется по сайдам, окажется, что там еще много, а надо ведь и знаки вопросов зачистить, потом еще казино, потом отдых, и только потом, может быть, добьет.
",0.0
165,"та що ты им пидорам ок шным объясняешь это метать бисетр перед свинями
",3.0
166,"Последние среды были весьма годные!
",0.0
167,"Лiл, хеккан тупа байтит маргинала на совместный стрим с донатами. Учитывая что у этого самого маргинала в сохраненках была сигна от этого самого хеккана - вероятность не нулевая
",3.0
168,"А вот если бы дала, то осталась бы жива. Вывод: у баб мозгов как у хлебушка.
",4.0
169,"амазонские выдры охуенные
",4.0
170,"У пидараса понасенко плохо все таки с самооценкой. Это же надо было на Шульман наехать. Дебил возомнил себя фигурой, когда он обычный, приятный пидарас, не более.
",3.0
171,"Пидорашка у своего носа хуя не замечает, кек лол.
",1.0
172,"Казимирко и сам как дерьмовая система.
",4.0
173,"диды ебаная свиночурка типа не видна
",1.0
174,"Пидорах это украинская фамилия всего-навсего. Еще есть Пидорашко.
",1.0
175,"амое забавное что этого дегенерата нельзя оскорблять, иначе сгуха.. Это начало конца любого режима когда он начинает затыкать рты После этого надо проводить массовые репрессии чтобы кюудерживать авторитет как большевики но у мафии кишка тонка
",2.0
176,"Хуй с руснявой рожей, одетый во всё чёрное крадётся ночью к мечети. Как ты считаешь, будут к тебе ещё вопросы, нет?
",1.0
177,"Ваша агрессия и что мы видим. 1 буханку какого-то колхозника, а может она вообще казенная. Ну и где нищие регионы.
",4.0
178,"Батиков коммунисты, топят за советский союз, Ты там головой ударился, по дороге? Где он говорит, что он коммунист? Где он топит совок? В лучшем случае, за советский кинематограф. То, что он бугуртит из-за того, что совок не правильно показывают, вообще не показатель, ему и от Викинга бомбило.
",2.0
179,"Справедливо переехал мразоту, с такими прическами только так и поступать.
",3.0
180,"Итого: ватники - это все, кто не окатыши. Потому что только окатыши борются с плохой властью, а остальные - не борются, либо борются не так, не достаточно или не правильно. Так?
",2.0
181,"Ты хуй, никого не волнует, что ты там имел ввиду. Дядя слишком сильно рванул вперед и надорвался. Что дальше: самолет, ракета?
",4.0
182,"Батя -- хохол, мать -- русская.
",4.0
183,"Проблема в том, что треды удаляют без объяснения причин. И да, это проблема.
",4.0
184,"Чсвышный хуесос, визжащая свинота.
",3.0
185,"не там чмошники сидят тока
",3.0
186,"Чому она хохлов так ненавидит?
",1.0
187,"Вкину свою хуиту, буду рад критике и подписчикам :3
",4.0
188,"Есть видео где его баба сосет?
",4.0
189,"этот дебил до сих пор думает, что кто-то верит в его пиздёж, про то какой он бедный на самом деле? у него явно уже минимум 20 лямов рублей есть
",3.0
190,"Ох, лол. Это действительно странно. Так не называют. Если хохол то уже Дмытро. И то в случае если он украиноязычный. Русскоязычные хохлы имена не коверкают.
",1.0
191,"Сюда особо никто не пришел, анонам видимо нравится сидеть с шизофрениками.
",3.0
192,"Куча пруфов на сайте Антропогенез.ру Их мимокрокодил-музыкант почти все опроверг, что показывает уровень выдвинувших эти пруфы
",0.0
193,"Евгений Николаевич. Бросьте эту старую проститутку и записывайте нормальное виднюео уже
",4.0
194,"хуле они столько жрут и срут? Там ведь всего 8 километров пройти надо. С учётом, что там все же снег, то часов 8 дорога займёт плюс чуть меньше на спуск. Альпинисты-профессионалы поднимаются в день не более чем на километр, потому что более скоростной подъём для человека может стать фатальным от безумного перепада атмосферного давления и горной болезни.
",0.0
195,"Я его не смотрел последние месяца 3, так что не знаю. Тоже интересно
",0.0
196,"вата как всегда врет все, суки! мне 55 лет?!!! я в Европпе живу а вы в мордаре!
",4.0
197,"Если это единственный источник дохода, то это очень мало для юэсэй.
",0.0
198,"нахуй ты про масквуу пишешь, напиши что построили в ростове или омске
",4.0
199,"И сразу же заорал с этого РАБотника.
",3.0
200,"Это тральская картинка, довнич. Почитай иностранную порашу, там визгов на тему заливающих говна в жопу либерах даже больше, чем у нас.
",2.0
201,"Сурдин вещает как для малолетних дебилов Ну хз, для вката самое то. А дальше и научпоп особо не нужен а Попов как для студентов физтеха. И норм.
",4.0
202,"Порошенко - путинский подлиза поэтому он никогда не сделает ничего , что было бы хорошо для Украины.
",2.0
203,"Хохлы, плез! Один только пикрил - 8 393 005 просмотров на одном только ютубе, не считая ящика.
",1.0
204,"Лучше ввести в спам лист или добавить автозамену бордо-терминами типа: лизочка, полизать выебать в жопу лизочку, обидка, шизоид, скумбричка, рапунцель
",3.0
205,"Вангую это пишет сам хуесос модер.
",3.0
206,"АХАХАХАХЪХААХА Благодарю, а то так бы и не узнал, кто же там крыса, крышующая мелкие ларьки.
",3.0
207,"Как же много бушных лад за 100 тысяч то, прям ваще.
",0.0
208,"А чо с заглотуном? Потух?
",3.0
209,"Канада пристанище куколдов хохлов, не удивительно что они рашку хейтят.
",2.0
210,"Откуда инфа, что это хохлы?
",1.0
211,"А у тебя в башке кал. Во Фрашке протестуют не рабочие, а всякое отребье сидящее на пособиях.
",2.0
212,"Сука, заебали. Хватит это говно писать, каждый раз ору с него.
",3.0
213,"Ну в стриме по ранним славянам он достаточно много подъебывал вышиватников и древних укров.
",2.0
214,"Вороватый барыга решил напарить бабок, голосующих за Барина, и спиздить бесплатный хавчик, пока никто не видит. Но не тут-то было, бдительные Стражи Роспотребнадзора вовремя схватили негодяя за руку!
",4.0
215,"Первый раз воспользовался этой конченой кнопкой. Двачую этого
",3.0
216,"Напомните почему все арабские страны пытаются пидорнуть евреев аж с самого их создания? Жиды там говно заливают арабам или просто у мюслей случился бомбаж от появления нового игрока на поле?
",1.0
217,"Почему он перестал делать звонки? Можно ли сейчас заказать звонок?
",0.0
218,"Коммунисты и либертарианцы братушки, а Светов проплаченный пидарас.
",2.0
219,"А что она сделала? Просто стоять рядом - за это в Рашке не сажают. Пока.
",2.0
220,"Этот прав. Какой-то однобокий скрипт получился, хохловатый даже.
",1.0
221,"Можешь ты заднеприводный, доебывать человека еще будешь, чертила
",3.0
222,"престарелый доцентик-завистник, таскающий чужие идеи Женичка после судов, похоже, уже ссытся называть фамилии. постепенно будут оформлены веселые ролики
",3.0
223,"Не знаю, я читал только электронную. Бумажная у меня как предмет искусства, артефакт эпохи.
",0.0
224,"Началось все, когда он уехал в Тайланд на довольно длительный срок, на месяц или больше, по-моему в 14 году. В тайланде скетчи не выпускал почти. Да и ему просто перерыв нужен был, на тот момент где-то 1-1.5 к видосов было. Альсо некоторые скетчи были действительно забавны. Помянем.
",0.0
225,"Вдруг бумажного пакета будет недостаточно.
",0.0
226,"Егор это медиакорм, а не какое-то лицо русского народа. Есть же НДП !
",4.0
227,"Найдем Пошел нахуй. Не твоя личная армия (специально старой фразой ответил, чтобы вскукарекнул кое-кто про Лурку) .
",3.0
228,"А теперь покажите семью которая приняла хохла беженца бегущего от зверства путина на драмнбасе.
",1.0
229,"А как же глянуть звонок, если стрима нет? Извините, я дурачок
",4.0
230,"смотрите, националистов, хачей, у меня, честно, свою страну, ололо, по щщам. Когда европейца, мусульман, нет, здоровая человека - араба за прав, поправьте. Поправил.
",1.0
231,"что генетически русские ебать даун
",1.0
232,"Привет, политач. Пять месяцев назад я был юристом и подскакивал кабанчиком в арбитражные суды. Бывали очень успешные по деньгам периоды, но в целом надоело. Теперь я пишу на C , комфортный коллектив, интересные задачи. Даже если в России наступит очередной полярный лис, программисты не пропадут, потому что в отличие от юристов не привязаны к локальному рынку. Может быть, найдётся работа за рубежом. Может быть, жизнь в России станет лучше. В любом случае, у меня есть план на будущее, чего и вам желаю.
",0.0
233,"ты ему про аномалии, а он тебе ПРО ХАБАР Ей, а она тебе про хабар. Тут в тред очевидно залетела фемка или куколд-кун, у которого только половые признаки мужские. И в лучших традициях рунет-войн феминизма, они даже в интернете не могут в борьбу, только в своих закрытых фем-помойках. Я ей про то что не хуй говно вбрасывать про ВЫРАВНИВАНИЕ ЗП , и пытаться выставить их блядо-цирк адекватным движем, а она видетели до конца мою пасту не прочла, весь тред прочла а пасту не прочла, там не больше 20 сек. читать и улавливать суть этого т.н. феминизма , а оно Дальше не читал. Попробуй еще раз Аргументный аргумент хуле
",4.0
234,"Что за Лахта? Этот шизофреник опять бредит. Думаешь, если ты, скот, РАБ отаешь на своём ёбаном заводе, то и все такие же рабы? Я лишь получаю проценты с твоего труда , лол.
",1.0
235,"Ну он по делу говорит, что такого? хохлоайтишник с ФОП
",1.0
236,"ВЕСЬ МИР С НАМИ - прохрюкала нищая пидорашка, но никто не обратил внимания
",1.0
237,"Так у того анана небось бабка хохлуха или с Ростовской области. Там леса нет толком, поэтому топят всякой лузгой от семечек и кукурузными кочерыжками.
",1.0
238,"реквестирую видео марго где он кричит Я НЕ ЧМО Я НЕ ЧМО с меня сотни нефти
",4.0
239,"Как будто не может человек пошутить. Тем более, доебываться до рекламы странно, он же не делает это как большинство блогеров, пытаясь в естественность, а честно говорит: сейчас будет реклама, да и старается её сделать необычной, это ведь тоже искусство своего рода. А не будет рекламы - не будет остального, потому что работать без денег так себе удовольствие
",0.0
240,"советского выпуска пожилое быдлецо На Усраине совкопенсионеры давно передохли
",2.0
241,"Вопрос в том, почему капитан не предположил такой вариант использования торпеды, весьма очевидный даже для меня-гражданского.
",0.0
242,"Принципиально не плачу за контент. Все, что ушло в Сеть - должно быть бесплатным. Это нематериальная херня, ее нельзя съесть или обогреться, менять бабло на иллюзии зашкварно
",0.0
243,"В который раз убеждаюсь, что с идиотами нельзя разговаривать как с нормальными людьми. который обосрал их игру Я её ни разу не запускал.
",3.0
244,"Эти пидорасы не видят разницу между реальной агрессией и иронией. Комментаторы с раша тудей, одноглазников или пикабу фору любому порашнику из крымозагона дадут.
",2.0
245,"Возможно он и подлил масло в огонь Это неприемлемо для модератора, это абсолютная неадекватность менять обычную шапку на откровенный флейм. Он трет всё обсуждение текущего фильма марвел к тому же. Это абсолютно ангажированный неадекват, если того факта, что он подобным образом отредактировал шапку недостаточно, чтобы лишить его полномочий, то я даже не знаю насколько эта борда уже пробила дно.
",4.0
246,"Забанил тебе за щеку Мимо-Абу
",4.0
247,"Михаил Ходорковский - патриот России!
",2.0
248,"Год обучения в среднем стоит 40к.
",0.0
249,"БЛЯ РЖАЛ КАК ЕБАНУТЫЙ ЭТО ЧЕ ЗА ХУГЙ?
",4.0
250,"Оправдываешь снова, Дешёвку Соколова? Лжеца и проходимца, Правительства любимца? Маэстре не завидуй, Ты вша, букашка, гнида. Ты можешь долго злиться, Но Женя извинится. Он не отвертится, когда Придёт решение суда. Придётся Жене зачитать, Что он любитель много врать И Соколов - красавец, А Женичка - засранец. извинится Маэстро не сломаешь, Судом не запугаешь. Не на того нарвался, Ты Сокол-петушок. Вы скоро ужаснетесь, И жидко обосрётесь, Олега Соколова, Увидев без порток. Не на того нарвался, Ты Сокол-петушок. А ты в конец заврался И с рифмой обосрался. К тому же ты совсем забыл, Что гуру ролик удалил. И в дальние он страны Готовит чемоданы. И в дальние он страны Готовит чемоданы. Не может быть двух мнений, Не будет извинений. Уйдёт не ждя ареста, Ебал вас в рот маэстро.
",2.0
251,"В селе Кобцы Киевской области правоохранители обнаружили и ликвидировали подпольный цех по производству поддельного алкоголя. Об этом в четверг, 21 марта, сообщает пресс-служба прокуратуры Киевской области. Суррогат изготавливали путем смешивания спирта с водой. Полученную смесь злоумышленники фасовали в упаковку по типу Bag-in-Box и картонные коробки с надписью одной из известных торговых марок , - говорится в сообщении. Во время обыска было обнаружено оборудование для изготовления, розлива и фильтрования фальсификата, 15 бочек со спиртом весом 1650 кг каждая, ящики с готовой к реализации продукцией, пустую тару, подготовленную для заполнения контрафактным алкоголем, товарно-транспортные накладные и грузовое авто. По данным правоохранителей, поддельный алкоголь распространялся на территории Киевской области. Продолжаются следственные действия и устанавливается стоимость обнаруженной продукции. Ранее также сообщалось, что в Киеве обнаружили крупнейшую нарколабораторию психотропов. А на прошлой неделе в пригороде Харькова правоохранители выявили подпольные цеха по изготовлению ликеро-водочных изделий, на которых изъяли более двух тысяч литров фальсификата.
",0.0
252,"Навальный русский Батя еврей, мать хохлуша. Внатуре русский.
",1.0
253,"ТРЕД РУССКОГО НАУЧПОП КОНТЕНТА УБЕРИ НАХУЙ СВОИХ ПЕТУХОВ ОТСЮДА, ШКОЛЬНИК ЕБАНЫЙ
",1.0
254,"страна-пидор в своём репертуаре
",2.0
255,"Я же говорил, что не сижу на дваче. Это не я писал.
",4.0
256,"Говно-в-Моче.jpg Впрочем, от хуяндуксодебилов, другого и не ожидалось.
",3.0
257,"для Нато что казахи что какелы это говно с которым всерьез никто из уважаемых белых людей дела иметь не будет. Максимум - выразят озабоченность. а сам понимаешь обезьянка - без белых людей вы просто стадо и никакой угрозы не представляете
",2.0
258,"ага, только вот тогда не было омеганов и ноулайферов. Да бля, даже 10 лет назад, когда еще инет не стал массовым, все были социально-активными, ноулайферов вообще не было. А с этим сраным инетом (дадада я сам в нем сижу, взаимоисключающие параграфы), появилось огромное количество затворников. Ну и инет в целом плохо на моральные качества влияет.
",0.0
259,"Предлагаю вашему вниманию поэтические страницы маестра. До тридцати сиянье чуда В тебе, быть может, будет жить Улыбки нежность неоткуда Тебя заставит не забыть Потом морская синь, дороги И быт усталый и глухой Тебя доедут до берлоги И в старость уведут рукой Останутся со мной мгновенья Недокасанья юных рук Недосознанье упоенья Былой любви к тебе, мой друг. 6.03.07. АПОЛОГИЯ ДВИЖЕНИЯ. Среди чернеющих небес Себя найдешь на улице Бредущим по городу Где только снег идет Как ты Другое все иного направленья И сотни тысяч стен домов Тебя встречают В ужасе Ты страшен Поскольку ты идешь Они стоят Тот кто идет всегда опасен И одинок Как этот снег Как эта ночь Огромная удача Что ты не видишь Как ты одинок Но ты уснешь Как это небо станешь Великой темнотой Луна звенит И звезды опадают Как снег, как листопад Куда-то вниз Туда где ты Страниц не различая Запишешь их Листву и звон от звезд И песни стон и лунное дыханье На маятник повяжешь низ Чтоб верх по стрелке шел вперед И только так достигнешь ты себя Своих богов, своих детей Своих последствий И выбор сделаешь на пользу лишь себе 8.03.09. ЧЕЛОВЕК. Такое длинное мгновенье: А дальше эхо и забвенье Что надо нам успеть За этот срок недолгий? Спросить себя: Ты кто? - И дать ответ; Но главное влюбиться: Чтобы ответ мог подтвердиться. 9.01.10. ЮНОСТЬ ПОЭТОВ. Я срезал стебель для своих утех Я гений Значит правом данным от начала Я выбираю жребий тех Кто нужен мне для счастья и причала А, может, для страдания Как агнец богу на закланье На пир души и хищной, и прекрасной Веду я за руку фантомы красоты И каждый ты живешь лишь в мере той Что под руку со мной ведет тебя судьба слепая Ты значим лишь в моих глазах Ты существуешь только как моя болезнь Как озеро испившее нарцисс Как призрак сна настигнувший меня На кромке заколдованного лета Знайте, юность саван воскрешенного поэта 10.02.09.
",4.0
260,"Мать дизайнер, родственник пластический хирург, а брательник моряк дальнего плаванья.
",0.0
261,"Звонишь в полицию, говоришь адрес заведения, хули ты как пидорашка? И ничего не будет.
",1.0
262,"Ну ты блядь и тупой. неудивительно что ты его смотришь По твоему умереть можно только физически? А вариант творческой ментальной смерти не рассматривается? Когда человек, когда то делавший позитивный контент (в смысле то, чего не было), переходит исключительно на негатив и просто из раза в раз гадит и больше ничего не делает. Становится антиподом предыдущего своего образа. Это чем является? До того как нарисовался ваш внук, все было гораздо лучше. Оставалась надежда, что у него все хорошо и когда нибудь он вернется. Но теперь понятно, он умер, и надеяться не на что. Помянем, Аншабдуль.
",3.0
263,"Зачем тогда такому иррациональному человеку добиваться власти? Иронично, что если у Егора все получится, сработает тейк Казимирко что в демократии к власти приходят не самые квалифицированные люди.
",0.0
264,"Да пусть уже конфликт назреет, хоть будет повод выпизднуть всех чурок из рашки. Давно нужна расовая война белых с небелыми.
",1.0
265,"А потом получить лет 20 за такой уход от налогов, ну например в США, да?
",0.0
266,"Соколовский У этого татарчонка комплексы? Стыдится своей фамилии Сайбабталов?
",4.0
267,"И откуда ты высрал про нулевой постинг? С дойкодибилом у тебя заебатый постинг? Может вы на пару эту хуету пишите? Два хуесоса, блять, больных на голову.
",3.0
268,"Жесть, этой биомусорке еще кто то донатит?
",3.0
269,"Хули ты до него доебался ?
",3.0
270,"Про рыбу с головы - ни слова Значит в другом видосе, в ютубе ищутся, точно есть такое
",0.0
271,"Хуйлан, который пеарился на ПарашаТудей за деньги. Такая же диванная отбраковка, как Осташко и прочая пездобратия. Тупой, нихуя не понимает, умеет только темники из какогонить калограм канала перечитывать, конъюнктурщик.
",2.0
272,"Ты что, умственноотсталый долбоёб? Россия тратит государственные деньги на всякую КУЛЬТУРУ, создание ФИЛЬМОВ, СЕРИАЛОВ, МУЛЬТФИЛЬМОВ, НОВОСТИ и прочее. Соловьёв ведёт ТВ-Шоу, во время ТВ-Шоу показывают рекламу, 1 минута такой рекламы оплачивает зарплату Соловьёва. Потому что именно благодаря Соловьёву у передачи высокие рейтинги, а значит количество заказов рекламы и её цена зашкаливает в космос. 24 миллиарда рублей телеканал получает с рекламы. Так что Галкин прав, Соловьёва оплачивает ПРОДАННАЯ ИМЖЕ реклама, а не налогоплательщики.
",3.0
273,"У норм людей как минимум два туалета, на первом и втормо этаже дома.
",0.0
274,"Жечь живьём вас скоро блядей антироссийских будет, рвать на куски.
",2.0
275,"А что ей написать? ХИККАНУ ДАЛА ПИСКУ ЕБАТ?
",4.0
276,"Петушарий проплатил создание раздела для пиара? Иначе какого хуя его еблет в бэ и первый пост в этом разделе?
",3.0
277,"просто выражено будет это в обозначенном тобой превосходить конкурентов И это как раз является монополией здорового человека. Можем даже обратиться к истории - рынок, ясное дело, не совсем свободен, но в какой-то момент айфон завоевал 90 рынка. От этого андроид охуел и начал подтягиваться. Сейчас, ЕМНИП, айфон - лишь 60 рынка. И это, в отличие от исключительного права , не является инструментом насилия, посему не противоречит ни либертарианству, ни рыночной экономике. Да и вред от такой монополии является временным - до момента, пока конкуренты не перетянут к себе долю рынка. Так что такую монополию рыночек порешает. А вот монополия с исключительным правом - это уже удел государства, и ее рыночек порешать уже не может, так как вмешательство и анальные регуляции. Давайте тогда уж договариваться о значении терминов заранее, чтобы не происходило такой путаницы.
",0.0
278,"Зато не бесхребетными подстилками мусульман. Быть толерантным - не значит быть подстилкой. Быть расистом еще хуже.
",1.0
279,"Ну на ютюбе же по запросу светов Я посмотрел. Спасибо, что подсказал. Какие-то они странные.
",0.0
280,"Первая заявка на победу в треде! Кемерово теперь славный город Пыня. Если появится другой претендендент - Кемерово станет Пыня-1, закрытое территориальное образование по типу Челябинска-40.
",0.0
281,"А какое отношение Россия имеет к хохлотреду? И какое отношение новости из твиттера имеют к кукареканью опа?
",1.0
282,"Нормальное рыночное поведение - поиск минимальной цены. Нет. Алсо теорию рационального выбора давно никто не котирует, почитай что-нибудь современное, а не маркса что ли.
",0.0
283,"Сисянофилы и хрюканы рвутся с оглушительным треском.
",3.0
284,"А ты думал белый хлебушек, сахар, пельмешки с майанезиком, сигаретки и сиська пиваса вечерком проходит бесследно? Ну тащемта да. Питание никак не влияет на внешность. Там только гены и немного гормонов. Так что твой беби фейс это не более чем следствие низкого тестостерона.
",3.0
285,"Эдвард Билл вас в жопу бил? Ыыыыы мазафакка сука
",3.0
286,"Свиногитлер пишет, как обиженная любовница ночь с которой променяли на пивко с друзьями.
",2.0
287,"80 миллиардов долларов США В 40 раз больше бюджета на науку в пидорахии.
",0.0
288,"Штаб Коммандера Это ты где такое животное нашел?
",4.0
289,"Капитализм не может без рекламы, то есть обмана и одурачивания. Против любых сомнений разворачивается лютая бешеная истерия. Страны социализма жили вполне нормально. Все замайданившие ничего хорошего не получили, светлое капиталистическое будущее оказалось фейком.
",0.0
290,"Найти новость о посадке с двача вряд ли можно (хотя я не пробовал), а вот о посадке с ВК можно, и много.
",0.0
291,"Ну да. Да он всегда русским и красивым был, как и весь Юго-Восток 404-ой.
",4.0
292,"Вместо того, чтобы гнать мюслей и пидоров нахуй, русня, как обычно не видя никаких иных вариантов, стала копротивляется за муслимского барина. Похоже кое у кого любовь к бутылке в крови.
",1.0
293,"адекватную критику ряяяяяяяяяяяяяя, нипакниге, совок был раем, сценаристы наркоманы и извращенцы, монтажеры криворукие.
",3.0
294,"Ты какой-то ебанутый. Назначил автора неприятного тебе поста жидом и перенесся в свой манямирок с жидами под кроватью, Рэмбо комнатный рыночный. Узбагойся, не все думающие как ОП - жиды.
",1.0
295,"никто не говорит что порвана смысл новости в том что росстат генерирует ложь
",0.0
296,"Но это же объективно хуита. Вторичностью так и веет, эта песня как и все остальные его песни не дали ничего нового для музыки.
",0.0
297,"Он и про деньги ноет, хотя получает невероятные для большинства россиян 150-200к в месяц
",0.0
298,"Такой себе Антихрист для русских
",1.0
299,"Абсолютно нет. Я все это видел и читал тысячу раз с намного более приятной подачей. И знаю про историю серии, игры, их разработку и фандом намного больше какого-то хуя с горы да ещё и без харизмы.
",0.0
300,"Ты на сосаче, не нужно каргокультить тут форчок, это выглядит уебищно. Пиши по-русски жиды.
",3.0
301,"- Ты кого тут тупым быком обозвал? А ну ка!
",3.0
302,"Подхрюкивающий, держи за прогиб!
",1.0
303,"А разве Хлёбыч скрывал, что он - шлюха?
",3.0
304,"А я готовлю почти также, только сахар не использую вообще, а вместо него добавляю в фарш изюм - получается вкусно. Ну и без яйца в конце (хотя зачетно должно быть, только вряд ли совместимо с изюмом, надо будет попробовать так).
",0.0
305,"Танкисты пидарасы танкисты хуесосы танкисты долбоебы конченые
",3.0
306,"По-моему большая часть фанатов Казимирко (уже бывших), не поддерживала рузге мир и лугандон. Откуда сюда ватники понабежали
",2.0
307,"Религиозным можно быть по-разному. Я не говорю, что в той же самой пиндосии нет упоротых на религии долбоёбов, они есть везде, ибо религия в принципе к этому располагает. Просто у нас тут по этой теме как с цепи сорвались, а государство с церковниками, почуяв выгоду, старательно масла в огонь подливают.
",3.0
308,"Это же для школьниц и школьников. Там на полные ставки рассчитывать не стоит. Не все дети из обеспеченных семей. Но и по времени там час не всегда нужен. Максимум 30 минут девочка и 10 минут мальчик. Я выставляю такие тарифы. По классике ещё, в принципе, можно поторговаться.
",3.0
309,"Оправдываться империалисту тем, что захватили кого-то из-за того, что они нападали на нас, грабили, поганая ложь. Примеры я выше привел, империалисты кровожадные звери, ненасытные. Собственно примеров куча. Россия переселяет казаков на границу. Ха-ха, уж про этих то не надо. Эти то отлично в истории отметились. Как каратели, захватчики, грабители.
",0.0
310,"У меня вопрос к ТС. Отец поехал покупать.... А почему вы не посмотрели на офиц.сайте цену Лады Весты. Один клик мышки и цена комплектации Комфорт от 667 900 руб. Если сильно занижена цена, то 100 обман, вы же это понимаете. Выручайте теперь отца, нанимайте юриста.
",0.0
311,"Иди на почту до востребования
",0.0
312,"Не скажи, в дурку из-за неё он заехал. Галя - классический мозгоёб, в добавок никогда не признающий своей вины. Но истинная причина помешательства останется загадкой.
",0.0
313,"Стесняюсь спросить, а вы что, после трепанации без шапки стояли? Обморозить участок мозга, знаете ли, непростой челлендж. Нужно либо черепную коробку вскрыть, либо сначала обморозить все, а затем и мозг в конце обморозится
",0.0
314,"Блять, вот хохлы везде Россию приплетают, а вот кремлеботы везде хохлов пытаются приплести.
",1.0
