,comment,toxic
94,"Именно, что пишут кешбек 1 , а не 1 рубль со 100 рублей. Дальше, да, в пару предложений расписывают, что кешбек на самом деле не 1 . И это как бы совсем не без допусловий Ну в повышенных кешбеках у них что-то оверпрайснутое всегда типа , у которых этот кешбек не перекрывает оверпрайс относительно rzd.ru. разве что на первую покупку во вкусвилле был полезен кеш, но повышенный кеш на одну покупку в продуктовом - это прям совсем несерьёзно.
",0.0
95,"Возможно, ты красивая
",0.0
96,"нглийские ученые из Центра исследований свиней SRUC в Мидлотиане используют технологию распознавания лиц для оценки эмоционального состояния свиней, сообщает The Daily Mail. Исследование поддерживается Научно-исследовательским советом по биотехнологиям и биологическим наукам (BBSRC), а также специалистами по точному животноводству. Ученые хотят по выражению морды понимать, всем ли довольна хрюшка и не больна ли она. В дальнейшем на основе этого исследования создадут инструмент, который будет контролировать выражения лиц у свиней и предупреждать фермеров о любых проблемах с их здоровьем. smi2 Горячий чай смертельно опасен Собака ждала хозяев на даче, но они так и не приехали (фото) В российских реках начала ловиться морская рыба Раннее выявление проблем со здоровьем свиней дает фермерам потенциал для улучшения состояния животных, дает возможность быстро решить любые проблемы и применять индивидуальное лечение для отдельных особей , объясняет доктор Эмма Бакстер из SRUC. Как показали предыдущие исследования, у свиней очень выразительные морды. Ими они могут подавать сигнал о своих намерениях другим свиньям. Доказано также, что они используют различные гримасы при боли и стрессе. В своем проекте ученые делают трехмерные и двухмерные изображения популяции размножающихся свиноматок. Группа животных находится в типичных ситуациях, которые могут привести к различным эмоциональным состояниям. Они могут демонстрировать различные гримасы, связанные с болью, а после еды, наоборот, выглядят спокойными и довольными. Полученные изображения обрабатываются в Бристольском центре Университета Западной Англии. Тут создают различные методы машинного обучения для автоматической идентификации всего спектра эмоций, передаваемых определенными выражениями лица. Сосредоточив внимание на морде, мы надеемся создать ориентированную на животных методику оценки общего состояния. Это позволит понять, как краткосрочные эмоциональные реакции, так и долгосрочные индивидуальные настроения животных , рассказала доктор Эмма Бакстер. После проверки методов команда разработает технологию для использования на фермах. Предполагается, что отдельные свиноматки в больших стадах будут постоянно под контролем с помощью этого нового инструмента. Наша работа уже продемонстрировала точность 97 при распознавании выражений у свиней. Технология распознавания лиц дает возможность реализовать недорогие, незаметные и практичные средства для биометрической идентификации отдельных животных на ферме. Нашим следующим шагом будет использование обучаемых алгоритмов для автоматического распознавания выражений, связанных с основными эмоциональными состояниями, такими как счастье или страдание , пояснил профессор Мелвин Смит из Бристольской робототехнической лаборатории. Ранее стало известно, что в Китае местный инженер построил мини-приют для кошек, который оснащен системой распознавания мордочек.
",0.0
97,"добби свободен!!!!!!!!!!!!!!!!!!!! ох спасибо тебе добрая внученька!!!!!!!!!!!!!!!!!
",0.0
98,"Что-то таких идиотов защищающих всякое непотребство стало слишком много в комментах. Может это те же что и в политике за проплаченные комментарии работают?
",6.0
99,"тебе лучше не знать,малыш.
",0.0
100,"Ты забыл его хохлом обозвать, подсос.
",5.0
101,"Наша дума от слова пиздить. поэтому её можно называться пиздя
",6.0
102,"Чуркабес плес, иди трусы на рынке продавай, чмырь
",1.0
103,"Модераторы странные зверьки - меня за посыл одного индивида, он меня работать, а я его тоже, только туда где ему привычнее... Забанили... А когда я звал модеров на одного типчика зовущих всех дибилами и с вопросом от куда они берутся, на мой ответ что вот одного точно его мамка родила - забанили меня...
",0.0
104,"Что,ссыкотоно за свой язык отвечать? На моё мыло пиши фуфлыжник...
",5.0
105,"Хорош лицемерить вражина! Ты сам из того племени, потому и доволен всем! А укольчик подыхающему кролику от чумки за 1500 руб это совершенно нормально!!! При зарплате у пол-страны в 10 тыщ.
",5.0
106,"ути пути твоя подруга у тебя в штанах видит, но разве мне это тебе говорить? ты и сам это прекрасно знаешь
",5.0
107,"Зашел сказать, что хохлы подзалупный гной, которому скоро придет триумфальный пиздец. у меня все.
",1.0
108,"Господи, ты же больной человек. Мы уже выяснили, что это нихуя не умеешь в английский, потому что приволок ссылку на статью которая прямо опровергает твои слова, и не смог процитировать выдержки из этой статьи, только потому что НИХУЯ не умеешь в английский. А по поводу эстонского языка, я повторю для присутствующих здесь господ, что если бы я был лахтодыркой, мне не составило бы труда говорить через гуглопереводчик, ведь ты, говно, нихуя не сможешь оценить качество перевода. Утомил ты. Тебе лечиться нужно.
",5.0
109,"Бросила. Во время каждого занятия получала небольшие травмы, в последний раз при выполнении Сурьи Намаскар растянула связки на руке, боль была такая, что в первые секунды на перелом подумала. Теперь дома занимаюсь без напряга со стороны тренера.
",0.0
110,"Сука мои глаза кровоточат, про какой там нахуй тубик тебе посты делать, пяздуй за букварем срочно!!!!
",5.0
111,"У тебя в домашке мало букв, а мне надо много.
",0.0
112,"ну хз, значит до меня не дошел весь великий посыл в таком фильме, как груз-200. Значит я быдло тупое
",6.0
113,"Эта картинка старше тебя, свинюш. Будущее больно отдаленное выходит.
",5.0
114,"Хуясе тут ОП жопки школьникам разорвал. Прямо в клочья, лол. Самое потешное, что никто из этих ололо-тгавителей, ИРЛ не сможет затравить даже соседского кота, ибо ссыклив вне интернетов, как последнее чмо. Вот и находят утешение в анонимном петушином кукареканьи. Надо же как то анус охлаждать.
",6.0
115,"скальпы местного населения за деньги не принимали, не резали руки детям за отказ их родителей работать и невыполнение плана, Какой потрясающе удобный подход. А еще не набивали соломой трупы врагов и не насиловали предметы домашнего обихода туземцев. Что не добавили и эти два пункта? Я привел тебе факты многочисленных убийств аборигенов ради захвата их земель или подчинения их народов, а ты ловко выкручиваешься тем, что вырезали-то не всех поголовно, а всего лишь непокорные аулы, концлагери строили не для конкретных народов, а всех подряд, да и резервации не строили - ведь просто выкинуть из поезда в сухую степь Средней Азии полмиллиона насильно депортированных из родных краев вайнахов и сколько-то там других народов было гораздо проще, чем что-то для них еще и строить. Войны были есть и будут Это была экспансия, а не война. Разницу чуешь, или мне снова разжевать? Так что нехер пытаться обелить то, что было. Не сразу заметил, что ты еще и автор этого поста, где жалуешься на мертвое образование и при этом сам с околонулевой осведомленностью в истории пытаешься с кем-то еще спорить.
",4.0
116,"Оставь это клиповое говно для детей пролетариев, дурачок. И больше не лезь в чужие разговоры со своими глупостями, метапостный дебс.
",5.0
117,"Но зачем ты его поднимаешь, пятачок? Ведь всё равно ничего не изменится, как не менялось десять тысяч тредов. Крымотред так и будет висеть в топе пораши, а ты будешь гореть.
",4.0
118,"Ты ее с коклюшем делал или только дифтерия-столбняк? Если с коклюшем, то больше не делай, у многих реакция на него, значит, у тебя тоже. В следующий раз (через 10 лет) делай только дифтерия-столбняк.
",0.0
119,"Это ты мерзкий же, я отрицал пока не стало известно официально об этом.
",5.0
120,"Этот сайт - дно Рунета, большинство его посетителей - выродки и отбросы общества. Немногие интеллигенты, ищущие отдушину в анонимном общении также втягиваются в местную маргинальную культуру и быстро деградируют до среднестатистического анонимуса. Так что не ищите здесь уважительного общения без обсценной лексики, его нет.
",6.0
121,"Почему тян поколения Z предпочитают небелых мужчин? Объективных доказательств в пользу твоего утверждения нет, так что это всего лишь твои бредовые маняфантазии на фоне больного разума, и возможно, ненависти к младшему поколению. Не тратьте на этого дурачка время.
",6.0
122,"Я его в жопу ебал, его твич, его подписчиков и его контент для сынов дерьма. Поделом, тупая пизда с раздутым счв теперь навечено в бане. Благо твич сейчас чистит биомусор, спасибо ему
",6.0
123,"Посмотрим, как начнешь визжать, когда начнут безосновательно тереть твои треды.
",5.0
124,"Идите на х... со своей сраной кошкой
",6.0
125,"мне поебать на его финансы и кто он. Не пизди, шлюха. Выкладывай своё ебло, мы поржем.
",5.0
126,"Я так пишу потому что делаю это с телефона. И ради кого тут собственно редактурой заниматься? Судя по тому что аргументация у тебя скатилась к передергиванию, считаю что твой интеллект в этом споре себя исчерпал, мальчик.
",5.0
127,"Личного фотографа лидера Северной Кореи Ким Чен Ына исключили из партии и уволили с должности, сообщает Daily NK. По данным издания, речь идет о мужчине по фамилии Ри, который работает в Korean Art Film Studio. Отмечается, что фотограф лишился должности за то, что он снимал Ким Чен Ына слишком близко. Ри нарушил правило съемки лидера КНДР в день выборов в Верховное народное собрание КНДР. Напомним, в конце февраля глава Северной Кореи Ким Чен Ын был замечен курящим на перроне вокзала. А в 2015 году Ким Чен Ын сменил прическу и форму бровей.
",0.0
128,"Духу не хватает им в лицо сказать? Только в интернете оскорблять их готов? Тогда ты трусливое быдло.
",5.0
129,"НУ ВОТ, ЕРОХИН УЖЕ СВАЛИЛ ЗА БУГОР, А ТЫ ВС СИДИШЬ КАК СЫЧ В СВОЕМ ПО И СИСЯНУ ДОНАТИШЬ!!
",4.0
130,"Если такое мнение тебя утешает - можешь продолжать верить в него, тут нет ничего постыдного. Вмешиваясь в комментирование я лишь предположил, что здесь кто-нибудь хотел узнать фактическое положение вещей, а не просто выразить плюсиками солидарность сходным поверхностным воззрениям.
",0.0
131,"пойти кромсать неповинных в твоих проблемах людей? Чувак собирался устроить колумбайн в школе, в которой учился. Легко могу представить наличие упырей среди одноклассников, учителей, и руководства школы. Ну то есть неповинных в проблемах в данном случае неприменимо. Как минимум переехать в Москву или Питер. Как максимум - свалить заграницу. Как быстро может себе позволить это выпускник РАНХиГС, и сколько у него времени останется чтобы спокойно наслаждаться жизнью? В то время когда по телевизору - золотые унитазы, катание собачек на бизнес-джетах и прочая сладкая жизнь , в том числе сверстников, которые родились с бриллиантовой ложкой в жопе ?
",0.0
132,"Глубоко пофигу? Тем не менее ты вывалил историю на всеобщее обозрение. Для чего? Для одобрения какой ты крутой нескандалящий? Или ищешь одобрения в убеждении что вокруг все педорасы?
",5.0
133,"Ты что, спишь, я тебе за руль звоню
",0.0
134,"Но отбитый тут ты. Ну нафантазировал, ошибся, обострение у меня весеннее, но нахуя ты мне отвечаешь то тогда? Чтобы убедить себя в том, что я не прав? Да, пожалуйста, я не сопротивляюсь, ты прав во все.
",5.0
135,"С каких пор порноскримеры нарушают что-то В том и проблемы, что не нарушают ничего, и нашелся умник, начавший этим злоупотреблять и использовать тред для своего увеселения. Свобода ебать, что хочет то и вставляет. Иди поезд-тред создай, зацени свободу. Я уже не говорю об аниме треде, где трут постоянно и хуй пойми что и за что. Там никакой проблемы с удалением постов нет, а как из вебм треда удалить десяток постов, и въебать банхаммером по голове одному (одному, блядь!) дебилу, так это нет, отказывают клавиатуры, мышки, пропадает интернет и отсыхают руки. Ну не могут эти ебаные мочераторы почистить говно там, где их просят. Сделай вебмки тише и будет тебе Щасте. Серьезно? Я должен дрочить звук каждый раз, потому что какой-то дебил решил перед мамкой похвастаться, как он траллит двощи заброской скримеров? Ты гениален, ответ 10 10 просто. Так может и вайпы не трогать, ну не понравился тред кому-то, или просто захотелось повеселиться. Пусть остальные скрывают посты, куклу настраивают.
",6.0
136,"Он про марихуану и вообще дуй отсюда, пока твой батя новый аккаунт не спалил.
",5.0
137,"Высрался ты конечно знатно. Словесный понос продемонстрировал. Всей лахтой эту пафосную хуитку сочиняли? А по сути то сказать тебе и нечего. Я считаю что пидорахи должны покинуть политач.
",4.0
138,"Ты бы и к собаке пристроился.
",5.0
139,"Почему у тебя все красное? Ты дальтоник? (автор данного комментария не собирался никого оскорблять.)
",0.0
140,"И что, это сделал Почта России? Или все же неадекват в ее рядах?
",0.0
141,"У тебя воображение - так себе
",5.0
142,"А расскажите, как вы каталогизируете каналы на ютубе? У меня куча научпопных каналов, технических, музыкальных, новостных. И они все с пермежку идут. Охота их как-то по категориям распихать, чтобы потом искать проще. Может костыли какие есть? Родной интерфейс ютуба группирует только контент, но не источники.
",0.0
143,"А вы похоже тоже из этих? Не буду, пожалуй, вам ничего писать, вдруг вы заразны.
",5.0
144,"1) ещё раз повторюсь, самооборона, или пропитание это одно. и обоих вышеперечисленных случаях животное не испытывает страданий, или испытывает их по минимуму. Я не покупаю мясо собаки в магазине. Убийство абсолютно невиновных конкретных животных, продиктованное просто дебильными убеждениями, которые в свою очередь продиктованы просто желанием убивать, Но на людей очка не хватает - это прямое показание к химической кастрации данного индивидуума, а также обезглавливание при повторении подобного эпизода. 2) даже если ты очень хороший борец, и это видно издалека, я я, если бы увидел как ты причиняешь вред животному, Я бы уничтожил тебя. Если я, даже сидя на диване, или гуляю на улице увижу подобную мразь, ей будет так же больно, как животным.
",6.0
145,"ТысячЬ? Математик он может и хороший но с русским напряг
",5.0
146,"Эй, слющяй, чо оскорбляешь срязю?
",1.0
147,"Даже в моей 17к (!!!) мухосрани в сибири есть чеченцы и даги. Пару лет назад одного русачка пришили за то что жену чеченца ебал. Пекут по-тихому свою шаурму, обувь ремонтируют, на стройках шабашат Наташ поябывают, в диаспоры объединяются, чтобы рюсню набутыливать.
",1.0
148,"Мерзкий, тупой но сука смешной
",6.0
149,"Какую ещё нахуй правоту ? Ты сказал, что правый и за мораль и всё такое, я тебе предъявил мол есть ли у тебя семья жена. Ты начал маняврировать, что то про кукан. Где я слился то, питушок ?
",4.0
150,"разыгрывали 4000 рублей ( 2000)
",0.0
151,"Гомофобия - это искусственная конструкция. И если вы к ней как-то относитесь, то вы просто внушаемый. Остерегайтесь цыган.
",0.0
152,"моча сюда не заходит И как привлекать их внимание? Флешмоб организовать что-ли? Если будешь надоедать моче борьбой с поехавшим, то сам будешь не сильно отличаться от поехавшего. Спейсачерам просто пора научиться игнорировать этого идиота и просто бампать другие треды, вместо того чтобы отвечать шизику. Всё равно никто не хочет с ним говорить, но у него реально в голове иллюзия создается, что он какой-то интересный человек, хотя по сути ему на лицо ссут, а он думает что с ним нормально общаются. Я думаю с ним в жизни никто не общается и даже когда ему на лицо ссут, банят, посылают нахуй, он думает что это общение и радуется как ребенок.
",6.0
153,"Пойдешь за зарплатой, вазелин захвати, так дружеский совет....
",0.0
154,"Плюс очевидны: - хорошая, стабильная зарплата Во-первых, з п в пидорахотугриках, а не деньгах. С 2013 года военные стали получать в 2 раза меньше. За риск для жизни и дискомфорт - плата уровня чистильщика сортиров в Алабаме. - соцпакет, льготное жилье Соцпакет вида отдых на пидорахокурортах . С соответственным контингентом (такие же вояки, чинари и бюджетники). Льготное жилье в помоечных человейниках. Свой дом или квартиру в сталинке по военной ипотеке не взять. - ранний выход на пенсию Это единственный плюс. Но, во-первых, уж поверь, государство позаботится, чтобы к 40 годам здоровья у тебя осталось мало. Ну и во-вторых, хорошо быть писарем в штабе, кинологом, паспортистом и т.д., тем, кто не ходит под пули. - уважение от общества, респектос от приличных людей Щас бы волноваться об уважении со стороны пидорах из скотоублюдии, лол. И это только малое количество минусов. О них подробнее: - Удаленные части и гарнизоны. Дохуя в ч за полярным кругом, посреди всяких лесов и в мелких провинциальных городков, где делать нехуй. Пока твои сверстники живут в ДС ДС2, в относительной цивилизации, ты мерзнешь в -30 и покупаешь помидоры по 300 рублей. - Дискомфортные условия службы. Техника спроектирована так, чтобы тебе хотелось побыстрее погибнуть в бою, форма неудобный мешок, хочешь удобства - покупай свои берцы, свои майки-футболки и т.д. Офисные стулья самые дешевые, геморрой и сколиоз придут скоро. Командиры наглухо отбитые, на одного нормального офицера 10 разчеловеченных ублюдков, которые доят на деньги и ресурсы как срочников, так и коллег-офицеров. - Вероятность подохнуть. И ладно бы за правое дело, но по факту подохнешь в очередной Сирии, в качестве ихтамнета-отпускника. Семью кинут на выплаты и прикажут молчать. - Круговая порука. Солдаты и офицеры регулярно отмачивают какую-нибудь хуйню, типа ограблений, пьяных драк, изнасилований. Наказать их можно только если у потерпевшего есть связи выше, чем их крыша. Тебе придется на все это смотреть, и с этими людьми тебе служить. В итоге, через 20 лет выслуги мы получаем туповато-инфантильную пидорашку, неспособную ни на что, кроме охраны Пятерочки школы стоянки, ну или в лучшем случае членства в очередной ОПГ, состоящей из силовиков.
",0.0
155,"Двач, почему тян такие тупые? С ними же просто не о чем поговорить... Они не могут поддержать разговор ни о философии, ни об устройстве Российской Империи в начале XX века. Я увлекаюсь поэзией, литературой, языками, читал в оригинале Ницше и Гегеля, но разговор с тянками все равно не клеится... Ни одна девушка не смогла развить тему о немецкой экономике конца XIX века и предпосылках для начала первой мировой войны. Почему они настолько тупее меня, что мне не дают? Я же такой умный, что ходил два года в качалку, но не набрал ни грамма массы - все уходит в гениальный мозг. Где найти ламповую 10 10 няшу с накачанной задницей и упругими сиськами, чтобы обсудить с ней культурно-социальные аспекты Речи Посполитой и влияние католической церкви на внутреннюю экономическую политику оной? Почему они все тупые животные, которые мне не дают? Двач?!
",6.0
156,"Я, дурачок, купил. Игра гавно, однообразно как и все последние высеры биотех, упоминание в посте Dragon age - origins, кощунственно.
",0.0
157,"Что она у тебя такая жирная? На шаверму её готовишь?
",0.0
158,"хорошо тут все ясно а теперь поясни мне за то что он кладет на репорты за шитпостинг и нерелейтед. айробусом дедом, лизон создали тред, карине создали тред, оляше создали тред, так какого хуя этим ебланам треды отдельные не создать? какого хуя ты тут чертила свой рот открываешь, тварь малолетняя, вот из за таких как ты уебанов все и скатилось в гавно, потому что черта этого никто не репортит, а такие говноеды как ты все сливают в парашу
",5.0
159,"Эм, нет, если сравнивать то это не ты на своей кухне гадишь а на твоей кухне гадит либо твой сосед по коммуналке либо вообще незнакомый тебе человек. Бандит никогда своим не будет. Разницы между своим и чужим бандитом, как и между своим и чужим капиталистом, нет.
",0.0
160,"Ты троллишь? Если ты такой правильный - плати мне репарации. Точно репарации, а не материнский капитал, ссуду или стипендию? Просто репарация - это по факту штраф за проёбанную войну от одно государства другому. Да и по международному праву, официальный приемник СССР - Российская Федерация. Так что, как переедешь на Аляску, можешь смело писать заявление в международный суд на РФ, чтобы тебе вернули 3 прадедовы коровы. Документы, подтверждающие собственность-то, остались?
",4.0
161,"У тебя видать тоже кость широкая.
",5.0
162,"Ну так, вообще, пиздеть - это трепаться о чем-либо, а пиздИть - врать.
",0.0
163,"Что ни рейтинг, так начинается: Аааа... Ну понятно, опять всё куплено. Опять Россию обижают. Верить ничему нельзя. Откуда это ощущение такой невероятной собственной важности? Почему кто-то реально считает, что всем не насрать конкретно на Россию? Откуда мнение, что все эти Амнести интернейшнл, Блумберг, МБР, Трансперенси интернейшнл и прочие только и думают о том, как бы представить нашу страну в плохом свете? P.S. Вы проверили? У вас есть другие данные? Тогда, вероятно, стоит ими поделиться, чтобы этот ужасный поклёп разбить в пух и прах, вы так не считаете?
",4.0
164,"жители Украины------ украинцы, а не хохлы
",0.0
165,"Опущ, ты везде багорт видишь?
",5.0
166,"Качок дуболом это я так понимаю голубочкин, блогер это евген, а тщедушный бездарь это кто?
",0.0
167,"Короче, ты либо заряженный либо раб и жить тебе всегда обворованым
",5.0
168,"Так же как бандосов. Есть авторитетный человек которому доверяют оба уголовника, тот их и судит.
",0.0
169,"Это 60р в час выходит? Чето дорого капец. В Казани в 1999-2000 году, помню, час игры на Сеге стоил 12 рублей, на PS1 - 15 рублей, а за 20 можно было целый час рубиться в компьютер. Джойстики для Сеги тогда стоили 60-70 рублей. И Мегадрайв в 1999 году мне купили, как сейчас помню, за 690 рублей. ХЗ где автор нашел ее аж за полтора косаря.
",0.0
170,"59 год Выходы на орбиту Вы батенька, даун.
",5.0
171,"Так это же католики. Католики в Бульбастане это как правило в большинстве отбитые змагары и адепты утопической польши и они против любого действия властей, даже если гражданам будут выдавать каждый месяц по 10к баксов то они будут против
",4.0
172,"Правильно разбомбили сербских уродов. Жаль что не истребили их всех
",1.0
173,"Юный? Вы, наверное, совсем читать не умеете, смотрите в монитор, а видите хуету вашего мировозрения. Прежде, чем пиздеть, глянули бы всю ветку коментов и с чего всё началось. Кстати, хуею с двуличности пикабу, я обращался к опоненту на вы он мне с какого-то хуя начал тыкать , я его осадил, причём опять-же, на вы и я ещё и неправ. Вот уж днйствительно, собрание малолетних психопатов.
",5.0
174,"Ну там то сказано, что нужно отступить 500 мм от горючих материалов и описан один способ, как уменьшить это расстояние, но он мне не подходит.
",0.0
175,"на Хабре твой пост, MR VF ?
",0.0
176,"А, не, можешь не мыться. Думаю, твоя подзалупная хтонь, которую экономная тянка непременно соберет в баночку, а потом щедро заправит ею твой борщ, отлично дополнит вкус блюда, придаст ему пикантности, так сказать.
",5.0
177,"Так ты ещё и антисемит примитивный? Как же всё запущено...
",5.0
178,"Какой долбоеб так обжигает хохлов? Тушку бендеровца надо накрыть сеном и оно должно не гореть, а тлеть. Тогда шкурка киборга нормально пропечется и у сала будет нормальный вкус.
",1.0
179,"А в нашей современности возможна ли более-менее устойчивая и самодостаточная промышленная экономика, ориентированная только на внутренний рынок и основанная только на собственных технологиях? Сомневаюсь. Разве что Иран может быть примером, но и то, при первой же возможности он постарался вернуться на мировой рынок. Северную Корею не считаем, понятно. Напоминаю, Венесуэла отрезана от мировых рынков. Это попросту вранье. Трындец в экономике там идет с 2014 года, при этом Венесуэла до января 2019 (!!!) года преспокойно продавала нефть в США. Только месяц назад ее отрезали от нефтяного рынка США, но никто не мешает Венесуэле продавать нефть в другие страны и покупать товары и технологии в любом месте мира.
",0.0
180,"Я описал разницу и конкретные причины, по которым твои претензии к ним не относятся. Ты опять соскальзываешь с темы как содомит искупавшийся в оливковом масле. Давай по делу, сисадмин.
",5.0
181,"Создал тут тхреад в b 192441781 Как оказалось, ЛГБТ пропаганда в б кажется унылой и слишком обильной не только мне. Как насчёт пидорнуть все гее би треды из b в ga? Хуле они тут у себя филиал открыли? Заебали притеснять натуралов. Давайте я поясню. Пидоротреды унылы и неприятны, и их крайне много. Это заебало. Если куклоебов и пониебоы пидорнули, почему пидоров нельзя пидорнуть? Пониебы всех заебали - их пидорнули Куклоебы всех заебали - их пидорнули Пидоротреды заебали меня, я интересуюсь, сколько ещё анонов заебались их видить нонстоп 24 7 на главной. Если нас будет много - можно и пидорнуть, я считаю. Для них есть целый раздел, или 2-3 даже. Но все равно постоянно это лезет на главную в b. ДОКОЛЕ?
",6.0
182,"хохлы такие забавные, если кто-то высказывает мнение, отличное от мнения партии, то он КРЕМЛЕБОТ ИЗ ОЛЬГИНО, ПРОПУТИНСКИЙ СЕПАР etc
",1.0
183,"Ларин клоун, тату на ебле сделал, не шарит в науке и прочем
",6.0
184,"интересно, у тебя отсутствует эмпатия к убитым мирным жителям донбасса потому что тебя таким воспитали или ты просто говнюк от рождения?
",0.0
185,"Раз уж вакханалия продолжается, давайте в этом треде продолжать собирать ворох банов. Копирую из прошлого треда отсюда и из ответов к нему: Ошибка: Постинг запрещён. Бан: 1067637. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Втр Янв 22 22:00:00 2019. В новом аниме-треде ( завелся один сумасшедший модератор, который удаляет видео, а затем банит пользователей за справедливые вопросы о причине удаления данных видео по надуманным причинам вроде злоупотребления трипкодом аватаркой или обсуждения модерации вне d . Я - один из тех, кто попал под его раздачу. Поэтому, в связи с этим, требую немедленно разбанить меня и остальных, кто стал жертвой модераторского произвола и изгнать с должности модератора этого человека, он профнепригоден. Ошибка постинга: Постинг запрещён. Бан: 1068596. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Птн Янв 25 22:00:00 2019. Какая блядь аватарка, вы в глаза долбитесь? Спасибо Абу. Ошибка постинга: Постинг запрещён. Бан: 1068457. Причина: b 2 - Аватаркочатики в 2d !b. О каких аватаркочатиках может идти речь? Какое 2d я там не был в жизни. Я общался с аноном без пикч на тему треда! Уже и тут пообщатся нельзя? Разбаньте позязя. Несправедливый бан: Постинг запрещён. Бан: 1068078. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Срд Янв 23 22:00:00 2019. Попросил скинуть вебмки по K-on! Анон скинул, я сказал спасибо. Забанили и меня и его. А ещё общалую НЕСПРАВЕДЛИВЫЙ бан. Бан: 1068350. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Бан: 1068074. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Срд Янв 23 22:00:00 2019. Какого хрена мочух банит анонов в Аниме тредах по своему желанию и по пизданутым причинам? Error: Постинг запрещён. Бан: 1068344. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Втр Янв 22 22:00:00 2019. Только что запостил две вебм в вебм тред b , разной тематики, не связанные друг с другом, посты вообще были без текста и трипкода. После второй вебм улетел в бан, тред видимо после этого тоже потёрли. Какое злоупотребление? Может стоит пересмотреть бан? И дебилов которые их выписывают. Постинг запрещён. Бан: 1068070. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b Вы че, ебанутые? Понабрали даунов из вбыдлятне. Это было не аватарка. Меня анон попросил скинуть вебм, что я и сделал. Никаких аватарок и чатиков . Постинг запрещён. Бан: 1067881. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Что за логика у мочи? какая в жопу аватарка? какое злоупотребление пасскодом?! Да, постил я там по одному видео, но это b там и бессмыслицу можно постить, да и никто не жаловался на меня, не писал в треде у бля пошёл на хуй или репортну . Значит если я капчевал капчу с такой же скоростью, то меня не забанили бы? Я деньги вам дал, чтобы эту херню сломанную отменить, а в итоге я получаю пиздюлей только потому, что у меня пасскод предупредил анонов, что они могут получить бан написав что-то в треде. Ошибка постинга: Постинг запрещён. Бан: 1068099. Причина: M Общее 5 - Обсуждение модерации вне d !b. Почему предупреждение посчитал обсуждением модерации? 2ch.hk b res 190040136.html 190040136 Ошибка постинга: Постинг запрещён. Бан: 1068361. Причина: M Общее 5 - Обсуждение модерации вне d !b. Истекает: Втр Янв 22 22:00:00 2019. Обсуждения, КСТАТИ ГОВОРЯ, не было, был скрин, твоего удалённого сообщения. Выпей уже свои таблетки и не заходи на двач. Что за бред какое обсуждение модерации? Я обсуждал аниме-конфоблядей и просто сказал что не застал их. Ошибка постинга: Постинг запрещён. Бан: 1068363. Причина: M Общее 5 - Обсуждение модерации вне d !b. Истекает: Втр Янв 22 22:00:00 Ошибка постинга: Постинг запрещён. Бан: 1069746. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Птн Янв 25 22:00:00 2019. Ошибка постинга: Постинг запрещён. Бан: 1069608. Причина: Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Птн Янв 25 22:00:00 2019. Запостил одну шебм, ахуенно Ошибка постинга: Постинг запрещён. Бан: 1068589. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Птн Янв 25 22:00:00 2019. Ошибка постинга: Постинг запрещён. Бан: 1072740. Причина: Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Птн Фев 01 22:00:00 2019. За единственное первое же сообщение в треде
",0.0
186,"Но по факту какой-то быдлогопник создал ОПГ Один хер он продолжит свою деятельность, потому что тема бесконечно актуальная. Рашка таки скатилась в сраное говно. Пора валить отсюда нахуй... Here we go again.
",4.0
187,"Это эрефия) тут 2 метода: 1. сделать говно 2. запретить и бонусный 3. У Хохлов еще хуже
",4.0
188,"В том трансгазе, где я уже лет 7 работаю, сейчас есть только компенсация проезда к месту отдыха (процентов 30, точно не помню). Не РКС, если что. А года до 2014 тоже была компенсация путевки до 85 работнику и до 40 - члену семьи. Процентовка зависела от газового стажа.
",0.0
189,"Девушка, Вы не в себе? Кто мы облажались? Причем тут я и кто-то? Кто должен настучать мне по голове? Я просто увидел, что люди которые яро рвут на себе рубаху в комментах нихрена не знаю своей собственной истории. И рассказал об этом. Но если бы Вы еще умели слушать, помимо того, как изливать свои мысли. Слово оккупант имеет резко негативную коннотацию в любом языке Да? Тогда объясните мне, почему в США есть медаль за службу в оккупационной армии ? Это типа такая медаль позора наверное. Её вручали чтобы гнобить человека. или всё таки нет? именно поэтому из ГСВГ через какое-то время убрали О. Да? А я то думал это было связано с созданием ГДР. Вы такие глупости говорите. Т.е. сразу же после войны, победителей, героев, можно называть оккупационными войсками, а спустя девять лет решили что это очень негативно? Серьезно?
",4.0
190,"С другой стороны, модератора никто не звал, а картинку раз, и удалили.
",0.0
