film	category	director	actor	duration	release_year	rating
Gaslight	Crime	GeorgeCukor	IngridBergman	114	1944	7.8
Gaslight	Drama	GeorgeCukor	IngridBergman	114	1944	7.8
Gaslight	Mystery	GeorgeCukor	IngridBergman	114	1944	7.8
Gaslight	Crime	GeorgeCukor	JosephCotten	114	1944	7.8
Gaslight	Drama	GeorgeCukor	JosephCotten	114	1944	7.8
Gaslight	Mystery	GeorgeCukor	JosephCotten	114	1944	7.8
Gaslight	Crime	GeorgeCukor	MayWhitty	114	1944	7.8
Gaslight	Drama	GeorgeCukor	MayWhitty	114	1944	7.8
Gaslight	Mystery	GeorgeCukor	MayWhitty	114	1944	7.8
Batoru_rowaiaru	Action	KinjiFukasaku	TatsuyaFujiwara	114	2000	7.6
Batoru_rowaiaru	Adventure	KinjiFukasaku	TatsuyaFujiwara	114	2000	7.6
Batoru_rowaiaru	Drama	KinjiFukasaku	TatsuyaFujiwara	114	2000	7.6
Batoru_rowaiaru	Action	KinjiFukasaku	AkiMaeda	114	2000	7.6
Batoru_rowaiaru	Adventure	KinjiFukasaku	AkiMaeda	114	2000	7.6
Batoru_rowaiaru	Drama	KinjiFukasaku	AkiMaeda	114	2000	7.6
Batoru_rowaiaru	Action	KinjiFukasaku	TarôYamamoto	114	2000	7.6
Batoru_rowaiaru	Adventure	KinjiFukasaku	TarôYamamoto	114	2000	7.6
Batoru_rowaiaru	Drama	KinjiFukasaku	TarôYamamoto	114	2000	7.6
Batoru_rowaiaru	Action	KinjiFukasaku	ChiakiKuriyama	114	2000	7.6
Batoru_rowaiaru	Adventure	KinjiFukasaku	ChiakiKuriyama	114	2000	7.6
Batoru_rowaiaru	Drama	KinjiFukasaku	ChiakiKuriyama	114	2000	7.6
The_Mitchells_vs_the_Machines	Animation	MichaelRianda	AbbiJacobson	114	2021	7.6
The_Mitchells_vs_the_Machines	Adventure	MichaelRianda	AbbiJacobson	114	2021	7.6
The_Mitchells_vs_the_Machines	Comedy	MichaelRianda	AbbiJacobson	114	2021	7.6
The_Mitchells_vs_the_Machines	Animation	MichaelRianda	DannyMcBride	114	2021	7.6
The_Mitchells_vs_the_Machines	Adventure	MichaelRianda	DannyMcBride	114	2021	7.6
The_Mitchells_vs_the_Machines	Comedy	MichaelRianda	DannyMcBride	114	2021	7.6
The_Mitchells_vs_the_Machines	Animation	MichaelRianda	MayaRudolph	114	2021	7.6
The_Mitchells_vs_the_Machines	Adventure	MichaelRianda	MayaRudolph	114	2021	7.6
The_Mitchells_vs_the_Machines	Comedy	MichaelRianda	MayaRudolph	114	2021	7.6
The_Mitchells_vs_the_Machines	Animation	MichaelRianda	MichaelRianda	114	2021	7.6
The_Mitchells_vs_the_Machines	Adventure	MichaelRianda	MichaelRianda	114	2021	7.6
The_Mitchells_vs_the_Machines	Comedy	MichaelRianda	MichaelRianda	114	2021	7.6
The_Best_Years_of_Our_Lives	Drama	WilliamWyler	MyrnaLoy	170	1946	8.1
The_Best_Years_of_Our_Lives	Romance	WilliamWyler	MyrnaLoy	170	1946	8.1
The_Best_Years_of_Our_Lives	War	WilliamWyler	MyrnaLoy	170	1946	8.1
The_Best_Years_of_Our_Lives	Drama	WilliamWyler	DanaAndrews	170	1946	8.1
The_Best_Years_of_Our_Lives	Romance	WilliamWyler	DanaAndrews	170	1946	8.1
The_Best_Years_of_Our_Lives	War	WilliamWyler	DanaAndrews	170	1946	8.1
The_Best_Years_of_Our_Lives	Drama	WilliamWyler	FredricMarch	170	1946	8.1
The_Best_Years_of_Our_Lives	Romance	WilliamWyler	FredricMarch	170	1946	8.1
The_Best_Years_of_Our_Lives	War	WilliamWyler	FredricMarch	170	1946	8.1
The_Best_Years_of_Our_Lives	Drama	WilliamWyler	TeresaWright	170	1946	8.1
The_Best_Years_of_Our_Lives	Romance	WilliamWyler	TeresaWright	170	1946	8.1
The_Best_Years_of_Our_Lives	War	WilliamWyler	TeresaWright	170	1946	8.1
3_Idiots	Comedy	RajkumarHirani	AamirKhan	170	2009	8.4
3_Idiots	Drama	RajkumarHirani	AamirKhan	170	2009	8.4
3_Idiots	Comedy	RajkumarHirani	Madhavan	170	2009	8.4
3_Idiots	Drama	RajkumarHirani	Madhavan	170	2009	8.4
3_Idiots	Comedy	RajkumarHirani	MonaSingh	170	2009	8.4
3_Idiots	Drama	RajkumarHirani	MonaSingh	170	2009	8.4
3_Idiots	Comedy	RajkumarHirani	SharmanJoshi	170	2009	8.4
3_Idiots	Drama	RajkumarHirani	SharmanJoshi	170	2009	8.4
Heat	Action	MichaelMann	AlPacino	170	1995	8.3
Heat	Crime	MichaelMann	AlPacino	170	1995	8.3
Heat	Drama	MichaelMann	AlPacino	170	1995	8.3
Heat	Action	MichaelMann	RobertDeNiro	170	1995	8.3
Heat	Crime	MichaelMann	RobertDeNiro	170	1995	8.3
Heat	Drama	MichaelMann	RobertDeNiro	170	1995	8.3
Heat	Action	MichaelMann	ValKilmer	170	1995	8.3
Heat	Crime	MichaelMann	ValKilmer	170	1995	8.3
Heat	Drama	MichaelMann	ValKilmer	170	1995	8.3
Heat	Action	MichaelMann	JonVoight	170	1995	8.3
Heat	Crime	MichaelMann	JonVoight	170	1995	8.3
Heat	Drama	MichaelMann	JonVoight	170	1995	8.3
Underground	Comedy	EmirKusturica	PredragMikiManojlovic	170	1995	8.1
Underground	Drama	EmirKusturica	PredragMikiManojlovic	170	1995	8.1
Underground	Fantasy	EmirKusturica	PredragMikiManojlovic	170	1995	8.1
Underground	Comedy	EmirKusturica	LazarRistovski	170	1995	8.1
Underground	Drama	EmirKusturica	LazarRistovski	170	1995	8.1
Underground	Fantasy	EmirKusturica	LazarRistovski	170	1995	8.1
Underground	Comedy	EmirKusturica	MirjanaJokovic	170	1995	8.1
Underground	Drama	EmirKusturica	MirjanaJokovic	170	1995	8.1
Underground	Fantasy	EmirKusturica	MirjanaJokovic	170	1995	8.1
Underground	Comedy	EmirKusturica	SlavkoStimac	170	1995	8.1
Underground	Drama	EmirKusturica	SlavkoStimac	170	1995	8.1
Underground	Fantasy	EmirKusturica	SlavkoStimac	170	1995	8.1
Ratsasan	Crime	RamKumar	VishnuVishal	170	2018	8.3
Ratsasan	Drama	RamKumar	VishnuVishal	170	2018	8.3
Ratsasan	Mystery	RamKumar	VishnuVishal	170	2018	8.3
Ratsasan	Crime	RamKumar	AmalaPaul	170	2018	8.3
Ratsasan	Drama	RamKumar	AmalaPaul	170	2018	8.3
Ratsasan	Mystery	RamKumar	AmalaPaul	170	2018	8.3
Ratsasan	Crime	RamKumar	RadhaRavi	170	2018	8.3
Ratsasan	Drama	RamKumar	RadhaRavi	170	2018	8.3
Ratsasan	Mystery	RamKumar	RadhaRavi	170	2018	8.3
Ratsasan	Crime	RamKumar	SangiliMurugan	170	2018	8.3
Ratsasan	Drama	RamKumar	SangiliMurugan	170	2018	8.3
Ratsasan	Mystery	RamKumar	SangiliMurugan	170	2018	8.3
My_Fair_Lady	Drama	GeorgeCukor	AudreyHepburn	170	1964	7.8
My_Fair_Lady	Family	GeorgeCukor	AudreyHepburn	170	1964	7.8
My_Fair_Lady	Musical	GeorgeCukor	AudreyHepburn	170	1964	7.8
My_Fair_Lady	Drama	GeorgeCukor	RexHarrison	170	1964	7.8
My_Fair_Lady	Family	GeorgeCukor	RexHarrison	170	1964	7.8
My_Fair_Lady	Musical	GeorgeCukor	RexHarrison	170	1964	7.8
My_Fair_Lady	Drama	GeorgeCukor	StanleyHolloway	170	1964	7.8
My_Fair_Lady	Family	GeorgeCukor	StanleyHolloway	170	1964	7.8
My_Fair_Lady	Musical	GeorgeCukor	StanleyHolloway	170	1964	7.8
My_Fair_Lady	Drama	GeorgeCukor	WilfridHyde-White	170	1964	7.8
My_Fair_Lady	Family	GeorgeCukor	WilfridHyde-White	170	1964	7.8
My_Fair_Lady	Musical	GeorgeCukor	WilfridHyde-White	170	1964	7.8
Scarface	Crime	BrianDePalma	AlPacino	170	1983	8.3
Scarface	Crime	BrianDePalma	AlPacino	170	1932	8.3
Scarface	Crime	BrianDePalma	AlPacino	170	1983	7.7
Scarface	Crime	BrianDePalma	AlPacino	170	1932	7.7
Scarface	Crime	HowardHawks	AlPacino	170	1983	8.3
Scarface	Crime	HowardHawks	AlPacino	170	1932	8.3
Scarface	Crime	HowardHawks	AlPacino	170	1983	7.7
Scarface	Crime	HowardHawks	AlPacino	170	1932	7.7
Scarface	Drama	BrianDePalma	AlPacino	170	1983	8.3
Scarface	Drama	BrianDePalma	AlPacino	170	1932	8.3
Scarface	Drama	BrianDePalma	AlPacino	170	1983	7.7
Scarface	Drama	BrianDePalma	AlPacino	170	1932	7.7
Scarface	Drama	HowardHawks	AlPacino	170	1983	8.3
Scarface	Drama	HowardHawks	AlPacino	170	1932	8.3
Scarface	Drama	HowardHawks	AlPacino	170	1983	7.7
Scarface	Drama	HowardHawks	AlPacino	170	1932	7.7
Scarface	Action	BrianDePalma	AlPacino	170	1983	8.3
Scarface	Action	BrianDePalma	AlPacino	170	1932	8.3
Scarface	Action	BrianDePalma	AlPacino	170	1983	7.7
Scarface	Action	BrianDePalma	AlPacino	170	1932	7.7
Scarface	Action	HowardHawks	AlPacino	170	1983	8.3
Scarface	Action	HowardHawks	AlPacino	170	1932	8.3
Scarface	Action	HowardHawks	AlPacino	170	1983	7.7
Scarface	Action	HowardHawks	AlPacino	170	1932	7.7
Scarface	Crime	BrianDePalma	MichellePfeiffer	170	1983	8.3
Scarface	Crime	BrianDePalma	MichellePfeiffer	170	1932	8.3
Scarface	Crime	BrianDePalma	MichellePfeiffer	170	1983	7.7
Scarface	Crime	BrianDePalma	MichellePfeiffer	170	1932	7.7
Scarface	Crime	HowardHawks	MichellePfeiffer	170	1983	8.3
Scarface	Crime	HowardHawks	MichellePfeiffer	170	1932	8.3
Scarface	Crime	HowardHawks	MichellePfeiffer	170	1983	7.7
Scarface	Crime	HowardHawks	MichellePfeiffer	170	1932	7.7
Scarface	Drama	BrianDePalma	MichellePfeiffer	170	1983	8.3
Scarface	Drama	BrianDePalma	MichellePfeiffer	170	1932	8.3
Scarface	Drama	BrianDePalma	MichellePfeiffer	170	1983	7.7
Scarface	Drama	BrianDePalma	MichellePfeiffer	170	1932	7.7
Scarface	Drama	HowardHawks	MichellePfeiffer	170	1983	8.3
Scarface	Drama	HowardHawks	MichellePfeiffer	170	1932	8.3
Scarface	Drama	HowardHawks	MichellePfeiffer	170	1983	7.7
Scarface	Drama	HowardHawks	MichellePfeiffer	170	1932	7.7
Scarface	Action	BrianDePalma	MichellePfeiffer	170	1983	8.3
Scarface	Action	BrianDePalma	MichellePfeiffer	170	1932	8.3
Scarface	Action	BrianDePalma	MichellePfeiffer	170	1983	7.7
Scarface	Action	BrianDePalma	MichellePfeiffer	170	1932	7.7
Scarface	Action	HowardHawks	MichellePfeiffer	170	1983	8.3
Scarface	Action	HowardHawks	MichellePfeiffer	170	1932	8.3
Scarface	Action	HowardHawks	MichellePfeiffer	170	1983	7.7
Scarface	Action	HowardHawks	MichellePfeiffer	170	1932	7.7
Scarface	Crime	BrianDePalma	StevenBauer	170	1983	8.3
Scarface	Crime	BrianDePalma	StevenBauer	170	1932	8.3
Scarface	Crime	BrianDePalma	StevenBauer	170	1983	7.7
Scarface	Crime	BrianDePalma	StevenBauer	170	1932	7.7
Scarface	Crime	HowardHawks	StevenBauer	170	1983	8.3
Scarface	Crime	HowardHawks	StevenBauer	170	1932	8.3
Scarface	Crime	HowardHawks	StevenBauer	170	1983	7.7
Scarface	Crime	HowardHawks	StevenBauer	170	1932	7.7
Scarface	Drama	BrianDePalma	StevenBauer	170	1983	8.3
Scarface	Drama	BrianDePalma	StevenBauer	170	1932	8.3
Scarface	Drama	BrianDePalma	StevenBauer	170	1983	7.7
Scarface	Drama	BrianDePalma	StevenBauer	170	1932	7.7
Scarface	Drama	HowardHawks	StevenBauer	170	1983	8.3
Scarface	Drama	HowardHawks	StevenBauer	170	1932	8.3
Scarface	Drama	HowardHawks	StevenBauer	170	1983	7.7
Scarface	Drama	HowardHawks	StevenBauer	170	1932	7.7
Scarface	Action	BrianDePalma	StevenBauer	170	1983	8.3
Scarface	Action	BrianDePalma	StevenBauer	170	1932	8.3
Scarface	Action	BrianDePalma	StevenBauer	170	1983	7.7
Scarface	Action	BrianDePalma	StevenBauer	170	1932	7.7
Scarface	Action	HowardHawks	StevenBauer	170	1983	8.3
Scarface	Action	HowardHawks	StevenBauer	170	1932	8.3
Scarface	Action	HowardHawks	StevenBauer	170	1983	7.7
Scarface	Action	HowardHawks	StevenBauer	170	1932	7.7
Scarface	Crime	BrianDePalma	MaryElizabethMastrantonio	170	1983	8.3
Scarface	Crime	BrianDePalma	MaryElizabethMastrantonio	170	1932	8.3
Scarface	Crime	BrianDePalma	MaryElizabethMastrantonio	170	1983	7.7
Scarface	Crime	BrianDePalma	MaryElizabethMastrantonio	170	1932	7.7
Scarface	Crime	HowardHawks	MaryElizabethMastrantonio	170	1983	8.3
Scarface	Crime	HowardHawks	MaryElizabethMastrantonio	170	1932	8.3
Scarface	Crime	HowardHawks	MaryElizabethMastrantonio	170	1983	7.7
Scarface	Crime	HowardHawks	MaryElizabethMastrantonio	170	1932	7.7
Scarface	Drama	BrianDePalma	MaryElizabethMastrantonio	170	1983	8.3
Scarface	Drama	BrianDePalma	MaryElizabethMastrantonio	170	1932	8.3
Scarface	Drama	BrianDePalma	MaryElizabethMastrantonio	170	1983	7.7
Scarface	Drama	BrianDePalma	MaryElizabethMastrantonio	170	1932	7.7
Scarface	Drama	HowardHawks	MaryElizabethMastrantonio	170	1983	8.3
Scarface	Drama	HowardHawks	MaryElizabethMastrantonio	170	1932	8.3
Scarface	Drama	HowardHawks	MaryElizabethMastrantonio	170	1983	7.7
Scarface	Drama	HowardHawks	MaryElizabethMastrantonio	170	1932	7.7
Scarface	Action	BrianDePalma	MaryElizabethMastrantonio	170	1983	8.3
Scarface	Action	BrianDePalma	MaryElizabethMastrantonio	170	1932	8.3
Scarface	Action	BrianDePalma	MaryElizabethMastrantonio	170	1983	7.7
Scarface	Action	BrianDePalma	MaryElizabethMastrantonio	170	1932	7.7
Scarface	Action	HowardHawks	MaryElizabethMastrantonio	170	1983	8.3
Scarface	Action	HowardHawks	MaryElizabethMastrantonio	170	1932	8.3
Scarface	Action	HowardHawks	MaryElizabethMastrantonio	170	1983	7.7
Scarface	Action	HowardHawks	MaryElizabethMastrantonio	170	1932	7.7
Scarface	Crime	BrianDePalma	PaulMuni	170	1983	8.3
Scarface	Crime	BrianDePalma	PaulMuni	170	1932	8.3
Scarface	Crime	BrianDePalma	PaulMuni	170	1983	7.7
Scarface	Crime	BrianDePalma	PaulMuni	170	1932	7.7
Scarface	Crime	HowardHawks	PaulMuni	170	1983	8.3
Scarface	Crime	HowardHawks	PaulMuni	170	1932	8.3
Scarface	Crime	HowardHawks	PaulMuni	170	1983	7.7
Scarface	Crime	HowardHawks	PaulMuni	170	1932	7.7
Scarface	Drama	BrianDePalma	PaulMuni	170	1983	8.3
Scarface	Drama	BrianDePalma	PaulMuni	170	1932	8.3
Scarface	Drama	BrianDePalma	PaulMuni	170	1983	7.7
Scarface	Drama	BrianDePalma	PaulMuni	170	1932	7.7
Scarface	Drama	HowardHawks	PaulMuni	170	1983	8.3
Scarface	Drama	HowardHawks	PaulMuni	170	1932	8.3
Scarface	Drama	HowardHawks	PaulMuni	170	1983	7.7
Scarface	Drama	HowardHawks	PaulMuni	170	1932	7.7
Scarface	Action	BrianDePalma	PaulMuni	170	1983	8.3
Scarface	Action	BrianDePalma	PaulMuni	170	1932	8.3
Scarface	Action	BrianDePalma	PaulMuni	170	1983	7.7
Scarface	Action	BrianDePalma	PaulMuni	170	1932	7.7
Scarface	Action	HowardHawks	PaulMuni	170	1983	8.3
Scarface	Action	HowardHawks	PaulMuni	170	1932	8.3
Scarface	Action	HowardHawks	PaulMuni	170	1983	7.7
Scarface	Action	HowardHawks	PaulMuni	170	1932	7.7
Scarface	Crime	BrianDePalma	AnnDvorak	170	1983	8.3
Scarface	Crime	BrianDePalma	AnnDvorak	170	1932	8.3
Scarface	Crime	BrianDePalma	AnnDvorak	170	1983	7.7
Scarface	Crime	BrianDePalma	AnnDvorak	170	1932	7.7
Scarface	Crime	HowardHawks	AnnDvorak	170	1983	8.3
Scarface	Crime	HowardHawks	AnnDvorak	170	1932	8.3
Scarface	Crime	HowardHawks	AnnDvorak	170	1983	7.7
Scarface	Crime	HowardHawks	AnnDvorak	170	1932	7.7
Scarface	Drama	BrianDePalma	AnnDvorak	170	1983	8.3
Scarface	Drama	BrianDePalma	AnnDvorak	170	1932	8.3
Scarface	Drama	BrianDePalma	AnnDvorak	170	1983	7.7
Scarface	Drama	BrianDePalma	AnnDvorak	170	1932	7.7
Scarface	Drama	HowardHawks	AnnDvorak	170	1983	8.3
Scarface	Drama	HowardHawks	AnnDvorak	170	1932	8.3
Scarface	Drama	HowardHawks	AnnDvorak	170	1983	7.7
Scarface	Drama	HowardHawks	AnnDvorak	170	1932	7.7
Scarface	Action	BrianDePalma	AnnDvorak	170	1983	8.3
Scarface	Action	BrianDePalma	AnnDvorak	170	1932	8.3
Scarface	Action	BrianDePalma	AnnDvorak	170	1983	7.7
Scarface	Action	BrianDePalma	AnnDvorak	170	1932	7.7
Scarface	Action	HowardHawks	AnnDvorak	170	1983	8.3
Scarface	Action	HowardHawks	AnnDvorak	170	1932	8.3
Scarface	Action	HowardHawks	AnnDvorak	170	1983	7.7
Scarface	Action	HowardHawks	AnnDvorak	170	1932	7.7
Scarface	Crime	BrianDePalma	KarenMorley	170	1983	8.3
Scarface	Crime	BrianDePalma	KarenMorley	170	1932	8.3
Scarface	Crime	BrianDePalma	KarenMorley	170	1983	7.7
Scarface	Crime	BrianDePalma	KarenMorley	170	1932	7.7
Scarface	Crime	HowardHawks	KarenMorley	170	1983	8.3
Scarface	Crime	HowardHawks	KarenMorley	170	1932	8.3
Scarface	Crime	HowardHawks	KarenMorley	170	1983	7.7
Scarface	Crime	HowardHawks	KarenMorley	170	1932	7.7
Scarface	Drama	BrianDePalma	KarenMorley	170	1983	8.3
Scarface	Drama	BrianDePalma	KarenMorley	170	1932	8.3
Scarface	Drama	BrianDePalma	KarenMorley	170	1983	7.7
Scarface	Drama	BrianDePalma	KarenMorley	170	1932	7.7
Scarface	Drama	HowardHawks	KarenMorley	170	1983	8.3
Scarface	Drama	HowardHawks	KarenMorley	170	1932	8.3
Scarface	Drama	HowardHawks	KarenMorley	170	1983	7.7
Scarface	Drama	HowardHawks	KarenMorley	170	1932	7.7
Scarface	Action	BrianDePalma	KarenMorley	170	1983	8.3
Scarface	Action	BrianDePalma	KarenMorley	170	1932	8.3
Scarface	Action	BrianDePalma	KarenMorley	170	1983	7.7
Scarface	Action	BrianDePalma	KarenMorley	170	1932	7.7
Scarface	Action	HowardHawks	KarenMorley	170	1983	8.3
Scarface	Action	HowardHawks	KarenMorley	170	1932	8.3
Scarface	Action	HowardHawks	KarenMorley	170	1983	7.7
Scarface	Action	HowardHawks	KarenMorley	170	1932	7.7
Scarface	Crime	BrianDePalma	OsgoodPerkins	170	1983	8.3
Scarface	Crime	BrianDePalma	OsgoodPerkins	170	1932	8.3
Scarface	Crime	BrianDePalma	OsgoodPerkins	170	1983	7.7
Scarface	Crime	BrianDePalma	OsgoodPerkins	170	1932	7.7
Scarface	Crime	HowardHawks	OsgoodPerkins	170	1983	8.3
Scarface	Crime	HowardHawks	OsgoodPerkins	170	1932	8.3
Scarface	Crime	HowardHawks	OsgoodPerkins	170	1983	7.7
Scarface	Crime	HowardHawks	OsgoodPerkins	170	1932	7.7
Scarface	Drama	BrianDePalma	OsgoodPerkins	170	1983	8.3
Scarface	Drama	BrianDePalma	OsgoodPerkins	170	1932	8.3
Scarface	Drama	BrianDePalma	OsgoodPerkins	170	1983	7.7
Scarface	Drama	BrianDePalma	OsgoodPerkins	170	1932	7.7
Scarface	Drama	HowardHawks	OsgoodPerkins	170	1983	8.3
Scarface	Drama	HowardHawks	OsgoodPerkins	170	1932	8.3
Scarface	Drama	HowardHawks	OsgoodPerkins	170	1983	7.7
Scarface	Drama	HowardHawks	OsgoodPerkins	170	1932	7.7
Scarface	Action	BrianDePalma	OsgoodPerkins	170	1983	8.3
Scarface	Action	BrianDePalma	OsgoodPerkins	170	1932	8.3
Scarface	Action	BrianDePalma	OsgoodPerkins	170	1983	7.7
Scarface	Action	BrianDePalma	OsgoodPerkins	170	1932	7.7
Scarface	Action	HowardHawks	OsgoodPerkins	170	1983	8.3
Scarface	Action	HowardHawks	OsgoodPerkins	170	1932	8.3
Scarface	Action	HowardHawks	OsgoodPerkins	170	1983	7.7
Scarface	Action	HowardHawks	OsgoodPerkins	170	1932	7.7
The_Thin_Red_Line	Drama	TerrenceMalick	JimCaviezel	170	1998	7.6
The_Thin_Red_Line	History	TerrenceMalick	JimCaviezel	170	1998	7.6
The_Thin_Red_Line	War	TerrenceMalick	JimCaviezel	170	1998	7.6
The_Thin_Red_Line	Drama	TerrenceMalick	SeanPenn	170	1998	7.6
The_Thin_Red_Line	History	TerrenceMalick	SeanPenn	170	1998	7.6
The_Thin_Red_Line	War	TerrenceMalick	SeanPenn	170	1998	7.6
The_Thin_Red_Line	Drama	TerrenceMalick	NickNolte	170	1998	7.6
The_Thin_Red_Line	History	TerrenceMalick	NickNolte	170	1998	7.6
The_Thin_Red_Line	War	TerrenceMalick	NickNolte	170	1998	7.6
The_Thin_Red_Line	Drama	TerrenceMalick	KirkAcevedo	170	1998	7.6
The_Thin_Red_Line	History	TerrenceMalick	KirkAcevedo	170	1998	7.6
The_Thin_Red_Line	War	TerrenceMalick	KirkAcevedo	170	1998	7.6
Rope	Crime	AlfredHitchcock	JamesStewart	80	1948	7.9
Rope	Drama	AlfredHitchcock	JamesStewart	80	1948	7.9
Rope	Mystery	AlfredHitchcock	JamesStewart	80	1948	7.9
Rope	Crime	AlfredHitchcock	JohnDall	80	1948	7.9
Rope	Drama	AlfredHitchcock	JohnDall	80	1948	7.9
Rope	Mystery	AlfredHitchcock	JohnDall	80	1948	7.9
Rope	Crime	AlfredHitchcock	FarleyGranger	80	1948	7.9
Rope	Drama	AlfredHitchcock	FarleyGranger	80	1948	7.9
Rope	Mystery	AlfredHitchcock	FarleyGranger	80	1948	7.9
Rope	Crime	AlfredHitchcock	DickHogan	80	1948	7.9
Rope	Drama	AlfredHitchcock	DickHogan	80	1948	7.9
Rope	Mystery	AlfredHitchcock	DickHogan	80	1948	7.9
Invasion_of_the_Body_Snatchers	Drama	DonSiegel	KevinMcCarthy	80	1956	7.7
Invasion_of_the_Body_Snatchers	Horror	DonSiegel	KevinMcCarthy	80	1956	7.7
Invasion_of_the_Body_Snatchers	Sci-Fi	DonSiegel	KevinMcCarthy	80	1956	7.7
Invasion_of_the_Body_Snatchers	Drama	DonSiegel	DanaWynter	80	1956	7.7
Invasion_of_the_Body_Snatchers	Horror	DonSiegel	DanaWynter	80	1956	7.7
Invasion_of_the_Body_Snatchers	Sci-Fi	DonSiegel	DanaWynter	80	1956	7.7
Invasion_of_the_Body_Snatchers	Drama	DonSiegel	LarryGates	80	1956	7.7
Invasion_of_the_Body_Snatchers	Horror	DonSiegel	LarryGates	80	1956	7.7
Invasion_of_the_Body_Snatchers	Sci-Fi	DonSiegel	LarryGates	80	1956	7.7
Invasion_of_the_Body_Snatchers	Drama	DonSiegel	KingDonovan	80	1956	7.7
Invasion_of_the_Body_Snatchers	Horror	DonSiegel	KingDonovan	80	1956	7.7
Invasion_of_the_Body_Snatchers	Sci-Fi	DonSiegel	KingDonovan	80	1956	7.7
Les_triplettes_de_Belleville	Animation	SylvainChomet	MichèleCaucheteux	80	2003	7.7
Les_triplettes_de_Belleville	Comedy	SylvainChomet	MichèleCaucheteux	80	2003	7.7
Les_triplettes_de_Belleville	Drama	SylvainChomet	MichèleCaucheteux	80	2003	7.7
Les_triplettes_de_Belleville	Animation	SylvainChomet	Jean-ClaudeDonda	80	2003	7.7
Les_triplettes_de_Belleville	Comedy	SylvainChomet	Jean-ClaudeDonda	80	2003	7.7
Les_triplettes_de_Belleville	Drama	SylvainChomet	Jean-ClaudeDonda	80	2003	7.7
Les_triplettes_de_Belleville	Animation	SylvainChomet	MichelRobin	80	2003	7.7
Les_triplettes_de_Belleville	Comedy	SylvainChomet	MichelRobin	80	2003	7.7
Les_triplettes_de_Belleville	Drama	SylvainChomet	MichelRobin	80	2003	7.7
Les_triplettes_de_Belleville	Animation	SylvainChomet	MonicaViegas	80	2003	7.7
Les_triplettes_de_Belleville	Comedy	SylvainChomet	MonicaViegas	80	2003	7.7
Les_triplettes_de_Belleville	Drama	SylvainChomet	MonicaViegas	80	2003	7.7
Before_Sunset	Drama	RichardLinklater	EthanHawke	80	2004	8.1
Before_Sunset	Romance	RichardLinklater	EthanHawke	80	2004	8.1
Before_Sunset	Drama	RichardLinklater	JulieDelpy	80	2004	8.1
Before_Sunset	Romance	RichardLinklater	JulieDelpy	80	2004	8.1
Before_Sunset	Drama	RichardLinklater	VernonDobtcheff	80	2004	8.1
Before_Sunset	Romance	RichardLinklater	VernonDobtcheff	80	2004	8.1
Before_Sunset	Drama	RichardLinklater	LouiseLemoineTorrès	80	2004	8.1
Before_Sunset	Romance	RichardLinklater	LouiseLemoineTorrès	80	2004	8.1
Vivre_sa_vie:_Film_en_douze_tableaux	Drama	Jean-LucGodard	AnnaKarina	80	1962	7.9
Vivre_sa_vie:_Film_en_douze_tableaux	Drama	Jean-LucGodard	SadyRebbot	80	1962	7.9
Vivre_sa_vie:_Film_en_douze_tableaux	Drama	Jean-LucGodard	AndréS.Labarthe	80	1962	7.9
Vivre_sa_vie:_Film_en_douze_tableaux	Drama	Jean-LucGodard	GuylaineSchlumberger	80	1962	7.9
Le_dîner_de_cons	Comedy	FrancisVeber	ThierryLhermitte	80	1998	7.6
Le_dîner_de_cons	Comedy	FrancisVeber	JacquesVilleret	80	1998	7.6
Le_dîner_de_cons	Comedy	FrancisVeber	FrancisHuster	80	1998	7.6
Le_dîner_de_cons	Comedy	FrancisVeber	DanielPrévost	80	1998	7.6
Unforgiven	Drama	ClintEastwood	ClintEastwood	130	1992	8.2
Unforgiven	Western	ClintEastwood	ClintEastwood	130	1992	8.2
Unforgiven	Drama	ClintEastwood	GeneHackman	130	1992	8.2
Unforgiven	Western	ClintEastwood	GeneHackman	130	1992	8.2
Unforgiven	Drama	ClintEastwood	MorganFreeman	130	1992	8.2
Unforgiven	Western	ClintEastwood	MorganFreeman	130	1992	8.2
Unforgiven	Drama	ClintEastwood	RichardHarris	130	1992	8.2
Unforgiven	Western	ClintEastwood	RichardHarris	130	1992	8.2
Le_passé	Drama	AsgharFarhadi	BéréniceBejo	130	2013	7.7
Le_passé	Mystery	AsgharFarhadi	BéréniceBejo	130	2013	7.7
Le_passé	Drama	AsgharFarhadi	TaharRahim	130	2013	7.7
Le_passé	Mystery	AsgharFarhadi	TaharRahim	130	2013	7.7
Le_passé	Drama	AsgharFarhadi	AliMosaffa	130	2013	7.7
Le_passé	Mystery	AsgharFarhadi	AliMosaffa	130	2013	7.7
Le_passé	Drama	AsgharFarhadi	PaulineBurlet	130	2013	7.7
Le_passé	Mystery	AsgharFarhadi	PaulineBurlet	130	2013	7.7
Okuribito	Drama	YôjirôTakita	MasahiroMotoki	130	2008	8.0
Okuribito	Music	YôjirôTakita	MasahiroMotoki	130	2008	8.0
Okuribito	Drama	YôjirôTakita	RyôkoHirosue	130	2008	8.0
Okuribito	Music	YôjirôTakita	RyôkoHirosue	130	2008	8.0
Okuribito	Drama	YôjirôTakita	TsutomuYamazaki	130	2008	8.0
Okuribito	Music	YôjirôTakita	TsutomuYamazaki	130	2008	8.0
