id,label,type,color,size
Character_159,Baelor Hightower,Character,#3498DB,10
Character_160,Baelor I,Character,#3498DB,10
Character_161,Baelor Targaryen,Character,#3498DB,10
Character_162,Unknown,Character,#3498DB,10
Character_163,Unknown,Character,#3498DB,10
Character_164,Unknown,Character,#3498DB,10
Character_165,Unknown,Character,#3498DB,10
Character_166,Unknown,Character,#3498DB,10
Character_167,Unknown,Character,#3498DB,10
Character_168,Barristan Selmy,Character,#3498DB,10
Character_169,Unknown,Character,#3498DB,10
Character_170,Barthogan Stark,Character,#3498DB,10
Character_171,Unknown,Character,#3498DB,10
Character_172,Unknown,Character,#3498DB,10
Character_173,Unknown,Character,#3498DB,10
Character_174,Ben Bushy,Character,#3498DB,10
Character_175,Ben Plumm,Character,#3498DB,10
Character_176,Unknown,Character,#3498DB,10
Character_177,Unknown,Character,#3498DB,10
Character_178,Benedict I Justman,Character,#3498DB,10
Character_179,Unknown,Character,#3498DB,10
Character_180,Unknown,Character,#3498DB,10
Character_181,Benjen Stark,Character,#3498DB,10
Character_182,Benjen Stark,Character,#3498DB,10
Character_183,Benjen Stark,Character,#3498DB,10
Character_184,Unknown,Character,#3498DB,10
Character_185,Unknown,Character,#3498DB,10
Character_186,Bennis,Character,#3498DB,10
Character_187,Unknown,Character,#3498DB,10
Character_188,Unknown,Character,#3498DB,10
Character_189,Unknown,Character,#3498DB,10
Character_190,Beric Dondarrion,Character,#3498DB,10
Character_191,Beron Blacktyde,Character,#3498DB,10
Character_192,Unknown,Character,#3498DB,10
Character_193,Unknown,Character,#3498DB,10
Character_194,Unknown,Character,#3498DB,10
Character_195,Betha Blackwood,Character,#3498DB,10
Character_196,Unknown,Character,#3498DB,10
Character_197,Unknown,Character,#3498DB,10
Character_198,Unknown,Character,#3498DB,10
Character_199,Unknown,Character,#3498DB,10
Character_200,Bonifer Hasty,Character,#3498DB,10
Character_201,Boremund Harlaw,Character,#3498DB,10
Character_202,Boros Blount,Character,#3498DB,10
Character_203,Bowen Marsh,Character,#3498DB,10
Character_204,Unknown,Character,#3498DB,10
Character_205,Unknown,Character,#3498DB,10
Character_206,Brandon Stark,Character,#3498DB,10
Character_207,Unknown,Character,#3498DB,10
Character_208,Brandon Stark,Character,#3498DB,10
Character_209,Brandon Stark,Character,#3498DB,10
Character_210,Brandon Stark,Character,#3498DB,10
Character_211,Brandon Stark,Character,#3498DB,10
Character_212,Unknown,Character,#3498DB,10
Character_213,Brandon Stark,Character,#3498DB,10
Character_214,Unknown,Character,#3498DB,10
Character_215,Unknown,Character,#3498DB,10
Character_216,Brienne of Tarth,Character,#3498DB,10
Character_217,Bronn,Character,#3498DB,10
Character_218,Unknown,Character,#3498DB,10
Character_219,Unknown,Character,#3498DB,10
Character_220,Bryce Caron,Character,#3498DB,10
Character_221,Unknown,Character,#3498DB,10
Character_222,Unknown,Character,#3498DB,10
Character_223,Brynden Tully,Character,#3498DB,10
Character_224,Buford Bulwer,Character,#3498DB,10
Character_225,Unknown,Character,#3498DB,10
Character_226,Unknown,Character,#3498DB,10
Character_227,Unknown,Character,#3498DB,10
Character_228,Unknown,Character,#3498DB,10
Character_229,Unknown,Character,#3498DB,10
Character_230,Unknown,Character,#3498DB,10
Character_231,Unknown,Character,#3498DB,10
Character_232,Catelyn Stark,Character,#3498DB,10
Character_233,Unknown,Character,#3498DB,10
Character_234,Cedrik Storm,Character,#3498DB,10
Character_235,Unknown,Character,#3498DB,10
Character_236,Unknown,Character,#3498DB,10
Character_237,Cersei Frey,Character,#3498DB,10
Character_238,Cersei Lannister,Character,#3498DB,10
Character_239,Unknown,Character,#3498DB,10
Character_240,Unknown,Character,#3498DB,10
Character_241,Clarence Crabb,Character,#3498DB,10
Character_242,Unknown,Character,#3498DB,10
Character_243,Unknown,Character,#3498DB,10
Character_244,Unknown,Character,#3498DB,10
Character_245,Unknown,Character,#3498DB,10
Character_246,Unknown,Character,#3498DB,10
Character_247,Unknown,Character,#3498DB,10
Character_248,Unknown,Character,#3498DB,10
Character_249,Unknown,Character,#3498DB,10
Character_250,Unknown,Character,#3498DB,10
Character_251,Unknown,Character,#3498DB,10
Character_252,Unknown,Character,#3498DB,10
Character_253,Corlys Velaryon,Character,#3498DB,10
Character_254,Unknown,Character,#3498DB,10
Character_255,Unknown,Character,#3498DB,10
Character_256,Unknown,Character,#3498DB,10
Character_257,Crake,Character,#3498DB,10
Character_258,Unknown,Character,#3498DB,10
Character_259,Cregan Stark,Character,#3498DB,10
Character_260,Unknown,Character,#3498DB,10
Character_261,Unknown,Character,#3498DB,10
Character_262,Unknown,Character,#3498DB,10
Character_263,Unknown,Character,#3498DB,10
Character_264,Unknown,Character,#3498DB,10
Character_265,Unknown,Character,#3498DB,10
Character_266,Unknown,Character,#3498DB,10
Character_267,Daemon Blackfyre,Character,#3498DB,10
Character_268,Daemon II Blackfyre,Character,#3498DB,10
Character_269,Daemon Targaryen,Character,#3498DB,10
Character_270,Daena Targaryen,Character,#3498DB,10
Character_271,Unknown,Character,#3498DB,10
Character_272,Unknown,Character,#3498DB,10
Character_273,Daeron I,Character,#3498DB,10
Character_274,Daeron II,Character,#3498DB,10
Character_275,Daeron Targaryen,Character,#3498DB,10
Character_276,Daeron Targaryen,Character,#3498DB,10
Character_277,Unknown,Character,#3498DB,10
Character_278,Unknown,Character,#3498DB,10
Character_279,Unknown,Character,#3498DB,10
Character_280,Dalbridge,Character,#3498DB,10
Character_281,Dale Drumm,Character,#3498DB,10
Character_282,Unknown,Character,#3498DB,10
Character_283,Damon Lannister,Character,#3498DB,10
Character_284,Unknown,Character,#3498DB,10
Character_285,Unknown,Character,#3498DB,10
Character_286,Unknown,Character,#3498DB,10
Character_287,Unknown,Character,#3498DB,10
Character_288,Unknown,Character,#3498DB,10
Character_289,Danelle Lothston,Character,#3498DB,10
Character_290,Unknown,Character,#3498DB,10
Character_291,Unknown,Character,#3498DB,10
Character_292,Unknown,Character,#3498DB,10
Character_293,Unknown,Character,#3498DB,10
Character_294,Unknown,Character,#3498DB,10
Character_295,Unknown,Character,#3498DB,10
Character_296,Unknown,Character,#3498DB,10
Character_297,Della Frey,Character,#3498DB,10
Character_298,Unknown,Character,#3498DB,10
Character_299,Unknown,Character,#3498DB,10
Character_300,Denys Arryn,Character,#3498DB,10
Character_301,Unknown,Character,#3498DB,10
Character_302,Unknown,Character,#3498DB,10
Character_303,Unknown,Character,#3498DB,10
Character_304,Unknown,Character,#3498DB,10
Character_305,Unknown,Character,#3498DB,10
Character_306,Unknown,Character,#3498DB,10
Character_307,Unknown,Character,#3498DB,10
Character_308,Unknown,Character,#3498DB,10
Character_309,Unknown,Character,#3498DB,10
Character_310,Dick Follard,Character,#3498DB,10
Character_311,Unknown,Character,#3498DB,10
Character_312,Unknown,Character,#3498DB,10
Character_313,Unknown,Character,#3498DB,10
Character_314,Unknown,Character,#3498DB,10
Character_315,Unknown,Character,#3498DB,10
Character_316,Unknown,Character,#3498DB,10
Character_317,Unknown,Character,#3498DB,10
Character_318,Unknown,Character,#3498DB,10
Character_319,Unknown,Character,#3498DB,10
Character_320,Unknown,Character,#3498DB,10
Character_321,Unknown,Character,#3498DB,10
Character_322,Donnel Swann,Character,#3498DB,10
Character_323,Unknown,Character,#3498DB,10
Character_324,Unknown,Character,#3498DB,10
Character_325,Dontos Hollard,Character,#3498DB,10
Character_326,Unknown,Character,#3498DB,10
Character_327,Unknown,Character,#3498DB,10
Character_328,Unknown,Character,#3498DB,10
Character_329,Duncan,Character,#3498DB,10
Character_330,Duncan Targaryen,Character,#3498DB,10
Character_331,Dunstan Drumm,Character,#3498DB,10
Character_332,Unknown,Character,#3498DB,10
Character_333,Durran,Character,#3498DB,10
Character_334,Unknown,Character,#3498DB,10
Character_335,Unknown,Character,#3498DB,10
Character_336,Unknown,Character,#3498DB,10
Character_337,Unknown,Character,#3498DB,10
Character_338,Eddard Karstark,Character,#3498DB,10
Character_339,Eddard Stark,Character,#3498DB,10
Character_340,Edderion Stark,Character,#3498DB,10
Character_341,Eddison Tollet,Character,#3498DB,10
Character_342,Unknown,Character,#3498DB,10
Character_343,Edgerran Oakheart,Character,#3498DB,10
Character_344,Unknown,Character,#3498DB,10
Character_345,Unknown,Character,#3498DB,10
Character_346,Unknown,Character,#3498DB,10
Character_347,Unknown,Character,#3498DB,10
Character_348,Edric Dayne,Character,#3498DB,10
Character_349,Edrick Stark,Character,#3498DB,10
Character_350,Unknown,Character,#3498DB,10
Character_351,Unknown,Character,#3498DB,10
Character_352,Unknown,Character,#3498DB,10
Character_353,Unknown,Character,#3498DB,10
Character_354,Edwyn Stark,Character,#3498DB,10
Character_355,Unknown,Character,#3498DB,10
Character_356,Unknown,Character,#3498DB,10
Character_357,Unknown,Character,#3498DB,10
Character_358,Unknown,Character,#3498DB,10
Character_359,Unknown,Character,#3498DB,10
Character_360,Unknown,Character,#3498DB,10
Character_361,Elia Martell,Character,#3498DB,10
Character_362,Unknown,Character,#3498DB,10
Character_363,Unknown,Character,#3498DB,10
Character_364,Ellaria Sand,Character,#3498DB,10
Character_365,Unknown,Character,#3498DB,10
Character_366,Unknown,Character,#3498DB,10
Character_367,Unknown,Character,#3498DB,10
Character_368,Unknown,Character,#3498DB,10
Character_369,Unknown,Character,#3498DB,10
Character_370,Unknown,Character,#3498DB,10
Character_371,Unknown,Character,#3498DB,10
Character_372,Unknown,Character,#3498DB,10
Character_373,Unknown,Character,#3498DB,10
Character_374,Unknown,Character,#3498DB,10
Character_375,Unknown,Character,#3498DB,10
Character_376,Emmon Cuy,Character,#3498DB,10
Character_377,Emmon Frey,Character,#3498DB,10
Character_378,Unknown,Character,#3498DB,10
Character_379,Unknown,Character,#3498DB,10
Character_380,Eon Hunter,Character,#3498DB,10
Character_381,Unknown,Character,#3498DB,10
Character_382,Unknown,Character,#3498DB,10
Character_383,Unknown,Character,#3498DB,10
Character_384,Unknown,Character,#3498DB,10
Character_385,Euron Greyjoy,Character,#3498DB,10
Character_386,Unknown,Character,#3498DB,10
Character_387,Unknown,Character,#3498DB,10
Character_388,Eustace Osgrey,Character,#3498DB,10
Character_389,Unknown,Character,#3498DB,10
Character_390,Unknown,Character,#3498DB,10
Character_391,Unknown,Character,#3498DB,10
Character_392,Unknown,Character,#3498DB,10
Character_393,Unknown,Character,#3498DB,10
Character_394,Unknown,Character,#3498DB,10
Character_395,Unknown,Character,#3498DB,10
Character_396,Frankyln Fowler,Character,#3498DB,10
Character_397,Unknown,Character,#3498DB,10
Character_398,Unknown,Character,#3498DB,10
Character_399,Unknown,Character,#3498DB,10
Character_400,Unknown,Character,#3498DB,10
Character_401,Garlan Tyrell,Character,#3498DB,10
Character_402,Unknown,Character,#3498DB,10
Character_403,Unknown,Character,#3498DB,10
Character_404,Unknown,Character,#3498DB,10
Character_405,Unknown,Character,#3498DB,10
Character_406,Unknown,Character,#3498DB,10
Character_407,Garth Hightower,Character,#3498DB,10
Character_408,Garth Tyrell,Character,#3498DB,10
Character_409,Unknown,Character,#3498DB,10
Character_410,Unknown,Character,#3498DB,10
Character_411,Unknown,Character,#3498DB,10
Character_412,Unknown,Character,#3498DB,10
Character_413,Unknown,Character,#3498DB,10
Character_414,Unknown,Character,#3498DB,10
Character_415,Unknown,Character,#3498DB,10
Character_416,Unknown,Character,#3498DB,10
Character_417,Unknown,Character,#3498DB,10
Character_418,Gerion Lannister,Character,#3498DB,10
Character_419,Unknown,Character,#3498DB,10
Character_420,Unknown,Character,#3498DB,10
Character_421,Gerold Hightower,Character,#3498DB,10
Character_422,Gerold Lannister,Character,#3498DB,10
Character_423,Unknown,Character,#3498DB,10
Character_424,Unknown,Character,#3498DB,10
Character_425,Unknown,Character,#3498DB,10
Character_426,Gilwood Hunter,Character,#3498DB,10
Character_427,Unknown,Character,#3498DB,10
Character_428,Glendon Flowers,Character,#3498DB,10
Character_429,Unknown,Character,#3498DB,10
Character_430,Godry Farring,Character,#3498DB,10
Character_431,Gormon Peake,Character,#3498DB,10
Character_432,Gormond Drumm,Character,#3498DB,10
Character_433,Unknown,Character,#3498DB,10
Character_434,Unknown,Character,#3498DB,10
Character_435,Unknown,Character,#3498DB,10
Character_436,Unknown,Character,#3498DB,10
Character_437,Unknown,Character,#3498DB,10
Character_438,Unknown,Character,#3498DB,10
Character_439,Grenn,Character,#3498DB,10
Character_440,Unknown,Character,#3498DB,10
Character_441,Unknown,Character,#3498DB,10
Character_442,Unknown,Character,#3498DB,10
Character_443,Unknown,Character,#3498DB,10
Character_444,Unknown,Character,#3498DB,10
Character_445,Unknown,Character,#3498DB,10
Character_446,Guyard Morrigen,Character,#3498DB,10
Character_447,Unknown,Character,#3498DB,10
Character_448,Unknown,Character,#3498DB,10
Character_449,Unknown,Character,#3498DB,10
Character_450,Unknown,Character,#3498DB,10
Character_451,Unknown,Character,#3498DB,10
Character_452,Unknown,Character,#3498DB,10
Character_453,Unknown,Character,#3498DB,10
Character_454,Gyles,Character,#3498DB,10
Character_455,Unknown,Character,#3498DB,10
Character_456,Unknown,Character,#3498DB,10
Character_457,Unknown,Character,#3498DB,10
Character_458,Gyles Rosby,Character,#3498DB,10
Character_459,Unknown,Character,#3498DB,10
Character_460,Unknown,Character,#3498DB,10
Character_461,Hallis Mollen,Character,#3498DB,10
Character_462,Unknown,Character,#3498DB,10
Character_463,Unknown,Character,#3498DB,10
Character_464,Unknown,Character,#3498DB,10
Character_465,Unknown,Character,#3498DB,10
Character_466,Unknown,Character,#3498DB,10
Character_467,Harlen Tyrell,Character,#3498DB,10
Character_468,Unknown,Character,#3498DB,10
Character_469,Unknown,Character,#3498DB,10
Character_470,Unknown,Character,#3498DB,10
Character_471,Harmond Umber,Character,#3498DB,10
Character_472,Unknown,Character,#3498DB,10
Character_473,Harras Harlaw,Character,#3498DB,10
Character_474,Unknown,Character,#3498DB,10
Character_475,Harren Hoare,Character,#3498DB,10
Character_476,Harrion Karstark,Character,#3498DB,10
Character_477,Harrold Hardyng,Character,#3498DB,10
Character_478,Unknown,Character,#3498DB,10
Character_479,Unknown,Character,#3498DB,10
Character_480,Harry Strickland,Character,#3498DB,10
Character_481,Harwin Strong,Character,#3498DB,10
Character_482,Unknown,Character,#3498DB,10
Character_483,Unknown,Character,#3498DB,10
Character_484,Harwyn Hoare,Character,#3498DB,10
Character_485,Harwyn Plumm,Character,#3498DB,10
Character_486,Unknown,Character,#3498DB,10
Character_487,Unknown,Character,#3498DB,10
Character_488,Unknown,Character,#3498DB,10
Character_489,Unknown,Character,#3498DB,10
Character_490,Unknown,Character,#3498DB,10
Character_491,Unknown,Character,#3498DB,10
Character_492,Herrock Kenning,Character,#3498DB,10
Character_493,Hilmar Drumm,Character,#3498DB,10
Character_494,Unknown,Character,#3498DB,10
Character_495,Unknown,Character,#3498DB,10
Character_496,Hobber Redwyne,Character,#3498DB,10
Character_497,Unknown,Character,#3498DB,10
Character_498,Horas Redwyne,Character,#3498DB,10
Character_499,Unknown,Character,#3498DB,10
Character_500,Unknown,Character,#3498DB,10
Character_501,Hosteen Frey,Character,#3498DB,10
Character_502,Unknown,Character,#3498DB,10
Character_503,Unknown,Character,#3498DB,10
Character_504,Hother Umber,Character,#3498DB,10
Character_505,Hotho Harlaw,Character,#3498DB,10
Character_506,Unknown,Character,#3498DB,10
Character_507,Unknown,Character,#3498DB,10
Character_508,Hugh,Character,#3498DB,10
Character_509,Unknown,Character,#3498DB,10
Character_510,Hugh Grandison,Character,#3498DB,10
Character_511,Unknown,Character,#3498DB,10
Character_512,Unknown,Character,#3498DB,10
Character_513,Unknown,Character,#3498DB,10
Character_514,Unknown,Character,#3498DB,10
Character_515,Unknown,Character,#3498DB,10
Character_516,Unknown,Character,#3498DB,10
Character_517,Unknown,Character,#3498DB,10
Character_518,Unknown,Character,#3498DB,10
Character_519,Unknown,Character,#3498DB,10
Character_520,Illifer,Character,#3498DB,10
Character_521,Unknown,Character,#3498DB,10
Character_522,Imry Florent,Character,#3498DB,10
Character_523,Jacelyn Bywater,Character,#3498DB,10
Character_524,Jack Bulwer,Character,#3498DB,10
Character_525,Jack Musgood,Character,#3498DB,10
Character_526,Jaehaerys I,Character,#3498DB,10
Character_527,Unknown,Character,#3498DB,10
Character_528,Unknown,Character,#3498DB,10
Character_529,Jaime Lannister,Character,#3498DB,10
Character_530,Unknown,Character,#3498DB,10
Character_531,Unknown,Character,#3498DB,10
Character_532,Unknown,Character,#3498DB,10
Character_533,Unknown,Character,#3498DB,10
Character_534,Unknown,Character,#3498DB,10
Character_535,Unknown,Character,#3498DB,10
Character_536,Unknown,Character,#3498DB,10
Character_537,Unknown,Character,#3498DB,10
Character_538,Unknown,Character,#3498DB,10
Character_539,Unknown,Character,#3498DB,10
Character_540,Unknown,Character,#3498DB,10
Character_541,Unknown,Character,#3498DB,10
Character_542,Unknown,Character,#3498DB,10
Character_543,Jasper Wylde,Character,#3498DB,10
Character_544,Unknown,Character,#3498DB,10
Character_545,Jeffory Norcross,Character,#3498DB,10
Character_546,Unknown,Character,#3498DB,10
Character_547,Jeor Mormont,Character,#3498DB,10
Character_548,Jeyne Arryn,Character,#3498DB,10
Character_549,Unknown,Character,#3498DB,10
Character_550,Unknown,Character,#3498DB,10
Character_551,Unknown,Character,#3498DB,10
Character_552,Unknown,Character,#3498DB,10
Character_553,Unknown,Character,#3498DB,10
Character_554,Unknown,Character,#3498DB,10
Character_555,Unknown,Character,#3498DB,10
Character_556,Unknown,Character,#3498DB,10
Character_557,Jeyne Poole,Character,#3498DB,10
Character_558,Unknown,Character,#3498DB,10
Character_559,Unknown,Character,#3498DB,10
Character_560,Unknown,Character,#3498DB,10
Character_561,Unknown,Character,#3498DB,10
Character_562,Unknown,Character,#3498DB,10
Character_563,Unknown,Character,#3498DB,10
Character_564,Unknown,Character,#3498DB,10
Character_565,Joffrey Baratheon,Character,#3498DB,10
Character_566,Unknown,Character,#3498DB,10
Character_567,Joffrey Lonmouth,Character,#3498DB,10
Character_568,Unknown,Character,#3498DB,10
Character_569,Johanna Swann,Character,#3498DB,10
Character_570,John the Oak,Character,#3498DB,10
Character_571,Jojen Reed,Character,#3498DB,10
Character_572,Unknown,Character,#3498DB,10
Character_573,Jon Bettley,Character,#3498DB,10
Character_574,Unknown,Character,#3498DB,10
Character_575,Unknown,Character,#3498DB,10
Character_576,Jon Connington,Character,#3498DB,10
Character_577,Unknown,Character,#3498DB,10
Character_578,Unknown,Character,#3498DB,10
Character_579,Unknown,Character,#3498DB,10
Character_580,Jon Myre,Character,#3498DB,10
Character_581,Unknown,Character,#3498DB,10
Character_582,Unknown,Character,#3498DB,10
Character_583,Jon Snow,Character,#3498DB,10
Character_584,Unknown,Character,#3498DB,10
Character_585,Jon Umber,Character,#3498DB,10
Character_586,Jon Umber,Character,#3498DB,10
Character_587,Unknown,Character,#3498DB,10
Character_588,Unknown,Character,#3498DB,10
Character_589,Jonnel Stark,Character,#3498DB,10
Character_590,Unknown,Character,#3498DB,10
Character_591,Unknown,Character,#3498DB,10
Character_592,Jonothor Darry,Character,#3498DB,10
Character_593,Unknown,Character,#3498DB,10
Character_594,Jorelle Mormont,Character,#3498DB,10
Character_595,Unknown,Character,#3498DB,10
Character_596,Unknown,Character,#3498DB,10
Character_597,Josmyn Peckledon,Character,#3498DB,10
Character_598,Unknown,Character,#3498DB,10
Character_599,Unknown,Character,#3498DB,10
Character_600,Unknown,Character,#3498DB,10
Character_601,Justin Massey,Character,#3498DB,10
Character_602,Unknown,Character,#3498DB,10
Character_603,Unknown,Character,#3498DB,10
Character_604,Unknown,Character,#3498DB,10
Character_605,Unknown,Character,#3498DB,10
Character_606,Unknown,Character,#3498DB,10
Character_607,Unknown,Character,#3498DB,10
Character_608,Unknown,Character,#3498DB,10
Character_609,Unknown,Character,#3498DB,10
Character_610,Unknown,Character,#3498DB,10
Character_611,Unknown,Character,#3498DB,10
Character_612,Unknown,Character,#3498DB,10
Character_613,Unknown,Character,#3498DB,10
Character_614,Unknown,Character,#3498DB,10
Character_615,Lann,Character,#3498DB,10
Character_616,Unknown,Character,#3498DB,10
Character_617,Unknown,Character,#3498DB,10
Character_618,Larys Strong,Character,#3498DB,10
Character_619,Unknown,Character,#3498DB,10
Character_620,Lenwood Tawney,Character,#3498DB,10
Character_621,Unknown,Character,#3498DB,10
Character_622,Unknown,Character,#3498DB,10
Character_623,Leo Tyrell,Character,#3498DB,10
Character_624,Unknown,Character,#3498DB,10
Character_625,Unknown,Character,#3498DB,10
Character_626,Unknown,Character,#3498DB,10
Character_627,Unknown,Character,#3498DB,10
Character_628,Unknown,Character,#3498DB,10
Character_629,Unknown,Character,#3498DB,10
Character_630,Unknown,Character,#3498DB,10
Character_631,Unknown,Character,#3498DB,10
Character_632,Unknown,Character,#3498DB,10
Character_633,Lewys Piper,Character,#3498DB,10
Character_634,Unknown,Character,#3498DB,10
Character_635,Leyton Hightower,Character,#3498DB,10
Character_636,Unknown,Character,#3498DB,10
Character_637,Unknown,Character,#3498DB,10
Character_638,Lollys Stokeworth,Character,#3498DB,10
Character_639,Unknown,Character,#3498DB,10
Character_640,Loras Tyrell,Character,#3498DB,10
Character_641,Unknown,Character,#3498DB,10
Character_642,Unknown,Character,#3498DB,10
Character_643,Unknown,Character,#3498DB,10
Character_644,Unknown,Character,#3498DB,10
Character_645,Unknown,Character,#3498DB,10
Character_646,Unknown,Character,#3498DB,10
Character_647,Unknown,Character,#3498DB,10
Character_648,Unknown,Character,#3498DB,10
Character_649,Lothar Frey,Character,#3498DB,10
Character_650,Unknown,Character,#3498DB,10
Character_651,Lothor Brune,Character,#3498DB,10
Character_652,Lucamore Strong,Character,#3498DB,10
Character_653,Lucas Codd,Character,#3498DB,10
Character_654,Unknown,Character,#3498DB,10
Character_655,Lucas Inchfield,Character,#3498DB,10
Character_656,Unknown,Character,#3498DB,10
Character_657,Unknown,Character,#3498DB,10
Character_658,Unknown,Character,#3498DB,10
Character_659,Unknown,Character,#3498DB,10
Character_660,Unknown,Character,#3498DB,10
Character_661,Unknown,Character,#3498DB,10
Character_662,Unknown,Character,#3498DB,10
Character_663,Lucos Chyttering,Character,#3498DB,10
Character_664,Unknown,Character,#3498DB,10
Character_665,Unknown,Character,#3498DB,10
Character_666,Unknown,Character,#3498DB,10
Character_667,Unknown,Character,#3498DB,10
Character_668,Unknown,Character,#3498DB,10
Character_669,Unknown,Character,#3498DB,10
Character_670,Lyle Crakehall,Character,#3498DB,10
Character_671,Unknown,Character,#3498DB,10
Character_672,Unknown,Character,#3498DB,10
Character_673,Unknown,Character,#3498DB,10
Character_674,Unknown,Character,#3498DB,10
Character_675,Unknown,Character,#3498DB,10
Character_676,Unknown,Character,#3498DB,10
Character_677,Unknown,Character,#3498DB,10
Character_678,Unknown,Character,#3498DB,10
Character_679,Lyonel Baratheon,Character,#3498DB,10
Character_680,Unknown,Character,#3498DB,10
Character_681,Unknown,Character,#3498DB,10
Character_682,Unknown,Character,#3498DB,10
Character_683,Unknown,Character,#3498DB,10
Character_684,Unknown,Character,#3498DB,10
Character_685,Unknown,Character,#3498DB,10
Character_686,Unknown,Character,#3498DB,10
Character_687,Unknown,Character,#3498DB,10
Character_688,Lysa Arryn,Character,#3498DB,10
Character_689,Unknown,Character,#3498DB,10
Character_690,Unknown,Character,#3498DB,10
Character_691,Mace Tyrell,Character,#3498DB,10
Character_692,Maege Mormont,Character,#3498DB,10
Character_693,Unknown,Character,#3498DB,10
Character_694,Maegor I,Character,#3498DB,10
Character_695,Maekar I,Character,#3498DB,10
Character_696,Unknown,Character,#3498DB,10
Character_697,Maelys I Blackfyre,Character,#3498DB,10
Character_698,Unknown,Character,#3498DB,10
Character_699,Unknown,Character,#3498DB,10
Character_700,Unknown,Character,#3498DB,10
Character_701,Unknown,Character,#3498DB,10
Character_702,Unknown,Character,#3498DB,10
Character_703,Unknown,Character,#3498DB,10
Character_704,Unknown,Character,#3498DB,10
Character_705,Unknown,Character,#3498DB,10
Character_706,Manfryd Lothston,Character,#3498DB,10
Character_707,Unknown,Character,#3498DB,10
Character_708,Unknown,Character,#3498DB,10
Character_709,Mariah Martell,Character,#3498DB,10
Character_710,Unknown,Character,#3498DB,10
Character_711,Unknown,Character,#3498DB,10
Character_712,Unknown,Character,#3498DB,10
Character_713,Unknown,Character,#3498DB,10
Character_714,Unknown,Character,#3498DB,10
Character_715,Unknown,Character,#3498DB,10
Character_716,Unknown,Character,#3498DB,10
Character_717,Maron Botley,Character,#3498DB,10
Character_718,Unknown,Character,#3498DB,10
Character_719,Unknown,Character,#3498DB,10
Character_720,Unknown,Character,#3498DB,10
Character_721,Unknown,Character,#3498DB,10
Character_722,Marq Rankenfell,Character,#3498DB,10
Character_723,Unknown,Character,#3498DB,10
Character_724,Unknown,Character,#3498DB,10
Character_725,Unknown,Character,#3498DB,10
Character_726,Unknown,Character,#3498DB,10
Character_727,Marwyn Belmore,Character,#3498DB,10
Character_728,Unknown,Character,#3498DB,10
Character_729,Matarys Targaryen,Character,#3498DB,10
Character_730,Unknown,Character,#3498DB,10
Character_731,Unknown,Character,#3498DB,10
Character_732,Unknown,Character,#3498DB,10
Character_733,Unknown,Character,#3498DB,10
Character_734,Unknown,Character,#3498DB,10
Character_735,Unknown,Character,#3498DB,10
Character_736,Unknown,Character,#3498DB,10
Character_737,Unknown,Character,#3498DB,10
Character_738,Unknown,Character,#3498DB,10
Character_739,Unknown,Character,#3498DB,10
Character_740,Meldred Merlyn,Character,#3498DB,10
Character_741,Unknown,Character,#3498DB,10
Character_742,Unknown,Character,#3498DB,10
Character_743,Melisandre,Character,#3498DB,10
Character_744,Melissa Blackwood,Character,#3498DB,10
Character_745,Unknown,Character,#3498DB,10
Character_746,Meredyth Crane,Character,#3498DB,10
Character_747,Merianne Frey,Character,#3498DB,10
Character_748,Unknown,Character,#3498DB,10
Character_749,Unknown,Character,#3498DB,10
Character_750,Unknown,Character,#3498DB,10
Character_751,Merrett Frey,Character,#3498DB,10
Character_752,Unknown,Character,#3498DB,10
Character_753,Michael Mertyns,Character,#3498DB,10
Character_754,Unknown,Character,#3498DB,10
Character_755,Unknown,Character,#3498DB,10
Character_756,Unknown,Character,#3498DB,10
Character_757,Unknown,Character,#3498DB,10
Character_758,Moqorro,Character,#3498DB,10
Character_759,Unknown,Character,#3498DB,10
Character_760,Unknown,Character,#3498DB,10
Character_761,Unknown,Character,#3498DB,10
Character_762,Unknown,Character,#3498DB,10
Character_763,Unknown,Character,#3498DB,10
Character_764,Mors Umber,Character,#3498DB,10
Character_765,Unknown,Character,#3498DB,10
Character_766,Unknown,Character,#3498DB,10
Character_767,Unknown,Character,#3498DB,10
Character_768,Unknown,Character,#3498DB,10
Character_769,Unknown,Character,#3498DB,10
Character_770,Unknown,Character,#3498DB,10
Character_771,Unknown,Character,#3498DB,10
Character_772,Unknown,Character,#3498DB,10
Character_773,Unknown,Character,#3498DB,10
Character_774,Myranda Royce,Character,#3498DB,10
Character_775,Unknown,Character,#3498DB,10
Character_776,Unknown,Character,#3498DB,10
Character_777,Unknown,Character,#3498DB,10
Character_778,Unknown,Character,#3498DB,10
Character_779,Unknown,Character,#3498DB,10
Character_780,Unknown,Character,#3498DB,10
Character_781,Unknown,Character,#3498DB,10
Character_782,Nymeria,Character,#3498DB,10
Character_783,Unknown,Character,#3498DB,10
Character_784,Olenna Redwyne,Character,#3498DB,10
Character_785,Unknown,Character,#3498DB,10
Character_786,Unknown,Character,#3498DB,10
Character_787,Olyvar Oakheart,Character,#3498DB,10
Character_788,Unknown,Character,#3498DB,10
Character_789,Orbert Caswell,Character,#3498DB,10
Character_790,Orivel,Character,#3498DB,10
Character_791,Unknown,Character,#3498DB,10
Character_792,Unknown,Character,#3498DB,10
Character_793,Unknown,Character,#3498DB,10
