Source,Name,Home City,House,Race,Gender,Level,Class,RefID,BaseID,Health,Magicka,Stamina,Primary Skills,Morality,Aggression,Faction(s),Class Details,Essential,Location,Training,Merchant,Gold,Sells,Buys,Race Details,Follower,Respawns,Store,AdoptHF,Protected,Perks,Marry,StewardHF,Horses,Added by,Level (PC=10),Health (PC=10),Magicka (PC=10),Stamina (PC=10)
https://en.uesp.net/wiki/Skyrim:Drahff,Drahff,Riften,,Nord,Male,PC×0.5 (range=6-25),Bandit Archer,00095FDE,00095F7E,50+(PC-2)×5.5,50,75+(PC-2)×2,"Archery, Light Armor, One-handed, Sneak",No Crime,Aggressive,Riften Ratway Faction Enemy,None,No,The Ratway,None,,,None,None,,No,No,None,No,No,Critical Shot (rank 1),No,No,,Vanilla,6,94.0,50,91
https://en.uesp.net/wiki/Skyrim:Esbern,Esbern,,,Elder,Male,PC×0.75 (range=10-30),Conjurer,00019DFD,00013358,50+(PC-1.3)×6.2,150+(PC-1.3)×5,50,"Conjuration, Restoration, Alteration, Destruction",No Crime,Unaggressive,CrimeFactionRift; FavorExcludedFaction; TownRiftenFaction; WIAdditem03ExclusionFaction; all friends in here,CombatMageConjurer,Yes,"The Ratway, then Sky Haven Temple",None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,10,103.94,193.5,50
https://en.uesp.net/wiki/Skyrim:Gian_the_Fist,Gian the Fist,Riften,,Imperial,Male,PC×0.8 (max=30),Thief,0010A063,0010A062,45-292,50,0-193,"Light Armor, Sneak, Archery, One-handed",No Crime,Very Aggressive,Riften Ratway Faction Neutral,CombatThief,No,The Ratway,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,8.0,168.5,50,96.5
https://en.uesp.net/wiki/Skyrim:Hefid_the_Deaf,Hefid the Deaf,Riften,,Nord,Female,3,Beggar,0009400F,0009400E,50,50,50,Two-handed,Any Crime,Unaggressive,CR04ExclusionFaction; FavorExcludedFaction; all friends in here,None,No,The Ratway Warrens,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,3,50,50,50
https://en.uesp.net/wiki/Skyrim:Hewnon_Black-Skeever,Hewnon Black-Skeever,Riften,,Nord,Male,PC×0.75 (range=8-30),Warrior,00096002,00095FD5,50+(PC-1.3)×8.8,50,100+(PC-1.3)×2.5,"Heavy Armor, One-handed, Archery, Block",No Crime,Aggressive,Riften Ratway Faction Enemy,CombatWarrior1H,No,The Ratway,None,,,None,None,,No,No,None,No,No,Champion's Stance; Limbsplitter (rank 1); Skullcrusher (rank 1),No,No,,Vanilla,8,126.56,50,121.75
https://en.uesp.net/wiki/Skyrim:Knjakr,Knjakr,Riften,,Elder,Male,PC×0.5 (range=5-15),Barbarian,00094002,00094000,50+(PC-2)×5.8,50,50+(PC-2)×1.7,"Light Armor, Two-handed, Archery, Block",Any Crime,Aggressive,CR04ExclusionFaction; FavorExcludedFaction; all friends in here,None,No,The Ratway Warrens,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,5,96.4,50,63.6
https://en.uesp.net/wiki/Skyrim:Salvianus,Salvianus,Riften,,Imperial,Male,PC×0.8 (range=8-25),Barbarian,00094014,00094012,50+(PC-1.2)×9.3,50,50+(PC-1.2)×2.7,"Light Armor, Two-handed, Archery, Block",Violence Against Enemies,Aggressive,CR04ExclusionFaction; FavorExcludedFaction; SalvianusFaction; all friends in here,None,No,The Ratway Warrens,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,8,131.84000000000003,50,73.76
https://en.uesp.net/wiki/Skyrim:Snippy,Snippy,,,Animals,Indeterminate,1,Indeterminate,xx033A4D,xx033A47,5,4,25,,Indeterminate,Indeterminate,Riften Fishery Faction; TownRiftenFaction,None,Yes,Riften Docks,None,,,None,None,,No,No,None,No,No,,No,No,,Fishing,1,5,4,25
https://en.uesp.net/wiki/Skyrim:Swims-In-Deep-Water,Swims-In-Deep-Water,Riften,Haelga's Bunkhouse,Argonian,Male,8,Citizen,xx00091C,xx0008F8,108,73,74,,Indeterminate,Indeterminate,"CrimeFactionRift, PotentialMarriageFaction, Riften Fishery Faction, TownRiftenFaction",None,Yes,,None,,,None,None,,No,No,None,No,No,,No,No,,Fishing,8,108,73,74
https://en.uesp.net/wiki/Skyrim:Viriya,Viriya,Riften,Haelga's Bunkhouse,Redguard,Female,16,Citizen,xx000906,xx0008F6,300,75,120,,Indeterminate,Indeterminate,"CrimeFactionRift, JobMerchantFaction, PotentialFollowerFaction, Riften Fishery Faction, TownRiftenFaction",None,Yes,,None,,,None,None,,No,No,None,No,No,,No,No,,Fishing,16,300,75,120
https://en.uesp.net/wiki/Skyrim:Molgrom_Twice-Killed,Molgrom Twice-Killed,Riften,,Nord,Male,6,Thief,00019DF5,0001336C,92,50,83,"Light Armor, One-handed, Sneak, Two-handed",No Crime,Unaggressive,CrimeFactionRift; Mistveil Keep Faction; Thieves Guild No Pickpocketing Faction; TownRiftenFaction,CombatThief,No,Riften Jail,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,6,92,50,83
https://en.uesp.net/wiki/Skyrim:Sibbi_Black-Briar,Sibbi Black-Briar,Riften,,Nord,Male,10,Thief,00019DD3,0001337B,125,50,110,"Light Armor, Sneak, Archery, One-handed",No Crime,Unaggressive,CrimeFactionRift; Mistveil Keep Faction; Thieves Guild No Pickpocketing Faction; TownRiftenFaction,CombatThief,"Yes, until end of Promises to Keep",Riften Jail,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,10,125,50,110
https://en.uesp.net/wiki/Skyrim:Threki_the_Innocent,Threki the Innocent,,,Nord,Female,6,Thief,00019DF4,00013367,92,50,83,"Light Armor, One-handed, Sneak, Two-handed",No Crime,Unaggressive,CrimeFactionRift; Mistveil Keep Faction; Thieves Guild No Pickpocketing Faction; TownRiftenFaction,CombatThief,No,Riften Jail,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,6,92,50,83
https://en.uesp.net/wiki/Skyrim:Hofgrir_Horse-Crusher,Hofgrir Horse-Crusher,Riften,,Nord,Male,8,Warrior,00019DFE,00013351,131,50,74,"Heavy Armor, One-handed, Archery, Block, Two-handed",No Crime,Unaggressive,CrimeFactionRift; Riften Stables Faction; TownRiftenFaction,CombatWarrior1H,No,,None,True,,None,None,,No,No,Riften Stables,No,No,,No,No,Grey; 1000 gold,Vanilla,8,131,50,74
https://en.uesp.net/wiki/Skyrim:Shadr,Shadr,Riften,Riften Stables,Redguard,Male,4,Farmer,00019E00,00013371,75,60,60,One-handed,No Crime,Unaggressive,CrimeFactionRift; Riften Stables Faction; TownRiftenFaction,None,No,,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,4,75,60,60
https://en.uesp.net/wiki/Skyrim:Sigaar,Sigaar,Riften,,Nord,Male,6,Warrior,0009B7B4,0009B7AA,108,50,67,"One-handed, Block, Heavy Armor, Two-handed",No Crime,Unaggressive,BanditFriendFaction; Blood-Kin of the Orcs; Carriage System Vendors; CrimeFactionRift; Faction that is friends with all Creatures; Friends with PredatorFaction,CombatWarrior1H,No,,None,,,None,None,,No,Yes,Riften Stables,No,Yes,,No,No,,Vanilla,6,108,50,67
https://en.uesp.net/wiki/Skyrim:Orini_Dral,Orini Dral,Riften,,Dark Elf,Male,Radiant (1-25),Bandit,N/A,00085D44,35-489,25,70-246,,Any Crime,Very Aggressive,RiftenSkoomaDealerFactionEnemy,None,No,Riften Warehouse,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,13.0,262.0,25,158.0
https://en.uesp.net/wiki/Skyrim:Sarthis_Idren,Sarthis Idren,Riften,,Dark Elf,Male,Radiant (6-28),Bandit,N/A,00085D41,155-497,25-40,95-258,"One-handed, Two-handed, Block, Light Armor",No Crime,Very Aggressive,RiftenSkoomaDealerFactionEnemy,None,No,Riften Warehouse,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,17.0,326.0,32.5,176.5
https://en.uesp.net/wiki/Skyrim:Romlyn_Dreth,Romlyn Dreth,Riften,Romlyn Dreth's House,Dark Elf,Male,10,Thief,00019DE1,00013377,125,50,110,"Light Armor, Sneak, Archery, Destruction, One-handed",No Crime,Unaggressive,Black Briar Meadery Faction; CrimeFactionRift; PotentialMarriageFaction; RiftenRomlynFaction; TownRiftenFaction,CombatThief,No,,None,,,None,None,,No,No,None,No,No,,Yes,No,,Vanilla,10,125,50,110
https://en.uesp.net/wiki/Skyrim:Asbjorn_Fire-Tamer,Asbjorn Fire-Tamer,Riften,,Nord,Male,6,Blacksmith,00019DF3,00019DF2,95,60,70,"Smithing, Speech, Block, One-handed",Any Crime,Unaggressive,CrimeFactionRift; Riften The Scorched Hammer Faction; Riften The Scorched Hammer Services; TownRiftenFaction,VendorBlacksmith,No,,None,True,1000 (+500 Investor; +1000 Master Trader),See The Scorched Hammer,"Blacksmith (Animal Hides, Armor, Arrows, Ore/Ingots, Tools, Weapons)",,No,No,The Scorched Hammer,No,No,,No,No,,Vanilla,6,95,60,70
https://en.uesp.net/wiki/Skyrim:Balimund,Balimund,Riften,,Nord,Male,8,Blacksmith,00019DF1,0001334C,113,78,64,"Smithing, Speech, One-handed, Pickpocket, Two-handed",No Crime,Unaggressive,CrimeFactionRift; PotentialMarriageFaction; Riften The Scorched Hammer Faction; Riften The Scorched Hammer Services; RiftenBalimundFaction; Skill Trainer; Smithing Trainer; TownRiftenFaction,TrainerSmithingExpert,No,,Smithing (Expert),True,1000 (+500 Investor; +1000 Master Trader),See The Scorched Hammer,"Blacksmith (Animal Hides, Armor, Arrows, Ore/Ingots, Tools, Weapons)",,No,No,The Scorched Hammer,No,No,,Yes,No,,Vanilla,8,113,78,64
https://en.uesp.net/wiki/Skyrim:Addvild,Addvild,,Snow-Shod Farm,Nord,Male,6,Farmer,00019E01,00019DC7,91,67,67,"Smithing, Two-handed",Any Crime,Unaggressive,CrimeFactionRift; FavorJobsGatherWheatFaction; JobFarmerFaction; Snow-Shod Farm Faction; Snow-Shod Farm House Faction,None,No,The Rift,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Leonara_Arius,Leonara Arius,,Snow-Shod Farm,Imperial,Female,6,Farmer,00037E06,00037E04,91,67,67,"Enchanting, Restoration",Any Crime,Unaggressive,CrimeFactionRift; JobFarmerFaction; Snow-Shod Farm Faction; Snow-Shod Farm House Faction,None,No,The Rift,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Asgeir_Snow-Shod,Asgeir Snow-Shod,Riften,Snow-Shod Manor,Nord,Male,8,Warrior,00019DCD,0001334B,131,50,74,"Heavy Armor, One-handed, Archery, Block, Two-handed",Any Crime,Unaggressive,Black Briar Meadery Faction; CrimeFactionRift; Riften House of Clan Snow-Shod Faction; Snow-Shod Farm Faction; TownRiftenFaction,CombatWarrior1H,"Yes, until Bound Until Death",,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,8,131,50,74
https://en.uesp.net/wiki/Skyrim:Nura_Snow-Shod,Nura Snow-Shod,Riften,Snow-Shod Manor,Nord,Female,10,Priest,00019DCC,00013372,125,50,110,"Restoration, Speech, Alchemy, Conjuration, Smithing",Any Crime,Unaggressive,CrimeFactionRift; Riften House of Clan Snow-Shod Faction; Snow-Shod Farm Faction; TownRiftenFaction,None,No,,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,10,125,50,110
https://en.uesp.net/wiki/Skyrim:Vulwulf_Snow-Shod,Vulwulf Snow-Shod,Riften,Snow-Shod Manor,Nord,Male,PC×1 (range=10-30),Warrior,00019DCB,00013381,50+(PC-1)×11.7,50,50+(PC-1)×3.3,"Heavy Armor, One-handed, Archery, Block",Any Crime,Unaggressive,CrimeFactionRift; Riften House of Clan Snow-Shod Faction; Snow-Shod Farm Faction; TownRiftenFaction,CombatWarrior1H,No,,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,10,155.3,50,79.7
https://en.uesp.net/wiki/Skyrim:Briehl,Briehl,Riften,,Nord,Male,4,Warrior,000585FC,000585FB,85,50,60,"One-handed, Two-handed",No Crime,Unaggressive,CrimeFactionRift; Riften Temple of Mara Faction; TownRiftenFaction,CombatWarrior1H,No,Temple of Mara,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,4,85,50,60
https://en.uesp.net/wiki/Skyrim:Dinya_Balu,Dinya Balu,Riften,,Dark Elf,Female,8,Priest,00019DD6,00013352,108,50,97,"Alchemy, Destruction, Restoration, Speech",Any Crime,Unaggressive,CrimeFactionRift; Riften Temple of Mara Faction; TownRiftenFaction,None,"Yes, until you complete The Book of Love quest",Temple of Mara,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,8,108,50,97
https://en.uesp.net/wiki/Skyrim:Maramal,Maramal,Riften,,Redguard,Male,12,Priest,00019DD5,0001335B,142,50,123,"Restoration, Speech, Alchemy, Conjuration, Smithing",Any Crime,Unaggressive,CrimeFactionRift; Riften Temple of Mara Faction; TownRiftenFaction,None,Yes,Temple of Mara,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,12,142,50,123
https://en.uesp.net/wiki/Skyrim:Arnskar_Ember-Master,Arnskar Ember-Master,Riften,,Nord,Male,PC×1 (range=10-20),Blacksmith,000AC9E9,00029DAD,50+(PC-1)×9,50+(PC-1)×2,50+(PC-1)×4,"Smithing, Speech, Block, One-handed",No Crime,Unaggressive,CrimeFactionThievesGuild; JobBlacksmithFaction; JobMerchantFaction; ServicesThievesGuildArnskar; ThievesGuildFaction 0(Agent); TownRiftenFaction,VendorBlacksmith,No,,None,True,1000 (+1000 Master Trader),See Standard Merchandise,"Blacksmith (Animal Hides, Armor, Arrows, Ore/Ingots, Tools, Weapons)",,No,No,The Ragged Flagon,No,No,,No,No,,Vanilla,10,131,68,86
https://en.uesp.net/wiki/Skyrim:Cynric_Endell,Cynric Endell,Riften,,Breton,Male,PC×1 (range=10-25),Thief,000D4FDA,000D4FD8,50+(PC-1)×8.3,50,50+(PC-1)×6.7,"Light Armor, Sneak, Archery, One-handed",No Crime,Unaggressive,CrimeFactionThievesGuild; FavorExcludedFaction; Riften Thieves Guild Headquarters Faction; ThievesGuildFaction 0(Agent); TownRiftenFaction,CombatThief,No,The Ragged Flagon - Cistern,None,,,None,None,,No,No,None,No,Yes,,No,No,,Vanilla,10,124.7,50,110.30000000000001
https://en.uesp.net/wiki/Skyrim:Etienne_Rarnis,Etienne Rarnis,Riften,,Breton,Male,PC×1 (range=10-100),Rogue,0003A1D6,0003A1D3,50+(PC-1)×10,50,50+(PC-1)×5,"One-handed, Sneak, Block, Light Armor",Any Crime,Unaggressive,CrimeFactionThievesGuild; Riften Thieves Guild Headquarters Faction; Thieves Guild No Pickpocketing Faction; ThievesGuildFaction 0(Agent),None,No,The Ragged Flagon - Cistern,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,10,140,50,95
https://en.uesp.net/wiki/Skyrim:Garthar,Garthar,Riften,,Nord,Male,PC×1 (range=10-25),Thief,000B4084,000B03A3,50+(PC-1)×8.3,50,50+(PC-1)×6.7,"Light Armor, Sneak, Archery, One-handed",No Crime,Unaggressive,CrimeFactionThievesGuild; FavorExcludedFaction; Riften Thieves Guild Headquarters Faction; ThievesGuildFaction 0(Agent); TownRiftenFaction,CombatThief,No,The Ragged Flagon - Cistern,None,,,None,None,,No,No,None,No,Yes,,No,No,,Vanilla,10,124.7,50,110.30000000000001
https://en.uesp.net/wiki/Skyrim:Herluin_Lothaire,Herluin Lothaire,Riften,,Breton,Male,PC×1 (min=20),Apothecary,000AC9E8,00029DAE,50+(PC-1)×8.3,50+(PC-1)×3.3,50+(PC-1)×3.3,"Alchemy, Speech, Pickpocket, Sneak",No Crime,Unaggressive,CrimeFactionThievesGuild; ServicesThievesGuildHerluin; ThievesGuildFaction 0(Agent); TownRiftenFaction,VendorApothecary,No,,None,True,500 (+1000 Master Trader),See Standard Merchandise,"Apothecary (Animal Parts, Food, Ingredients, Poisons, Potions, Raw Food, Recipes)",,No,No,The Ragged Flagon,No,No,,No,No,,Vanilla,20,124.7,79.7,79.7
https://en.uesp.net/wiki/Skyrim:Mercer_Frey,Mercer Frey,Riften,Riftweald Manor,Breton,Male,PC×1.2 (range=10-50),Rogue,00022651,0001B07C,250+(PC-0.8)×12,50,100+(PC-0.8)×6,"One-handed, Sneak, Block, Light Armor",No Crime,Unaggressive,CrimeFactionThievesGuild; FavorExcludedFaction; Riften Thieves Guild Headquarters Faction; ThievesGuildFaction 0(Agent),None,"Yes, until Blindsighted",The Ragged Flagon - Cistern,None,,,None,None,,No,No,None,No,No,Critical Shot (rank 1); Custom Fit; Dual Flurry (rank 2); Hack and Slash (rank 1); Savage Strike; Stealth (rank 5),No,No,,Vanilla,12.0,360.4,50,155.2
https://en.uesp.net/wiki/Skyrim:Niruin,Niruin,Riften,,Wood Elf,Male,PC×1 (range=10-25),Thief,00049523,0001CD91,50+(PC-1)×8.3,50,50+(PC-1)×6.7,"Archery, Light Armor, Sneak, One-handed, Speech",No Crime,Unaggressive,CrimeFactionThievesGuild; FavorExcludedFaction; Marksman Trainer; Riften Thieves Guild Headquarters Faction; Skill Trainer; ThievesGuildFaction 0(Agent); TownRiftenFaction,TrainerMarksmanMaster,No,The Ragged Flagon - Cistern,Archery (Master),,,None,None,,No,No,None,No,Yes,,No,No,,Vanilla,10,124.7,50,110.30000000000001
https://en.uesp.net/wiki/Skyrim:Ravyn_Imyan,Ravyn Imyan,Riften,,Dark Elf,Male,PC×1 (range=10-25),Thief,000B4085,000B03A4,50+(PC-1)×8.3,50,50+(PC-1)×6.7,"Light Armor, Sneak, Archery, One-handed",No Crime,Unaggressive,CrimeFactionThievesGuild; FavorExcludedFaction; Riften Thieves Guild Headquarters Faction; ThievesGuildFaction 0(Agent); TownRiftenFaction,CombatThief,No,The Ragged Flagon - Cistern,None,,,None,None,,No,No,None,No,Yes,,No,No,,Vanilla,10,124.7,50,110.30000000000001
https://en.uesp.net/wiki/Skyrim:Rune,Rune,,,Imperial,Male,PC×1 (range=10-25),Thief,000D4FE0,000D4FDE,50+(PC-1)×8.3,50,50+(PC-1)×6.7,"Light Armor, Sneak, Archery, One-handed",No Crime,Unaggressive,CrimeFactionThievesGuild; FavorExcludedFaction; Riften Thieves Guild Headquarters Faction; ThievesGuildFaction 0(Agent); TownRiftenFaction,CombatThief,No,The Ragged Flagon - Cistern,None,,,None,None,,No,No,None,No,Yes,,No,No,,Vanilla,10,124.7,50,110.30000000000001
https://en.uesp.net/wiki/Skyrim:Syndus,Syndus,Riften,,Wood Elf,Male,10,Fletcher,000AC9D7,00029DAA,117,95,73,"Archery, Speech, Smithing, Sneak",No Crime,Unaggressive,CrimeFactionThievesGuild; ServicesThievesGuildSyndus; ThievesGuildFaction 0(Agent); TownRiftenFaction,None,No,,None,True,1000 (+1000 Master Trader),See Standard Merchandise,"Blacksmith (Animal Hides, Armor, Arrows, Ore/Ingots, Tools, Weapons)",,No,No,The Ragged Flagon,No,No,,No,No,,Vanilla,10,117,95,73
https://en.uesp.net/wiki/Skyrim:Thrynn,Thrynn,Riften,,Nord,Male,PC×1 (range=10-25),Thief,000D4FDD,000D4FDB,50+(PC-1)×8.3,50,50+(PC-1)×6.7,"Light Armor, Sneak, Archery, One-handed",Any Crime,Unaggressive,CrimeFactionThievesGuild; FavorExcludedFaction; Riften Thieves Guild Headquarters Faction; ThievesGuildFaction 0(Agent); TownRiftenFaction,CombatThief,No,The Ragged Flagon - Cistern,None,,,None,None,,No,No,None,No,Yes,,No,No,,Vanilla,10,124.7,50,110.30000000000001
https://en.uesp.net/wiki/Skyrim:Vanryth_Gatharian,Vanryth Gatharian,Riften,,Dark Elf,Male,PC×1 (range=10-25),Blacksmith,000AC9EA,00029DAF,50+(PC-1)×9,50+(PC-1)×2,50+(PC-1)×4,"Smithing, Speech, Block, One-handed",No Crime,Unaggressive,CrimeFactionThievesGuild; ServicesThievesGuildVanryth; ThievesGuildFaction 0(Agent); TownRiftenFaction,VendorBlacksmith,No,,None,True,1000 (+1000 Master Trader),See Standard Merchandise,"Blacksmith (Animal Hides, Armor, Arrows, Ore/Ingots, Tools, Weapons)",,No,No,The Ragged Flagon,No,No,,No,No,,Vanilla,10,131,68,86
https://en.uesp.net/wiki/Skyrim:Vipir_the_Fleet,Vipir the Fleet,Riften,,Nord,Male,PC×1 (range=10-25),Thief,00049535,0001CD8F,50+(PC-1)×8.3,50,50+(PC-1)×6.7,"Light Armor, Sneak, Archery, One-handed",No Crime,Unaggressive,CrimeFactionThievesGuild; FavorExcludedFaction; Pickpocket Trainer; Riften Thieves Guild Headquarters Faction; Skill Trainer; ThievesGuildFaction 0(Agent); TownRiftenFaction,TrainerPickpocketMaster,No,The Ragged Flagon - Cistern,Pickpocket (Master),,,None,None,,No,No,None,No,Yes,,No,No,,Vanilla,10,124.7,50,110.30000000000001
https://en.uesp.net/wiki/Skyrim:Valindor,Valindor,Riften,Valindor's House,Wood Elf,Male,10,Warrior,00019DE3,0001337F,155,50,80,"Heavy Armor, One-handed, Archery, Block",Any Crime,Unaggressive,Black Briar Meadery Faction; CrimeFactionRift; Riften Fishery Faction; TownRiftenFaction,CombatWarrior1H,No,,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,10,155,50,80
https://en.uesp.net/wiki/Skyrim:Addvar,Addvar,Solitude,Addvar's House,Nord,Male,6,Food Vendor,000198D4,00013255,91,67,67,"Speech, One-handed, Pickpocket, Two-handed",No Crime,Unaggressive,CrimeFactionHaafingar; Fish vendor; SolitudeAddvarsHouseFaction; TownSolitudeFaction,None,No,,None,True,50 (+1000 Master Trader),"Random drinks, 2 Salmon Meat, 6 Salmon Steak, Salt Pile, 20 Seared Slaughterfish","Innkeeper (Food, Raw Food)",,No,No,Stall in Solitude's marketplace,No,No,,No,No,,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Greta,Greta,Solitude,Addvar's House,Nord,Female,4,Citizen,0001A637,00013283,75,60,60,Two-handed,No Crime,Unaggressive,CrimeFactionHaafingar; SolitudeAddvarsHouseFaction; TownSolitudeFaction,None,No,,None,True,50 (+1000 Master Trader),"Random drinks, 2 Salmon Meat, 6 Salmon Steak, Salt Pile, 20 Seared Slaughterfish","Innkeeper (Food, Raw Food)",,No,No,Stall in Solitude's marketplace,No,No,,No,No,,Vanilla,4,75,60,60
https://en.uesp.net/wiki/Skyrim:Svari,Svari,Solitude,Addvar's House,Nord,Female,1,Child,0001A636,000132A9,50,0,50,,No Crime,Unaggressive,CrimeFactionHaafingar; FavorJobsBeggarsFaction; SolitudeAddvarsHouseFaction; TownSolitudeFaction,None,No,,None,,,None,None,Child,No,No,None,"Yes, if orphaned",No,,No,No,,Vanilla,1,50,0,50
https://en.uesp.net/wiki/Skyrim:Angeline_Morrard,Angeline Morrard,Solitude,,Breton,Female,6,Apothecary,000198D2,00013260,91,67,67,"Alchemy, Speech",No Crime,Unaggressive,Angeline's Aromatics Services; CrimeFactionHaafingar; SolitudeAngelinesAromaticsFaction; TownSolitudeFaction,VendorApothecary,No,,None,True,500 (+500 Investor; +1000 Master Trader),See Angeline's Aromatics,"Apothecary (Animal Parts, Food, Ingredients, Poisons, Potions, Raw Food, Recipes)",,No,No,Angeline's Aromatics,No,No,,No,No,,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Vivienne_Onis,Vivienne Onis,Solitude,,Breton,Female,4,Apothecary,000198D3,000132AE,75,60,60,"Alchemy, Conjuration, Speech",No Crime,Unaggressive,Angeline's Aromatics Services; CrimeFactionHaafingar; SolitudeAngelinesAromaticsFaction; TownSolitudeFaction,VendorApothecary,No,,None,True,500 (+500 Investor; +1000 Master Trader),See Angeline's Aromatics,"Apothecary (Animal Parts, Food, Ingredients, Poisons, Potions, Raw Food, Recipes)",,No,No,Angeline's Aromatics,No,No,,No,No,,Vanilla,4,75,60,60
https://en.uesp.net/wiki/Skyrim:Aia_Arria,Aia Arria,Solitude,,Imperial,Female,6,Bard,000198D0,0001325C,89,72,64,"Restoration, Speech",No Crime,Unaggressive,CrimeFactionHaafingar; JobBardFaction; SolitudeBardsCollegeFaction; TownSolitudeFaction,None,No,Bards College,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,6,89,72,64
https://en.uesp.net/wiki/Skyrim:Ataf,Ataf,Solitude,,Redguard,Male,6,Bard,0001F14D,00013295,89,72,64,"Alteration, One-handed, Speech",No Crime,Unaggressive,BardSingerFaction; CrimeFactionHaafingar; JobBardFaction; SolitudeBardsCollegeFaction; TownSolitudeFaction,None,No,Bards College,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,6,89,72,64
https://en.uesp.net/wiki/Skyrim:Bendt,Bendt,Solitude,,Elder,Male,4,Citizen,001027DB,000E77CB,75,60,60,"Alchemy, Enchanting, Smithing, Archery, Light Armor, One-handed, Sneak, Speech",No Crime,Unaggressive,CrimeFactionHaafingar; TownSolitudeFaction,None,No,Bards College,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,4,75,60,60
https://en.uesp.net/wiki/Skyrim:Giraud_Gemane,Giraud Gemane,Solitude,,Breton,Male,4,Thief,000198CE,00013281,75,50,70,"Conjuration, Speech",No Crime,Unaggressive,CrimeFactionHaafingar; JobBardFaction; Skill Trainer; SolitudeBardsCollegeFaction; Speechcraft Trainer; TownSolitudeFaction,TrainerSpeechcraftMaster,No,Bards College,Speech (Master),,,None,None,,No,No,None,No,No,,No,No,,Vanilla,4,75,50,70
https://en.uesp.net/wiki/Skyrim:Illdi,Illdi,Solitude,,Nord,Female,4,Bard,000198D1,00013289,73,63,59,"Speech, Two-handed",No Crime,Unaggressive,CrimeFactionHaafingar; JobBardFaction; SolitudeBardsCollegeFaction; TownSolitudeFaction,None,No,Bards College,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,4,73,63,59
https://en.uesp.net/wiki/Skyrim:Inge_Six_Fingers,Inge Six Fingers,Solitude,,Elder,Female,4,Bard,000198CD,0001328A,73,63,59,,No Crime,Unaggressive,CrimeFactionHaafingar; JobBardFaction; SolitudeBardsCollegeFaction; TownSolitudeFaction,None,No,Bards College,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,4,73,63,59
https://en.uesp.net/wiki/Skyrim:Jorn,Jorn,Solitude,,Nord,Male,4,Bard,000198CF,0001328F,73,63,59,"Speech, Two-handed",No Crime,Unaggressive,BardSingerFaction; BardSingerNoAutostart; CrimeFactionHaafingar; JobBardFaction; SolitudeBardsCollegeFaction; TownSolitudeFaction,None,No,Bards College,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,4,73,63,59
https://en.uesp.net/wiki/Skyrim:Pantea_Ateia,Pantea Ateia,Solitude,,Imperial,Female,4,Bard,000198CC,0001329F,73,63,59,Restoration,No Crime,Unaggressive,BardSingerFaction; CrimeFactionHaafingar; Faction for not using casual idles; JobBardFaction; SolitudeBardsCollegeFaction; TownSolitudeFaction,None,No,Bards College,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,4,73,63,59
https://en.uesp.net/wiki/Skyrim:Viarmo,Viarmo,Solitude,,High Elf,Male,4,Bard,000198CB,000132AD,73,63,59,Illusion,No Crime,Unaggressive,CrimeFactionHaafingar; JobBardFaction; SolitudeBardsCollegeFaction; TownSolitudeFaction,None,Yes,Bards College,None,,,None,None,,No,No,None,No,No,,No,No,,Vanilla,4,73,63,59
