ID,READER,MINUTES,SUBSET,PROJ.,BOOK ID,CH. TITLE,PROJECT TITLE,GENRE
100442,7517,8.6,train-clean-100,6800,5803,22 - At the Bookstall,Not That It Matters,Non-fiction
100596,6415,7.64,train-clean-100,6808,21639,The Elusive Kate Ferris,When Patty Went to College,Fiction
102419,7511,12.59,train-clean-100,6874,28572,08 - Elizabeth's Romance,Letters on an Elk Hunt,Non-fiction
102420,7511,12.42,train-clean-100,6874,28572,09 - The Hunt,Letters on an Elk Hunt,Non-fiction
102518,7859,7.05,train-clean-100,6876,37756,12 - The Coming of the Saracens,Byzantine Empire,Fiction
102519,7859,10.86,train-clean-100,6876,37756,13 - The First Anarchy,Byzantine Empire,Fiction
102521,7859,3.66,train-clean-100,6876,37756,15 - The Iconoclasts (A.D. 720-802),Byzantine Empire,Fiction
103416,4018,8.85,train-clean-100,6916,1693,05 - Chapter V,Dangerous Days,Fiction
104730,7278,8.06,train-clean-100,6958,20183,14 - Chapter 3B,John Quincy Adams,Non-fiction
105409,7635,14.64,train-clean-100,6984,60,30 - THE SCHOONER,Scarlet Pimpernel (Version 2),Fiction
105661,7635,10.41,train-clean-100,6999,19213,"Chapter 29, part 1","Historical fiction of England from the Invasion of Julius Caesar to the Revolution of 1688, Volume 1C",Fiction
107312,4018,8.74,train-clean-100,7084,3760,"15 - Book II, chapter ix","Sybil, or the Two Nations",Fiction
107338,4018,7.58,train-clean-100,7084,3760,"41 - Book IV, chapter ix","Sybil, or the Two Nations",Fiction
107462,6454,8.9,train-clean-100,7089,9363,"Backstairs of the Mind, The",Best British Short Stories of 1922,Poetry / Short Form
111615,6415,8.84,train-clean-100,7302,22699,06 - Confessions of a Colyumist,Pipefuls,Non-fiction
112586,8014,4.34,train-clean-100,7347,41666,00 - Preface,Story of Ancient Irish Civilisation,Non-fiction
112602,8014,7.58,train-clean-100,7347,41666,16 - How the People Dressed,Story of Ancient Irish Civilisation,Non-fiction
116629,6415,8.71,train-clean-100,7565,14627,Chapter 7: A Thunder Clap,Veronica,Children / Juvenile
118101,8051,7.9,train-clean-100,7670,15263,01 - Several Arrivals From Different Places,"Underground Railroad, Part 2",Non-fiction
119902,8051,8.34,train-clean-100,7812,14055,War Bread,Food Guide for War Service at Home,Non-fiction
120342,6454,8.07,train-clean-100,7868,32455,Christmas Waits In Boston Part 1,Christmas Eve and Christmas Day,Fiction
121026,40,9.45,train-clean-100,47,1184,The Abbes Chamb,Count of Monte Cristo,Fiction
121082,60,20.18,train-clean-100,47,1184,The Beggar,Count of Monte Cristo,Fiction
121119,1034,16.71,train-clean-100,47,1184,The Law,Count of Monte Cristo,Fiction
121124,125,15.77,train-clean-100,47,1184,Danglars Signature,Count of Monte Cristo,Fiction
121342,125,9.41,train-clean-100,55,805,Bk2 Ch5 Pt1,This Side of Paradise,Fiction
121553,87,25.1,train-clean-100,67,1004,"Bk 3, Paradise: Canto XII - Canto XVI",Divine Comedy,Poetry / Short Form
121652,289,8.6,train-clean-100,74,5312,Introduction,Mother Goose in Prose,Children / Juvenile
121665,289,11.05,train-clean-100,74,5312,Little Bo-Peep,Mother Goose in Prose,Children / Juvenile
121721,118,4.88,train-clean-100,78,1989,Letter B,Foolish Dictionary,Poetry / Short Form
121908,163,3.16,train-clean-100,85,14328,"Bk 5: Section I, and Song I: Chance",Consolation of Philosophy,Non-fiction
121914,39,11.31,train-clean-100,86,158,Vol. 1 Ch. 01,Emma,Fiction
121915,39,6.68,train-clean-100,86,158,Vol. 1 Ch. 02,Emma,Fiction
121916,39,7.07,train-clean-100,86,158,Vol. 1 Ch. 03,Emma,Fiction
122150,196,9.87,train-clean-100,97,5658,Chapter 2,Lord Jim,Fiction
122152,196,7.91,train-clean-100,97,5658,Chapter 4,Lord Jim,Fiction
122159,196,7.46,train-clean-100,97,5658,Chapter 11,Lord Jim,Fiction
122255,201,8.78,train-clean-100,104,964,Little John and the Tanner of Blyth,Merry Adventures of Robin Hood,Children / Juvenile
122425,211,13.28,train-clean-100,120,1257,HIS MAJESTY KING LOUIS XIII,Three Musketeers,Fiction
122442,211,11.94,train-clean-100,120,1257,THE RENDEZVOUS,Three Musketeers,Fiction
122538,226,8.46,train-clean-100,126,3659,14 - In Deryck's Safe Control,Rosary,Fiction
122615,1502,7.89,train-clean-100,132,940,Chapter 25,Last of the Mohicans,Fiction
122619,1502,17.16,train-clean-100,132,940,Chapter 29,Last of the Mohicans,Fiction
122819,426,7.87,train-clean-100,145,47,A Question of Color,Anne of Avonlea,Fiction
122821,426,9.6,train-clean-100,145,47,Facts and Fancies,Anne of Avonlea,Fiction
122822,426,7.74,train-clean-100,145,47,A Jonah Day,Anne of Avonlea,Fiction
122947,163,21.9,train-clean-100,152,4363,Our Virtues,Beyond Good and Evil,Non-fiction
123289,887,8.79,train-clean-100,174,3748,Chapter 36,Journey to the Interior of the Earth,Fantasy / Sci-Fi
123290,887,7.39,train-clean-100,174,3748,Chapter 37,Journey to the Interior of the Earth,Fantasy / Sci-Fi
123291,887,8.94,train-clean-100,174,3748,Chapter 38,Journey to the Interior of the Earth,Fantasy / Sci-Fi
123349,27,12.4,train-clean-100,184,1468,"Chapter V, Part 3","Historical fiction of England, from the Accession of James II - (Volume 1, Chapter 05)",Fiction
123501,446,13.8,train-clean-100,205,62,Chapter 03,Princess of Mars,Fantasy / Sci-Fi
123502,446,11.21,train-clean-100,205,62,Chapter 04,Princess of Mars,Fantasy / Sci-Fi
123504,302,8.7,train-clean-100,205,62,Chapter 06,Princess of Mars,Fantasy / Sci-Fi
123516,302,7.5,train-clean-100,205,62,Chapter 18,Princess of Mars,Fantasy / Sci-Fi
123523,302,8.85,train-clean-100,205,62,Chapter 25,Princess of Mars,Fantasy / Sci-Fi
123719,481,7.84,train-clean-100,220,600,Part 2 Chapter 2,Notes from the Underground,Fiction
123720,481,17.24,train-clean-100,220,600,Part 2 Chapter 3,Notes from the Underground,Fiction
123857,445,5.97,train-clean-100,229,1041,Sonnets 91-100,Shakespeare's Sonnets,Poetry / Short Form
123860,445,5.11,train-clean-100,229,1041,Sonnets 121-130,Shakespeare's Sonnets,Poetry / Short Form
124139,200,8.37,train-clean-100,253,1342,Chapter 8,Pride and Prejudice,Fiction
124140,200,8.33,train-clean-100,253,1342,Chapter 9,Pride and Prejudice,Fiction
124146,322,7.0,train-clean-100,253,1342,Chapter 20,Pride and Prejudice,Fiction
124147,322,18.2,train-clean-100,253,1342,Chapters 21-22,Pride and Prejudice,Fiction
124404,311,25.17,train-clean-100,269,59,Chapter 5,Discourse on the Method of Rightly Conducting Ones Reason and of Seeking Truth,Fantasy / Sci-Fi
124548,1246,10.67,train-clean-100,279,543,Chapter 35,Main Street,Fiction
124550,1246,9.56,train-clean-100,279,543,Chapter 37,Main Street,Fiction
124566,1183,0.54,train-clean-100,280,24055,"<a href=""http://bartleby.com/44/1/13.html"">Book 13</a>",Sayings of Confucius,Non-fiction
124588,118,4.71,train-clean-100,281,6917,04-05 Savareen's Disappearance - Chapter 5,Gerrard Street Mystery and Other Weird Tales,Mystery / Crime
124992,27,7.74,train-clean-100,305,8318,Part 1 (Chapters 1-8),Bible (DRV) Apocrypha/Deuterocanon: Judith,Non-fiction
125237,1081,22.62,train-clean-100,319,14971,Rise of John de Witt. The First English War,Historical fiction of Holland,Fiction
126107,150,9.55,train-clean-100,369,697,Put Me In Again.,Light Princess,Children / Juvenile
126112,150,8.91,train-clean-100,369,697,This is Very Kind of You,Light Princess,Children / Juvenile
126290,458,4.29,train-clean-100,375,2591,"Cat and Mouse in Partnership, The",Grimms' Fairy Tales,Children / Juvenile
126294,458,4.1,train-clean-100,375,2591,Fundevogel,Grimms' Fairy Tales,Children / Juvenile
126305,458,8.9,train-clean-100,375,2591,"Little Peasant, The",Grimms' Fairy Tales,Children / Juvenile
126784,200,8.44,train-clean-100,413,9845,Chapter 5,Spy,Fiction
126790,298,10.24,train-clean-100,413,9845,Chapter 11,Spy,Fiction
126791,298,14.76,train-clean-100,413,9845,Chapter 12,Spy,Fiction
126831,198,10.31,train-clean-100,415,5342,16 - The Ghostly Bell,Story Girl,Fiction
126855,403,7.09,train-clean-100,416,501,The Seventh Chapter - The Bridge of Apes,Story of Doctor Dolittle,Children / Juvenile
126975,412,22.38,train-clean-100,424,204,04 - The Flying Stars,Innocence of Father Brown,Mystery / Crime
127535,307,8.8,train-clean-100,449,120,Chapter 29,Treasure Island,Fiction
127539,307,8.49,train-clean-100,449,120,Chapter 33,Treasure Island,Fiction
127540,307,7.83,train-clean-100,449,120,Chapter 34,Treasure Island,Fiction
127705,254,9.01,train-clean-100,464,7091,Chapter 13 The Early Historical fiction of the Valley,Yosemite,Non-fiction
127786,201,16.41,train-clean-100,480,5921,Chapter 28,Don Quixote - Vol. 1,Fiction
128339,403,11.75,train-clean-100,510,98,III.VI: Triumph,Tale of Two Cities,Fiction
128618,1081,2.56,train-clean-100,530,18542,FIFTEEN WAYS TO COOK PERCH,How to Cook Fish,Non-fiction
128659,1183,2.2,train-clean-100,533,18992,Childhood,Current Superstitions,Children / Juvenile
128684,911,19.65,train-clean-100,534,32547,The Place of Affectional Facts in a World of Pure Experience,Essays in Radical Empiricism,Fiction
128982,441,8.18,train-clean-100,562,17188,The Pirate who could not Swim,Buccaneers and Pirates of Our Coasts,Children / Juvenile
128985,332,19.0,train-clean-100,562,17188,"The Story of Roc, the Brazilian",Buccaneers and Pirates of Our Coasts,Children / Juvenile
128988,441,8.04,train-clean-100,562,17188,A Resurrected Pirate,Buccaneers and Pirates of Our Coasts,Children / Juvenile
129061,669,19.07,train-clean-100,563,599,Sunday After the Battle,Vanity Fair,Fiction
129074,669,6.1,train-clean-100,563,599,"Which Contains Births, Marriages, and Deaths",Vanity Fair,Fiction
129236,1088,7.16,train-clean-100,573,2944,Essay 05 - Love,"Essays, First Series",Non-fiction
129766,328,19.35,train-clean-100,606,370,When I parted with my brother...,Fortunes and Misfortunes of the Famous Moll Flanders,Fiction
129977,198,6.51,train-clean-100,620,161,Chapter 18,Sense and Sensibility,Fiction
130108,441,8.97,train-clean-100,626,73,Chapter 16,Red Badge of Courage,Fiction
130550,1447,5.24,train-clean-100,649,18362,Miscellaneous Phrases: Easy-going to the point of lethargy - Hopelessly belated in its appearance,Fifteen Thousand Useful Phrases,Non-fiction
130551,1447,7.13,train-clean-100,649,18362,Miscellaneous Phrases: I adjured him - Its dominating and inspiring influence,Fifteen Thousand Useful Phrases,Non-fiction
130552,1447,5.59,train-clean-100,649,18362,Miscellaneous Phrases: Jealous and formidable foes - Quixotically generous about money,Fifteen Thousand Useful Phrases,Non-fiction
130578,911,4.17,train-clean-100,650,11938,"Boy Who Found His Father, The","Folklore of the Santal Parganas, Vol. 1",Children / Juvenile
130644,248,8.1,train-clean-100,655,7469,Chapter 04,Daniel Deronda,Fiction
130652,248,8.97,train-clean-100,655,7469,Chapter 12,Daniel Deronda,Fiction
130697,248,8.06,train-clean-100,655,7469,Chapter 57,Daniel Deronda,Fiction
130739,831,12.3,train-clean-100,659,1264,01 - Chapters 01 to 03,Wheels of Chance,Fiction
130746,831,12.91,train-clean-100,659,1264,08 - Chapters 23 to 25,Wheels of Chance,Fiction
130880,229,19.56,train-clean-100,665,2488,A New Proposition from Captain Nemo,Twenty Thousand Leagues Under the Sea,Fantasy / Sci-Fi
130894,405,17.27,train-clean-100,665,2488,Shortage of Air,Twenty Thousand Leagues Under the Sea,Fantasy / Sci-Fi
130895,405,7.76,train-clean-100,665,2488,From Cape Horn to the Amazon,Twenty Thousand Leagues Under the Sea,Fantasy / Sci-Fi
130898,839,19.95,train-clean-100,665,2488,In Latitude 47 degrees 24' and Longitude 17 degrees 28',Twenty Thousand Leagues Under the Sea,Fantasy / Sci-Fi
131041,909,7.05,train-clean-100,670,1404,Federalist No. 68 by Alexander Hamilton,Federalist Papers,Fiction
131044,909,7.77,train-clean-100,670,1404,Federalist No. 71 by Alexander Hamilton,Federalist Papers,Fiction
131045,909,10.18,train-clean-100,670,1404,Federalist No. 72 by Alexander Hamilton,Federalist Papers,Fiction
131096,2910,22.33,train-clean-100,672,4925,Cupid and Psyche,Bulfinchs Mythology: The Age of Fable,Fantasy / Sci-Fi
131231,3240,16.49,train-clean-100,677,22472,Chapter 7-a,Book of the Damned,Fiction
131232,3240,8.59,train-clean-100,677,22472,Chapter 7-b,Book of the Damned,Fiction
131532,226,8.09,train-clean-100,697,969,Chapter X,Tenant of Wildfell Hall,Fiction
131533,226,8.66,train-clean-100,697,969,Chapter XI,Tenant of Wildfell Hall,Fiction
132112,625,13.5,train-clean-100,727,408,"Chapter 7 - Of the Black Belt, part 2",Souls of Black Folk,Non-fiction
132118,625,11.51,train-clean-100,727,408,Chapter 11 - Of the Passing of the First-Born,Souls of Black Folk,Non-fiction
132570,2007,12.59,train-clean-100,759,3268,"Vol 03, Ch. 06, part 1",Mysteries of Udolpho,Fiction
132655,150,6.67,train-clean-100,761,19942,Chapter 30,Candide,Fiction
132847,1116,7.46,train-clean-100,778,3454,"Groac'h of Isle of Lok, France",Lilac Fairy Book,Children / Juvenile
132851,1116,5.19,train-clean-100,778,3454,"Brownie of Lake, France",Lilac Fairy Book,Children / Juvenile
133255,1183,2.56,train-clean-100,802,20190,"<a href=""http://www.newness-of-life.com/librivox/cyclopedia/cyclopedia_38_triemens-2240-ads-4.doc"">Advertisements, Part 4.</a>",Handy Cyclopedia of Things Worth Knowing,Non-fiction
133256,1183,4.41,train-clean-100,802,20190,"<a href=""http://www.newness-of-life.com/librivox/cyclopedia/cyclopedia_39_triemens-2256-ads-5.doc"">Advertisements, Part 5.</a>",Handy Cyclopedia of Things Worth Knowing,Non-fiction
133433,1040,15.7,train-clean-100,816,16,When Wendy Grew Up,Peter Pan,Fiction
133695,1098,18.31,train-clean-100,836,2833,Chapter 07,Portrait of a Lady Vol 1,Fiction
133699,1069,12.96,train-clean-100,836,2833,Chapter 11,Portrait of a Lady Vol 1,Fiction
133709,1069,12.19,train-clean-100,836,2833,Chapter 21,Portrait of a Lady Vol 1,Fiction
134315,1088,12.93,train-clean-100,874,2688,Chapter IX,Clue of the Twisted Candle,Mystery / Crime
134318,1088,5.09,train-clean-100,874,2688,Chapter XII,Clue of the Twisted Candle,Mystery / Crime
134435,1455,14.19,train-clean-100,877,416,"Godliness, Part II, also concerning Jesse Bentley","Winesburg, Ohio",Fiction
134440,233,14.08,train-clean-100,877,416,Respectability,"Winesburg, Ohio",Fiction
135589,1334,23.89,train-clean-100,941,6471,Chapter XXVII,Children of the New Forest,Children / Juvenile
135815,1246,4.86,train-clean-100,956,2441,JOHNNY CHUCK JOINS THE CLASS -- The Woodchuck and his ways.,Burgess Animal Book for Children,Children / Juvenile
135842,1363,10.93,train-clean-100,956,2441,"UNC' BILLY AND OLD MRS. POSSUM -- The Virginia Opossum, which is the only American Marsupial.",Burgess Animal Book for Children,Children / Juvenile
135883,1235,9.96,train-clean-100,958,5664,<b>The Merchant and the Genie</b>,"Arabian Nights Entertainments, Volume 01",Children / Juvenile
135884,1235,9.04,train-clean-100,958,5664,The Story of the First Old Man and the Hind,"Arabian Nights Entertainments, Volume 01",Children / Juvenile
135887,1235,6.09,train-clean-100,958,5664,The Story of the Grecian King and the Physician Douban,"Arabian Nights Entertainments, Volume 01",Children / Juvenile
135914,1594,25.1,train-clean-100,958,5664,"<b>The Historical fiction of Ganem, Son of Abou Ayoub, and Known by the Surname of Love's Slave</b>, part c","Arabian Nights Entertainments, Volume 01",Children / Juvenile
135982,3607,11.85,train-clean-100,963,2814,05 - After the Race,Dubliners,Fiction
137572,1116,12.46,train-clean-100,1039,20830,Learning to Live Together,Good Housekeeping Marriage Book,Non-fiction
138028,2989,12.68,train-clean-100,1069,5946,04 - Chapters 6-7,Don Quixote - Vol. 2,Fiction
138035,2989,12.53,train-clean-100,1069,5946,11 - Chapters 19-20,Don Quixote - Vol. 2,Fiction
138246,1263,8.19,train-clean-100,1078,83,20 Minutes Past Ten to 47 Minutes Past Ten P.M. (p. 108),Round the Moon,Fantasy / Sci-Fi
138263,1455,10.94,train-clean-100,1078,83,Grave Questions (p. 202),Round the Moon,Fantasy / Sci-Fi
139304,1363,10.94,train-clean-100,1124,12163,THE AWAKENING (1400 words),Sleeper Awakes,Fantasy / Sci-Fi
139310,2893,11.79,train-clean-100,1124,12163,THE PEOPLE MARCH (2000 words),Sleeper Awakes,Fantasy / Sci-Fi
139322,2893,12.62,train-clean-100,1124,12163,THE UNDER-SIDE (2200 words),Sleeper Awakes,Fantasy / Sci-Fi
139469,2002,24.94,train-clean-100,1133,18247,"16 Vol 2, Ch 05",Last Man,Fantasy / Sci-Fi
139804,1263,7.05,train-clean-100,1149,14770,20 - Brief,Life in a Thousand Worlds,Fiction
140045,1578,6.57,train-clean-100,1158,498,"Ch. XI - ""The Stirring Of The Powers""",Rebecca of Sunnybrook Farm,Children / Juvenile
140047,1553,11.6,train-clean-100,1158,498,Ch. XIII - Snow-White; Rose-Red,Rebecca of Sunnybrook Farm,Children / Juvenile
140048,1553,10.89,train-clean-100,1158,498,Ch. XIV - Mr. Aladdin,Rebecca of Sunnybrook Farm,Children / Juvenile
140049,1578,8.49,train-clean-100,1158,498,Ch. XV - The Banquet Lamp,Rebecca of Sunnybrook Farm,Children / Juvenile
140277,250,3.7,train-clean-100,1176,15082,Preface,Life of the Spirit and the Life of Today,Other
141149,1723,25.12,train-clean-100,1211,944,10-1 - Tierra del Fuego,Voyage of the Beagle,Fiction
141719,1992,12.29,train-clean-100,1250,18972,Chapter 16,Zadig or the Book of Fate,Fiction
141777,1263,9.93,train-clean-100,1254,19090,Chapter 5,Star Hunter,Fantasy / Sci-Fi
142276,250,15.14,train-clean-100,1284,4276,Chapter 02,North and South,Fiction
142286,250,6.32,train-clean-100,1284,4276,Chapter 12,North and South,Fiction
142371,2817,15.84,train-clean-100,1288,507,"Book 4, Chapter 32: Mrs. Poyser ""Has Her Say Out""",Adam Bede,Fiction
142380,2817,9.3,train-clean-100,1288,507,"Book 5, Chapter 41: The Eve of the Trial",Adam Bede,Fiction
142393,1963,11.96,train-clean-100,1288,507,"Book 6, Chapter 54: The Meeting on the Hill",Adam Bede,Fiction
142396,1737,4.74,train-clean-100,1289,291,Prologue: The Olympians,Golden Age,Fiction
142397,1737,8.29,train-clean-100,1289,291,A Holiday,Golden Age,Fiction
142776,1963,5.79,train-clean-100,1319,10136,012 - Recipes. Chapter 6. Part 5.,Book of Household Management,Fiction
142912,1743,7.48,train-clean-100,1321,3074,THE WATCHMAN OF THE OLD ORCHARD: The Kingbird and the Great Crested Flycatcher.,Burgess Bird Book for Children,Children / Juvenile
142913,1743,6.87,train-clean-100,1321,3074,OLD CLOTHES AND OLD HOUSES: The Wood Peewee and Some Nesting Places.,Burgess Bird Book for Children,Children / Juvenile
142914,1743,6.95,train-clean-100,1321,3074,LONGBILL AND TEETER: The Woodcock and the Spotted Sandpiper.,Burgess Bird Book for Children,Children / Juvenile
142933,1624,10.32,train-clean-100,1321,3074,PETER SEES ROSEBREAST AND FINDS REDCOAT: The Rose-breasted Grosbeak and the Scarlet Tanager.,Burgess Bird Book for Children,Children / Juvenile
143879,1926,7.48,train-clean-100,1377,2834,Chapter 31,Portrait of a Lady Vol 2,Fiction
145015,2391,24.54,train-clean-100,1440,17797,Chapter 2: Description of Steventon--Life at Steventon--Changes of Habits and Customs in the last Century,Memoir of Jane Austen,Non-fiction
145458,254,4.96,train-clean-100,1462,3688,Introduction by A.A. Milne,Chronicles of Clovis,Poetry / Short Form
145702,1898,3.78,train-clean-100,1477,640,The Dragon and His Grandmother,Yellow Fairy Book,Children / Juvenile
145706,2092,19.9,train-clean-100,1477,640,The Grateful Beasts,Yellow Fairy Book,Children / Juvenile
145709,2092,5.2,train-clean-100,1477,640,The Crow,Yellow Fairy Book,Children / Juvenile
145715,1898,10.35,train-clean-100,1477,640,Fairer-than-a-Fairy,Yellow Fairy Book,Children / Juvenile
145720,1898,3.81,train-clean-100,1477,640,In the Land of Souls,Yellow Fairy Book,Children / Juvenile
145724,1898,7.09,train-clean-100,1477,640,The Flower Queen's Daughter,Yellow Fairy Book,Children / Juvenile
146161,1737,3.17,train-clean-100,1503,21032,Leaf Pattern for Half-Square Shawl,Exercises in Knitting,Other
147036,1963,7.44,train-clean-100,1546,20912,THE CONFESSION OF ODETTE RIDER,Daffodil Mystery,Mystery / Crime
147979,1926,11.53,train-clean-100,1592,19810,"Book 2 (The Hired Girls), Chapter 7",My Antonia,Fiction
147987,1926,6.18,train-clean-100,1592,19810,"Book 2 (The Hired Girls), Chapter 15",My Antonia,Fiction
148436,1867,8.29,train-clean-100,1605,11093,The First Day,Trailin'!,Fiction
148989,1737,8.84,train-clean-100,1628,3499,Waiting,Jo's Boys,Fiction
149482,2514,25.11,train-clean-100,1660,1000006,"Book Sixth, Chapter 3",Wings of the Dove,Unknown
149877,2007,12.62,train-clean-100,1676,5267,A Glittering Night Flower: The Use of a Name,Sister Carrie,Fiction
150130,2182,9.63,train-clean-100,1682,1557,Chapter 17,Men of Iron,Fiction
150351,1841,7.05,train-clean-100,1693,22302,The Native Inhabitants of the Pacific Slope,Western United States,Other
152137,2416,8.62,train-clean-100,1778,1218,P-1 Ch 6-A Devil's Work,Adventures of Jimmie Dale,Fiction
152139,2416,16.55,train-clean-100,1778,1218,P-1 Ch 6-C Devil's Work,Adventures of Jimmie Dale,Fiction
152253,2289,5.58,train-clean-100,1784,3725,Attila the Hun,Famous Men of the Middle Ages,Fiction
152254,2289,6.35,train-clean-100,1784,3725,Genseric the Vandal,Famous Men of the Middle Ages,Fiction
152257,2289,5.94,train-clean-100,1784,3725,Justinian,Famous Men of the Middle Ages,Fiction
152258,2289,7.21,train-clean-100,1784,3725,Mohammed,Famous Men of the Middle Ages,Fiction
152900,2384,20.21,train-clean-100,1817,4229,"Vol I Ch 2: Plan and Preparations, pt 3","South Pole; an account of the Norwegian Antarctic expedition in the Fram, 1910-12",Fiction
152918,2843,25.18,train-clean-100,1817,4229,"Vol II Ch 11: Through the Mountains, pt 2","South Pole; an account of the Norwegian Antarctic expedition in the Fram, 1910-12",Fiction
154071,1867,7.28,train-clean-100,1880,11880,Two Apparitions,Ronicky Doone,Fiction
154075,1867,9.6,train-clean-100,1880,11880,The Strange Bargain,Ronicky Doone,Fiction
154825,2518,13.02,train-clean-100,1918,10743,Chapter 10 Part (1) THE ESCAPE,Moonfleet,Fiction
154826,2518,12.05,train-clean-100,1918,10743,Chapter 10 Part (2) THE ESCAPE,Moonfleet,Fiction
155990,233,10.64,train-clean-100,1965,3335,"Ch 15-The Peace of Righteousness, pt 1",Theodore Roosevelt: an Autobiography,Non-fiction
156745,2691,9.41,train-clean-100,2011,11146,Chapter XVII,Expedition of the Donner Party and its Tragic Fate,Fiction
156750,2691,7.51,train-clean-100,2011,11146,Chapter XXII,Expedition of the Donner Party and its Tragic Fate,Fiction
156755,2691,8.24,train-clean-100,2011,11146,Chapter XXVII,Expedition of the Donner Party and its Tragic Fate,Fiction
158077,4088,20.61,train-clean-100,2095,3604,"The Suffrage War Policy, The First Arrests",Jailed For Freedom,Other
158079,4088,4.54,train-clean-100,2095,3604,August Riots,Jailed For Freedom,Other
158083,3259,25.19,train-clean-100,2095,3604,Administration Terrorism,Jailed For Freedom,Other
159771,1841,9.52,train-clean-100,2179,24872,Chapters 19 - 21,Tale of Master Meadow Mouse,Children / Juvenile
166424,3486,16.03,train-clean-100,2501,3479,The Smiting Thing,Metal Monster,Fantasy / Sci-Fi
166446,3486,9.05,train-clean-100,2501,3479,The Drums Of Destiny,Metal Monster,Fantasy / Sci-Fi
167602,3214,7.29,train-clean-100,2562,2600,Chapter 14,"War and Peace, Book 10: 1812",Children / Juvenile
167606,3214,8.57,train-clean-100,2562,2600,Chapter 18,"War and Peace, Book 10: 1812",Children / Juvenile
167607,3214,9.23,train-clean-100,2562,2600,Chapter 19,"War and Peace, Book 10: 1812",Children / Juvenile
168623,1624,11.71,train-clean-100,2614,135,Bk 03 Ch 02: Two Complete Portraits,Miserables Vol. 2,Fiction
170151,2196,7.97,train-clean-100,2664,6911,5 - Failure as a Success,Majesty of Calmness,Non-fiction
170379,2196,7.37,train-clean-100,2677,22814,Chapter 12 - The Nature of Hypnosis,Practical Guide to Self-Hypnosis,Other
171006,3440,7.11,train-clean-100,2709,6440,14 - Chapter Eleventh,Elsie Dinsmore,Children / Juvenile
171009,3440,18.07,train-clean-100,2709,6440,17 - Chapter Fourteenth,Elsie Dinsmore,Children / Juvenile
171115,3723,12.52,train-clean-100,2715,2850,"09 - Book 1, Ch 17-18",Wars of the Jews,Fiction
171631,3723,12.55,train-clean-100,2732,23772,11 - Devotion 11,Devotions upon Emergent Occasions,Poetry / Short Form
172162,3436,11.75,train-clean-100,2752,4926,Ch 09: The Adventure of the Cart,Age of Chivalry,Children / Juvenile
172171,3436,13.5,train-clean-100,2752,4926,Ch 18: Perceval,Age of Chivalry,Children / Juvenile
172357,460,5.57,train-clean-100,2761,3533,00 - Preface,Sunshine Sketches of a Little Town (version 2),Fiction
172359,460,19.66,train-clean-100,2761,3533,02 - The Speculations of Jefferson Thorpe,Sunshine Sketches of a Little Town (version 2),Fiction
173564,3168,10.37,train-clean-100,2813,2600,Chapter 31,"War and Peace, Book 11: 1812",Children / Juvenile
173565,3168,13.53,train-clean-100,2813,2600,Chapter 32,"War and Peace, Book 11: 1812",Children / Juvenile
173592,3879,9.27,train-clean-100,2816,3721,"Ch 06 (1564, 1565) Famine - War - Succor",Pioneers of France in the New World,Fiction
174172,2196,9.9,train-clean-100,2843,13193,Supreme Control of Age,Supreme Personality,Other
174923,3879,15.83,train-clean-100,2877,18640,Ch 06: Phineas and His Old Friends,Phineas Redux,Fiction
175658,3526,7.95,train-clean-100,2912,1028,Chapter IX,Professor,Fiction
175950,3699,5.43,train-clean-100,2927,1079,Chapter 25-27,"Life and Opinions of Tristram Shandy, Gentleman Vol. 2",Fiction
176651,3526,5.43,train-clean-100,2954,5122,01 - Chapter 01,Trail of the Lonesome Pine,Fiction
176653,3526,11.8,train-clean-100,2954,5122,03 - Chapter 03,Trail of the Lonesome Pine,Fiction
178355,3664,8.68,train-clean-100,3047,10030,Chapter 15: Champion Buffalo Killer,"Life of Honorable William F. Cody, Known as Buffalo Bill The Famous Hunter, Scout and Guide",Non-fiction
178366,3664,8.99,train-clean-100,3047,10030,Chapter 26: Sight-Seeing,"Life of Honorable William F. Cody, Known as Buffalo Bill The Famous Hunter, Scout and Guide",Non-fiction
178459,3982,14.43,train-clean-100,3049,1098,Chapter 29,Turmoil (Growth Trilogy Vol 1),Fiction
179154,2159,8.96,train-clean-100,3082,19342,05 - Amusing experiments,"Complete Hypnotism, Mesmerism, Mind-Reading and Spiritualism",Fiction
179156,2159,8.1,train-clean-100,3082,19342,07 - How the subject feels under hypnotization,"Complete Hypnotism, Mesmerism, Mind-Reading and Spiritualism",Fiction
179157,2159,8.06,train-clean-100,3082,19342,08 - Self-hypnotization,"Complete Hypnotism, Mesmerism, Mind-Reading and Spiritualism",Fiction
179183,1841,8.56,train-clean-100,3084,27683,The Seeing Hand,World I Live In,Other
180298,374,14.78,train-clean-100,3133,1608,16 - Chapter 16,Camille,Fiction
180299,374,10.38,train-clean-100,3133,1608,17 - Chapter 17,Camille,Fiction
180923,3857,6.66,train-clean-100,3165,27969,Part 7,County Regiment,Fiction
181173,2182,8.53,train-clean-100,3179,479,03 - Chapter 03,Little Lord Fauntleroy (version 2),Children / Juvenile
181183,2182,6.99,train-clean-100,3179,479,13 - Chapter 13,Little Lord Fauntleroy (version 2),Children / Juvenile
182255,3982,10.64,train-clean-100,3227,4020,14 - The Great Fight for Clean Government pt 1,Arcadian Adventures with the Idle Rich,Fiction
