game_name,series_name,team_winner,team_loser,goals_winner,goals_loser,player_name,played_for_side,is_mvp,car,score,goals,assists,saves,shots,BPM,average_boost,time_0_boost,time_100_boost,boost_collected,boost_stolen,big_pads_collected,small_pads_collected,big_pads_stolen,small_pads_stolen,boost_used_supersonic,boost_overfill,boost_overfill_from_stolen,defensive_third_percentage,neutral_third_percentage,offensive_third_percentage,behind_ball_percentage,ahead_of_ball_percentage,avg_distance_ball,avg_speed_percentage,total_distance,time_slow_speed,time_boost_speed,time_supersonic,time_on_ground,time_low_in_air,time_high_in_air,powerslide_duration,powerslide_count
/replay/69526a06-1f02-4ff3-acb8-06403946f5f3?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,PWR,GENG MOBIL1,6,3,Firstkiller,Orange,False,Fennec,446,0,3,2,2,490,51,47.22,51.13,3152,577,28,79,4,21,563,524,72,45.96,32.85,21.2,68.94,31.06,2972,70.22,578050,163.28,154.83,76.61,208.19,154.22,32.31,7.22,67
/replay/69526a06-1f02-4ff3-acb8-06403946f5f3?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,PWR,GENG MOBIL1,6,3,Chronic,Orange,False,Octane,387,1,0,2,2,421,43,47.1,39.83,2761,754,21,73,5,23,315,154,15,53.07,26.55,20.38,70.28,29.72,2757,70.43,573392,165.88,148.8,76.25,210.37,152.23,28.33,6.85,59
/replay/69526a06-1f02-4ff3-acb8-06403946f5f3?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,PWR,GENG MOBIL1,6,3,ApparentlyJack,Orange,False,Fennec,326,2,0,0,2,446,52,29.56,20.14,2816,390,22,87,2,20,382,367,38,50.08,36.4,13.52,68.51,31.49,3008,72,584924,156.82,149.71,84.22,198.06,160.94,31.76,7.77,92
/replay/a2cba475-7f23-428e-92ef-908e4e2ab0b8?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,GENG MOBIL1,PWR,6,0,Fever,Blue,False,Fennec,362,0,0,2,0,429,45,41.11,28.07,2438,323,18,73,1,19,367,226,0,53.49,32.63,13.88,75.95,24.05,2640,70.91,546778,148.86,141.64,70.23,177.74,152.87,30.13,7.46,67
/replay/a2cba475-7f23-428e-92ef-908e4e2ab0b8?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,GENG MOBIL1,PWR,6,0,Torsos,Blue,False,Dominus,172,0,0,1,2,489,48,54.66,15.64,3074,662,25,87,4,29,536,484,161,45.81,38.28,15.91,67.27,32.73,2794,73.65,566058,125.49,142.33,92.85,186.96,163.11,10.6,8.27,116
/replay/a2cba475-7f23-428e-92ef-908e4e2ab0b8?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,GENG MOBIL1,PWR,6,0,bananahead,Blue,False,Fennec,166,0,0,0,4,448,45,57.89,19.36,2611,875,22,72,7,20,648,467,58,43.47,31.38,25.15,60.75,39.25,2613,78.65,598415,101.41,149.29,106.39,159.25,177.72,20.13,11.05,128
/replay/a2cba475-7f23-428e-92ef-908e4e2ab0b8?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,GENG MOBIL1,PWR,6,0,ApparentlyJack,Orange,True,Fennec,657,1,3,4,4,453,49,30.79,35.86,2642,725,23,71,4,30,461,482,24,37.84,39.82,22.34,67.25,32.75,2908,72.91,556259,124.46,156.59,76.72,192.5,139.04,26.23,7.83,85
/replay/a2cba475-7f23-428e-92ef-908e4e2ab0b8?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,GENG MOBIL1,PWR,6,0,Firstkiller,Orange,False,Fennec,543,3,1,0,2,476,48,60.64,48.86,2685,585,22,78,3,26,614,414,12,45.88,32.99,21.12,77.27,22.73,2910,71.48,541837,142.82,135.91,75.97,190.11,135.37,29.22,9.15,72
/replay/a2cba475-7f23-428e-92ef-908e4e2ab0b8?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,GENG MOBIL1,PWR,6,0,Chronic,Orange,False,Fennec,312,2,0,0,2,425,45,38.33,20.66,2397,291,18,66,1,20,358,164,43,47.85,32.14,20.01,83.1,16.9,2939,69.35,524146,157.26,131.02,66.32,207.27,121.97,25.37,5.87,42
/replay/d0a255c0-9008-4bf2-83ab-fcc7b7216bd2?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,GENG MOBIL1,PWR,4,0,Fever,Blue,False,Fennec,344,0,0,2,3,415,45,27.1,16.16,2258,415,15,86,1,27,469,272,0,54.36,27.14,18.5,76.15,23.85,2987,73.65,534158,114.98,147.28,72.15,184.04,130.77,19.6,9.9,81
/replay/d0a255c0-9008-4bf2-83ab-fcc7b7216bd2?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,GENG MOBIL1,PWR,4,0,bananahead,Blue,False,Fennec,243,0,0,3,0,446,50,54.65,30.55,2770,437,23,70,3,21,697,387,107,38.44,35.83,25.73,62.14,37.86,2770,79.78,586690,80.14,153.49,104.87,159.2,155.98,23.31,7.97,106
/replay/d0a255c0-9008-4bf2-83ab-fcc7b7216bd2?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,GENG MOBIL1,PWR,4,0,Torsos,Blue,False,Dominus,150,0,0,0,1,443,38,73.38,14.65,2482,489,16,89,2,26,509,136,8,38.62,36.82,24.56,64.04,35.96,2665,71.96,529587,120.05,143.82,74.56,173.6,148,16.83,9.43,120
/replay/d0a255c0-9008-4bf2-83ab-fcc7b7216bd2?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,GENG MOBIL1,PWR,4,0,Firstkiller,Orange,True,Fennec,458,1,2,1,2,476,47,49.42,66.83,2685,636,26,54,5,21,403,445,110,48.37,30.74,20.89,75.75,24.25,2682,68.13,503964,149.02,129.51,62.9,177.51,130.66,33.25,8.53,71
/replay/d0a255c0-9008-4bf2-83ab-fcc7b7216bd2?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,GENG MOBIL1,PWR,4,0,ApparentlyJack,Orange,False,Fennec,445,2,1,1,4,433,56,9.63,38.09,2516,431,22,80,4,17,453,591,164,50.34,31.11,18.56,70.14,29.86,3077,72.83,500700,117.15,122.58,77.7,185.15,116.27,16,7.5,84
/replay/d0a255c0-9008-4bf2-83ab-fcc7b7216bd2?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,GENG MOBIL1,PWR,4,0,Chronic,Orange,False,Fennec,364,1,1,1,4,452,52,43.67,33.54,2538,601,21,55,5,17,467,190,84,42.18,33.88,23.93,69.78,30.22,2577,65.91,489659,162.28,129.89,49.29,184.41,133.16,23.9,6.6,49
/replay/6cea92a3-05b8-4880-8a02-c9f8590e1b5f?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,GENG MOBIL1,PWR,4,1,Fever,Blue,False,Fennec,464,1,0,3,3,377,44,30.13,22.93,2236,309,15,78,0,27,239,190,0,44.64,35.79,19.56,73.19,26.81,2537,64.96,487103,178.08,111.78,58.15,183.33,142.73,21.96,8.3,73
/replay/6cea92a3-05b8-4880-8a02-c9f8590e1b5f?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,GENG MOBIL1,PWR,4,1,bananahead,Blue,False,Fennec,377,0,0,3,1,484,50,47.48,28.6,2737,518,25,57,5,15,709,340,61,40.52,30.48,29,64,36,2810,73.13,547176,129.14,131.85,87.12,167.99,163.15,16.98,10.73,131
/replay/6cea92a3-05b8-4880-8a02-c9f8590e1b5f?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,GENG MOBIL1,PWR,4,1,Torsos,Blue,False,Dominus,204,0,1,0,1,447,44,73.56,17.6,2591,758,21,78,5,28,590,456,54,37.42,31.51,31.08,59.88,40.12,2481,73.35,551143,119.99,143.03,87.27,165.95,158.37,25.96,6.9,92
/replay/6cea92a3-05b8-4880-8a02-c9f8590e1b5f?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,GENG MOBIL1,PWR,4,1,Firstkiller,Orange,True,Fennec,527,2,0,2,3,445,51,55.04,60.73,2666,143,26,54,1,11,394,490,10,57.27,29.41,13.32,79.28,20.72,2812,66.57,487401,166.95,117.06,58.12,170.45,129.05,42.62,7.07,58
/replay/6cea92a3-05b8-4880-8a02-c9f8590e1b5f?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,GENG MOBIL1,PWR,4,1,Chronic,Orange,False,Fennec,373,1,0,1,3,427,46,43.39,28.06,2342,535,17,77,3,22,356,250,23,50.68,30.4,18.92,75.27,24.73,2663,62.65,464605,180.85,119.2,44.67,179.14,136.51,29.06,5.03,38
/replay/6cea92a3-05b8-4880-8a02-c9f8590e1b5f?g=ggm1-vs-pwr-97s0jbpngn,/group/ggm1-vs-pwr-97s0jbpngn,GENG MOBIL1,PWR,4,1,ApparentlyJack,Orange,False,Fennec,282,1,1,0,4,416,53,32.73,35.87,2372,605,21,61,6,15,450,438,169,51.12,30.99,17.89,70.9,29.1,2602,68.65,510935,150.77,119.51,74.64,192.33,128.82,23.76,6.17,73
/replay/ba6a06b4-3136-450f-a8f1-160b6a23838b?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,5,2,Seikoo,Blue,True,Fennec,627,3,2,0,5,431,52,22.96,48.57,2601,367,22,76,2,22,311,377,84,50.28,29.87,19.85,81,19,2764,68.39,542255,156.43,167.51,50.62,225.6,127,21.97,9.46,82
/replay/ba6a06b4-3136-450f-a8f1-160b6a23838b?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,5,2,juicy,Blue,False,Fennec,569,1,1,3,6,392,45,30.59,38.34,2474,685,19,80,4,32,312,321,71,46.37,34.26,19.36,74.48,25.52,2761,65.87,525891,172.29,153.38,51.71,209.63,128.03,39.74,8.46,94
/replay/ba6a06b4-3136-450f-a8f1-160b6a23838b?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,5,2,itachi,Blue,False,Fennec,555,1,1,3,3,367,45,65.96,30.76,2277,294,16,76,1,18,207,211,8,51.55,32.64,15.82,78.19,21.81,2732,63.52,497019,194.52,122.6,52.96,202.73,145.81,21.55,11.03,102
/replay/ba6a06b4-3136-450f-a8f1-160b6a23838b?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,5,2,Nwpo,Orange,False,Fennec,512,2,0,2,6,469,44,44.94,48.86,2902,507,25,70,1,31,334,439,7,46.96,32.63,20.41,69.57,30.43,2655,75.26,600187,118.51,162.2,95.24,174.25,173.02,28.69,5.7,49
/replay/ba6a06b4-3136-450f-a8f1-160b6a23838b?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,5,2,Ahmad,Orange,False,Fennec,409,0,1,3,2,450,54,48.83,28.59,2941,832,26,62,8,17,449,360,163,46.11,33.72,20.17,71.96,28.04,3045,71.22,555712,130.83,165.1,72.43,197.18,147.92,23.26,4.97,41
/replay/ba6a06b4-3136-450f-a8f1-160b6a23838b?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,5,2,oKhaliD,Orange,False,Fennec,306,0,0,2,1,471,47,37.49,30.66,2781,597,21,86,4,19,649,339,10,50.2,35.74,14.06,76.41,23.59,2903,70.78,562246,152.53,136.67,85.26,207.66,144.86,21.94,11.33,105
/replay/ac27a190-6173-4a58-ba12-adad204dfe46?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,3,2,itachi,Blue,True,Fennec,707,3,0,2,5,377,45,38.13,26.94,2144,336,15,72,2,12,140,157,4,57.97,26.83,15.2,76.43,23.57,2694,61.74,455876,190.83,118.15,34.69,186.45,128.75,28.47,8.77,94
/replay/ac27a190-6173-4a58-ba12-adad204dfe46?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,3,2,juicy,Blue,False,Fennec,593,0,2,4,3,397,51,32.63,32.39,2305,694,19,77,5,21,206,490,43,57.08,28.54,14.38,76.16,23.84,2656,66.39,503557,163.84,134.94,53.48,185.47,139.92,26.87,8.1,89
/replay/ac27a190-6173-4a58-ba12-adad204dfe46?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,3,2,Seikoo,Blue,False,Fennec,248,0,1,1,0,379,45,29.69,30.56,2228,493,19,65,4,13,353,236,53,61.47,23.67,14.86,75.98,24.02,3016,68.3,512407,156.5,130.01,61.82,189.97,137.16,21.19,7.87,70
/replay/ac27a190-6173-4a58-ba12-adad204dfe46?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,3,2,oKhaliD,Orange,False,Fennec,324,1,0,1,4,488,43,60.92,30.39,2872,532,26,67,2,29,590,395,5,37.61,39.56,22.83,73.67,26.33,2751,71.04,548954,137.94,138.26,80.85,194.36,140.23,22.47,11.04,107
/replay/ac27a190-6173-4a58-ba12-adad204dfe46?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,3,2,Nwpo,Orange,False,Fennec,319,0,1,2,3,475,50,31.25,46.74,2874,678,24,83,4,26,659,474,11,42.27,35.6,22.14,73.23,26.77,2924,74.22,572201,118.43,152.07,86.38,166.83,166.08,23.97,6.22,60
/replay/ac27a190-6173-4a58-ba12-adad204dfe46?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,3,2,Ahmad,Orange,False,Fennec,310,1,1,1,5,425,58,15.87,22.2,2603,825,26,60,9,18,449,646,244,41.21,36.57,22.22,70.66,29.34,3205,71.13,541606,140.33,136.68,75.82,211.9,135.53,5.4,5.13,43
/replay/6e5de3c4-a70f-41ca-8fce-3ac3e7134812?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,RULE ONE,M8 ALPINE,1,0,Seikoo,Blue,False,Fennec,225,0,0,1,3,424,61,18.2,40.33,2235,774,19,71,5,36,363,437,142,25.75,39.57,34.67,74.03,25.97,2898,69.87,502791,126.24,141.26,52.77,178.74,114.53,27,7.77,59
/replay/6e5de3c4-a70f-41ca-8fce-3ac3e7134812?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,RULE ONE,M8 ALPINE,1,0,itachi,Blue,False,Fennec,224,0,0,0,4,381,46,65.63,22.96,2043,283,17,63,1,23,263,300,87,32.57,38.01,29.42,79.6,20.4,2971,64.91,468597,154.42,120.27,47.08,170.34,132.38,19.04,10.74,99
/replay/6e5de3c4-a70f-41ca-8fce-3ac3e7134812?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,RULE ONE,M8 ALPINE,1,0,juicy,Blue,False,Fennec,196,0,0,0,3,378,55,20.73,61.21,1979,479,17,66,1,32,359,617,40,26.06,36.45,37.49,74.56,25.44,2776,70.26,496186,130.88,126.88,56.34,181.38,104.02,28.7,6.17,64
/replay/6e5de3c4-a70f-41ca-8fce-3ac3e7134812?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,RULE ONE,M8 ALPINE,1,0,Nwpo,Orange,True,Fennec,456,1,0,2,1,424,50,42.83,46.04,2289,411,19,64,3,11,300,371,20,64.62,23.31,12.07,72.76,27.24,2456,69.52,500131,125.2,136.34,58.89,144.31,146.46,29.67,5.13,49
/replay/6e5de3c4-a70f-41ca-8fce-3ac3e7134812?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,RULE ONE,M8 ALPINE,1,0,Ahmad,Orange,False,Fennec,455,0,1,3,0,348,50,33.83,16.9,1821,147,14,45,1,5,226,166,7,71.31,19.71,8.98,73.31,26.69,3021,60.91,431347,169.9,117.86,27.11,172.02,125.22,17.63,4.9,33
/replay/6e5de3c4-a70f-41ca-8fce-3ac3e7134812?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,RULE ONE,M8 ALPINE,1,0,oKhaliD,Orange,False,Fennec,303,0,0,3,1,436,49,33.07,27.57,2448,181,18,78,0,14,467,258,0,71.9,20.72,7.38,78.34,21.66,2766,63.09,455072,161.64,118,42.1,180.9,123.83,17,10.8,89
/replay/9c9c870e-4316-4036-82d6-85e9d9b9cd1a?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,3,2,Seikoo,Blue,True,Fennec,744,1,1,5,1,392,55,35.43,70.7,3905,662,33,121,3,38,521,712,79,52.52,29.53,17.94,82.12,17.88,2933,66.13,842076,268.15,222.7,84.58,330.67,191.36,53.39,12.43,106
/replay/9c9c870e-4316-4036-82d6-85e9d9b9cd1a?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,3,2,juicy,Blue,False,Fennec,702,2,1,2,5,371,57,36.64,91.26,3704,1283,31,132,12,46,554,1053,440,43.66,33.45,22.89,78.29,21.71,2717,66.83,863471,271.79,210.95,101.68,345.29,197.95,41.19,10.96,112
/replay/9c9c870e-4316-4036-82d6-85e9d9b9cd1a?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,3,2,itachi,Blue,False,Fennec,493,0,1,2,8,382,46,82.3,41.75,3536,661,23,119,4,25,527,149,25,51.18,29.95,18.87,78.52,21.48,2691,63.17,812613,297.38,216.99,67.56,334.43,208.39,39.1,17.9,164
/replay/9c9c870e-4316-4036-82d6-85e9d9b9cd1a?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,3,2,oKhaliD,Orange,False,Fennec,680,1,0,4,4,460,54,83.1,57.79,4581,549,39,127,3,27,939,760,44,56.17,27.84,15.99,79.65,20.35,2807,66.35,864203,263.84,213.2,112.04,310.61,235.67,42.81,15.16,138
/replay/9c9c870e-4316-4036-82d6-85e9d9b9cd1a?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,3,2,Ahmad,Orange,False,Fennec,609,0,2,4,4,378,53,46.36,69.58,3741,1074,35,89,10,21,397,740,146,47.94,34.64,17.41,70.66,29.34,2957,64.57,830699,286.47,214.57,82.31,327.62,211.47,44.26,8.07,59
/replay/9c9c870e-4316-4036-82d6-85e9d9b9cd1a?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,3,2,Nwpo,Orange,False,Fennec,489,1,0,1,5,494,53,59.56,97.81,4872,1630,42,133,12,41,816,813,103,42.02,36.45,21.54,69.11,30.89,2944,74,954764,188.55,258.34,137.6,295.7,244.03,44.76,10,97
/replay/ba6a06b4-3136-450f-a8f1-160b6a23838b?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,5,2,Seikoo,Blue,True,Fennec,627,3,2,0,5,431,52,22.96,48.57,2601,367,22,76,2,22,311,377,84,50.28,29.87,19.85,81,19,2764,68.39,542255,156.43,167.51,50.62,225.6,127,21.97,9.46,82
/replay/ba6a06b4-3136-450f-a8f1-160b6a23838b?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,5,2,juicy,Blue,False,Fennec,569,1,1,3,6,392,45,30.59,38.34,2474,685,19,80,4,32,312,321,71,46.37,34.26,19.36,74.48,25.52,2761,65.87,525891,172.29,153.38,51.71,209.63,128.03,39.74,8.46,94
/replay/ba6a06b4-3136-450f-a8f1-160b6a23838b?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,5,2,itachi,Blue,False,Fennec,555,1,1,3,3,367,45,65.96,30.76,2277,294,16,76,1,18,207,211,8,51.55,32.64,15.82,78.19,21.81,2732,63.52,497019,194.52,122.6,52.96,202.73,145.81,21.55,11.03,102
/replay/ba6a06b4-3136-450f-a8f1-160b6a23838b?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,5,2,Nwpo,Orange,False,Fennec,512,2,0,2,6,469,44,44.94,48.86,2902,507,25,70,1,31,334,439,7,46.96,32.63,20.41,69.57,30.43,2655,75.26,600187,118.51,162.2,95.24,174.25,173.02,28.69,5.7,49
/replay/ba6a06b4-3136-450f-a8f1-160b6a23838b?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,5,2,Ahmad,Orange,False,Fennec,409,0,1,3,2,450,54,48.83,28.59,2941,832,26,62,8,17,449,360,163,46.11,33.72,20.17,71.96,28.04,3045,71.22,555712,130.83,165.1,72.43,197.18,147.92,23.26,4.97,41
/replay/ba6a06b4-3136-450f-a8f1-160b6a23838b?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,5,2,oKhaliD,Orange,False,Fennec,306,0,0,2,1,471,47,37.49,30.66,2781,597,21,86,4,19,649,339,10,50.2,35.74,14.06,76.41,23.59,2903,70.78,562246,152.53,136.67,85.26,207.66,144.86,21.94,11.33,105
/replay/ac27a190-6173-4a58-ba12-adad204dfe46?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,3,2,itachi,Blue,True,Fennec,707,3,0,2,5,377,45,38.13,26.94,2144,336,15,72,2,12,140,157,4,57.97,26.83,15.2,76.43,23.57,2694,61.74,455876,190.83,118.15,34.69,186.45,128.75,28.47,8.77,94
/replay/ac27a190-6173-4a58-ba12-adad204dfe46?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,3,2,juicy,Blue,False,Fennec,593,0,2,4,3,397,51,32.63,32.39,2305,694,19,77,5,21,206,490,43,57.08,28.54,14.38,76.16,23.84,2656,66.39,503557,163.84,134.94,53.48,185.47,139.92,26.87,8.1,89
/replay/ac27a190-6173-4a58-ba12-adad204dfe46?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,3,2,Seikoo,Blue,False,Fennec,248,0,1,1,0,379,45,29.69,30.56,2228,493,19,65,4,13,353,236,53,61.47,23.67,14.86,75.98,24.02,3016,68.3,512407,156.5,130.01,61.82,189.97,137.16,21.19,7.87,70
/replay/ac27a190-6173-4a58-ba12-adad204dfe46?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,3,2,oKhaliD,Orange,False,Fennec,324,1,0,1,4,488,43,60.92,30.39,2872,532,26,67,2,29,590,395,5,37.61,39.56,22.83,73.67,26.33,2751,71.04,548954,137.94,138.26,80.85,194.36,140.23,22.47,11.04,107
/replay/ac27a190-6173-4a58-ba12-adad204dfe46?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,3,2,Nwpo,Orange,False,Fennec,319,0,1,2,3,475,50,31.25,46.74,2874,678,24,83,4,26,659,474,11,42.27,35.6,22.14,73.23,26.77,2924,74.22,572201,118.43,152.07,86.38,166.83,166.08,23.97,6.22,60
/replay/ac27a190-6173-4a58-ba12-adad204dfe46?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,3,2,Ahmad,Orange,False,Fennec,310,1,1,1,5,425,58,15.87,22.2,2603,825,26,60,9,18,449,646,244,41.21,36.57,22.22,70.66,29.34,3205,71.13,541606,140.33,136.68,75.82,211.9,135.53,5.4,5.13,43
/replay/6e5de3c4-a70f-41ca-8fce-3ac3e7134812?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,RULE ONE,M8 ALPINE,1,0,Seikoo,Blue,False,Fennec,225,0,0,1,3,424,61,18.2,40.33,2235,774,19,71,5,36,363,437,142,25.75,39.57,34.67,74.03,25.97,2898,69.87,502791,126.24,141.26,52.77,178.74,114.53,27,7.77,59
/replay/6e5de3c4-a70f-41ca-8fce-3ac3e7134812?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,RULE ONE,M8 ALPINE,1,0,itachi,Blue,False,Fennec,224,0,0,0,4,381,46,65.63,22.96,2043,283,17,63,1,23,263,300,87,32.57,38.01,29.42,79.6,20.4,2971,64.91,468597,154.42,120.27,47.08,170.34,132.38,19.04,10.74,99
/replay/6e5de3c4-a70f-41ca-8fce-3ac3e7134812?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,RULE ONE,M8 ALPINE,1,0,juicy,Blue,False,Fennec,196,0,0,0,3,378,55,20.73,61.21,1979,479,17,66,1,32,359,617,40,26.06,36.45,37.49,74.56,25.44,2776,70.26,496186,130.88,126.88,56.34,181.38,104.02,28.7,6.17,64
/replay/6e5de3c4-a70f-41ca-8fce-3ac3e7134812?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,RULE ONE,M8 ALPINE,1,0,Nwpo,Orange,True,Fennec,456,1,0,2,1,424,50,42.83,46.04,2289,411,19,64,3,11,300,371,20,64.62,23.31,12.07,72.76,27.24,2456,69.52,500131,125.2,136.34,58.89,144.31,146.46,29.67,5.13,49
/replay/6e5de3c4-a70f-41ca-8fce-3ac3e7134812?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,RULE ONE,M8 ALPINE,1,0,Ahmad,Orange,False,Fennec,455,0,1,3,0,348,50,33.83,16.9,1821,147,14,45,1,5,226,166,7,71.31,19.71,8.98,73.31,26.69,3021,60.91,431347,169.9,117.86,27.11,172.02,125.22,17.63,4.9,33
/replay/6e5de3c4-a70f-41ca-8fce-3ac3e7134812?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,RULE ONE,M8 ALPINE,1,0,oKhaliD,Orange,False,Fennec,303,0,0,3,1,436,49,33.07,27.57,2448,181,18,78,0,14,467,258,0,71.9,20.72,7.38,78.34,21.66,2766,63.09,455072,161.64,118,42.1,180.9,123.83,17,10.8,89
/replay/9c9c870e-4316-4036-82d6-85e9d9b9cd1a?g=gm8a-vs-r1-rfoecv00d0,/group/gm8a-vs-r1-rfoecv00d0,M8 ALPINE,RULE ONE,3,2,Seikoo,Blue,True,Fennec,744,1,1,5,1,392,55,35.43,70.7,3905,662,33,121,3,38,521,712,79,52.52,29.53,17.94,82.12,17.88,2933,66.13,842076,268.15,222.7,84.58,330.67,191.36,53.39,12.43,106
