,id,bboxes,target
765,0b3563cd-6d3f-43ca-bde3-48e5d03d5491,"[0.48830679, 0.49891892, 0.07623822, 0.10620676]",2.0
766,0b3342dd-e114-40d3-bdb0-1e9519910183,"[0.67531101, 0.30720661, 0.19845542, 0.23282454]",2.0
767,0b3053fa-6003-4704-8f33-3a42e0e1153c,"[0.49768681, 0.43597375, 0.07779243, 0.1132514]",2.0
768,0b305153-e5ec-46ea-804c-50cee1958900,"[0.47568556, 0.48810207, 0.11884389, 0.1094378]",2.0
769,0b2f028f-4a38-4ace-a357-5a848ad8e393,"[0.61845597, 0.38085617, 0.21507369, 0.31983118]",2.0
770,0b2e9e2d-9e95-4786-be05-f34c9d2e00c5,"[0.35410166, 0.51594865, 0.18186312, 0.2403347]",2.0
771,0b2c7d0d-86c6-4ec0-a32c-dfe13479252a,"[0.12829073, 0.183561, 0.16601005, 0.22329683]",2.0
772,0b2c38ea-00bc-41a6-9ef2-983e66dd82de,"[0.55669334, 0.14373643, 0.09247292, 0.29825629]",2.0
773,0b2b63ca-cb6f-47da-ac9a-972bff1dfcde,"[0.37176693, 0.31970247, 0.15616846, 0.23247909]",2.0
774,0b29ffde-ad4e-4a88-b364-22d7b0a4e042,"[0.15066793, 0.37227518, 0.18859685, 0.25431814]",2.0
775,0b29a821-0889-4edd-b140-9d1fea413d9d,"[0.29080787, 0.40468995, 0.08388195, 0.07760722]",2.0
776,0b299f3a-7693-4315-94c9-0082e6232ea1,"[0.60517988, 0.3616314, 0.19051292, 0.2535875]",2.0
777,0b280b8a-e700-4f0e-ad42-d2a60d4ae391,"[0.66419759, 0.39279254, 0.15047536, 0.23430562]",2.0
778,0b27e8ff-2900-41d4-8f33-5575cab76af1,"[0.55531656, 0.42224267, 0.12420941, 0.18038862]",2.0
779,0b27b5f6-6294-40d8-8b73-e37f0804a882,"[0.20447003, 0.39078979, 0.18339279, 0.2366719]",2.0
780,0b269625-259b-4b62-8a33-6dc5a9c0d71f,"[0.10794159, 0.12106232, 0.25299955, 0.38337287]",2.0
781,0b21bdd5-963d-4b88-a56c-e9351a79da13,"[0.28209017, 0.09708037, 0.15264108, 0.37137854]",2.0
782,0b218199-25bd-45e6-99de-56784153b121,"[0.3267387, 0.17297359, 0.13958364, 0.21142584]",2.0
783,0b1d52ec-b779-4c45-87c4-6ce73655b129,"[0.42600671, 0.24091758, 0.08125225, 0.2307123]",2.0
784,0b1793e6-b41b-4ccf-8252-6c41d6483c74,"[0.17266333, 0.26233208, 0.17582461, 0.2459773]",2.0
785,0b13dfe3-453c-4772-8e83-80ff6bdee8ba,"[0.47857049, 0.07892007, 0.27069877, 0.30481511]",2.0
786,0b0d572c-2667-4e6f-92ff-39f3810356aa,"[0.49266675, 0.13635142, 0.10158336, 0.33351082]",2.0
787,0b0cb8cb-09c0-4b79-acd9-ac9836ad2959,"[0.26501664, 0.46762834, 0.13339044, 0.19074964]",2.0
788,0b048546-9420-4843-b28a-ec76c36a5230,"[0.30415012, 0.35269403, 0.25308342, 0.28188747]",2.0
789,0b024b96-d51b-4f12-b02a-b17dc8562e74,"[0.14905531, 0.40098487, 0.17210828, 0.26812052]",2.0
790,0b01c205-0fa6-4aaf-a31f-62ab9c18bc4c,"[0.43806426, 0.3875376, 0.16643637, 0.22037663]",2.0
791,0afc1ff1-e77a-4769-9fdc-1f257e093c37,"[0.25522248, 0.38209154, 0.15535778, 0.24080301]",2.0
792,0afbc011-d5d8-4eb5-97a4-08a80f296d1f,"[0.18879497, 0.27698783, 0.12758834, 0.17245702]",2.0
793,0af6232e-6da9-4880-97eb-416596d15dc8,"[0.17528319, 0.44336967, 0.1385297, 0.23065997]",2.0
794,0aeeff9f-f84c-4f21-8dc9-9ef303dd9c7a,"[0.49015496, 0.45619521, 0.06795093, 0.09690829]",2.0
795,0aed180c-72fa-4042-9597-1a8e935700e8,"[0.21182917, 0.56379878, 0.14218244, 0.19197393]",2.0
796,0aea514d-4d1c-40eb-bd48-a5f1abd7c975,"[0.32090848, 0.25267525, 0.27375999, 0.29145392]",2.0
797,0ae9779f-a90a-4849-b44f-1fc01e63df14,"[0.22334556, 0.15071355, 0.23001915, 0.33596028]",2.0
798,0ae6ffd0-84bc-4d9f-a103-986c7eedf701,"[0.20024225, 0.27234429, 0.28493235, 0.3604676]",2.0
799,0ae4f48e-068f-44d9-b508-a624cdb13643,"[0.5671607, 0.21221863, 0.11965926, 0.18631423]",2.0
800,0ae3ae49-2c71-44d3-b335-08f21e873006,"[0.30640945, 0.39022701, 0.14405333, 0.17070214]",2.0
801,0ae37171-7e9a-4475-8bad-aefc692c1e28,"[0.5792807, 0.27028282, 0.19258894, 0.272848]",2.0
802,0ae23d62-94f9-4595-b0f0-0575d2378088,"[0.28496811, 0.35326461, 0.14151174, 0.22662494]",2.0
803,0ae1df15-94de-4f13-8ada-f98506569fe3,"[0.35531782, 0.44012914, 0.0729165, 0.10868051]",2.0
804,0ae09694-87a8-4764-b76b-e207c4f1591a,"[0.40793928, 0.35714245, 0.30391939, 0.23384283]",2.0
805,0ade115c-9d12-46c4-9623-a039a5a39a80,"[0.56754826, 0.5371411, 0.1003474, 0.13778877]",2.0
806,0add54be-0c18-4114-afbc-cf84d3072364,"[0.63816298, 0.05607323, 0.22276049, 0.32579107]",2.0
807,0adbc18d-8484-46a7-af54-ddde196bd840,"[0.3577147, 0.39796678, 0.10259804, 0.16577991]",2.0
808,0adb2051-dcf5-4f74-8767-26678e8a6c5c,"[0.09453454, 0.32516146, 0.20461086, 0.28118297]",2.0
809,0ad904a0-f13d-46a7-bd58-539f3badc104,"[0.23163452, 0.32808704, 0.11398528, 0.15122356]",2.0
810,0ad5ec96-434c-477a-a32a-50f383f9e558,"[0.32875549, 0.43478819, 0.04594931, 0.06448336]",2.0
811,0ad2cdcf-796a-48da-8ef2-ccb9ac3be3b6,"[0.28452329, 0.22155089, 0.20864474, 0.29659798]",2.0
812,0ad0be06-f2d9-4f8e-ac68-7d46c111ed22,"[0.42494399, 0.04014359, 0.09003343, 0.13107273]",2.0
813,0ad096e5-13f3-4a4c-b1f9-a3dc2b6c1922,"[0.35796981, 0.15104347, 0.1769945, 0.2849908]",2.0
814,0ad0672e-a573-4f91-a420-c5c1cebde6b7,"[0.66047694, 0.33191521, 0.06773684, 0.23599587]",2.0
815,0ac9dcae-de37-4502-89c4-1a74612a2c31,"[0.62848945, 0.23601096, 0.17517875, 0.28568518]",2.0
816,0ac5ec6b-9c67-4489-9bf7-b72ff7f8a699,"[0.41805216, 0.52799598, 0.1052428, 0.16093552]",2.0
817,0ac046a7-90e9-4d88-86b4-fe4e2051d1bf,"[0.54941013, 0.35924251, 0.08328673, 0.11115026]",2.0
818,0ab91869-6ac8-45d0-b2f3-501f2532aa95,"[0.55131275, 0.31384438, 0.08743159, 0.1218462]",2.0
819,0ab703a7-7e3a-4a92-a762-f5c1cb4ddff7,"[0.31641222, 0.35221186, 0.06914181, 0.09943213]",2.0
820,0ab3d19c-3b0f-4827-8b95-92c9846e8c0f,"[0.19233877, 0.52219281, 0.13982974, 0.19242601]",2.0
821,0aaefbab-b03d-4b06-acb3-c3d655c6fc85,"[0.21665861, 0.39226271, 0.21687311, 0.2246064]",2.0
822,0aaa9990-ff9b-459b-887e-3a20c2d03bdf,"[0.56843278, 0.25238041, 0.11387215, 0.18206291]",2.0
823,0aa4c9ea-27a9-4c1f-aac6-94b073e72ca1,"[0.28391297, 0.40692611, 0.13860737, 0.20097983]",2.0
824,0aa2e74e-f565-475c-a2d0-27d0351b0b51,"[0.38461651, 0.45779472, 0.07255575, 0.09110567]",2.0
825,0a9e86b6-f1cc-492e-80f0-8cb04b594073,"[0.53903644, 0.09616552, 0.22821094, 0.37182824]",2.0
826,0a9d2dd4-53e0-4525-868f-97f48549277e,"[0.35823858, 0.05579019, 0.10663696, 0.33399494]",2.0
827,0a963886-9c9f-4d25-9e86-e72353c042ac,"[0.51952554, 0.34977582, 0.16038013, 0.25530177]",2.0
828,0a959557-b521-46d0-8f06-b46d3f826bee,"[0.39491887, 0.49110238, 0.08482923, 0.13131408]",2.0
829,0a945417-5648-40a2-854d-4926902ab8fa,"[0.36572761, 0.3190133, 0.16620485, 0.23704812]",2.0
830,0a8d7795-19fe-465e-945c-108078605a1c,"[0.39393343, 0.52670388, 0.14547132, 0.12268943]",2.0
831,0a8bede9-5963-49d7-84ed-1be006d88c34,"[0.48319496, 0.28688914, 0.17090446, 0.25740307]",2.0
832,0a8b06bb-ac3a-40b3-a401-5117628b4625,"[0.5530468, 0.41556543, 0.11711184, 0.18477895]",2.0
833,0a87fa5c-2d09-46d9-a66c-be4c05ee0415,"[0.4471234, 0.45302443, 0.04709156, 0.06561337]",2.0
834,0a86d03f-43c0-4ded-a078-ba1dc4d864e8,"[0.30111664, 0.43152248, 0.1535968, 0.20771999]",2.0
835,0a8509bd-0275-41c2-9dc3-dc50bd7d4076,"[0.26191672, 0.53335559, 0.12466572, 0.20551438]",2.0
836,0a83d3d1-7469-460d-a246-1c8a359e08ee,"[0.2099398, 0.30788518, 0.12097942, 0.18314607]",2.0
837,0a7e9d1d-4990-4ca8-aac7-fee2b33f56be,"[0.3742125, 0.08155456, 0.15721206, 0.34540111]",2.0
838,0a7d8980-fcae-43db-8355-4205e80236ec,"[0.65107633, 0.27934612, 0.1290055, 0.26144543]",2.0
839,0a7d6787-c9ed-45ba-a391-f90061e90438,"[0.56846394, 0.37315471, 0.24012241, 0.33163878]",2.0
840,0a79cc4a-c615-4a2d-bcf2-9e2891955465,"[0.29294759, 0.42547011, 0.1415801, 0.19265883]",2.0
841,0a799707-7d5b-4d72-a10f-a497d3ac765a,"[0.54793619, 0.26617427, 0.10755976, 0.14111177]",2.0
842,0a777915-fe19-4a97-831c-5b6ed1e7dd9e,"[0.21183489, 0.43555808, 0.18174403, 0.29163162]",2.0
843,0a75bbaa-c30e-4c22-a7d3-e4ba01c7a306,"[0.25180372, 0.20633455, 0.08704584, 0.14839095]",2.0
844,0a7466e1-0ed5-4abc-aa3d-ece9d2928009,"[0.62239347, 0.45426007, 0.10286781, 0.1481101]",2.0
845,0a6cbd36-0497-4efe-8bd4-dea334bf9ba6,"[0.60289448, 0.32322703, 0.18409634, 0.26855897]",2.0
846,0a6c4a05-4fa9-4689-b600-43dbb6413ab6,"[0.60554608, 0.32573908, 0.17158952, 0.23190118]",2.0
847,0a67c695-f2ff-4fbb-b53f-91beb43e0c9e,"[0.36178972, 0.11569578, 0.24576863, 0.33455778]",2.0
848,0a6639bb-c456-491d-9621-281a19a47dfe,"[0.39359484, 0.29845674, 0.10636269, 0.25315287]",2.0
849,0a6231c1-47b8-40a0-b89a-8ce7573307e9,"[0.27610813, 0.51058904, 0.14106101, 0.21173116]",2.0
850,0a60e823-49c2-404b-b5f3-a063648e4a66,"[0.45961862, 0.52111513, 0.05889134, 0.08614472]",2.0
851,0a5f251c-ec9c-4692-b240-9db7ac605bbc,"[0.49995114, 0.24766096, 0.12540464, 0.25249279]",2.0
852,0a5e772d-9104-4671-b25f-ade6e5e7c2eb,"[0.61830455, 0.45240133, 0.12733707, 0.17289685]",2.0
853,0a5e06ff-df88-48d4-ae4a-9f963defb36a,"[0.61269431, 0.19505939, 0.148254, 0.20744831]",2.0
854,0a5a3d36-cf8a-4744-b56b-ad78b6110be2,"[0.18076072, 0.23389084, 0.21652993, 0.31858435]",2.0
855,0a5851d4-187c-47c0-a349-2ab381a1892c,"[0.60416307, 0.24562687, 0.17845403, 0.22674795]",2.0
856,0a56fd6c-087b-4158-af3b-d1b3387dc118,"[0.64278193, 0.63950199, 0.10744025, 0.15130587]",2.0
857,0a563eb2-2b73-4c45-b2c2-9f6290e16de6,"[0.71527797, 0.17007375, 0.19038962, 0.28819545]",2.0
858,0a56217a-66d6-48f4-8bff-deb5ee52a4dc,"[0.64105241, 0.45979678, 0.13270651, 0.18948224]",2.0
859,0a52c006-cd9b-4ede-8ea1-f2b95449e1ca,"[0.6635769, 0.33191117, 0.10468595, 0.36578465]",2.0
860,0a52915f-3e9b-4cec-9bb9-6547201da576,"[0.32958613, 0.16451245, 0.18813562, 0.29500492]",2.0
861,0a528dde-6656-4fd0-a33b-e456d09c349f,"[0.38959893, 0.66358897, 0.08863782, 0.11413679]",2.0
862,0a516344-53ea-4e7b-a0ed-0bb66f8da848,"[0.4780057, 0.17667159, 0.09254329, 0.19398579]",2.0
863,0a512daa-6475-4a36-b745-047efc4fc5b3,"[0.60814071, 0.39385599, 0.14791401, 0.1334934]",2.0
864,0a506902-3fe9-40ea-9e97-03927bcbc4c2,"[0.6119159, 0.30305108, 0.18418305, 0.24994567]",2.0
865,0a4de118-a2ca-4f20-b33d-7589bb40555f,"[0.34184912, 0.32996565, 0.09066949, 0.12344658]",2.0
866,0a4c5f1d-a521-4c2c-bacc-f762e724d71c,"[0.28714593, 0.46291216, 0.13037611, 0.14883529]",2.0
867,0a4b2883-e93f-418f-b37e-e933c64bde69,"[0.1681036, 0.20799245, 0.24378479, 0.31269485]",2.0
868,0a4aea68-998d-47c6-8f0a-7304a48689f6,"[0.57327372, 0.38732761, 0.19542119, 0.23948851]",2.0
869,0a47de58-a342-4168-8547-f15383ae3386,"[0.26372971, 0.25908924, 0.17422614, 0.25805485]",2.0
870,0a45c4a8-f038-4a21-826c-3b53a10c74d4,"[0.17258554, 0.50312068, 0.1239664, 0.18624782]",2.0
871,0a454322-7f1b-4a9a-9500-70a66dd8ced5,"[0.17142853, 0.38295288, 0.11918582, 0.16591567]",2.0
872,0a3f8dc7-8e90-49a4-920d-e4768c93a3a0,"[0.14383014, 0.33505742, 0.1790287, 0.17829933]",2.0
873,0a3dc4db-2d80-4336-8d96-6e9eefacfbd8,"[0.24990936, 0.33425069, 0.15136318, 0.22310163]",2.0
874,0a3a3041-feac-466d-bee3-acf88d8a76a2,"[0.27881044, 0.39484383, 0.15582635, 0.21743622]",2.0
875,0a38a5ea-1013-4ec5-b035-a20f5be3db31,"[0.30929189, 0.51443771, 0.08787461, 0.21589009]",2.0
876,0a37bc58-18bb-4cca-b709-fd3d2eb903e9,"[0.15256431, 0.28628101, 0.22983505, 0.23611237]",2.0
877,0a3366c0-12c1-4b8c-83df-424c1c82b5c4,"[0.62968782, 0.03985131, 0.14718421, 0.41892913]",2.0
878,0a328add-5f11-46db-ba18-cf85cfd2afe5,"[0.19146751, 0.22584374, 0.20517267, 0.29713939]",2.0
879,0a2f3ee5-4a57-46cc-9a9d-108310876b77,"[0.65436846, 0.222916, 0.16957613, 0.14232907]",2.0
880,0a287205-8de3-4136-af11-1bdb2f664010,"[0.26469343, 0.47851788, 0.11819316, 0.12362846]",2.0
881,0a23a17f-2f0b-4df3-a1c4-77b7a7597fc5,"[0.14669155, 0.37275239, 0.15078097, 0.20503323]",2.0
882,0a2241c4-9407-42db-8cdc-e0f78d6003be,"[0.05428676, 0.32080203, 0.1482031, 0.22609621]",2.0
883,0a1ee68f-6b54-4b53-8fc9-ba0b30cb398d,"[0.56269325, 0.45822662, 0.15978433, 0.13941247]",2.0
884,0a1e21d7-5e07-41da-8a7c-3743c033e86f,"[0.08335261, 0.3019438, 0.18400801, 0.2683434]",2.0
885,0a19f3ea-c756-44ed-92d6-cd7c86f69901,"[0.20027363, 0.19642328, 0.23034862, 0.33999427]",2.0
886,0a174ce5-6297-4df6-b2ce-562410dc41b3,"[0.36688586, 0.57700843, 0.0654565, 0.07971791]",2.0
887,0a0f3ac4-daa3-4614-8a63-489f448b3e27,"[0.58704729, 0.08145264, 0.12849073, 0.3765553]",2.0
888,0a09a23a-7908-403b-96ee-dbeead07a7ad,"[0.29624256, 0.1912319, 0.12932669, 0.20826747]",2.0
889,0a0106be-6203-442d-b3d9-5922159f0d6b,"[0.15702663, 0.20032041, 0.23659583, 0.32081747]",2.0
890,0a002f3e-5655-4b78-96e9-426cc1de087b,"[0.37247382, 0.39604993, 0.04770743, 0.0783684]",2.0
891,09f6a9c6-f3b1-4cfe-a4af-2f072ddfffb5,"[0.32346314, 0.2469434, 0.20069324, 0.26640373]",2.0
892,09f620ef-83d5-4bf3-bd0c-80929e9dca82,"[0.40605484, 0.30552446, 0.14451887, 0.20929975]",2.0
893,09f4403f-e0b3-4d68-8874-3bb4fdc3aff7,"[0.51313808, 0.48646529, 0.13786202, 0.17792776]",2.0
894,09f14449-1f55-4e80-a9bc-95facead1aa7,"[0.60850154, 0.30566159, 0.09797952, 0.12742051]",2.0
895,09e783a2-fc27-4f70-bdc5-320b7e26bf5d,"[0.32585936, 0.53962826, 0.09614053, 0.14505734]",2.0
896,09e605e1-7d06-4b70-88b8-9f48b376746f,"[0.25057437, 0.13419185, 0.14110286, 0.37988597]",2.0
897,09e5dfd7-f5b4-4074-a0d1-90145307078b,"[0.30135002, 0.39008666, 0.06839492, 0.23371495]",2.0
898,09e3de9c-5ea1-4032-99dc-36f5280eba21,"[0.39565974, 0.44382074, 0.09119967, 0.13814839]",2.0
899,09e012ea-802e-48f3-9616-cc7b49b1b8d6,"[0.58772663, 0.36433238, 0.08325789, 0.11467039]",2.0
900,09dede3d-2f29-4632-9474-7eac6c1d4d7c,"[0.5000486, 0.3488491, 0.12218766, 0.18528259]",2.0
901,09de1f1c-92a4-4b12-8915-fee992eaa915,"[0.38539821, 0.3611652, 0.11069287, 0.1224029]",2.0
902,09da280d-9141-43d8-aff7-010904e06448,"[0.09567749, 0.14686063, 0.26808687, 0.35314463]",2.0
903,09d8392a-467a-4c41-a37d-7d189579354d,"[0.36943501, 0.11445356, 0.22229329, 0.33075525]",2.0
904,09d6b94a-2283-4679-8e75-024cab4c0301,"[0.53699866, 0.32821564, 0.14387275, 0.2039468]",2.0
905,09d53db9-64ef-49cb-9590-3bfa5b996202,"[0.23369997, 0.29831499, 0.16926826, 0.2306063]",2.0
906,09cefe14-eb2c-4f4f-be7e-0bb38193f8d5,"[0.29558472, 0.35638176, 0.19426679, 0.27858114]",2.0
907,09cb7693-13f4-4df3-8366-c3d69f16fbc8,"[0.488927, 0.17574351, 0.05530833, 0.1224626]",2.0
908,09c4c5cb-1cd2-4f5d-8d11-22633aafa8fa,"[0.18073912, 0.33921791, 0.11138467, 0.1304577]",2.0
909,09c38245-3482-4fb0-a9a7-fd7624f4ee74,"[0.26799454, 0.59833317, 0.13742325, 0.23086569]",2.0
910,09be118a-37b5-4797-9bb1-78ba4e831a35,"[0.58823925, 0.20821968, 0.09747288, 0.31727157]",2.0
911,09ba68ac-6f3c-42ef-bb6c-b3d95bda431d,"[0.22577657, 0.16372024, 0.11755737, 0.17366071]",2.0
912,09b98ac0-6ccc-4a5b-b1b6-ea8f7c90f526,"[0.38958268, 0.42290314, 0.08996747, 0.24600605]",2.0
913,09b75bf0-8f13-4252-9b83-0bc170e2c0ec,"[0.33200927, 0.25364212, 0.11822732, 0.31093802]",2.0
914,09abb82d-839c-446c-8100-b6f6c8b782e6,"[0.19099392, 0.29027295, 0.23673848, 0.38578221]",2.0
915,09ab511f-57a8-4048-8e68-87b41bc14d9f,"[0.19005463, 0.42013292, 0.14014482, 0.23399469]",2.0
916,09ab4233-d7cb-4f73-ab05-bc494e7c711b,"[0.32924789, 0.2071311, 0.19892354, 0.25522384]",2.0
917,09a7d0f8-38b7-40bb-bf67-35b0c6cb1c10,"[0.5292397, 0.37954614, 0.15846391, 0.21453167]",2.0
918,09a0a2ba-9504-4bf7-bd3a-0ea0ff89ca98,"[0.29690269, 0.31494771, 0.10031913, 0.13732617]",2.0
919,099f6ec3-5c3d-49a5-8687-f11639c564ee,"[0.25873991, 0.26023336, 0.1480669, 0.22179141]",2.0
920,099d06fd-c28f-4858-94da-fdd1dde8e996,"[0.5907341, 0.24890065, 0.11898631, 0.26046672]",2.0
921,099d0345-5c01-437f-aaa1-3eb6e7b535ac,"[0.29588043, 0.19769863, 0.08629745, 0.17978246]",2.0
922,099c312d-7446-42ef-90fb-81b6d17d51e1,"[0.29587482, 0.42447945, 0.13748559, 0.22177194]",2.0
923,099b836e-a70a-4471-acac-f98a547cb9e1,"[0.33176655, 0.27525656, 0.12733011, 0.18429098]",2.0
924,099b7a04-a43b-4ee5-9d46-71c20ee340c5,"[0.62994613, 0.45874493, 0.12234161, 0.18928388]",2.0
925,0998e4ef-eaed-4064-81d0-013f81f605f9,"[0.57436516, 0.25348554, 0.1669766, 0.25606049]",2.0
926,09924b6c-cf54-431f-967d-acbecc1352dd,"[0.43210759, 0.51556012, 0.04649974, 0.06793402]",2.0
927,09909515-577d-4848-93c8-40789aca4f5f,"[0.18556446, 0.20912277, 0.18290228, 0.1927087]",2.0
928,099012de-4f76-4f65-b52b-c165f171397a,"[0.63569541, 0.39287909, 0.10282424, 0.13343957]",2.0
929,098a7811-b90a-4038-bf1c-639d547f5793,"[0.609703, 0.16608703, 0.10444947, 0.14428436]",2.0
930,09889766-de75-4950-9bf6-b2d12187c215,"[0.20799398, 0.36454295, 0.12949224, 0.18393707]",2.0
931,0985c3b3-63dd-46d0-887b-49c593814a80,"[0.30688758, 0.35684603, 0.11018935, 0.15069797]",2.0
932,098531cb-3cf6-48d6-9a18-b122b0fb4f74,"[0.59729631, 0.57281468, 0.11388773, 0.16054227]",2.0
933,097adbc4-3019-4cbd-a493-848077641e35,"[0.50665363, 0.23286035, 0.08153043, 0.20422065]",2.0
934,0977fc7b-6902-40ed-93f5-64f4fed2408b,"[0.42166434, 0.45351742, 0.15556975, 0.17942734]",2.0
935,09776b03-540a-4be7-acff-206c1473d554,"[0.40328058, 0.16771279, 0.09494887, 0.32245776]",2.0
936,097743e1-3abd-4f45-85bb-475be5b3ddd0,"[0.56396037, 0.10439676, 0.1076421, 0.35019623]",2.0
937,09765a62-1a02-469c-9fe4-ccb0da5d1db6,"[0.23953767, 0.21332101, 0.20495713, 0.32379885]",2.0
938,0971fa5f-d784-4fda-b211-f8f50ca12531,"[0.33665442, 0.48365349, 0.11632017, 0.14561563]",2.0
939,0970b31c-9994-42c3-a5b3-247c256f299a,"[0.63445972, 0.12231027, 0.10869649, 0.36844765]",2.0
940,096da286-615f-4d7c-a95f-24770e05aff1,"[0.24515801, 0.43393447, 0.11697829, 0.17558267]",2.0
941,096573f2-d9bf-4aea-90a6-7ecbaf13f540,"[0.22140315, 0.43481567, 0.14599773, 0.21003336]",2.0
942,0964d1c6-791c-4636-b8d8-e601a9ca7310,"[0.7334117, 0.03475195, 0.20945315, 0.40750698]",2.0
943,0963ce4e-e734-466a-96ef-84135a063093,"[0.52515455, 0.40190356, 0.15980056, 0.21473531]",2.0
944,09630d73-a9a8-4dbe-ba0f-3e8feb60fb5f,"[0.28714315, 0.20196213, 0.13941526, 0.19936218]",2.0
945,0962e442-5615-4c85-b845-1d9728dac202,"[0.19779597, 0.08552162, 0.27397235, 0.35362511]",2.0
946,0961e29d-b442-4989-abc2-5d139cbd3bd3,"[0.52328114, 0.38552338, 0.0881251, 0.11577379]",2.0
947,09613e99-6929-4add-a652-78996a6da57a,"[0.52055562, 0.50529124, 0.19977601, 0.23624629]",2.0
948,095f9dc0-19fe-4c32-bc27-3bcf87443dd4,"[0.51754172, 0.30199038, 0.08740475, 0.12264818]",2.0
949,095e42b5-7642-4684-bfeb-5a48d2757621,"[0.73341349, 0.37466712, 0.12645719, 0.19351258]",2.0
950,095ae36a-e16d-4e23-b783-c93b620ccce7,"[0.43612516, 0.33701124, 0.0643048, 0.0935265]",2.0
951,09575eb0-b548-4af3-819b-69041f285e93,"[0.50139212, 0.3854618, 0.08804989, 0.1177232]",2.0
952,0953897e-3ec7-468b-8342-00a0d0753d68,"[0.11613589, 0.33096456, 0.20818369, 0.32321395]",2.0
953,0950e9c6-521f-4ae3-a249-fde45b31eed5,"[0.27460745, 0.37264669, 0.10121444, 0.28052842]",2.0
954,095027db-d24f-464d-9f31-3d2527671683,"[0.21362298, 0.4294261, 0.18604308, 0.27779567]",2.0
955,094fb58a-5f23-4ad0-a2bb-c19c71949965,"[0.26435666, 0.36302051, 0.12733244, 0.19153612]",2.0
956,094f231d-750d-4964-b263-f7d5401688a5,"[0.08616373, 0.32756733, 0.25082825, 0.26049973]",2.0
957,094e5a3c-f66b-4af7-912b-830226e82253,"[0.27963797, 0.10685482, 0.13044958, 0.18335684]",2.0
958,094ca083-7c75-436d-9f34-211bcecb415c,"[0.24021667, 0.10541014, 0.23143458, 0.34062125]",2.0
959,0948ccb4-4000-4950-9a0d-09bd5a67d37a,"[0.18033011, 0.26539825, 0.1149267, 0.15163113]",2.0
960,0946003e-d43a-4c1f-95c1-e20f8d79d272,"[0.23386466, 0.2685642, 0.15347565, 0.28656164]",2.0
961,0943e662-543c-477a-96e9-d43ba3447192,"[0.19278041, 0.19301738, 0.22496188, 0.32917592]",2.0
962,09432cbc-7b66-4b57-bb02-d281d6cf8396,"[0.34912113, 0.26216411, 0.09274404, 0.13882372]",2.0
963,09430466-cf39-49a3-a117-e6aa0d0e6278,"[0.57802883, 0.2700415, 0.08276888, 0.11911107]",2.0
964,09413141-b1ab-447c-816a-3d24b8a166f5,"[0.20367445, 0.49709632, 0.13186282, 0.19050647]",2.0
965,093fbe94-5259-4790-b781-c6ff27e039b0,"[0.40458775, 0.43643184, 0.14444888, 0.1938054]",2.0
966,093dc9f3-039f-4c2d-8df9-9065a49e03ba,"[0.55385458, 0.14347875, 0.17763792, 0.269035]",2.0
967,093b42f9-1fdf-49ac-b5a1-4990c5b07ab7,"[0.23170303, 0.2060123, 0.16535281, 0.20729736]",2.0
968,0934a972-a93c-4477-8740-d5f19fc1b073,"[0.58497686, 0.38016006, 0.15518728, 0.23434684]",2.0
969,0932ddb5-5ffc-46cb-9d5f-bc89de291548,"[0.3108715, 0.42001227, 0.09149843, 0.11959019]",2.0
970,093093ff-2be5-4941-a435-6fa46004f9cb,"[0.42067356, 0.16123473, 0.08895905, 0.20027827]",2.0
971,092e8d38-711e-4072-a97c-0383f12891d7,"[0.29745432, 0.1168949, 0.10945772, 0.09158369]",2.0
972,092dd0ad-fae8-4422-816e-38b18ab3f6e4,"[0.50008345, 0.42315297, 0.17470522, 0.24521198]",2.0
973,092b9a13-fd2d-4756-b128-a7b949102cf9,"[0.45990374, 0.19430805, 0.12070392, 0.16548113]",2.0
974,09281818-ba37-4601-bf9d-aed29474c5d9,"[0.61177122, 0.35638911, 0.12619576, 0.18514266]",2.0
975,0927bf52-1a9a-4dd6-bedd-29946f084f35,"[0.32791853, 0.34150765, 0.07047355, 0.11170549]",2.0
976,0924f59a-9649-4579-827a-d6ff964307dd,"[0.44274107, 0.49789176, 0.04906786, 0.11565576]",2.0
977,0923c318-c074-4d2a-b490-7a456b3690ca,"[0.5726513, 0.37617998, 0.14562299, 0.20993237]",2.0
978,09230fd3-34a6-41b2-8fc8-b4e36827eb33,"[0.58999127, 0.35325211, 0.18985657, 0.26610764]",2.0
979,0921b38a-6147-4dd3-ab71-a9937dcfcdde,"[0.67176311, 0.17919796, 0.1484069, 0.2200087]",2.0
980,091fb1c4-1bfa-4bf3-83d4-30aa8bb640fd,"[0.18745813, 0.32250397, 0.1640022, 0.25232007]",2.0
981,091ab915-8608-4657-92ca-1c2385294c24,"[0.58238471, 0.47526329, 0.13422816, 0.13250346]",2.0
982,091a9df1-5a07-4f93-8d3e-fc2e2ef58e15,"[0.46717854, 0.00461743, 0.12876955, 0.28983467]",2.0
983,09179304-fcfa-46e0-a7a7-c5a4c3a9122e,"[0.07237499, 0.17541139, 0.23647274, 0.36122105]",2.0
984,0917715e-1b10-4089-821f-2077c159c45e,"[0.50770073, 0.4734034, 0.11876415, 0.14567221]",2.0
985,090dbc96-feb4-4545-b2d2-81d9b03e8d9f,"[0.61846922, 0.2328227, 0.10615157, 0.26651719]",2.0
