Subject,Predicate,Object
http://example.org/lovecraft#Naggoob,http://www.w3.org/2000/01/rdf-schema#label,Naggoob
http://example.org/lovecraft#Mortal_Coils,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Work
http://example.org/lovecraft#The_Serpents_Egg,http://example.org/lovecraft#isPublishedAsW,Dreaming in Darkness
http://example.org/lovecraft#Little_People,http://example.org/lovecraft#hasAnnotation,"The are a fictional humanoid species featured most extensively in the works of arthur machen and robert e. howard . They are believed to be the inspiration for the folkloric fair folk, or ""fairies"" in the role-playing game call of cthulhu, they are known as the degenerate serpent folk ."
http://example.org/lovecraft#hasOriginA,http://www.w3.org/2000/01/rdf-schema#domain,http://example.org/lovecraft#Artefact
http://example.org/lovecraft#Nightscapes_August_1999,http://example.org/lovecraft#hasAnnotation,"Various English Edward P. Berglund Release Date August 1999 Preceded by March 1999 Followed by December 1999 is the eleventh issue of the sporadically-released online fanzine Nightscapes . It was edited by the later American and Lovecraft scholar Edward P. Berglund . Contents In addition to the written material listed below, this issue also included artwork by Nicole Morris, Mike Stagg, Alan M. Clark and Simon Barber. Fiction ""Bethia"" by Tom Liberman ""The Jungle's Black God"" by Joseph A. McCullough V ""Condemned"" by Adrian Kleinbergen ""Island Paradise"" by J. R. Boos and Graeme Stevens ""Photo Essay"" by Michael Minnis "" With Eyes That See "" by J. B. Lee ""Rosa's Day"" by Brendan Carson "" When the Stars Are Right "" by William Meikle ""Mythos Variations"" by David C. Kopaska-Merkel Non-Fiction ""An Interview With World Fantasy Award Finalist Brian McNaughton"" by Jeff VanderMeer ""Why Lovecraft Still Matters"" by Don Webb ""Artists of the Cthulhu Mythos IV: Simon Barber"" by G. W. Thomas Parodies ""Kn-Kn-Knocking on Cthulhu's Door"" by Daniel William Gonzales by David Kopaska-Merkel ""Our Glowworld's Lump"" by Doyle Netzly Poetry "" Lovecraftian Cliff Notes for Ech-Pi-El's: The Thing on the Doorstep "" by Franklyn Searight ""Nightscape"" by kåren "" The Feaster From Afar "" by Ron Shiflet "" On a Beach Near Innsmouth "" by Ron Shiflet "" Mythos Haiku "" by David C. Kopaska-Merkel ""The Old Ritual"" by Roy Corey "" Scarlet Obeisance "" by Joseph S. Pulver, Sr. "" Cthulhu "" by Michael Fantina "" Cthulhu Wakes "" by Michael Fantina Reviews By James Ambuehl and Edward P. Berglund External Links full issue free online at the Nightscapes website"
http://example.org/lovecraft#Zug,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Character
http://example.org/lovecraft#Great_Race_of_Yith,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Species
http://example.org/lovecraft#Herbert_West%E2%80%94Reincarnated,http://example.org/lovecraft#hasAuthorW,http://example.org/lovecraft#Michael_Cisco
http://example.org/lovecraft#William_Yorick,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#MythosCharacters
http://example.org/lovecraft#Tuomas_Saloranta,http://example.org/lovecraft#hasAnnotation,Pseudonym(s) Johannes Sohlman Stig-Peter Lund Connection to the Mythos Mythos Contributor Birth Date 1977 Finnish (born 1977) is a Finnish author who has written several short horror stories which take place in the Cthulhu Mythos . One of his most notable short stories was 2012's Mahtavat Ammoiset (Finnish for Great Ancient One or Great Old One ) which features concepts from both the mythos and H. P. Lovecraft 's real life. He has used the pseudonyms Johannes Sohlman and Stig-Peter Lund. Works Keväistä kauhua lenkkipolulla (Translation: Spring Horror on the jogging track ) from 2009 Mahtavat Ammoiset (Translation: Great Old Ones ) from 2012 Pyörätuolimummo (Translation: Wheelchair-grandma ) from 2011 Sammakkoprinssi (Translation: Frog Prince ) from 2012 Viimeinen kaukopartiomies (Translation: The Last Guerrilla ) from 2011 Rontit from 2011 Kari Tenho Väyrysen tapaus (Translation: The Case of Kari Tenho Värynen ) from 2012 Länsimetro viivästyy (Translation: The Western Metro is delayed ) from 2011 Äidin talossa (Translation: In the house of Mother ) from 2009 Kaksi kesäyötä Bodominjärvellä (Translation: Two nights at Lake Bodom ) from 2009
http://example.org/lovecraft#Keyport_Cthulhu,http://example.org/lovecraft#hasAnnotation,"The first edition of , published in november 2013, contained the five stories which form the first part of armand rosamilia's story cycle . The revised and expanded edition was released in 2017 . This featured all of the stories from the original edition along with an additional two from chuck buda ."
http://example.org/lovecraft#Children_of_Lovecraft_Country,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Ebooks
http://example.org/lovecraft#isCharacterMateOf,http://www.w3.org/2000/01/rdf-schema#range,http://example.org/lovecraft#Character
http://example.org/lovecraft#The_House_of_the_Seven_Gables,http://example.org/lovecraft#hasGenreW,Gothic romance
http://example.org/lovecraft#Cotton_Mather,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#RealWorldPerson
http://example.org/lovecraft#Satha,http://example.org/lovecraft#hasAlternativeNamesC,The Mighty Crawling One
http://example.org/lovecraft#wasCreatedByC,http://www.w3.org/2002/07/owl#inverseOf,http://example.org/lovecraft#created
http://example.org/lovecraft#Gemma_Files,http://example.org/lovecraft#hasBirthplaceR,http://example.org/lovecraft#England London
http://example.org/lovecraft#George_Rogers,http://example.org/lovecraft#ceasedOnC,http://example.org/lovecraft#Rhan-Tegoth
http://example.org/lovecraft#Miskatonic_University:_Elder_Gods_101,http://example.org/lovecraft#hasGenreW,Urban Fantasy
http://example.org/lovecraft#Zon_Mezzamalech,http://example.org/lovecraft#hasAnnotation,"Mhu Thulan Wizard First appearance CIRCLE : "" Ubbo-Sathla "" Created by Clark Ashton Smith is a fictional character created by Clark Ashton Smith for his Cthulhu Mythos story "" Ubbo-Sathla "". Biography An ancient Hyperborean sorcerer, lived in Mhu Thulan and possessed a mysterious crystal that allows one to experience visions of the past, all the way down to the beginning of all things. The Book of Eibon records that Mezzamalech disappeared mysteriously without a trace, and the crystal was lost afterwards. In truth, Mezzamalech used the crystal to send his mind back in time to the source of all life on Earth, the amorphous Ubbo-Sathla , hoping to study the stone tablets guarded by this unbegotten entity, and gain the knowledge of a race of gods who had died or abandoned the material universe ""before the Earth was born"". ( CIRCLE : "" Ubbo-Sathla "")"
http://example.org/lovecraft#Icthultu,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#GreatOldOnes
http://example.org/lovecraft#The_Thing_in_the_Vault,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Work
http://example.org/lovecraft#Shaggai,http://example.org/lovecraft#hasAlternativeNamesL,Chag-Hai
http://example.org/lovecraft#The_Loved_Dead_and_Other_Tales,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#OtherAuthors
http://example.org/lovecraft#Miskatonic_High_1:_The_City_of_Silence,http://example.org/lovecraft#wasReleasedOnW,November 2021
http://example.org/lovecraft#Comte_Robert_de_C--,http://example.org/lovecraft#wasCreatedByC,http://example.org/lovecraft#H._P._Lovecraft
http://example.org/lovecraft#Gtynadc,http://example.org/lovecraft#hasAlternativeNamesC,The Vast
http://example.org/lovecraft#John_Goodrich,http://example.org/lovecraft#hasWebsiteR,http://qusoor.com/index.htm
http://example.org/lovecraft#Frank_Nardi,http://example.org/lovecraft#hasAnnotation,"Franklin ""frank"" nardi is a character who appears in the expanded cthulhu mythos . He was originally created by author c. j. henderson . He has since been expanded upon by others including josh reynolds and robert m. price ."
http://example.org/lovecraft#Necro-Nom-Nom-Nom-I-Con,http://example.org/lovecraft#wasReleasedOnW,2024 February 26
http://example.org/lovecraft#Cthaat,http://example.org/lovecraft#hasAnnotation,"Also known as The Dark Water God Great Old Ones First appearance EXP : "" The Plague of St. James Infirmary "" Created by Ken Asamatsu , The Dark Water God , is a formless Elemental mass of shape-shifting water."
http://example.org/lovecraft#Leviathan,http://www.w3.org/2000/01/rdf-schema#label,Leviathan
http://example.org/lovecraft#Crypt_of_Cthulhu_Candlemas_1982,http://example.org/lovecraft#isPartOfSeriesW,http://example.org/lovecraft#Crypt_of_Cthulhu
http://example.org/lovecraft#Elysia_%28novel%29,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Work
http://example.org/lovecraft#Dead_Reckonings,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Books
http://example.org/lovecraft#Lovecrafts_Book,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#MythosLiterature
http://example.org/lovecraft#Xo_Tlmi-go,http://example.org/lovecraft#wasCreatedByC,http://example.org/lovecraft#T._E._D._Klein
http://example.org/lovecraft#The_One_That_Got_Away,http://example.org/lovecraft#hasGenreW,Horror
http://example.org/lovecraft#Kulan_Gath,http://example.org/lovecraft#madeFirstAppearanceOnC,Conan the Barbarian Vol 1 14
http://example.org/lovecraft#H._P._Lovecrafts_Dreamlands,http://example.org/lovecraft#hasAuthorW,Sandy Petersen et al
http://example.org/lovecraft#Letitia_Edgecombe,http://example.org/lovecraft#wasBornOnR,1794
http://example.org/lovecraft#Richard_A._Lupoff,http://example.org/lovecraft#hasAnnotation,"Richard allen lupoff (21 february 1935 - 22 october 2020) was a prolific american author who wrote fiction in several genres, as well as non-fiction . He has written a number of pieces set in the greater cthulhu mythos, including at least one which features a fictionalised version of h.p. Lovecraft ."
http://example.org/lovecraft#Cult_of_Glaaki,http://example.org/lovecraft#hasAffiliationO,http://example.org/lovecraft#Glaaki
http://example.org/lovecraft#Azathoth_%28short_story%29,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#HPLovecraftWorks
http://example.org/lovecraft#The_Haunter_of_the_Ring,http://example.org/lovecraft#isInLanguageW,English
http://example.org/lovecraft#Dead_Light_%28Call_of_Cthulhu%29,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#GamingSupplements
http://example.org/lovecraft#Dead_Light_%26_Other_Dark_Turns,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Work
http://example.org/lovecraft#Made_in_Goatswood,http://example.org/lovecraft#hasCountryOfOriginW,United States
http://example.org/lovecraft#An_Inhabitant_of_Carcosa,http://example.org/lovecraft#isInLanguageW,English
http://example.org/lovecraft#Jonathan_Sharp,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#RealWorldPerson
http://example.org/lovecraft#Stanley_C._Sargent,http://example.org/lovecraft#isConnectedToMythosR,Artist
http://example.org/lovecraft#Xhamen-Dor,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#MythosCharacters
http://example.org/lovecraft#Godzilla_vs._Cthulhu:_A_Death_May_Die_Story,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#ComicBooks
http://example.org/lovecraft#Mythos_%28card_game%29,http://example.org/lovecraft#isPartOfSeriesW,Call of Cthulhu
http://example.org/lovecraft#A_Handful_of_Dust,http://www.w3.org/2000/01/rdf-schema#label,A Handful of Dust
http://example.org/lovecraft#The_Surprising_Sweetness_Of_Their_Blood,http://example.org/lovecraft#hasGenreW,Horror
http://example.org/lovecraft#Gods_of_the_Deep,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#ExpandedMythosFilmAndTelevision
http://example.org/lovecraft#The_Dunwich_Horror_%28Caedmon_Records%29,http://example.org/lovecraft#isInLanguageW,English
http://example.org/lovecraft#Scott_Dorward,http://example.org/lovecraft#isConnectedToMythosR,Games designer
http://example.org/lovecraft#Katha-Hem,http://example.org/lovecraft#hasAnnotation,History was the third ogdru hem to be released on the earth . He was summoned by the black flame out of the ether and began to rampage across the midwestern united states .
"http://example.org/lovecraft#Lovecraftiana_Vol_2,_Issue_4",http://www.w3.org/2000/01/rdf-schema#label,"Lovecraftiana Vol 2, Issue 4"
http://example.org/lovecraft#A_Thousand_Young,http://example.org/lovecraft#wasPublishedOnW,January 1989
http://example.org/lovecraft#Pushing_Back,http://example.org/lovecraft#hasAuthorW,J. C. Hemphill
http://example.org/lovecraft#October,http://example.org/lovecraft#hasAnnotation,"Full story online here H. P. Lovecraft United States English Arkham House Beyond the Wall of Sleep Date of writing 1920 date 1943 "" "" is a poem by the late American Howard Phillips Lovecraft . Written in 1920, it did not see until its inclusion in the 1943 Arkham House collection Beyond the Wall of Sleep , six years after Lovecraft's death. It has since been reprinted several times in various collections . Overview The poem, as may be gathered from its title, is an ode to the month of , in which it was written. History Beyond the Wall of Sleep (1943) Collected Poems (1963) The World of H. P. Lovecraft (1971) Fungi from Yuggoth and Other Poems (1971) Medusa and Other Poems by H. P. Lovecraft (1986) The Ancient Track: The Complete Poetical Works of H. P. Lovecraft (2001, 2013) References"
http://example.org/lovecraft#Lovecraftian:_The_Shipwright_Circle,http://example.org/lovecraft#wasReleasedOnW,August 2019
http://example.org/lovecraft#Ym-bhi,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#OtherSupernaturalBeings
http://example.org/lovecraft#Arkham_Nights:_Tales_of_Mythos_Noir,http://example.org/lovecraft#hasAuthorW,http://example.org/lovecraft#Ron_Shiflet
http://example.org/lovecraft#Barry_Pain,http://example.org/lovecraft#hasBirthplaceR,http://example.org/lovecraft#England Cambridge
http://example.org/lovecraft#Dormammu,http://example.org/lovecraft#hasAnnotation,"Background is an eldritch inter and extra-dimensional demonic entity from the fictional universe of marvel by marvel comics . He is a billion years old and is one of the faltines, a race of beings of pure magic who was exiled from their dimension . His power eclipses that of mephisto and other demonic entities, though his own power is vastly eclipsed by multiversal demonic entities . He commands armies of demons, which guard his dimension, are"
http://example.org/lovecraft#The_Black_Stone,http://www.w3.org/2000/01/rdf-schema#label,The Black Stone
http://example.org/lovecraft#I_Want_to_Break_Free,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#MythosLiterature
http://example.org/lovecraft#The_Necronomicon:_Selected_Stories_and_Essays_Concerning_the_Blasphemous_Tome_of_the_Mad_Arab,http://example.org/lovecraft#isPartOfSeriesW,Call of Cthulhu Fiction
http://example.org/lovecraft#Coffin_of_Glass,http://example.org/lovecraft#hasAnnotation,"James Pratt English Rogue Planet Press Swords Against Cthulhu II: Hyperborean Nights date January 2017 "" "" is a short Cthulhu Mythos story by James Pratt , first published in the Rogue Planet Press anthology Swords Against Cthulhu II: Hyperborean Nights in January 2017. Despite being related to the Cthulhu Mythos primarily through its Hyperborean setting, it contains throwaway references to several Mythos beings, including Cthulhu , Ithaqua and the Voormi . Synopsis Scratching an existence amongst the ruins of the ancient Hyperborean Empire and eager to stay hidden from the many evils which haunt the night, Vanir warrior Harkan takes refuge in an long-abandoned tower. Discovering a cult of degenerate humans who worship a frozen Hyperborean princess beneath the tower's foundations he kills the group, only to discover that in the melee he has inadvertently destroyed the only artefact with the power to awaken the sleeping beauty."
http://example.org/lovecraft#Dweller_Beneath,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#OtherSupernaturalBeings
http://example.org/lovecraft#The_Cultists,http://example.org/lovecraft#hasAuthorW,http://example.org/lovecraft#Ron_Shiflet
http://example.org/lovecraft#The_Shadow_Over_Innsmouth_and_Other_Stories_of_Horror,http://www.w3.org/2000/01/rdf-schema#label,The Shadow Over Innsmouth and Other Stories of Horror
http://example.org/lovecraft#More_Annotated_H._P._Lovecraft,http://example.org/lovecraft#hasCountryOfOriginW,United States
http://example.org/lovecraft#British_Museum,http://example.org/lovecraft#hasAnnotation,"The museum was established by an act of parliament in 1753, establishing a museum based on the collection of curiosities bequeathed by sir hans sloane . The museum houses cultural artefacts from around the world, brought back by british archaeologists and adventurers from capt. James cook to t. e. lawrence . The museum's natural history collections were spun off into a new of natural history in 1887, which was not legally separated from the museum until 1963 ."
http://example.org/lovecraft#T._E._Grau,http://example.org/lovecraft#isConnectedToMythosR,Author
http://example.org/lovecraft#Cthulhu_Christmas_Special_and_Other_Lovecraftian_Yuletide_Tales,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Ebooks
http://example.org/lovecraft#Lazarus,http://example.org/lovecraft#hasAuthorW,http://example.org/lovecraft#Henri_B%C3%A9raud
http://example.org/lovecraft#Tales_of_the_Marvellous_and_Ridiculous,http://www.w3.org/2000/01/rdf-schema#label,Tales of the Marvellous and Ridiculous
http://example.org/lovecraft#Horse_Latitudes,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Work
http://example.org/lovecraft#Fred_Behrendt,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#RealWorldPerson
http://example.org/lovecraft#Pflegmwad,http://example.org/lovecraft#madeFirstAppearanceOnC,The Call of C'rruso
http://example.org/lovecraft#Mother_Hydras_Mythos_Rhymes,http://example.org/lovecraft#hasAuthorW,Jarred W. Wallace
http://example.org/lovecraft#H._P._Lovecraft:_His_Life_and_Work,http://example.org/lovecraft#hasGenreW,Non-fiction
http://example.org/lovecraft#The_Gentleman_Caller,http://example.org/lovecraft#isInLanguageW,English
http://example.org/lovecraft#Antarctica,http://example.org/lovecraft#hasAccessibilityL,Sea
http://example.org/lovecraft#Achtung%21_Cthulhu:_Investigators_Guide_to_the_Secret_War,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#OtherAuthors
http://example.org/lovecraft#Graeme_Davis,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Editors
http://example.org/lovecraft#The_Silver_Key,http://www.w3.org/2000/01/rdf-schema#label,The Silver Key
http://example.org/lovecraft#Clear_the_Air,http://example.org/lovecraft#isPartOfSeriesW,http://example.org/lovecraft#Arkham_Detective_Agency
http://example.org/lovecraft#Ghoul,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#OtherSupernaturalBeings
http://example.org/lovecraft#Walk_on_the_Weird_Side,http://example.org/lovecraft#wasReleasedOnW,August 2017
http://example.org/lovecraft#Pete_Ivalu,http://www.w3.org/2000/01/rdf-schema#label,Pete Ivalu
http://example.org/lovecraft#When_She_Was_Very_Tired,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Work
http://example.org/lovecraft#The_Novel_of_the_Black_Seal,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#OtherAuthors
http://example.org/lovecraft#The_Testament_of_Athammaus,http://example.org/lovecraft#hasCountryOfOriginW,United States
http://example.org/lovecraft#Wilbur_Whateley,http://example.org/lovecraft#ceasedOnC,1928 August 3
http://example.org/lovecraft#Blood_Will_Have_Its_Season,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#OtherAuthors
http://example.org/lovecraft#Acrewood,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#OtherAuthors
http://example.org/lovecraft#The_Testament_of_Cthulhu,http://example.org/lovecraft#hasGenreW,Horror
http://example.org/lovecraft#The_Horror_at_Oakdeene_and_Others,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#CrossroadPress
http://example.org/lovecraft#The_Hep_Cats_of_Ulthar_and_Other_Lovecraftian_Tales,http://example.org/lovecraft#wasReleasedOnW,May 2018
http://example.org/lovecraft#K._A._Opperman,http://example.org/lovecraft#hasBirthplaceR,USA http://example.org/lovecraft#California
http://example.org/lovecraft#Inhabitants_of_Innsmouth,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#MythosLiterature
http://example.org/lovecraft#August_Derleth,http://example.org/lovecraft#diedOnR,1971 July 4
http://example.org/lovecraft#Deep_One,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Species
http://example.org/lovecraft#Thomas_Malone,http://example.org/lovecraft#wasCreatedByC,http://example.org/lovecraft#H._P._Lovecraft
http://example.org/lovecraft#H._P._Lovecraft:_His_Life_and_Work,http://example.org/lovecraft#hasAuthorW,http://example.org/lovecraft#S._T._Joshi
http://example.org/lovecraft#Scat_%28Michael_Shea%29,http://example.org/lovecraft#hasAnnotation,"Scat is a recurrent character who appears in the works of the late american author michael shea . She is a sex worker in a more run-down part of san francisco . Describes herself as ""a hooker that reads"""
http://example.org/lovecraft#Aspirations,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#GamesAndAdaptations
http://example.org/lovecraft#The_Very_Old_Folk,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#HPLovecraftWorks
http://example.org/lovecraft#Nightscapes_June_1997,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Fanzines
http://example.org/lovecraft#Cthulhu_Codex_Eastertide_1999,http://example.org/lovecraft#wasReleasedOnW,April 1999
http://example.org/lovecraft#Book_of_Iod,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#MythosLiterature
http://example.org/lovecraft#Zakarion,http://example.org/lovecraft#hasAnnotation,"Dreamlands City Humans First appearance HPL : "" Ex Oblivione "" Created by H. P. Lovecraft is a city in the Dreamlands and a repository for much of the lore pertaining to the lands of dream. This lore was written down by sages who once dwelt there, sages who were ""too wise ever to be born in the waking world."" ( HPL : "" Ex Oblivione "")"
http://example.org/lovecraft#Kuranes,http://example.org/lovecraft#madeFirstAppearanceOnC,http://example.org/lovecraft#Celepha%C3%AFs
http://example.org/lovecraft#Kappa,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#SapientSpecies
http://example.org/lovecraft#Mu%C3%B1oz,http://www.w3.org/2000/01/rdf-schema#label,Muñoz
http://example.org/lovecraft#The_Alchemist%E2%80%99s_Daughter_%28A_Fragment%29,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Work
http://example.org/lovecraft#Flickering_Realms,http://example.org/lovecraft#hasTypeL,Alternate Dimension
http://example.org/lovecraft#The_Madonna_of_the_Abattoir,http://example.org/lovecraft#hasGenreW,Cthulhu Mythos
http://example.org/lovecraft#Samuel_Loveman,http://example.org/lovecraft#hasNationalityR,United States
http://example.org/lovecraft#Dark_Giant,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#ExtraDimensionalSpecies
http://example.org/lovecraft#Keziah_Mason,http://example.org/lovecraft#hasAffiliationC,http://example.org/lovecraft#Nyarlathotep
http://example.org/lovecraft#Stragglers_from_Carrhae,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#MythosLiterature
http://example.org/lovecraft#Plateau_of_Tsang,http://www.w3.org/2000/01/rdf-schema#label,Plateau of Tsang
http://example.org/lovecraft#In_the_Shadow_of_BhYhlun,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#MythosLiterature
http://example.org/lovecraft#The_Nyarlathotep_Cycle:_The_Other_Omnibus,http://example.org/lovecraft#hasAuthorW,http://example.org/lovecraft#Troy_Young
http://example.org/lovecraft#Midnight_Sons,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#OrganisationsOriginatingFromMythosAdjacentWorks
http://example.org/lovecraft#H._P._Lovecraft,http://example.org/lovecraft#hasPseudonymR,Lewis Theobald
http://example.org/lovecraft#DJ_Tyrer,http://example.org/lovecraft#hasAnnotation,"David-john tyrer is a prolific poet, short story writer, indie publishing house founder, and occasional artist . His work has appeared in anthologies such as swords against cthulhu , swords against cthulhu ii: hyperborean nights , corporate cthulhu , the averoigne legacy ."
http://example.org/lovecraft#Minion_of_Othuum,http://example.org/lovecraft#madeFirstAppearanceOnC,http://example.org/lovecraft#Rising_with_Surtsey
http://example.org/lovecraft#Edlers_Erotic_Corps,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#OtherAuthors
http://example.org/lovecraft#Royceton_University,http://example.org/lovecraft#hasAnnotation,"General Information Educational Institute Real World Information Created by James Ambuehl is an educational facility created by James Ambuehl for inclusion in his entries to the Cthulhu Mythos inspired by the works of H. P. Lovecraft . Overview is located in the American town of Braving, Minnesota . Much like Miskatonic University (from which it clearly takes its inspiration) Royceton boasts an impressive library of occult grimoires. Library The Elder Oracles , by Reverend Thomas Skyler ( EXP : "" The Terror of Toad Lake "") Litaniae ad Deum Fraceum , author unknown ( EXP : ""The Terror of Toad Lake"") Papyrus of Khamon-Ra , ( EXP : ""The Terror of Toad Lake"") The Sky-Fathers , by unknown Kaygeema Indian. ( EXP : ""The Terror of Toad Lake"") Faculty Other Employees Student Body and Alumni"
http://example.org/lovecraft#HashtagDreaming,http://example.org/lovecraft#isInLanguageW,English
http://example.org/lovecraft#The_Scroll_of_Morloc,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Work
http://example.org/lovecraft#Inscrutable_Alien,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#OtherAuthors
http://example.org/lovecraft#A._C._Wise,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#RealWorldPerson
http://example.org/lovecraft#Crypt_of_Cthulhu_Roodmas_1985,http://example.org/lovecraft#hasCountryOfOriginW,United States
http://example.org/lovecraft#Damien_Angelica_Walters,http://example.org/lovecraft#hasPseudonymR,Damien Walters Grintalis
http://example.org/lovecraft#Humans,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://example.org/lovecraft#The_Gateway_to_Carcosa,http://example.org/lovecraft#wasPublishedOnW,December 2018
http://example.org/lovecraft#The_Shunned_House,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#HPLovecraftWorks
http://example.org/lovecraft#Mary_Louisa_Lovecraft,http://example.org/lovecraft#diedOnR,1916
http://example.org/lovecraft#Evan_Dicken,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#ExpandedMythosAuthors
http://example.org/lovecraft#Nachtw%C3%B6lfe,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Cults
http://example.org/lovecraft#Crawling_One,http://example.org/lovecraft#hasDistinctionC,Entities composed of thousand of worms
http://example.org/lovecraft#Il_Segno_Giallo,http://www.w3.org/2000/01/rdf-schema#label,Il Segno Giallo
http://example.org/lovecraft#Horror_on_the_Orient_Express,http://example.org/lovecraft#hasAuthorW,Christian Lehmann
http://example.org/lovecraft#Fedogan_%26_Bremer,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Publishers
http://example.org/lovecraft#Correlated_Contents,http://example.org/lovecraft#isPartOfSeriesW,The Lu-Kthu Cycle
http://example.org/lovecraft#Plateau_of_Sarkis,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Location
http://example.org/lovecraft#Septimius_Felton,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Work
http://example.org/lovecraft#The_Thing_on_the_Doorstep_%28Simon_Birks%29,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#OtherAuthors
http://example.org/lovecraft#Collins,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#Humans
http://example.org/lovecraft#Invaders_of_Glaaki,http://example.org/lovecraft#hasAuthorW,http://example.org/lovecraft#Orrin_Grey
http://example.org/lovecraft#The_Abbess_of_Erebus,http://example.org/lovecraft#isInLanguageW,English
http://example.org/lovecraft#Phillip_A._Ellis,http://example.org/lovecraft#wasBornOnR,1968
http://example.org/lovecraft#The_Gentleman_from_Angell_Street,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://example.org/lovecraft#OtherAuthors
