annotation_id,file_path,speaker,speaker_id,gender,device,command_file,text,intent,duration_sec,sample_rate,mfcc_mean,zero_crossing_rate,spectral_centroid,word_segments_json,vadu2019detected,annotation_tool,annotation_date
audio_080,audio/woman/1/lock/автозакрытие_включи.ogg,woman,1,female,lock,автозакрытие_включи,автозакрытие включи,change_mode,3.293,48000,-26.09,0.0783,4225.82,"[{""word"": ""автозакрытие"", ""start"": 0.0, ""end"": 1.139}, {""word"": ""включи"", ""start"": 1.139, ""end"": 2.309}]",True,Praat TextGrid,2025-04-15
audio_081,audio/woman/1/lock/временный_доступ.ogg,woman,1,female,lock,временный_доступ,временный доступ,change_mode,2.614,48000,-25.26,0.0557,3206.36,"[{""word"": ""временный"", ""start"": 0.0, ""end"": 1.18}, {""word"": ""доступ"", ""start"": 1.18, ""end"": 2.41}]",True,Praat TextGrid,2025-04-15
audio_082,audio/woman/1/lock/заблокируй.ogg,woman,1,female,lock,заблокируй,заблокируй,lock,2.313,48000,-25.33,0.0647,3358.98,"[{""word"": ""заблокируй"", ""start"": 0.0, ""end"": 1.568}]",True,Praat TextGrid,2025-04-15
audio_083,audio/woman/1/lock/закрой_дверь.ogg,woman,1,female,lock,закрой_дверь,закрой дверь,turn_off,2.154,48000,-26.26,0.0608,3744.31,"[{""word"": ""закрой"", ""start"": 0.0, ""end"": 1.1}, {""word"": ""дверь"", ""start"": 1.1, ""end"": 2.212}]",True,Praat TextGrid,2025-04-15
audio_084,audio/woman/1/lock/кто_там.ogg,woman,1,female,lock,кто_там,кто там,query_status,2.373,48000,-28.55,0.0622,3889.64,"[{""word"": ""кто"", ""start"": 0.0, ""end"": 1.557}, {""word"": ""там"", ""start"": 1.557, ""end"": 3.097}]",True,Praat TextGrid,2025-04-15
audio_085,audio/woman/1/lock/открой_дверь.ogg,woman,1,female,lock,открой_дверь,открой дверь,turn_on,1.653,48000,-23.25,0.0407,2715.88,"[{""word"": ""открой"", ""start"": 0.0, ""end"": 1.115}, {""word"": ""дверь"", ""start"": 1.115, ""end"": 2.243}]",True,Praat TextGrid,2025-04-15
audio_086,audio/woman/1/lock/отмени_последнее.ogg,woman,1,female,lock,отмени_последнее,отмени последнее,cancel,3.233,48000,-28.04,0.0694,3976.24,"[{""word"": ""отмени"", ""start"": 0.0, ""end"": 0.902}, {""word"": ""последнее"", ""start"": 0.902, ""end"": 1.817}]",True,Praat TextGrid,2025-04-15
audio_087,audio/woman/1/lock/покажи_историю.ogg,woman,1,female,lock,покажи_историю,покажи историю,query_status,2.373,48000,-27.04,0.0735,3715.38,"[{""word"": ""покажи"", ""start"": 0.0, ""end"": 0.988}, {""word"": ""историю"", ""start"": 0.988, ""end"": 1.983}]",True,Praat TextGrid,2025-04-15
audio_088,audio/woman/1/lock/разблокируй.ogg,woman,1,female,lock,разблокируй,разблокируй,unlock,2.454,48000,-26.96,0.0644,3644.55,"[{""word"": ""разблокируй"", ""start"": 0.0, ""end"": 1.761}]",True,Praat TextGrid,2025-04-15
audio_089,audio/woman/1/lock/режим_охраны.ogg,woman,1,female,lock,режим_охраны,режим охраны,change_mode,2.373,48000,-25.01,0.0577,3376.79,"[{""word"": ""режим"", ""start"": 0.0, ""end"": 1.08}, {""word"": ""охраны"", ""start"": 1.08, ""end"": 2.188}]",True,Praat TextGrid,2025-04-15
audio_090,audio/woman/1/tv/без_звука.ogg,woman,1,female,tv,без_звука,без звука,mute,2.793,48000,-26.29,0.0772,3845.63,"[{""word"": ""без"", ""start"": 0.0, ""end"": 1.453}, {""word"": ""звука"", ""start"": 1.453, ""end"": 2.854}]",True,Praat TextGrid,2025-04-15
audio_091,audio/woman/1/tv/включи_телевизор.ogg,woman,1,female,tv,включи_телевизор,включи телевизор,turn_on,2.614,48000,-25.04,0.067,3762.37,"[{""word"": ""включи"", ""start"": 0.0, ""end"": 0.919}, {""word"": ""телевизор"", ""start"": 0.919, ""end"": 1.818}]",True,Praat TextGrid,2025-04-15
audio_092,audio/woman/1/tv/выйди.ogg,woman,1,female,tv,выйди,выйди,navigate,2.034,48000,-27.22,0.045,3543.64,"[{""word"": ""выйди"", ""start"": 0.0, ""end"": 2.496}]",True,Praat TextGrid,2025-04-15
audio_093,audio/woman/1/tv/выключи_телевизор.ogg,woman,1,female,tv,выключи_телевизор,выключи телевизор,turn_off,2.514,48000,-24.49,0.0538,3029.11,"[{""word"": ""выключи"", ""start"": 0.0, ""end"": 1.725}, {""word"": ""телевизор"", ""start"": 1.725, ""end"": 3.469}]",True,Praat TextGrid,2025-04-15
audio_094,audio/woman/1/tv/громкость_вверх.ogg,woman,1,female,tv,громкость_вверх,громкость вверх,increase_value,3.233,48000,-26.43,0.064,3845.05,"[{""word"": ""громкость"", ""start"": 0.0, ""end"": 1.693}, {""word"": ""вверх"", ""start"": 1.693, ""end"": 3.439}]",True,Praat TextGrid,2025-04-15
audio_095,audio/woman/1/tv/громкость_вниз.ogg,woman,1,female,tv,громкость_вниз,громкость вниз,decrease_value,3.253,48000,-25.19,0.0716,3929.43,"[{""word"": ""громкость"", ""start"": 0.0, ""end"": 1.458}, {""word"": ""вниз"", ""start"": 1.458, ""end"": 2.974}]",True,Praat TextGrid,2025-04-15
audio_096,audio/woman/1/tv/открой_меню.ogg,woman,1,female,tv,открой_меню,открой меню,navigate,2.074,48000,-25.61,0.0469,3153.78,"[{""word"": ""открой"", ""start"": 0.0, ""end"": 0.99}, {""word"": ""меню"", ""start"": 0.99, ""end"": 1.995}]",True,Praat TextGrid,2025-04-15
audio_097,audio/woman/1/tv/переключи_на_hdmi.ogg,woman,1,female,tv,переключи_на_hdmi,переключи на HDMI,change_mode,3.733,48000,-24.41,0.0656,3632.57,"[{""word"": ""переключи"", ""start"": 0.0, ""end"": 0.593}, {""word"": ""на"", ""start"": 0.593, ""end"": 1.244}, {""word"": ""HDMI"", ""start"": 1.244, ""end"": 1.849}]",True,Praat TextGrid,2025-04-15
audio_098,audio/woman/1/tv/предыдущий_канал.ogg,woman,1,female,tv,предыдущий_канал,предыдущий канал,decrease_value,2.494,48000,-24.74,0.0493,3118.5,"[{""word"": ""предыдущий"", ""start"": 0.0, ""end"": 0.805}, {""word"": ""канал"", ""start"": 0.805, ""end"": 1.524}]",True,Praat TextGrid,2025-04-15
audio_099,audio/woman/1/tv/следующий_канал.ogg,woman,1,female,tv,следующий_канал,следующий канал,increase_value,2.313,48000,-20.7,0.0533,3099.34,"[{""word"": ""следующий"", ""start"": 0.0, ""end"": 1.455}, {""word"": ""канал"", ""start"": 1.455, ""end"": 2.895}]",True,Praat TextGrid,2025-04-15
