,ID  объявления,Количество комнат,Тип,Метро,"Время до метро, мин",Способ до метро,Город,Улица,Номер дома,Адрес,"Площадь, м2",Этаж,Кол-во этажей,Тип дома,Парковка,"Цена аренды, руб/мес",Ком платежи,Залог,Срок аренды,Телефоны,Описание,Ремонт,Балкон,Лоджия,Окна,Мебель на кухне,Мебель в комнатах,"Ванна,",Душевая кабина,Стиральная машина,Кондиционер,Посудомоечная машина,Телевизор,Холодильник,Интернет,Можно с животными,Можно с детьми,Название ЖК,"Высота потолков, м",Лифт пасс,Лифт груз,Мусоропровод,Ссылка на объявление
80,253816818,0,Квартира,м. Приморская,,пешком,Санкт-Петербург,26-я Васильевского острова линия,26,"Санкт-Петербург, 26-я Васильевского острова линия, 7",27.0,5,10,Панельный,,30000.0,3000.0,30000.0,Длительный,79586056040,"Предлагается в аренду квартира-студия в ЖК Палаццио, Васильевский остров. Жилой комплекс с закрытой территорией, свойе инфрастуктурой. Квартира с евроремонт.Встроенная кухня, кровать. Совмещенный санузел, душевая. Застекленный балкон, окна во двор.



Номер объекта: #1/546329/14453, 10 фото",,,1.0,Во двор,True,True,,,True,,,True,True,True,,,,,,,,https://www.cian.ru/rent/flat/253816818
81,254786872,0,Квартира,м. Василеостровская,7.0,на машине,Санкт-Петербург,проспект Средний Васильевского острова,87,"Санкт-Петербург, проспект Средний Васильевского острова, 87к3",27.0,5,11,Монолитный,наземная,37000.0,2000.0,37000.0,Длительный,79587754769,"Арт. 46647317 Цена актуальна на период с июня по сентябрь, остальные месяцы стоимость аренды ниже - 30 000 рублей. 

Предлагается в аренду на длительный срок просторные апартаменты в новом апарт-комплексе бизнес-класса NEXT по адресу Средний пр-кт В.О., 87, к3. 
Апартаменты оснащены всей необходимой мебелью и бытовой техникой, в том числе и посудомоечной машиной, для комфортного проживания! 

Апартаменты NEXT расположены в престижном и благополучном районе центра Петербурга в окружении исторических памятников, музеев и зеленых скверов. В радиусе 800 метров от комплекса находится несколько школ и детских садов, супермаркетов и спортивных центров. В 10-минутной доступности две станции метро и выезд на Западный скоростной диаметр., Возможен торг, 8 фото",Евроремонт,,,,True,True,,,True,,True,True,True,True,,,Клубные апартаменты Next,,1.0,,,https://www.cian.ru/rent/flat/254786872
82,255171516,0,Квартира,м. Рыбацкое,16.0,пешком,Санкт-Петербург,Рыбацкий проспект,17,"Санкт-Петербург, Рыбацкий проспект, 17к1",32.3,2,16,Монолитный,,19000.0,,10000.0,Длительный,79587754023,"""Рыбацкое"" метро -10 минут пешком , Рыбацкий проспект ,дом 17 , корп.1
ТСЖ . Дом 2010 г.п. в хорошем состоянии . Чистый подьезд .
Квартира-студия площадью 32.3м (как 1 ком.квартира ) расположена на 2 -м этаже .
Окно выходит во двор.Юго-западная сторона . Квартира очень теплая, светлая, чистая .
Все удобства . Дополнительно установлен водонагреватель . Большая прихожая !
Лоджии /балкона - нет . Есть козырек -крыша общего помещения 1-ого этажа )
Прямо напротив выхода из дома удобный подход к берегу р.Невы с красивым видом
на вантовый Б.Охтинский мост .
Метро пешком 10-15 минут или 3 остановки . Удобный выезд на КАД .
Для жильцов дома возможность парковки авто у дома ( за шлагбаумом ) .
Сдается на длительный срок только гражданам России и Белоруссии .
Чистота и порядок в квартире - обязательное требование .
Оплата : аренда + КУ + залог . Оформление по  договору юриста  .
Услуги агентств не требуются ., 25 фото",Косметический,,,Во двор,True,True,True,,True,,,True,True,True,True,True,,,3.0,,True,https://www.cian.ru/rent/flat/255171516
83,254907156,0,Квартира,м. Комендантский,20.0,пешком,Санкт-Петербург,улица Репищева,10,"Санкт-Петербург, улица Репищева, 10к2",30.0,5,24,Монолитный,,20000.0,,20000.0,Длительный,79813352252,"Квартира в новом доме. Отличное состояние, евро ремонт, есть вся необходимая мебель и бытовая техника. Все новое!, 10 фото",Евроремонт,,1.0,Во двор,True,True,,True,True,,,True,True,True,,,,,4.0,,True,https://www.cian.ru/rent/flat/254907156
84,254456873,0,Квартира,м. Ладожская,10.0,на машине,Санкт-Петербург,Ленская улица,19,"Санкт-Петербург, Ленская улица, 19к1",26.0,8,17,Монолитный,,19000.0,2000.0,19000.0,Длительный,79587732621,"Сдается студия с отличным ремонтом. Встроенная кухня с посудомоечной машиной, духовым шкафом и микроволновкой. Есть кондиционер. Натяжные потолки с продуманным освещением. Стоимость 19000 руб + комм услуги 2000 руб . Залог 100% ( можно внести двумя частями). Квартира сдается для одного  или семейной пары, РФ. Комиссия 13300 руб., 9 фото",Евроремонт,,1.0,Во двор,True,True,,True,True,True,True,True,True,True,,,,,2.0,,True,https://www.cian.ru/rent/flat/254456873
85,254968839,0,Квартира,м. Фрунзенская,10.0,пешком,Санкт-Петербург,Смоленская улица,18,"Санкт-Петербург, Смоленская улица, 18литА",28.0,23,25,Монолитно-кирпичный,,35000.0,,35000.0,Длительный,79586052166,"Предлагается квартира студия в новом доме у метро Фрунзенская. Квартира с качетсвенным ремонтом, соврменная мебель. Все в отличном состоянии. Панорамное остекление с прекрасным видом. 

Номер объекта: #1/537049/14453, 15 фото",Евроремонт,,,На улицу,True,True,,,True,,,True,True,True,,,,,1.0,,,https://www.cian.ru/rent/flat/254968839
86,254027320,0,Квартира,,,,Санкт-Петербург,улица Летчика Лихолетова,14,"Санкт-Петербург, улица Летчика Лихолетова, 14к2",25.0,10,12,,,12000.0,,6000.0,Длительный,79587734010,"Сдается квартира-студия БЕЗ МЕБЕЛИ на длительный срок для граждан РФ. Квартира чистая,светлая. Расположена в новом доме,новом развивающемся районе (ЖК ""Солнечный город"").Коммунальные услуги (небольшие) дополнительно., 5 фото",Косметический,,1.0,,,,,True,,,,,,True,,,Солнечный город,,,,,https://www.cian.ru/rent/flat/254027320
87,254813980,0,Квартира,м. Проспект,46.0,на машине,Санкт-Петербург,проспект Ветеранов,169,"Санкт-Петербург, проспект Ветеранов, 169к3",24.0,6,13,,,16000.0,1280.0,16000.0,Длительный,79813387248,"Предлагается хорошая студия квартира недалеко от метро Проспект Ветеранов . Развитая инфраструктура: аптеки, магазины, рестораны, кафе и другое находится рядом с жилым комплексом. Квартира располагается на 6 этаже и укомплектована всей необходимой мебелью и бытовой техникой: кухонный гарнитур, варочная поверхность, духовой шкаф и другое. Федеральная компания ""Этажи"" гарантирует безопасность и чистоту сделки!
 Доп. описание: санузел совмещенный, плита электрическая, пластиковые окна, в доме есть: детская площадка, закрытый двор, ворота, видеонаблюдение, наземный паркинг, подземный паркинг, полуподземный паркинг, лифт пассажирский, лифт грузовой, ремонт по дизайн-проекту, также имеются: интернет, кабельное телевидение, счетчики холодной и горячей воды, домофон, железная дверь, , , , , ,  . Номер в базе: 5566367., 8 фото",Дизайнерский,1.0,,,,,,,True,,,True,True,True,,,Солнечный город,,1.0,1.0,,https://www.cian.ru/rent/flat/254813980
88,254813977,0,Квартира,м. Проспект,77.0,на машине,Санкт-Петербург,улица Летчика Лихолетова,14,"Санкт-Петербург, улица Летчика Лихолетова, 14к4",28.4,8,13,,,16000.0,1280.0,16000.0,Длительный,79587737933,"Сдается квартира-студия. Все уже готово для комфортной жизни, установлена необходимая мебель и бытовая техника. 
Арендная плата:16000 т.р. + КУ.
Возможна аренда от 1 месяца.
Дети, животные обговариваются отдельно.
 Доп. описание: санузел совмещенный, , пластиковые окна, в доме есть: детская площадка, открытый двор, наземный паркинг, лифт пассажирский, лифт грузовой, современный ремонт, также имеются: телефон, интернет, кабельное телевидение, счетчики холодной и горячей воды, домофон, железная дверь, телевидение, , , , , , , ,  . Номер в базе: 5509579., 13 фото",Евроремонт,1.0,,,,,,,True,,,True,True,True,,,Солнечный город,,1.0,1.0,,https://www.cian.ru/rent/flat/254813977
89,254562814,0,Квартира,,,,Санкт-Петербург,,16,"Санкт-Петербург, дорога Муринская, 16к2",31.0,17,24,Панельный,,18000.0,,,Длительный,79587741255,"Сдается на длительный срок новая студия  от собственника с евроремонтом, с большой лоджией. Есть все необходимое для комфортного проживания: новая мебель , сантехника, бытовая техника, посуда. Заезжать можно с детьми и только русскоязычным. Школы , детские сады, больницы и магазины рядом.
Сумма коммунальных платежей оплачивается отдельно по квитанции и счетчикам., 13 фото",Евроремонт,,1.0,Во двор,True,True,True,,True,,,True,True,True,,True,Цветной Город,,1.0,2.0,,https://www.cian.ru/rent/flat/254562814
90,254600254,0,Квартира,,,,Санкт-Петербург,,16,"Санкт-Петербург, дорога Муринская, 16к2",31.0,22,24,Панельный,,18000.0,,,Длительный,79587740762,"Сдается на длительный срок новая студия от собственника с евроремонтом, с большой лоджией. Есть все необходимое для комфортного проживания: новая мебель , сантехника, бытовая техника, посуда. Заезжать можно с детьми и только русскоязычным. Школы , детские сады, больницы и магазины рядом. Сумма коммунальных платежей оплачивается отдельно по квитанции и счетчикам., 11 фото",Евроремонт,,1.0,Во двор,True,True,True,,True,,,True,True,True,,True,Цветной Город,,1.0,2.0,,https://www.cian.ru/rent/flat/254600254
91,253851487,0,Квартира,м. Лесная,,пешком,Санкт-Петербург,Выборгская набережная,59,"Санкт-Петербург, Выборгская набережная, 59К1",11.0,3,4,Кирпичный,открытая,17500.0,1500.0,17500.0,Длительный,79587737471,"Арт. 46280612 Сдаётся студия со всеми условиями на длительный срок , Выборгская набережная 59к1, площадь 11 кв.м.,  с ремонтом и красивым 
 видом на воду.  Есть все необходимое- хороший 
 новая кровать, 
 шкаф, холодильник, стиральная машина автомат, стол, встроенная кухня, душевая кабина.  Все новое, никто не жил. Квартира расположена на 3 этаже 4 этажного кирпичного дома.  Комиссия 60 % по факту заселения при заполнении договора. Идеально для одного человека, для пары, для студента. Инфраструктура развита. Ближайшие метро Петроградская и Лесная.  Просмотры в удобное время по предварительной договоренности., 5 фото",Косметический,,,На улицу,True,True,,,True,,,,True,,,,,,,,,https://www.cian.ru/rent/flat/253851487
92,254794722,0,Квартира,м. Комендантский,,пешком,Санкт-Петербург,,23,"Санкт-Петербург, аллея Арцеуловская, 23к1",22.0,9,19,Монолитный,,17000.0,2000.0,17000.0,Длительный,79587732847,"Арт. 232551 Предлагается в аренду на длительный срок уютная студия в Приморском районе по адресу: Арцеуловская аллеся 23к1. В квартире есть вся мебель и техника для комфортного проживания. Новый ЖК ""Чистое небо"". Квартира ранее не сдавалась. Развитая инфраструктура. Идеально подходит для одного человека или пары., 8 фото",,,1.0,,True,True,,,True,,,,True,True,,,Чистое небо,,1.0,1.0,,https://www.cian.ru/rent/flat/254794722
93,254772030,0,Квартира,м. Площадь,29.0,на машине,Санкт-Петербург,Кондратьевский проспект,64,"Санкт-Петербург, Кондратьевский проспект, 64к9",25.0,15,25,,,18000.0,1440.0,18000.0,Длительный,79587726677,"Предлагается шикарная студия в Калининском районе. Развитая инфраструктура: аптеки, магазины, рестораны, кафе и многое другое находится рядом с жилым домом. Квартира располагается на 15 этаже и укомплектована всей необходимой мебелью и бытовой техникой: кухонный гарнитур, варочная поверхность, духовой шкаф, новый холодильник, стиральная машина. Федеральное агентство ""Этажи"" гарантирует Вам безопасность и скорость проведения сделки. Оплата комиссионного вознаграждения производится только по факту заселения. . Номер в базе: 4924874., 8 фото",Евроремонт,1.0,,,,,,,True,,,True,True,True,,,,,1.0,1.0,,https://www.cian.ru/rent/flat/254772030
94,255067724,0,Квартира,м. Комендантский,37.0,пешком,Санкт-Петербург,улица Плесецкая,20,"Санкт-Петербург, улица Плесецкая, 20к2",24.0,9,25,Монолитно-кирпичный,,19000.0,,19000.0,Длительный,79587729710,"Сдаётся квартира-студия в новом доме! 
В составе квартала кафе, рестораны, аптеки, отделение банка, физкультурно-оздоровительный центр. Во дворе и в доме есть мини-маркет, пекарня и продуктовый магазин. Придомовая территория благоустроена прогулочными зелеными зонами и бульварами. В пешей доступности находятся школы, детские сады, гипермаркеты Лента, Леруа Мерлен, а также клиники и салоны. Неподалёку Юнтоловский заповедник. 

Общий метраж: 24 м²Общая / 18 м²Жилая / 4 м²Кухня

Квартира оборудована новой, качественной мебелью и бытовой техникой для комфортного проживания. Удобная планировка. Функциональная кухонная зона. Застёкленная лоджия. Санузел совмещенный, в кафеле, установлены стиральная машина и душевая кабина. В доме бесшумные лифты OTIS.

Транспортная доступность: метро Комендантский проспект в 10 минутах транспортом (остановки общественного транспорта возле дома), выезд на КАД и ЗСД расположен в семи минутах транспортом.

Иные платежи: 
-Обеспечительный депозит(залог) 1(одна)  ..., 10 фото",Евроремонт,,1.0,На улицу и двор,True,True,,True,True,,,,True,,True,True,Чистое небо,,2.0,2.0,,https://www.cian.ru/rent/flat/255067724
95,249339163,0,Квартира,м. Проспект,10.0,пешком,Санкт-Петербург,проспект Солидарности,9к3,"Санкт-Петербург, проспект Солидарности, 9к3",25.0,12,16,Кирпичный,,17000.0,2000.0,17000.0,Длительный,79587702536,"ЕСТЬ СВОЁ ПАРКОВОЧНОЕ МЕСТО!
На длительный срок сдается уютная квартира-студия на пр. Солидарности, д.9, к.3 (5 мин. трансп. до ст. м. ""Пр. Большевиков""). Общая площадь 25 кв.м., есть вся необходимая мебель, холодильник, стир. машина. 12-й этаж 16-ти-этажного кирпичного дома. Закрытый благоустроенный двор с детской площадкой и парковкой, развитая инфраструктура, рядом школы, сады, банки, магазины, ТРК. Для славян (одного или пары). Арендная плата - 17000 руб + ку (~2000-2500) +счетчики, залог. Без комиссии, 7 фото",Косметический,,1.0,,True,True,,True,True,,,,True,True,,,,,,,,https://www.cian.ru/rent/flat/249339163
96,255109729,0,Квартира,м. Комендантский,,пешком,Санкт-Петербург,проспект Королева,57,"Санкт-Петербург, проспект Королева, 57к1",26.0,15,24,Монолитный,,18000.0,2000.0,18000.0,Длительный,79587732847,"Арт. 234621 В аренду на длительный срок предлагается светлая квартира студия в Приморском районе. В квартире есть все для комфортного проживания, кухня полностью укомплектована. Квартира теплая, свежий ремонт. Звоните!, 7 фото",,,,,True,True,,,True,,,,True,True,True,True,Граффити,,,,,https://www.cian.ru/rent/flat/255109729
97,254643804,0,Квартира,м. Проспект,20.0,на машине,Санкт-Петербург,проспект Ветеранов,169,"Санкт-Петербург, проспект Ветеранов, 169к1",25.0,8,13,Монолитный,многоуровневая,18000.0,2000.0,9000.0,Длительный,79587734737,"Аренда. 
Предлагается квартира-студия площадью 25 м, по адресу: пр. Ветеранов 169, ЖК Солнечный город. До метро пр. Ветеранов/Ленинский пр. 20 минут транспортом. 
В квартире сделан ремонт, есть вся необходимая бытовая техника: холодильник, СВЧ, варочная поверхность, ТВ, стиральная машина, wi-fi (оплачен до конца года); в ванной - душевая кабинка. 
Сдается для граждан РФ.  
Стоимость 18 тыс. руб + ку (2000-2500). Страховой депозит (залог) можно внести частями, при выезде возвращается. 
Комиссия 10 тыс. рублей. Заключается договор аренды., 7 фото",Косметический,1.0,,Во двор,True,True,,True,True,,,True,True,True,,,Солнечный город,,2.0,2.0,,https://www.cian.ru/rent/flat/254643804
98,254602861,0,Квартира,м. Комендантский,5.0,на машине,Санкт-Петербург,Парашютная улица,36,"Санкт-Петербург, Парашютная улица, 36к1",23.5,22,25,Панельный,,20000.0,,5000.0,Длительный,79587740762,"Сдается на длительный срок новая студия от собственника с евроремонтом в премиальном доме со всеми коммуникациями, с хорошей шумоизоляцией и  большой лоджией. Пол паркетный, двухзонные потолки и  все необходимое для комфортного проживания: новая мебель , сантехника, бытовая техника, посуда. На этаже находятся только квартиры с постоянными жильцами, студий нет.  Развитая инфраструктура (магазины, школа, детский сад рядом). Есть своя закрытая зона прогулок и спорт занятий. Сумма коммунальных платежей оплачивается отдельно по квитанции и счетчикам., 22 фото",Евроремонт,,1.0,Во двор,True,True,,True,True,,,True,True,True,,,квартал Комендантский,,1.0,1.0,,https://www.cian.ru/rent/flat/254602861
99,250202067,0,Квартира,м. Пролетарская,,пешком,Санкт-Петербург,улица Русановская,18,"Санкт-Петербург, улица Русановская, 18к1",23.5,18,18,Кирпичный,,18000.0,2500.0,18000.0,Длительный,79587732847,"Арт. 228361 Сдается в аренду на длительный срок студия.
В квартире есть необходимая мебель и техника!
Звоните, организуем показ!
вторник 30 03, 8 фото",,,1.0,,True,True,,,True,,,,True,,,,ЦДС Приневский,,,,,https://www.cian.ru/rent/flat/250202067
100,254813964,0,Квартира,м. Московская,15.0,на машине,Санкт-Петербург,улица Орджоникидзе,52,"Санкт-Петербург, улица Орджоникидзе, 52",27.1,9,25,,,21000.0,,17000.0,Длительный,79587737940,"Уютная просторная меблированная с техникой 1 к.кв в жилом комплексе от застройщика Л1 в Московском районе!!!И всего 25 минут до аэропорта Пулково на транспорте!!!15 минут пешком до метро ""Звездная""!
Кварплата входит в стоимость квартиры! 

Недалеко расположен выезд на ЗСД и Кад.

Синяя ветка, ст. м. Московская позволяет в течении 15 минут добраться о центра города!

Развитая инфраструктура района, все необходимое:
В доме есть продуктовый магазин пятерочка!
Торгово-развлекательные центры, кинотеатры, аэропорт, продуктовые и другие муниципальные объекты находится в пешей и транспортной доступности для вашего удобства!

В квартире сделана перепланировка что прибавило функционала квартире как 1 комнатной квартире:
- разделили санузел!
- отделена кухня от жилой комнаты!
Компания ""ЭТАЖИ"" гарантирует безопасность и чистоту сделки!
 Доп. описание: санузел раздельный, , пластиковые окна, в доме есть: открытый двор, наземный паркинг, лифт пассажирский, лифт грузовой, современный ремонт, также им ..., 9 фото",Евроремонт,1.0,,,,,,,True,,,True,True,True,,,Звездный,,1.0,1.0,,https://www.cian.ru/rent/flat/254813964
101,254133015,0,Квартира,м. Беговая,18.0,пешком,Санкт-Петербург,Туристская улица,28,"Санкт-Петербург, Туристская улица, 28к1",25.0,4,17,Монолитно-кирпичный,,21000.0,,21000.0,Длительный,79587737050,"Сдаётся в аренду на длительный срок отличная квартира-студия в жилом комплексе Море Океан в Приморском районе!

 Находится в Приморском районе на пересечении улиц Яхтенной, Оптиков и Богатырского проспекта. С хорошо продуманной и развитой инфраструктурой. В пешей доступности продуктовые магазины, булочная, кафе-пекарня, пиццерии, рестораны, салоны красоты, аптеки, медицинские центры. Поблизости Перекресток и крупный гипермаркет Окей.

Общий метраж:  25 м²Общая / 15 м²Жилая / 4 м²Кухня 

 В квартире выполнен современный качественный ремонт. Имеется вся необходимая мебель, в т.ч. шкаф-стенка и раскладной диван. Из бытовой техники плита с керамической варочной поверхностью, духовой шкаф, СВЧ, холодильник, посудомоечная машина, стиральная машина. А также телевизор, пылесос, утюг, сушило. Все новое, в исправном и идеальном состоянии. На окне стеклопакет. Прекрасный вид на город. Солнечная сторона. Очень светлая и уютная квартира!

Хорошая транспортная доступность:  до ближайшей станции метр ..., 20 фото",Евроремонт,,1.0,На улицу,True,True,,True,True,,True,True,True,True,,,ЦДС Юнтоловский,,2.0,1.0,,https://www.cian.ru/rent/flat/254133015
102,254813948,0,Квартира,м. Чкаловская,1.0,на машине,Санкт-Петербург,Чкаловский проспект,16,"Санкт-Петербург, Чкаловский проспект, 16Б",14.0,2,4,,,20000.0,1600.0,10000.0,Длительный,79813387248,"Предлагается шикарная квартира-студия рядом с метро Чкаловская в петроградском районе. Развитая инфраструктура: аптеки, магазины, рестораны, кафе и другое находится рядом с жилым комплексом. Квартира располагается на 2 этаже и укомплектована всей необходимой мебелью и бытовой техникой: кухонный гарнитур, варочная поверхность, духовой шкаф и другое. Федеральная компания ""Этажи"" гарантирует безопасность и чистоту сделки!
 Доп. описание: санузел совмещенный, плита электрическая, пластиковые окна, в доме есть: закрытый двор, наземный паркинг, без лифта, ремонт по дизайн-проекту, также имеются: интернет, кабельное телевидение, счетчики холодной и горячей воды, домофон, железная дверь, телевидение, , , , , ,  . Номер в базе: 5155215., 9 фото",Дизайнерский,,,,,,,,True,,,True,,True,,,,,,,,https://www.cian.ru/rent/flat/254813948
103,254716265,0,Квартира,м. Автово,12.0,на машине,Санкт-Петербург,Ленинский проспект,64,"Санкт-Петербург, Ленинский проспект, 64к1",25.0,17,25,,,20000.0,1600.0,20000.0,Длительный,79587733744,"Сдаётся квартира студия, площадь 24 кв.м. Сдаётся впервые. Развитый район, в доме Пятёрочка и др. магазины, транспорт до метро(20 мин) и т.д. Вся необходимая для комфортного проживания техника (всё как новое), посуда и т.д. Интернет, тв, всё есть. Квартира делалась для себя. Закрытый двор, рядом Финский залив, 17 этаж, хороший вид. КУ оплачивается отдельно(2000-3000), залог за один месяц, Гражданам РФ, девушке или паре от 25 лет. На длительный срок. От собственника.
Просмотры в любое время.
 Доп. описание: санузел раздельный, , пластиковые окна, в доме есть: открытый двор, наземный паркинг, лифт пассажирский, лифт грузовой, ремонт по дизайн-проекту, также имеются: телефон, интернет, кабельное телевидение, счетчики холодной и горячей воды, домофон, железная дверь, телевидение, , , , , ,  . Номер в базе: 5705092., 23 фото",Дизайнерский,1.0,,,,,,,,,,True,,True,,,Ленинский парк,,1.0,1.0,,https://www.cian.ru/rent/flat/254716265
104,254765534,0,Квартира,м. Комендантский,,пешком,Санкт-Петербург,,23,"Санкт-Петербург, аллея Арцеуловская, 23к1",25.0,8,19,Монолитный,,20000.0,2000.0,20000.0,Длительный,79587732847,"Арт. 224464 Предлагается в аренду на длительный срок уютная студия в Приморском районе по адресу: Арцеуловская аллеся 23к1. В квартире есть вся мебель и техника для комфортного проживания. Новый ЖК ""Чистое небо"". Квартира ранее не сдавалась. Развитая инфраструктура. Идеально подходит для одного человека или пары., 9 фото",,,1.0,,True,True,,,True,,,,True,True,,,Чистое небо,,1.0,1.0,,https://www.cian.ru/rent/flat/254765534
105,255168336,0,Квартира,м. Нарвская,5.0,на машине,Санкт-Петербург,Бумажная улица,20,"Санкт-Петербург, Бумажная улица, 20",28.0,4,5,,,21000.0,1680.0,21000000.0,Длительный,79587757663,"Уютная квартира недалеко от метро Нарвская, по адресу Бумажная 20.
В квартире сделан косметический ремонт, чистая.
Студия 28 м для семьи, компании, группы, деловых путешественников, оснащена всей необходимой мебелью, техникой, посудой.
Федеральная компания ""Этажи"" гарантирует безопасность и чистоту сделки!
 . Номер в базе: 5750131., 10 фото",Косметический,,,,,,,,True,,,True,True,,,,,,,,,https://www.cian.ru/rent/flat/255168336
106,254475892,0,Квартира,м. Ленинский,,пешком,Санкт-Петербург,Ленинский проспект,82,"Санкт-Петербург, Ленинский проспект, 82к1",36.1,6,17,Кирпичный,,20000.0,2800.0,20000.0,Длительный,79587732847,"Арт. 233612 Предлагается в аренду на длительный срок студия в Кировском районе! В квартире есть все для комфортного проживания, теплая и солнечная. Инфраструктура развита, в пешей доступности остановки общественного транспорта. Звоните!, Возможен торг, 9 фото",,1.0,,,True,True,,,True,,,,True,,,,Адмирал,,2.0,2.0,,https://www.cian.ru/rent/flat/254475892
107,249609613,0,Квартира,м. Московская,5.0,на машине,Санкт-Петербург,й Предпортовый проезд,5,"Санкт-Петербург, 5-й Предпортовый проезд, 12к2",30.0,8,20,Кирпичный,наземная,20000.0,3500.0,20000.0,Длительный,79587732847,"Арт. 227462 Сдается студия в Московском районе по адресу 5 предпортовый проезд д.12 кор.2 в 10 минутах от метро Московская. 

Квартира находится в новом доме, в отличном состоянии после ремонта, есть вся необходимая техника и мебель. Сан.узел в кафеле, стеклопакеты, охраняемый паркинг., 6 фото",,,,,True,True,,,True,,,True,True,True,,,,,,,,https://www.cian.ru/rent/flat/249609613
108,254764480,0,Квартира,м. Комендантский,10.0,на машине,Санкт-Петербург,улица Плесецкая,20,"Санкт-Петербург, улица Плесецкая, 20к1",25.0,9,25,Панельный,подземная,22000.0,1500.0,22000.0,Длительный,79587745694,"Сдается на длительный срок уютная студия в ЖК ""Чистое Небо""! 
В квартире сделан качественный и современный ремонт. Установлена новая отличная техника: холодильник, варочная поверхность, духовой шкаф, вытяжка, микроволновка, телевизор со SMART TV, стиральная машина, пылесос, утюг. большой шкаф с комодом. Удобный диван является огромным преимуществом квартиры. Для комфортной жизни также имеется вся посуда, подушки и одеяла. Просторная лоджия, окна выходят на солнечную сторону. 
Во дворе большая парковка, детская площадка. При желании есть возможность арендовать место в подземном паркинге.
Самое удачное расположение дома во всем комплексе. Лента в 7 минутах пешком, маленькие магазины в доме. Остановка маршруток, автобусов, троллейбусов в 2 минутах ходьбы. На общественном транспорте до метро Комендантский Проспект 12 минут езды. Удобный выезд на КАД и ЗСД. 
Стоимость аренды 22000руб+КУ (около 2000руб). Комиссия и залог в размере месячной оплаты. Залог можно разделить на 2 части!
Квартира с ..., 13 фото",Дизайнерский,,1.0,Во двор,True,True,,True,True,,,True,True,True,True,True,Чистое небо,,1.0,1.0,,https://www.cian.ru/rent/flat/254764480
109,254607268,0,Квартира,м. Звездная,7.0,пешком,Санкт-Петербург,Пулковская улица,8К2,"Санкт-Петербург, Пулковская улица, 8К2",26.0,16,21,Монолитный,,23000.0,2000.0,23000.0,Длительный,79587749444,"Сдаётся студия на длительный срок. 
В квартире есть современная мебель и бытовая техника:стиральная машина, микроволновая печь, мультиварка,чайник,гладильная доска,утюг, сушилка, духовка и варочная панель, есть вся посуда. Просторная светлая застекленная лоджия. Коммунальный платеж примерно 2000 в месяц, счетчики оплачиваются отдельно., 10 фото",Евроремонт,,1.0,Во двор,True,True,True,,True,,,True,True,True,,,,,2.0,1.0,True,https://www.cian.ru/rent/flat/254607268
110,255113350,0,Квартира,м. Ломоносовская,5.0,на машине,Санкт-Петербург,Октябрьская набережная,44,"Санкт-Петербург, Октябрьская набережная, 44",25.0,7,14,,наземная,23000.0,2500.0,23000.0,Длительный,79587760009,"Сдается  уютная видовая квартира-студия с и лоджией 6 м2. Дом кoмфорт-клаcсa монолитный 2019 года постройки, ЖK ""Полис на Heвe"". Просторная лоджия с внутренней отделкой и панорамным остеклением с видом на Неву. Укомплектована всей необходимой мебелью и бытовой техникой.
Отличное местоположение с развитой инфраструктурой детские садики, школы, поликлиники, Спорт клуб Динамит и Фитнес Хаус, прямые выезды на КАД, автобусные и трамвайные остановки.
Территория закрыта от посторонних, по периметру комплекс полностью огорожен, круглосуточная охрана/ видео наблюдение. 
Только на длительный срок!! одному/ паре/ семье с ребенком. Без животных.Гражданство РФ., 12 фото",Евроремонт,,,На улицу,True,True,,True,True,,,True,True,True,,,Полис на Неве,,1.0,1.0,,https://www.cian.ru/rent/flat/255113350
111,250511325,0,Квартира,м. Звездная,16.0,пешком,Санкт-Петербург,Пулковское шоссе,14,"Санкт-Петербург, Пулковское шоссе, 14Е",25.0,19,23,Монолитный,наземная,25000.0,3000.0,25000.0,Длительный,79587759979,"Сдается новая студия в ЖК Salut в отличном состоянии в Московском районе. Имеется вся мебель и бытовая техника для комфортного проживания: встроенная кухня, холодильник, стир.машина, двуспальный диван, шкафы, плазменный телевизор, интернет/тв. Лоджия застеклена. Сан узел в кафеле, душевая кабина. Видовой этаж. Круглосуточная охрана, рецепшн, услуги клиннинга. В шаговой доступности Пулковский парк, кафе, спортклуб, магазины, ТРК Лето. Рядом остановки общественного транспорта, заезд на КАД, ЗСД. На длительный срок. Возможно работа с юр.лицами., 12 фото",Дизайнерский,,1.0,Во двор,True,True,,True,True,,,True,True,True,,,Инвест,,1.0,1.0,False,https://www.cian.ru/rent/flat/250511325
112,255043083,0,Квартира,м. Московская,3.0,пешком,Санкт-Петербург,Московский проспект,183,"Санкт-Петербург, Московский проспект, 183-185",26.0,2,14,Кирпичный,,25000.0,3000.0,29000.0,Длительный,79587746774,"Сдается студия в ЖК бизнес класса ""Граф Орлов""

Расположение: 3 минуты от метро Московская (250 метров)

Рядом (в т.ч. прямо напротив парадной) бесконечное количество кафе, ресторанов , пекарен, магазинов. Сделан новый ремонт. Кровать раздвигается и трансформируется в большую двухспальную кровать.

Стоимость: 29.000 (включая коммунальные услуги)+залог (можно разбить)+комиссия 60%

Звоните смотреть и заезжать можно уже сейчас., 9 фото",Евроремонт,,,,True,True,,True,True,,,,True,,,,Граф Орлов,,2.0,,True,https://www.cian.ru/rent/flat/255043083
