chord,chordLabel
http://iburakov.me/ontologies/chord-progressions#bIII%2B%28%239%2311%29,bIII+(#9#11)
http://iburakov.me/ontologies/chord-progressions#bIII%2B%28%239b13%29,bIII+(#9b13)
http://iburakov.me/ontologies/chord-progressions#bIII%2B%28b9%2311%29,bIII+(b9#11)
http://iburakov.me/ontologies/chord-progressions#bIII%2B%28b9b13%29,bIII+(b9b13)
http://iburakov.me/ontologies/chord-progressions#bIII%2B64,bIII+64
http://iburakov.me/ontologies/chord-progressions#bIII13,bIII13
http://iburakov.me/ontologies/chord-progressions#bIII6sus4,bIII6sus4
http://iburakov.me/ontologies/chord-progressions#bIII7%28add11add13%29,bIII7(add11add13)
http://iburakov.me/ontologies/chord-progressions#bIII7%28b5%29,bIII7(b5)
http://iburakov.me/ontologies/chord-progressions#bIII9sus4%28add13%29,bIII9sus4(add13)
http://iburakov.me/ontologies/chord-progressions#bIIIsus2%28add6%29,bIIIsus2(add6)
http://iburakov.me/ontologies/chord-progressions#bIIsus4%28no5%29,bIIsus4(no5)
http://iburakov.me/ontologies/chord-progressions#bIV%2B7%28%235%29,bIV+7(#5)
http://iburakov.me/ontologies/chord-progressions#bIV42,bIV42
http://iburakov.me/ontologies/chord-progressions#bV%237sus2,bV#7sus2
http://iburakov.me/ontologies/chord-progressions#bV%28add11%29,bV(add11)
http://iburakov.me/ontologies/chord-progressions#bV%28add6add9%29,bV(add6add9)
http://iburakov.me/ontologies/chord-progressions#bV42%28no5%29,bV42(no5)
http://iburakov.me/ontologies/chord-progressions#bV6%28add11%29%28no5%29,bV6(add11)(no5)
http://iburakov.me/ontologies/chord-progressions#bV64%28no3%29,bV64(no3)
http://iburakov.me/ontologies/chord-progressions#bV65%28%2311%29,bV65(#11)
http://iburakov.me/ontologies/chord-progressions#bV6sus4%28add9%29%28b5%29,bV6sus4(add9)(b5)
http://iburakov.me/ontologies/chord-progressions#bV7%28b5%29,bV7(b5)
http://iburakov.me/ontologies/chord-progressions#bV7sus2,bV7sus2
http://iburakov.me/ontologies/chord-progressions#bV9%28b5%29,bV9(b5)
http://iburakov.me/ontologies/chord-progressions#bVI%28%235%2311%29,bVI(#5#11)
http://iburakov.me/ontologies/chord-progressions#bVI%28%235%239%29,bVI(#5#9)
http://iburakov.me/ontologies/chord-progressions#bVI%28%235b13%29,bVI(#5b13)
http://iburakov.me/ontologies/chord-progressions#bVI%28%235b9%29,bVI(#5b9)
http://iburakov.me/ontologies/chord-progressions#bVI%28add9%29%28b5%29,bVI(add9)(b5)
http://iburakov.me/ontologies/chord-progressions#bVI%28no5%29,bVI(no5)
http://iburakov.me/ontologies/chord-progressions#bVI%2B%28%2311b13%29,bVI+(#11b13)
http://iburakov.me/ontologies/chord-progressions#bVI%2B%28%239%2311%29,bVI+(#9#11)
http://iburakov.me/ontologies/chord-progressions#bVI%2B%28%239b13%29,bVI+(#9b13)
http://iburakov.me/ontologies/chord-progressions#bVI%2B%28b9%2311%29,bVI+(b9#11)
http://iburakov.me/ontologies/chord-progressions#bVI%2B%28b9b13%29,bVI+(b9b13)
http://iburakov.me/ontologies/chord-progressions#bVI%2B42%28%235%29,bVI+42(#5)
http://iburakov.me/ontologies/chord-progressions#bVI%2B6%28add9%29%28%235%29,bVI+6(add9)(#5)
http://iburakov.me/ontologies/chord-progressions#bVI%2B7%28%235%239%29,bVI+7(#5#9)
http://iburakov.me/ontologies/chord-progressions#bVI%2B7%28add11%29%28%235%29,bVI+7(add11)(#5)
http://iburakov.me/ontologies/chord-progressions#bVI11,bVI11
http://iburakov.me/ontologies/chord-progressions#bVI42%28add13%29%28no5%29,bVI42(add13)(no5)
http://iburakov.me/ontologies/chord-progressions#bVI7%28%239%29,bVI7(#9)
http://iburakov.me/ontologies/chord-progressions#bVI7sus4%28b9%29,bVI7sus4(b9)
http://iburakov.me/ontologies/chord-progressions#bVI9%28%2311%29,bVI9(#11)
http://iburakov.me/ontologies/chord-progressions#bVII%2311,bVII#11
http://iburakov.me/ontologies/chord-progressions#bVII%28%235%2311%29,bVII(#5#11)
http://iburakov.me/ontologies/chord-progressions#bVII%28%235%239%29,bVII(#5#9)
http://iburakov.me/ontologies/chord-progressions#bVII%28%235b13%29,bVII(#5b13)
http://iburakov.me/ontologies/chord-progressions#bVII%28%235b9%29,bVII(#5b9)
http://iburakov.me/ontologies/chord-progressions#bVII%28b5%29,bVII(b5)
http://iburakov.me/ontologies/chord-progressions#bVII%2B%28%2311b13%29,bVII+(#11b13)
http://iburakov.me/ontologies/chord-progressions#bVII%2B%28%239%2311%29,bVII+(#9#11)
http://iburakov.me/ontologies/chord-progressions#bVII%2B%28%239b13%29,bVII+(#9b13)
http://iburakov.me/ontologies/chord-progressions#bVII%2B%28b9%2311%29,bVII+(b9#11)
http://iburakov.me/ontologies/chord-progressions#bVII%2B%28b9b13%29,bVII+(b9b13)
http://iburakov.me/ontologies/chord-progressions#bVII%2B7%28%235%239%29,bVII+7(#5#9)
http://iburakov.me/ontologies/chord-progressions#bVII%2B7%28%235%29,bVII+7(#5)
http://iburakov.me/ontologies/chord-progressions#bVII43%28b9%29,bVII43(b9)
http://iburakov.me/ontologies/chord-progressions#bVII6%28add9%29,bVII6(add9)
http://iburakov.me/ontologies/chord-progressions#bVII64%28add6%29,bVII64(add6)
http://iburakov.me/ontologies/chord-progressions#bVII64%28add9%29,bVII64(add9)
http://iburakov.me/ontologies/chord-progressions#bVII7%28add13%29,bVII7(add13)
http://iburakov.me/ontologies/chord-progressions#bVII7%28b13%29,bVII7(b13)
http://iburakov.me/ontologies/chord-progressions#bVII7%28no5%29%28b9%29,bVII7(no5)(b9)
http://iburakov.me/ontologies/chord-progressions#bVII9sus4%28add13%29,bVII9sus4(add13)
http://iburakov.me/ontologies/chord-progressions#bVsus4,bVsus4
http://iburakov.me/ontologies/chord-progressions#bbVII,bbVII
http://iburakov.me/ontologies/chord-progressions#bi9,bi9
http://iburakov.me/ontologies/chord-progressions#bii%237,bii#7
http://iburakov.me/ontologies/chord-progressions#bii%C3%B87%28b5%29,biiø7(b5)
http://iburakov.me/ontologies/chord-progressions#bii6%28add6%29%28%235%29,bii6(add6)(#5)
http://iburakov.me/ontologies/chord-progressions#bii7%28%2311%29,bii7(#11)
http://iburakov.me/ontologies/chord-progressions#biii%237,biii#7
http://iburakov.me/ontologies/chord-progressions#biii%28add6%29,biii(add6)
http://iburakov.me/ontologies/chord-progressions#biii%C3%B87%28b5%29,biiiø7(b5)
http://iburakov.me/ontologies/chord-progressions#biiio%28b5b13%29,biiio(b5b13)
http://iburakov.me/ontologies/chord-progressions#biisus4,biisus4
http://iburakov.me/ontologies/chord-progressions#V7sus2sus4%28add13%29,V7sus2sus4(add13)
http://iburakov.me/ontologies/chord-progressions#bv7sus4,bv7sus4
http://iburakov.me/ontologies/chord-progressions#bvi%28%2311b13%29,bvi(#11b13)
http://iburakov.me/ontologies/chord-progressions#bvi%28%235%2311%29,bvi(#5#11)
http://iburakov.me/ontologies/chord-progressions#bvi%28%235%239%29,bvi(#5#9)
http://iburakov.me/ontologies/chord-progressions#bvi%28%235b13%29,bvi(#5b13)
http://iburakov.me/ontologies/chord-progressions#bvi%28%235b9%29,bvi(#5b9)
http://iburakov.me/ontologies/chord-progressions#bvi%28%239%2311%29,bvi(#9#11)
http://iburakov.me/ontologies/chord-progressions#bvi%28%239b13%29,bvi(#9b13)
http://iburakov.me/ontologies/chord-progressions#bvi%28b5%2311%29,bvi(b5#11)
http://iburakov.me/ontologies/chord-progressions#bvi%28b5%239%29,bvi(b5#9)
http://iburakov.me/ontologies/chord-progressions#bvi%28b9%2311%29,bvi(b9#11)
http://iburakov.me/ontologies/chord-progressions#bvi%28b9b13%29,bvi(b9b13)
http://iburakov.me/ontologies/chord-progressions#bvi%C3%B8%28b5b13%29,bviø(b5b13)
http://iburakov.me/ontologies/chord-progressions#bvi%C3%B8%28b5b9%29,bviø(b5b9)
http://iburakov.me/ontologies/chord-progressions#bvi%C3%B89%28b5%29,bviø9(b5)
http://iburakov.me/ontologies/chord-progressions#bvi43,bvi43
http://iburakov.me/ontologies/chord-progressions#bvi6,bvi6
http://iburakov.me/ontologies/chord-progressions#bvi64%28add9%29,bvi64(add9)
http://iburakov.me/ontologies/chord-progressions#bvii%28add9%29,bvii(add9)
http://iburakov.me/ontologies/chord-progressions#bvii%C3%B842%28b5%29,bviiø42(b5)
http://iburakov.me/ontologies/chord-progressions#bvii11,bvii11
http://iburakov.me/ontologies/chord-progressions#bvii42,bvii42
http://iburakov.me/ontologies/chord-progressions#bvii6%28add9%29,bvii6(add9)
http://iburakov.me/ontologies/chord-progressions#bvii7sus2,bvii7sus2
http://iburakov.me/ontologies/chord-progressions#bvii9,bvii9
http://iburakov.me/ontologies/chord-progressions#bviio%28b5%239%29,bviio(b5#9)
http://iburakov.me/ontologies/chord-progressions#bviio%28b5%29,bviio(b5)
http://iburakov.me/ontologies/chord-progressions#bviio%28b5b9%29,bviio(b5b9)
http://iburakov.me/ontologies/chord-progressions#iv43,iv43
http://iburakov.me/ontologies/chord-progressions#i%237%28%2311%29,i#7(#11)
http://iburakov.me/ontologies/chord-progressions#i%28add6%29%28%235%29,i(add6)(#5)
http://iburakov.me/ontologies/chord-progressions#i%C3%B8%28add9%29,iø(add9)
http://iburakov.me/ontologies/chord-progressions#i%C3%B843%28b5%29,iø43(b5)
http://iburakov.me/ontologies/chord-progressions#i%C3%B87%28no3%29,iø7(no3)
http://iburakov.me/ontologies/chord-progressions#i%C3%B89%28b5%29,iø9(b5)
http://iburakov.me/ontologies/chord-progressions#i11%28b13%29,i11(b13)
http://iburakov.me/ontologies/chord-progressions#i42%28no5%29,i42(no5)
http://iburakov.me/ontologies/chord-progressions#i43%28%239%29,i43(#9)
http://iburakov.me/ontologies/chord-progressions#i64%28add11%29,i64(add11)
http://iburakov.me/ontologies/chord-progressions#i64%28add9%29%28no3%29,i64(add9)(no3)
http://iburakov.me/ontologies/chord-progressions#i7%28add11%29%28%239%29,i7(add11)(#9)
http://iburakov.me/ontologies/chord-progressions#i7%28no3%29%28%235%29,i7(no3)(#5)
http://iburakov.me/ontologies/chord-progressions#i7sus2%28add11%29,i7sus2(add11)
http://iburakov.me/ontologies/chord-progressions#i9%28add13%29,i9(add13)
http://iburakov.me/ontologies/chord-progressions#i9%28b13%29,i9(b13)
http://iburakov.me/ontologies/chord-progressions#i9sus4%28add13%29,i9sus4(add13)
http://iburakov.me/ontologies/chord-progressions#ib13,ib13
http://iburakov.me/ontologies/chord-progressions#ii%28add11%29%28no5%29,ii(add11)(no5)
http://iburakov.me/ontologies/chord-progressions#ii%28add9add11%29,ii(add9add11)
http://iburakov.me/ontologies/chord-progressions#ii%C3%B8%28%2311b13%29,iiø(#11b13)
http://iburakov.me/ontologies/chord-progressions#ii%C3%B8%28%239b13%29,iiø(#9b13)
http://iburakov.me/ontologies/chord-progressions#ii%C3%B8%28b9b13%29,iiø(b9b13)
http://iburakov.me/ontologies/chord-progressions#ii%C3%B811%28no3no5%29,iiø11(no3no5)
http://iburakov.me/ontologies/chord-progressions#ii%C3%B842%28no3%29,iiø42(no3)
http://iburakov.me/ontologies/chord-progressions#ii%C3%B842sus2%28b5%29,iiø42sus2(b5)
http://iburakov.me/ontologies/chord-progressions#ii%C3%B865%28add11%29%28no5%29,iiø65(add11)(no5)
http://iburakov.me/ontologies/chord-progressions#ii%C3%B865%28add13%29%28b5%29,iiø65(add13)(b5)
http://iburakov.me/ontologies/chord-progressions#ii%C3%B865%28no5%29,iiø65(no5)
http://iburakov.me/ontologies/chord-progressions#ii%C3%B87%28no3no5%29,iiø7(no3no5)
http://iburakov.me/ontologies/chord-progressions#ii%C3%B89%28b5%29,iiø9(b5)
http://iburakov.me/ontologies/chord-progressions#ii42%28%235%29,ii42(#5)
http://iburakov.me/ontologies/chord-progressions#ii42%28add11%29,ii42(add11)
http://iburakov.me/ontologies/chord-progressions#ii43%28b5%29,ii43(b5)
http://iburakov.me/ontologies/chord-progressions#ii6%28add6%29,ii6(add6)
http://iburakov.me/ontologies/chord-progressions#ii64%28add11%29,ii64(add11)
http://iburakov.me/ontologies/chord-progressions#ii64%28add6%29,ii64(add6)
http://iburakov.me/ontologies/chord-progressions#ii64sus4%28add6%29,ii64sus4(add6)
http://iburakov.me/ontologies/chord-progressions#ii65%28no5%29,ii65(no5)
http://iburakov.me/ontologies/chord-progressions#ii6sus2,ii6sus2
http://iburakov.me/ontologies/chord-progressions#ii7%28add11add13%29,ii7(add11add13)
http://iburakov.me/ontologies/chord-progressions#ii7sus4%28%239%29,ii7sus4(#9)
http://iburakov.me/ontologies/chord-progressions#ii9%28no5%29,ii9(no5)
http://iburakov.me/ontologies/chord-progressions#iii%28add6%29%28no5%29,iii(add6)(no5)
http://iburakov.me/ontologies/chord-progressions#iii%28add9%29%28no5%29,iii(add9)(no5)
http://iburakov.me/ontologies/chord-progressions#iii%C3%B8%28%2311b13%29,iiiø(#11b13)
http://iburakov.me/ontologies/chord-progressions#iii%C3%B8%28%239b13%29,iiiø(#9b13)
http://iburakov.me/ontologies/chord-progressions#iii%C3%B8%28b9b13%29,iiiø(b9b13)
http://iburakov.me/ontologies/chord-progressions#iii%C3%B843%28b5%29,iiiø43(b5)
http://iburakov.me/ontologies/chord-progressions#iii%C3%B87%28b5b9%29,iiiø7(b5b9)
http://iburakov.me/ontologies/chord-progressions#iii42%28add11add13%29,iii42(add11add13)
http://iburakov.me/ontologies/chord-progressions#iii64%28%235%29,iii64(#5)
http://iburakov.me/ontologies/chord-progressions#iii64%28add11%29,iii64(add11)
http://iburakov.me/ontologies/chord-progressions#iii64%28add6add9%29,iii64(add6add9)
http://iburakov.me/ontologies/chord-progressions#iii65%28add13%29,iii65(add13)
http://iburakov.me/ontologies/chord-progressions#iii7%28%235%29,iii7(#5)
http://iburakov.me/ontologies/chord-progressions#iii7%28%235b9%29,iii7(#5b9)
http://iburakov.me/ontologies/chord-progressions#iii7%28add13%29%28no5%29,iii7(add13)(no5)
http://iburakov.me/ontologies/chord-progressions#iii7%28no3no5%29,iii7(no3no5)
http://iburakov.me/ontologies/chord-progressions#iiib7sus2sus4%28%235%29,iiib7sus2sus4(#5)
http://iburakov.me/ontologies/chord-progressions#iiio%28%239%2311%29,iiio(#9#11)
http://iburakov.me/ontologies/chord-progressions#iiio%28b9%2311%29,iiio(b9#11)
http://iburakov.me/ontologies/chord-progressions#iiisus2%28no5%29,iiisus2(no5)
http://iburakov.me/ontologies/chord-progressions#iio%28%2311b13%29,iio(#11b13)
http://iburakov.me/ontologies/chord-progressions#iio%28%239b13%29,iio(#9b13)
http://iburakov.me/ontologies/chord-progressions#iio%28b5%239%29,iio(b5#9)
http://iburakov.me/ontologies/chord-progressions#iio%28b5b9%29,iio(b5b9)
http://iburakov.me/ontologies/chord-progressions#iio%28b9b13%29,iio(b9b13)
http://iburakov.me/ontologies/chord-progressions#iio%28no3%29%28b5%29,iio(no3)(b5)
http://iburakov.me/ontologies/chord-progressions#iiob7,iiob7
http://iburakov.me/ontologies/chord-progressions#iiosus4,iiosus4
http://iburakov.me/ontologies/chord-progressions#iiosus4%28no5%29,iiosus4(no5)
http://iburakov.me/ontologies/chord-progressions#io%28no3%29,io(no3)
http://iburakov.me/ontologies/chord-progressions#io43,io43
http://iburakov.me/ontologies/chord-progressions#io43%28b5%29,io43(b5)
http://iburakov.me/ontologies/chord-progressions#io6%28b5%29,io6(b5)
http://iburakov.me/ontologies/chord-progressions#isus2sus4%28no5%29,isus2sus4(no5)
http://iburakov.me/ontologies/chord-progressions#iv%237%28%2311%29,iv#7(#11)
http://iburakov.me/ontologies/chord-progressions#iv%28b5b13%29,iv(b5b13)
http://iburakov.me/ontologies/chord-progressions#iv%28b5b9%29,iv(b5b9)
http://iburakov.me/ontologies/chord-progressions#iv43sus2,iv43sus2
http://iburakov.me/ontologies/chord-progressions#iv6%28add9add11%29,iv6(add9add11)
http://iburakov.me/ontologies/chord-progressions#iv6%28no5%29,iv6(no5)
http://iburakov.me/ontologies/chord-progressions#iv64sus4,iv64sus4
http://iburakov.me/ontologies/chord-progressions#iv65sus4,iv65sus4
http://iburakov.me/ontologies/chord-progressions#iv7%28b13%29,iv7(b13)
http://iburakov.me/ontologies/chord-progressions#iv9%28add13%29,iv9(add13)
http://iburakov.me/ontologies/chord-progressions#ivo%28%2311b13%29,ivo(#11b13)
http://iburakov.me/ontologies/chord-progressions#ivo%28%239b13%29,ivo(#9b13)
http://iburakov.me/ontologies/chord-progressions#ivo%28b5%239%29,ivo(b5#9)
http://iburakov.me/ontologies/chord-progressions#ivo%28b5b9%29,ivo(b5b9)
http://iburakov.me/ontologies/chord-progressions#ivo%28b9b13%29,ivo(b9b13)
http://iburakov.me/ontologies/chord-progressions#ivo6%28add6%29%28b5%29,ivo6(add6)(b5)
http://iburakov.me/ontologies/chord-progressions#ivo6%28b5%29,ivo6(b5)
http://iburakov.me/ontologies/chord-progressions#ivo64%28b5%29,ivo64(b5)
http://iburakov.me/ontologies/chord-progressions#ivo64%28no3%29%28b5%29,ivo64(no3)(b5)
http://iburakov.me/ontologies/chord-progressions#ivsus2%28no5%29,ivsus2(no5)
http://iburakov.me/ontologies/chord-progressions#v%C3%B8%28%2311b13%29,vø(#11b13)
http://iburakov.me/ontologies/chord-progressions#v%C3%B8%28%239b13%29,vø(#9b13)
http://iburakov.me/ontologies/chord-progressions#v%C3%B8%28add9%29,vø(add9)
http://iburakov.me/ontologies/chord-progressions#v%C3%B8%28b9b13%29,vø(b9b13)
http://iburakov.me/ontologies/chord-progressions#v%C3%B865%28b5%29,vø65(b5)
http://iburakov.me/ontologies/chord-progressions#v%C3%B865%28b5b9%29,vø65(b5b9)
http://iburakov.me/ontologies/chord-progressions#v%C3%B87%28b5%29,vø7(b5)
http://iburakov.me/ontologies/chord-progressions#v%C3%B87%28b5b9%29,vø7(b5b9)
http://iburakov.me/ontologies/chord-progressions#v11%28no3no5%29,v11(no3no5)
http://iburakov.me/ontologies/chord-progressions#v13%28b9%29,v13(b9)
http://iburakov.me/ontologies/chord-progressions#v42%28add11add13%29,v42(add11add13)
http://iburakov.me/ontologies/chord-progressions#v42%28no5%29,v42(no5)
http://iburakov.me/ontologies/chord-progressions#v43%28no3%29,v43(no3)
http://iburakov.me/ontologies/chord-progressions#v6%28add6%29,v6(add6)
http://iburakov.me/ontologies/chord-progressions#v64sus4%28add6%29,v64sus4(add6)
http://iburakov.me/ontologies/chord-progressions#v7%28b9%29,v7(b9)
http://iburakov.me/ontologies/chord-progressions#v7sus4%28no5%29,v7sus4(no5)
http://iburakov.me/ontologies/chord-progressions#vi%28%235%29,vi(#5)
http://iburakov.me/ontologies/chord-progressions#vi%C3%B8%28%2311b13%29,viø(#11b13)
http://iburakov.me/ontologies/chord-progressions#vi%C3%B8%28%239b13%29,viø(#9b13)
http://iburakov.me/ontologies/chord-progressions#vi%C3%B8%28add6%29,viø(add6)
http://iburakov.me/ontologies/chord-progressions#vi%C3%B8%28b9b13%29,viø(b9b13)
http://iburakov.me/ontologies/chord-progressions#vi%C3%B842%28b5%29,viø42(b5)
http://iburakov.me/ontologies/chord-progressions#vi%C3%B843%28b5%29,viø43(b5)
http://iburakov.me/ontologies/chord-progressions#vi%C3%B89,viø9
http://iburakov.me/ontologies/chord-progressions#vi11%28%239%29,vi11(#9)
http://iburakov.me/ontologies/chord-progressions#vi42%28add11%29,vi42(add11)
http://iburakov.me/ontologies/chord-progressions#vi42%28no5%29,vi42(no5)
http://iburakov.me/ontologies/chord-progressions#vi42sus2,vi42sus2
http://iburakov.me/ontologies/chord-progressions#vi42sus4,vi42sus4
http://iburakov.me/ontologies/chord-progressions#vi43%28add13%29,vi43(add13)
http://iburakov.me/ontologies/chord-progressions#vi43%28no3%29,vi43(no3)
http://iburakov.me/ontologies/chord-progressions#vi43sus4,vi43sus4
http://iburakov.me/ontologies/chord-progressions#vi6%28add9add11%29,vi6(add9add11)
http://iburakov.me/ontologies/chord-progressions#vi65%28add11%29,vi65(add11)
http://iburakov.me/ontologies/chord-progressions#vi65%28no5%29,vi65(no5)
http://iburakov.me/ontologies/chord-progressions#vi65sus4,vi65sus4
http://iburakov.me/ontologies/chord-progressions#vi6sus2,vi6sus2
http://iburakov.me/ontologies/chord-progressions#vi7%28%2311%29,vi7(#11)
http://iburakov.me/ontologies/chord-progressions#vi7%28add13%29%28no3%29,vi7(add13)(no3)
http://iburakov.me/ontologies/chord-progressions#vi7sus2%28add11%29%28no5%29,vi7sus2(add11)(no5)
http://iburakov.me/ontologies/chord-progressions#vi7sus2sus4,vi7sus2sus4
http://iburakov.me/ontologies/chord-progressions#vi7sus4%28no5%29,vi7sus4(no5)
http://iburakov.me/ontologies/chord-progressions#vi9%28%235%29,vi9(#5)
http://iburakov.me/ontologies/chord-progressions#vi9%28add13%29,vi9(add13)
http://iburakov.me/ontologies/chord-progressions#vii%28add11%29,vii(add11)
http://iburakov.me/ontologies/chord-progressions#vii%C3%B8%28%2311b13%29,viiø(#11b13)
http://iburakov.me/ontologies/chord-progressions#vii%C3%B8%28%239b13%29,viiø(#9b13)
http://iburakov.me/ontologies/chord-progressions#vii%C3%B8%28b5b13%29,viiø(b5b13)
http://iburakov.me/ontologies/chord-progressions#vii%C3%B8%28b9b13%29,viiø(b9b13)
http://iburakov.me/ontologies/chord-progressions#vii%C3%B842%28add13%29%28no5%29,viiø42(add13)(no5)
http://iburakov.me/ontologies/chord-progressions#vii%C3%B842%28b5%29,viiø42(b5)
http://iburakov.me/ontologies/chord-progressions#vii%C3%B843%28add11%29,viiø43(add11)
http://iburakov.me/ontologies/chord-progressions#vii%C3%B843%28add11add13%29,viiø43(add11add13)
http://iburakov.me/ontologies/chord-progressions#vii%C3%B843%28add13%29,viiø43(add13)
http://iburakov.me/ontologies/chord-progressions#vii%C3%B864%28add9%29,viiø64(add9)
http://iburakov.me/ontologies/chord-progressions#vii%C3%B865sus2,viiø65sus2
http://iburakov.me/ontologies/chord-progressions#vii%C3%B87%28b5%29,viiø7(b5)
http://iburakov.me/ontologies/chord-progressions#vii%C3%B87%28b9%29,viiø7(b9)
http://iburakov.me/ontologies/chord-progressions#vii11%28no3%29,vii11(no3)
http://iburakov.me/ontologies/chord-progressions#vii64%28add11%29%28%235%29,vii64(add11)(#5)
http://iburakov.me/ontologies/chord-progressions#vii7%28add11%29,vii7(add11)
http://iburakov.me/ontologies/chord-progressions#vii9%28no5%29,vii9(no5)
http://iburakov.me/ontologies/chord-progressions#viio%28%239%2311%29,viio(#9#11)
http://iburakov.me/ontologies/chord-progressions#viio%28add9add11%29,viio(add9add11)
http://iburakov.me/ontologies/chord-progressions#viio%28b5%239%29,viio(b5#9)
http://iburakov.me/ontologies/chord-progressions#viio%28b5b9%29,viio(b5b9)
http://iburakov.me/ontologies/chord-progressions#viio%28b9%2311%29,viio(b9#11)
http://iburakov.me/ontologies/chord-progressions#viio7%28add11%29,viio7(add11)
http://iburakov.me/ontologies/chord-progressions#viio7%28b9%29,viio7(b9)
http://iburakov.me/ontologies/chord-progressions#viiosus4%28no5%29,viiosus4(no5)
http://iburakov.me/ontologies/chord-progressions#viisus2,viisus2
http://iburakov.me/ontologies/chord-progressions#vio%28%239%2311%29,vio(#9#11)
http://iburakov.me/ontologies/chord-progressions#vio%28b5%239%29,vio(b5#9)
http://iburakov.me/ontologies/chord-progressions#vio%28b5b9%29,vio(b5b9)
http://iburakov.me/ontologies/chord-progressions#vio%28b9%2311%29,vio(b9#11)
http://iburakov.me/ontologies/chord-progressions#vio43,vio43
http://iburakov.me/ontologies/chord-progressions#vio6%28b5%29,vio6(b5)
http://iburakov.me/ontologies/chord-progressions#vio6%28no5%29,vio6(no5)
http://iburakov.me/ontologies/chord-progressions#vio64%28no3%29,vio64(no3)
http://iburakov.me/ontologies/chord-progressions#vio65,vio65
http://iburakov.me/ontologies/chord-progressions#visus4%28add6%29,visus4(add6)
http://iburakov.me/ontologies/chord-progressions#vo%28%2311b13%29,vo(#11b13)
http://iburakov.me/ontologies/chord-progressions#vo%28%239b13%29,vo(#9b13)
http://iburakov.me/ontologies/chord-progressions#vo%28b5%239%29,vo(b5#9)
http://iburakov.me/ontologies/chord-progressions#vo%28b5b9%29,vo(b5b9)
http://iburakov.me/ontologies/chord-progressions#vo%28b9b13%29,vo(b9b13)
http://iburakov.me/ontologies/chord-progressions#vo42,vo42
http://iburakov.me/ontologies/chord-progressions#vo43,vo43
http://iburakov.me/ontologies/chord-progressions#vo6%28b5%29,vo6(b5)
http://iburakov.me/ontologies/chord-progressions#vob7,vob7
http://iburakov.me/ontologies/chord-progressions#vosus2,vosus2
http://iburakov.me/ontologies/chord-progressions#vosus2%28no5%29,vosus2(no5)
http://iburakov.me/ontologies/chord-progressions#vsus4%28no5%29,vsus4(no5)
http://iburakov.me/ontologies/chord-progressions#%23I,#I
http://iburakov.me/ontologies/chord-progressions#%23I%28%2311b13%29,#I(#11b13)
http://iburakov.me/ontologies/chord-progressions#%23I%28%239%2311%29,#I(#9#11)
http://iburakov.me/ontologies/chord-progressions#%23I%28%239b13%29,#I(#9b13)
http://iburakov.me/ontologies/chord-progressions#%23I%28b5%2311%29,#I(b5#11)
http://iburakov.me/ontologies/chord-progressions#%23I%28b5%239%29,#I(b5#9)
http://iburakov.me/ontologies/chord-progressions#%23I%28b5b13%29,#I(b5b13)
http://iburakov.me/ontologies/chord-progressions#%23I%28b5b9%29,#I(b5b9)
http://iburakov.me/ontologies/chord-progressions#%23I%28b9%2311%29,#I(b9#11)
http://iburakov.me/ontologies/chord-progressions#%23I%28b9b13%29,#I(b9b13)
http://iburakov.me/ontologies/chord-progressions#%23I%2B%28%235%2311%29,#I+(#5#11)
http://iburakov.me/ontologies/chord-progressions#%23I%2B%28%235%239%29,#I+(#5#9)
http://iburakov.me/ontologies/chord-progressions#%23I%2B%28%235b13%29,#I+(#5b13)
http://iburakov.me/ontologies/chord-progressions#%23I%2B%28%235b9%29,#I+(#5b9)
http://iburakov.me/ontologies/chord-progressions#%23III64,#III64
http://iburakov.me/ontologies/chord-progressions#%23V%28no3no5%29,#V(no3no5)
http://iburakov.me/ontologies/chord-progressions#%23V11,#V11
http://iburakov.me/ontologies/chord-progressions#%23V7%28b5%29,#V7(b5)
http://iburakov.me/ontologies/chord-progressions#%23VI7%28%239%29,#VI7(#9)
http://iburakov.me/ontologies/chord-progressions#%23VII7,#VII7
http://iburakov.me/ontologies/chord-progressions#%23i%C3%B8%28%2311b13%29,#iø(#11b13)
http://iburakov.me/ontologies/chord-progressions#%23i%C3%B8%28%239b13%29,#iø(#9b13)
http://iburakov.me/ontologies/chord-progressions#%23i%C3%B8%28b5b13%29,#iø(b5b13)
http://iburakov.me/ontologies/chord-progressions#%23i%C3%B8%28b9b13%29,#iø(b9b13)
http://iburakov.me/ontologies/chord-progressions#%23i11,#i11
http://iburakov.me/ontologies/chord-progressions#%23ii%28%2311b13%29,#ii(#11b13)
http://iburakov.me/ontologies/chord-progressions#%23ii%28%239b13%29,#ii(#9b13)
http://iburakov.me/ontologies/chord-progressions#%23ii%28b5b13%29,#ii(b5b13)
http://iburakov.me/ontologies/chord-progressions#%23ii%28b5b9%29,#ii(b5b9)
http://iburakov.me/ontologies/chord-progressions#%23ii%28b9b13%29,#ii(b9b13)
http://iburakov.me/ontologies/chord-progressions#%23ii%C3%B87,#iiø7
http://iburakov.me/ontologies/chord-progressions#%23iii%28add6%29,#iii(add6)
http://iburakov.me/ontologies/chord-progressions#%23iii43,#iii43
http://iburakov.me/ontologies/chord-progressions#%23iii65%28%235%29,#iii65(#5)
http://iburakov.me/ontologies/chord-progressions#%23iiio%237%28b5%29,#iiio#7(b5)
