Модальность,Уровень 1,Уровень 2,Уровень 3,Вектор
,обезьяна,descriptions/обезьяна_description_18.txt,длинные изогнутые хвосты маленькие глаза мех,descriptions/обезьяна_description_vector_18.txt
,обезьяна,descriptions/обезьяна_description_19.txt,маленькие короткий мех яркие глаза белый,descriptions/обезьяна_description_vector_19.txt
,обезьяна,descriptions/обезьяна_description_20.txt,маленькие мягкий пушистый мех лицо гибкие,descriptions/обезьяна_description_vector_20.txt
,обезьяна,descriptions/обезьяна_description_21.txt,короткий мех выразительные глаза серый черный,descriptions/обезьяна_description_vector_21.txt
,обезьяна,descriptions/обезьяна_description_22.txt,длинные изогнутые хвосты короткий мех мордочка,descriptions/обезьяна_description_vector_22.txt
,обезьяна,descriptions/обезьяна_description_23.txt,маленькие короткий мех острый черты лица,descriptions/обезьяна_description_vector_23.txt
,обезьяна,descriptions/обезьяна_description_24.txt,густый вьющийся мех длинные изогнутые хвосты,descriptions/обезьяна_description_vector_24.txt
,обезьяна,descriptions/обезьяна_description_25.txt,маленькие пушистый мех яркие глаза серый,descriptions/обезьяна_description_vector_25.txt
,обезьяна,descriptions/обезьяна_description_26.txt,гибкие мускулистые конечности пушистый мех лицо,descriptions/обезьяна_description_vector_26.txt
,обезьяна,descriptions/обезьяна_description_27.txt,маленькие густый мех круглые глаза серый,descriptions/обезьяна_description_vector_27.txt
,обезьяна,descriptions/обезьяна_description_28.txt,крупные толстый складчатый мех длинные уши,descriptions/обезьяна_description_vector_28.txt
,обезьяна,descriptions/обезьяна_description_29.txt,маленькие короткий мех яркие глаза разнообразных,descriptions/обезьяна_description_vector_29.txt
,обезьяна,descriptions/обезьяна_description_30.txt,длинные гибкие конечности короткий мех выразительные,descriptions/обезьяна_description_vector_30.txt
,овца,descriptions/овца_description_1.txt,мягкая густая складки белоснежная,descriptions/овца_description_vector_1.txt
,овца,descriptions/овца_description_2.txt,черная лицо средний мощный,descriptions/овца_description_vector_2.txt
,овца,descriptions/овца_description_3.txt,крупные белый мертвеннобелый голова морда,descriptions/овца_description_vector_3.txt
,овца,descriptions/овца_description_4.txt,короткая плотная белая черное морда ноги,descriptions/овца_description_vector_4.txt
,овца,descriptions/овца_description_5.txt,длинная густая шерсть голова шея длинные уши,descriptions/овца_description_vector_5.txt
,овца,descriptions/овца_description_6.txt,густая блестящая выраженная грива шея,descriptions/овца_description_vector_6.txt
,овца,descriptions/овца_description_7.txt,короткая гладкая черный морда мощные,descriptions/овца_description_vector_7.txt
,овца,descriptions/овца_description_8.txt,черная мощный выразительный черные глаза,descriptions/овца_description_vector_8.txt
,овца,descriptions/овца_description_9.txt,короткая плотная белая черные ноги,descriptions/овца_description_vector_9.txt
,овца,descriptions/овца_description_10.txt,белая черная средний мощный,descriptions/овца_description_vector_10.txt
,овца,descriptions/овца_description_11.txt,густая курчавая мощные уши,descriptions/овца_description_vector_11.txt
,овца,descriptions/овца_description_12.txt,короткая густая белая черная,descriptions/овца_description_vector_12.txt
,овца,descriptions/овца_description_13.txt,плотная мягкая белая коричневые отметины,descriptions/овца_description_vector_13.txt
,овца,descriptions/овца_description_14.txt,многоцветная чернобелая маска изящный,descriptions/овца_description_vector_14.txt
,овца,descriptions/овца_description_15.txt,черная белая черные ноги,descriptions/овца_description_vector_15.txt
,овца,descriptions/овца_description_16.txt,белая черная морда мощные ноги,descriptions/овца_description_vector_16.txt
,овца,descriptions/овца_description_17.txt,короткая густая белая черные отметины,descriptions/овца_description_vector_17.txt
,овца,descriptions/овца_description_18.txt,короткая густая белая черная маска,descriptions/овца_description_vector_18.txt
,овца,descriptions/овца_description_19.txt,короткая плотная белая черные отметины,descriptions/овца_description_vector_19.txt
,овца,descriptions/овца_description_20.txt,густая мягкая белая черные отметины,descriptions/овца_description_vector_20.txt
,овца,descriptions/овца_description_21.txt,густая серая черные отметины,descriptions/овца_description_vector_21.txt
,овца,descriptions/овца_description_22.txt,короткая густая белая черные отметины,descriptions/овца_description_vector_22.txt
,овца,descriptions/овца_description_23.txt,черная белая черные отметины,descriptions/овца_description_vector_23.txt
,овца,descriptions/овца_description_24.txt,короткая густая белая черные отметины,descriptions/овца_description_vector_24.txt
,овца,descriptions/овца_description_25.txt,короткая плотная белая черные отметины,descriptions/овца_description_vector_25.txt
,овца,descriptions/овца_description_26.txt,черная черные отметины,descriptions/овца_description_vector_26.txt
,овца,descriptions/овца_description_27.txt,короткая густая белая черные отметины,descriptions/овца_description_vector_27.txt
,овца,descriptions/овца_description_28.txt,черная белая черные отметины,descriptions/овца_description_vector_28.txt
,овца,descriptions/овца_description_29.txt,крупные короткая густая белая черные отметины,descriptions/овца_description_vector_29.txt
,овца,descriptions/овца_description_30.txt,мягкая густая белая черные отметины,descriptions/овца_description_vector_30.txt
