Company,Model,Variant,Type,Seating_Capacity,Price,Fuel_Type,Wheelbase,Length,Width,Height,Boot_Space,Doors,Ground_Clearance,Kerb_Weight,Cruise_Control,Power_Steering,Displacement,Power,Torque,ABS,Airbags,Front_Brakes,Front_Suspension,Rear_Brakes,Rear_Suspension,Drivetrain,Gears,Price_Category,Offroad_Capability,Car_Dimensions
Bmw,7-Series,730Ld Design Pure Excellence Signature,Sedan,4.0,16104000,Diesel,3210.0,5120,2169.0,1479.0,515.0,4.0,152.0,,True,True,2993.0,265.0,620.0,True,True,Ventilated Disc,Adaptive 2-axle air suspension,Ventilated Disc,Adaptive 2-axle air suspension,AWD,8.0,Luxury,Low,Middle
Bmw,7-Series,730Ld M Sport,Sedan,4.0,16482200,Diesel,3210.0,5120,2169.0,1479.0,515.0,4.0,152.0,,True,True,2993.0,265.0,620.0,True,True,Ventilated Disc,Adaptive 2-axle air suspension,Ventilated Disc,Adaptive 2-axle air suspension,AWD,8.0,Luxury,Low,Middle
Bmw,7-Series,740Li Design Pure Excellence Signature,Sedan,4.0,16482200,Petrol,3210.0,5120,2169.0,1479.0,515.0,4.0,152.0,,True,True,2998.0,340.0,450.0,True,True,Ventilated Disc,Adaptive 2-axle air suspension,Ventilated Disc,Adaptive 2-axle air suspension,AWD,8.0,Luxury,Low,Middle
Bmw,7-Series,745Le Xdrive,Sedan,4.0,20130000,Hybrid,3110.0,5219,2142.0,1481.0,500.0,4.0,152.0,,True,True,2998.0,286.0,450.0,True,True,Ventilated Disc,Adaptive 2-axle air suspension,Ventilated Disc,Adaptive 2-axle air suspension,AWD,8.0,Luxury,Low,Middle
Bmw,7-Series,M760Li Xdrive,Sedan,4.0,29585000,Petrol,3110.0,5219,2142.0,1481.0,500.0,4.0,152.0,,True,True,6592.0,609.0,850.0,True,True,Ventilated Disc,Adaptive 2-axle air suspension,Ventilated Disc,Adaptive 2-axle air suspension,AWD,8.0,Luxury,Low,Middle
Audi,Q8,55 Tfsi Quattro Tiptronic,SUV,7.0,16298590,Petrol,2994.0,5052,1968.0,1740.0,605.0,5.0,200.0,2115.0,True,True,2995.0,340.0,500.0,True,True,Ventilated Disc,adaptive air suspesion,Ventilated Disc,adaptive air suspesion,AWD,8.0,Luxury,High,Middle
Mercedes-Benz,S-Class,S 350 D,Sedan,5.0,16541294,Diesel,3035.0,5116,1899.0,1494.0,530.0,4.0,140.0,2132.0,True,True,2987.0,258.0,620.0,True,True,Ventilated Disc,AIRMATIC suspension,Ventilated Disc,AIRMATIC suspension,RWD,7.0,Luxury,Low,Middle
Mercedes-Benz,S-Class,S 450,Sedan,5.0,17051516,Petrol,3165.0,5246,1899.0,1494.0,510.0,4.0,109.0,2113.0,True,True,2996.0,333.0,480.0,True,True,Ventilated Disc,AIRMATIC suspension,Ventilated Disc,AIRMATIC suspension,RWD,7.0,Luxury,Low,Middle
Mercedes-Benz,S-Class,Amg S 63 Coupe,Coupe,4.0,31110000,Petrol,2945.0,5027,1899.0,1411.0,400.0,2.0,140.0,2080.0,True,True,3982.0,450.0,900.0,True,True,Ventilated Disc,Airmatic Air Suspension,Ventilated Disc,Airmatic Air Suspension,AWD,7.0,Luxury,Low,Small
Maserati,Levante,Diesel,SUV,4.0,17704705,Diesel,3004.0,5003,2158.0,1679.0,580.0,4.0,,,True,True,2987.0,275.0,600.0,True,True,Ventilated Disc,Double wishbone coil springs with stabilizer bar,Ventilated Disc,Double Wishbone Type With Coil Springs & Anti-Roll Bar,AWD,6.0,Luxury,Medium,Middle
Maserati,Levante,Gransport,SUV,4.0,18133804,Diesel,3004.0,5003,2158.0,1679.0,580.0,5.0,,,True,True,2979.0,350.0,500.0,True,True,Ventilated Disc,Double wishbone coil springs with stabilizer bar,Ventilated Disc,Double Wishbone Type With Coil Springs & Anti-Roll Bar,AWD,6.0,Luxury,Medium,Middle
Maserati,Levante,Granlusson,SUV,4.0,18767746,Diesel,3004.0,5003,2158.0,1679.0,580.0,5.0,,,True,True,2979.0,430.0,580.0,True,True,Ventilated Disc,Double wishbone coil springs with stabilizer bar,Ventilated Disc,Double Wishbone Type With Coil Springs & Anti-Roll Bar,AWD,6.0,Luxury,Medium,Middle
Mercedes-Benz,G-Class,Amg G 63,SUV,7.0,26687665,Petrol,2850.0,4763,1855.0,1938.0,480.0,5.0,205.0,2560.0,True,True,3982.0,585.0,850.0,True,True,Ventilated Disc,Rigid Axle,Ventilated Disc,Rigid Axle,AWD,9.0,Luxury,High,Middle
Mercedes-Benz,G-Class,G 350D,SUV,7.0,18300000,Diesel,2890.0,4817,1931.0,1969.0,,5.0,241.0,2453.0,True,True,2925.0,289.0,600.0,True,True,Ventilated Disc,Rigid Axle,Ventilated Disc,Rigid Axle,AWD,9.0,Luxury,High,Middle
Audi,A8 L,55 Tfsi Quattro,Sedan,4.0,19032000,Petrol,3128.0,5302,1945.0,1485.0,505.0,4.0,,2030.0,True,True,2995.0,340.0,500.0,True,True,Ventilated Disc,Five-link front axle; tubular anti-roll bar air spring suspension,Ventilated Disc,Five-link rear axle tubular anti-roll bar; air spring suspension,AWD,8.0,Luxury,Low,Middle
Maserati,Granturismo,Sport,Coupe,4.0,21020086,Petrol,2942.0,4881,1915.0,1353.0,261.0,2.0,100.0,1880.0,True,True,4691.0,460.0,520.0,True,True,Ventilated Disc,Double wishbone suspension,Ventilated Disc,Double wishbone suspension,RWD,6.0,Luxury,Low,Small
Maserati,Quattroporte,Granlusso,Sports,4.0,21838000,Diesel,3171.0,5262,1948.0,1481.0,530.0,4.0,100.0,1925.0,True,True,2987.0,275.0,600.0,True,True,Ventilated Disc,Double wishbone coil springs with stabilizer bar,Ventilated Disc,Double Wishbone Type With Coil Springs & Anti-Roll Bar,RWD,6.0,Luxury,Low,Middle
Lexus,Lc 500H,Coupe,Coupe,4.0,23912000,Hybrid,2870.0,4770,1920.0,1345.0,133.0,2.0,,1985.0,True,True,3456.0,299.0,350.0,True,True,Ventilated Disc,"Independent double-joint multilink with forged aluminum components, coil springs, linear-solenoid-actuated shock absorbers and adhesive-bonded stabilizer bar",Ventilated Disc,"Independent double-joint multilink with forged aluminum components, coil springs, linear-solenoid-actuated shock absorbers and adhesive-bonded stabilizer bar",AWD,,Luxury,Low,Small
Mercedes-Benz,Maybach,S650,Sedan,4.0,33316140,Petrol,3365.0,5453,1899.0,1498.0,510.0,4.0,,2200.0,True,True,5980.0,630.0,1000.0,True,True,Ventilated Disc,Airmatic Air Suspension,Ventilated Disc,Airmatic Air Suspension,AWD,7.0,Luxury,Low,Middle
Mercedes-Benz,Maybach,S560,Sedan,4.0,24265800,Petrol,3165.0,5246,1899.0,1494.0,530.0,4.0,,2200.0,True,True,4663.0,453.0,700.0,True,True,Ventilated Disc,Airmatic Air Suspension,Drum,Airmatic Air Suspension,AWD,9.0,Luxury,Low,Middle
Porsche,Panamera,Turbo,Sedan,4.0,25940860,Petrol,2950.0,5049,1937.0,1427.0,,4.0,215.0,2045.0,True,True,3996.0,550.0,770.0,True,True,Ventilated Disc,Aluminium Double Wishbone,Ventilated Disc,Aluminium multi-link with chassis subframe,AWD,7.0,Luxury,Medium,Small
Porsche,Panamera,Turbo Executive,Sedan,4.0,27587860,Petrol,3100.0,5199,1937.0,1432.0,,4.0,215.0,,True,True,3996.0,550.0,770.0,True,True,Ventilated Disc,Aluminium Double Wishbone,Ventilated Disc,Aluminium multi-link with chassis subframe,AWD,7.0,Luxury,Medium,Middle
Porsche,Panamera,Turbo Sport Turismo,Sedan,4.0,26531340,Petrol,2950.0,5049,1937.0,1432.0,,4.0,215.0,,True,True,3996.0,550.0,770.0,True,True,Ventilated Disc,Aluminium Double Wishbone,Ventilated Disc,Aluminium multi-link with chassis subframe,AWD,7.0,Luxury,Medium,Middle
Lexus,Lx 450D,V8,SUV,7.0,28413800,Diesel,2850.0,5080,1980.0,1865.0,,4.0,,2660.0,True,True,4461.0,261.0,650.0,True,True,Ventilated Disc,4 Wheel Active Height Control & Adaptive Variable Suspension,Ventilated Disc,4 Wheel Active Height Control & Adaptive Variable Suspension,FWD,6.0,Luxury,Low,Middle
Mercedes-Benz,S-Class Cabriolet,S500,Convertible,4.0,28659377,Petrol,2945.0,5027,1899.0,1417.0,530.0,2.0,,2115.0,True,True,4663.0,455.0,700.0,True,True,Ventilated Disc,AGILITY CONTROL suspension with selective damping system,Ventilated Disc,AGILITY CONTROL suspension with selective damping system,RWD,,Luxury,Low,Small
Audi,R8,V10 Plus,Coupe,2.0,33238900,Petrol,2650.0,4440,2029.0,1252.0,,2.0,110.0,1670.0,True,True,5204.0,610.0,560.0,True,True,Ventilated Disc,Double wishbone suspension,Ventilated Disc,Double wishbone suspension,AWD,7.0,Luxury,Low,Small
Lamborghini,Urus,V8,SUV,5.0,36600000,Petrol,3003.0,5112,2181.0,1638.0,616.0,5.0,,2200.0,True,True,3996.0,650.0,850.0,True,True,Ventilated Disc,adaptive air suspension,Ventilated Disc,adaptive air suspension,AWD,,Luxury,Medium,Middle
Bentley,Continental Gt,Coupe,Coupe,4.0,41225091,Petrol,2746.0,4807,2226.0,1401.0,358.0,2.0,142.0,2320.0,True,True,5998.0,590.0,720.0,True,True,Ventilated Disc,Air springs with continous damping control,Ventilated Disc,Air springs with continous damping control,AWD,8.0,Luxury,Low,Middle
Ferrari,Portofino,V8 Convertible,Convertible,2.0,42700000,Petrol,2669.0,4569,1910.0,1320.0,240.0,2.0,119.0,1730.0,True,True,3855.0,560.0,755.0,True,True,Ventilated Disc,Double wishbone suspension,Ventilated Disc,Multilink,AWD,7.0,Luxury,Low,Small
Bentley,Bentayga,W12,SUV,5.0,56048699,Petrol,2992.0,5141,1998.0,1742.0,430.0,5.0,,2422.0,True,True,5950.0,608.0,900.0,True,True,Ventilated Disc,Air Suspension with Continuous Damping Control and 4 height settings,Ventilated Disc,Air suspension with continuous damping control and 4 height setting,AWD,8.0,Luxury,Medium,Middle
Bentley,Bentayga,V8,SUV,5.0,45801324,Petrol,2995.0,5140,1998.0,1742.0,430.0,5.0,,2428.0,True,True,3996.0,550.0,770.0,True,True,Ventilated Disc,Air Suspension with Continuous Damping Control and 4 height settings,Ventilated Disc,Air suspension with continuous damping control and 4 height setting,AWD,8.0,Luxury,Medium,Middle
Aston Martin,Db 11,V12,Coupe,2.0,49356933,Petrol,2600.0,4385,1865.0,1250.0,300.0,2.0,130.0,1680.0,True,True,5198.0,608.0,700.0,True,True,Ventilated Disc,Independent Double Wish Bone - Coil Spring Suspension,Ventilated Disc,"rear multi link,Coil spring, anti roll bar and adaptive dampers",AWD,,Luxury,Low,Small
Ferrari,458 Speciale,Coupe,Coupe,2.0,51888430,Petrol,2650.0,4571,1951.0,1203.0,230.0,2.0,113.0,1395.0,True,True,4497.0,605.0,540.0,True,True,Ventilated Disc,Twin wishbones,Ventilated Disc,multi-link set-up,AWD,7.0,Luxury,Low,Small
Rolls-Royce,Ghost Series Ii,6.6,Sedan,5.0,56985874,Petrol,3295.0,5399,1948.0,1550.0,490.0,4.0,150.0,2490.0,True,True,6593.0,563.0,780.0,True,True,Ventilated Disc,Independent Double Wishbone with Air Springs,Ventilated Disc,Independent Multi-Link with Air Springs,RWD,8.0,Luxury,Low,Middle
Rolls-Royce,Ghost Series Ii,Ewb,Sedan,5.0,64961585,Petrol,3295.0,5569,1948.0,1550.0,490.0,4.0,150.0,2490.0,True,True,6592.0,570.0,780.0,True,True,Ventilated Disc,Independent Double Wishbone with Air Springs,Ventilated Disc,Independent Multi-Link with Air Springs,RWD,8.0,Luxury,Low,Middle
Rolls-Royce,Wraith,Coupe,Coupe,4.0,61031524,Petrol,3112.0,5269,1947.0,1507.0,470.0,2.0,,2360.0,True,True,6592.0,625.0,800.0,True,,Ventilated Disc,Double wishbone,Ventilated Disc,Multi-Link,AWD,8.0,Luxury,Low,Middle
Bentley,Mulsanne,Sedan,Sedan,4.0,64136978,Petrol,3266.0,5575,2208.0,1521.0,443.0,4.0,142.0,2685.0,True,True,6752.0,512.0,1020.0,True,True,Ventilated Disc,Air springs with continous damping control,Ventilated Disc,Air springs with continous damping control,RWD,8.0,Luxury,Low,Middle
Rolls-Royce,Cullinan,Suv,SUV,5.0,84790000,Petrol,3295.0,5341,2000.0,1835.0,,5.0,,2753.0,,,6750.0,563.0,850.0,,,Ventilated Disc,Double wishbone front axle,Ventilated Disc,5 Link Rear Suspension with Coil Spring,AWD,8.0,Luxury,Medium,Large
Rolls-Royce,Phantom Coupe,6.8 L,Coupe,4.0,94321446,Petrol,3320.0,5612,1987.0,1598.0,395.0,2.0,164.0,2629.0,True,True,6749.0,460.0,720.0,True,True,Ventilated Disc,Independent Double Wishbone with Air Springs,Ventilated Disc,Independent Multi-Link with Air Springs,RWD,8.0,Luxury,Low,Middle
Bugatti,Chiron,W16,Sports,2.0,234414383,Petrol,2710.0,4544,2038.0,1212.0,,2.0,,1995.0,True,True,7993.0,1479.0,1600.0,True,True,Ventilated Disc,,Ventilated Disc,,RWD,7.0,Luxury,Low,Small
Bugatti,Chiron,Sport,Sports,2.0,258829584,Petrol,2710.0,4544,2038.0,1212.0,,2.0,,1995.0,True,True,7993.0,1600.0,1479.0,True,True,Ventilated Disc,Runflat,Ventilated Disc,Runflat,RWD,7.0,Luxury,Low,Small
Bajaj,Qute (Re60),Qcar,Hatchback,4.0,320860,Petrol,1925.0,2752,1312.0,1652.0,20.0,4.0,,,,,216.0,13.0,18.9,,,Drum,Hydraulic Telescopic Shock Absorber,Drum,Hydraulic Telescopic Shock Absorber,RWD,5.0,Budget,Low,Small
Bajaj,Qute (Re60),Qcar Cng,Hatchback,4.0,345260,CNG,1925.0,2752,1312.0,1652.0,20.0,4.0,,,,,216.0,12.0,16.1,,,Drum,Hydraulic Telescopic Shock Absorber,Drum,Hydraulic Telescopic Shock Absorber,RWD,5.0,Budget,Low,Small
Maruti Suzuki,Alto,Std,Hatchback,5.0,359656,Petrol,2360.0,3445,1490.0,1475.0,,5.0,160.0,730.0,,,796.0,48.0,69.0,,,Solid Disc,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic",Drum,Coil spring gas filled shock absorbers with three link rigid axle and isolated trailing arms,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Alto,Std (O),Hatchback,5.0,365878,Petrol,2360.0,3445,1490.0,1475.0,,5.0,160.0,732.0,,,796.0,48.0,69.0,True,True,Solid Disc,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic",Drum,Coil spring gas filled shock absorbers with three link rigid axle and isolated trailing arms,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Alto,Lxi,Hatchback,5.0,430538,Petrol,2360.0,3445,1490.0,1475.0,,5.0,160.0,755.0,,True,796.0,47.0,69.0,,,Solid Disc,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic",Drum,"Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",FWD,5.0,Budget,Low,Small
Maruti Suzuki,Alto,Lxi (O),Hatchback,5.0,435784,Petrol,2360.0,3445,1490.0,1475.0,,5.0,160.0,757.0,,True,796.0,48.0,69.0,True,True,Solid Disc,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic",Drum,"Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",FWD,5.0,Budget,Low,Small
Maruti Suzuki,Alto,Vxi,Hatchback,5.0,458842,Petrol,2360.0,3445,1490.0,1475.0,,5.0,160.0,762.0,,True,796.0,48.0,69.0,True,True,Solid Disc,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic",Drum,"Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",FWD,5.0,Budget,Low,Small
Maruti Suzuki,Alto,Lxi Cng (Cng +,Hatchback,5.0,494795,CNGPetrol,2360.0,3445,1490.0,1475.0,,5.0,160.0,755.0,,True,796.0,47.0,69.0,,,Solid Disc,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic",Drum,"Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",FWD,5.0,Budget,Low,Small
Maruti Suzuki,Alto,Lxi (O) Cng (Cng +,Hatchback,5.0,499211,CNGPetrol,2360.0,3445,1490.0,1475.0,,5.0,160.0,757.0,,True,796.0,48.0,69.0,True,True,Solid Disc,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic",Drum,"Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",FWD,5.0,Budget,Low,Small
Maruti Suzuki,Alto,Vxi Plus,Hatchback,5.0,475312,Petrol,2360.0,3445,1490.0,1475.0,,5.0,160.0,762.0,,True,796.0,48.0,69.0,True,True,Solid Disc,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic",Drum,"Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",FWD,5.0,Budget,Low,Small
Maruti Suzuki,S-Presso,Std,Hatchback,5.0,452010,Petrol,2380.0,3565,1520.0,1549.0,,5.0,,726.0,,,998.0,67.0,90.0,True,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Torsion beam with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,S-Presso,Std (O),Hatchback,5.0,459330,Petrol,2380.0,3565,1520.0,1549.0,,5.0,,726.0,,,998.0,67.0,90.0,True,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Torsion beam with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,S-Presso,Lxi,Hatchback,5.0,498980,Petrol,2380.0,3565,1520.0,1549.0,,5.0,,726.0,,True,998.0,67.0,90.0,True,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Torsion beam with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,S-Presso,Lxi (O),Hatchback,5.0,506300,Petrol,2380.0,3565,1520.0,1549.0,,5.0,,726.0,,True,998.0,67.0,90.0,True,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Torsion beam with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,S-Presso,Vxi,Hatchback,5.0,527650,Petrol,2380.0,3565,1520.0,1549.0,,5.0,,726.0,,True,998.0,67.0,90.0,True,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Torsion beam with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,S-Presso,Vxi (O),Hatchback,5.0,534970,Petrol,2380.0,3565,1520.0,1549.0,,5.0,,726.0,,True,998.0,67.0,90.0,True,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Torsion beam with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,S-Presso,Vxi Ags,Hatchback,5.0,580110,Petrol,2380.0,3565,1520.0,1549.0,,5.0,,726.0,,True,998.0,67.0,90.0,True,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Torsion beam with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,S-Presso,Vxi+,Hatchback,5.0,556320,Petrol,2380.0,3565,1520.0,1549.0,,5.0,,726.0,,True,998.0,67.0,90.0,True,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Torsion beam with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,S-Presso,Vxi (O) Ags,Hatchback,5.0,587430,Petrol,2380.0,3565,1520.0,1549.0,,5.0,,726.0,,True,998.0,67.0,90.0,True,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Torsion beam with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,S-Presso,Vxi+ Ags,Hatchback,5.0,608780,Petrol,2380.0,3565,1520.0,1549.0,,5.0,,726.0,,True,998.0,67.0,90.0,True,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Torsion beam with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio,Lxi,Hatchback,5.0,520072,Petrol,2425.0,3600,1600.0,1560.0,235.0,5.0,165.0,810.0,,True,998.0,68.0,90.0,,,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio,Vxi,Hatchback,5.0,567468,Petrol,2425.0,3600,1600.0,1560.0,235.0,5.0,165.0,810.0,,True,998.0,68.0,90.0,,,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio,Vxi At,Hatchback,5.0,619928,Petrol,2425.0,3600,1600.0,1560.0,235.0,5.0,165.0,810.0,,True,998.0,68.0,90.0,,,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio,Zxi,Hatchback,5.0,598927,Petrol,2425.0,3600,1600.0,1560.0,235.0,5.0,165.0,810.0,,True,998.0,68.0,90.0,,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio,Zxi (Opt),Hatchback,5.0,648160,Petrol,2425.0,3600,1600.0,1560.0,235.0,5.0,165.0,810.0,,True,998.0,68.0,90.0,True,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio,Vxi Cng Mt,Hatchback,5.0,646600,CNG,2425.0,3600,1600.0,1560.0,235.0,5.0,165.0,810.0,,True,998.0,59.0,78.0,,,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio,Zxi Ags,Hatchback,5.0,651387,Petrol,2425.0,3600,1600.0,1560.0,235.0,5.0,165.0,830.0,,True,998.0,68.0,90.0,,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio,Lxi Mt (O),Hatchback,5.0,530283,Petrol,2425.0,3600,1600.0,1560.0,235.0,5.0,165.0,830.0,,True,998.0,68.0,90.0,True,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio,Vxi (O) Mt,Hatchback,5.0,576153,Petrol,2425.0,3600,1600.0,1560.0,235.0,5.0,165.0,810.0,,True,998.0,68.0,90.0,True,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio,Vxi (O) Ags,Hatchback,5.0,628613,Petrol,2425.0,3600,1600.0,1560.0,235.0,5.0,165.0,810.0,,True,998.0,68.0,90.0,True,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Maruti Suzuki,Celerio,Zxi (O) Ags,Hatchback,5.0,662800,Petrol,2425.0,3600,1600.0,1560.0,235.0,5.0,165.0,830.0,,True,998.0,68.0,90.0,True,True,Ventilated Disc,Macpherson strut with Coil Spring,Drum,Coupled Torsion Beam Axle with coil spring,FWD,5.0,Budget,Low,Small
Hyundai,Grand I10 Prime,Era T Crdi,Hatchback,5.0,672866,Diesel,2425.0,3765,1660.0,1520.0,256.0,5.0,,,,True,1120.0,71.0,16.3,,,Solid Disc,MacPherson Strut,Drum,Coupled Torsion Beam Axle,FWD,5.0,Budget,Low,Small
Hyundai,Grand I10 Prime,Era T+ Crdi,Hatchback,5.0,694094,Diesel,2425.0,3765,1660.0,1520.0,256.0,5.0,,,,True,1120.0,71.0,16.3,,True,Solid Disc,MacPherson Strut,Drum,Coupled Torsion Beam Axle,FWD,5.0,Budget,Low,Small
Hyundai,Grand I10 Prime,Era T Vtvt,Hatchback,5.0,561650,Petrol,2425.0,3765,1660.0,1520.0,256.0,5.0,165.0,1003.0,,True,1197.0,83.0,114.0,,True,Solid Disc,MacPherson Strut,Drum,Coupled Torsion Beam Axle,FWD,5.0,Budget,Low,Small
Hyundai,Grand I10 Prime,Era T+ Vtvt,Hatchback,5.0,582563,Petrol,2425.0,3765,1660.0,1520.0,256.0,5.0,165.0,1003.0,,True,1197.0,83.0,114.0,,True,Solid Disc,MacPherson Strut,Drum,Coupled Torsion Beam Axle,FWD,5.0,Budget,Low,Small
Hyundai,Grand I10 Prime,Era T+ Cng Vtvt,Hatchback,5.0,666054,CNG,2425.0,3765,1660.0,1520.0,256.0,5.0,165.0,935.0,,True,1197.0,83.0,114.0,,,Ventilated Disc,McPherson Strut,Drum,Coupled Torsion Beam Axle,FWD,5.0,Budget,Low,Small
Hyundai,Grand I10 Prime,Era T Cng Vtvt,Hatchback,5.0,645140,CNG,2425.0,3765,1660.0,1520.0,256.0,5.0,165.0,935.0,,True,1197.0,83.0,114.0,,,Ventilated Disc,McPherson Strut,Drum,Coupled Torsion Beam Axle,FWD,5.0,Budget,Low,Small
Mahindra,Kuv100 Nxt,K2 6Str,Hatchback,6.0,595596,Petrol,2385.0,3700,1735.0,1655.0,243.0,5.0,170.0,,,True,1198.0,82.0,115.0,True,,Ventilated Disc,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,Drum,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",FWD,5.0,Budget,Low,Small
Mahindra,Kuv100 Nxt,K2+ 6Str,Hatchback,6.0,649264,Petrol,2385.0,3700,1735.0,1655.0,243.0,5.0,170.0,,,True,1198.0,82.0,115.0,True,True,Ventilated Disc,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,Drum,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",FWD,5.0,Budget,Low,Small
Mahindra,Kuv100 Nxt,K2 D 6Str,Hatchback,6.0,720773,Diesel,2385.0,3700,1735.0,1655.0,243.0,5.0,170.0,,,True,1198.0,77.0,190.0,True,,Ventilated Disc,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,Drum,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",FWD,5.0,Budget,Low,Small
Mahindra,Kuv100 Nxt,K2+ D 6Str,Hatchback,6.0,755476,Diesel,2385.0,3700,1735.0,1655.0,243.0,5.0,170.0,,,True,1198.0,77.0,190.0,True,True,Ventilated Disc,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,Drum,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",FWD,5.0,Budget,Low,Small
Mahindra,Kuv100 Nxt,K4+ D 6Str,Hatchback,6.0,814073,Diesel,2385.0,3700,1735.0,1655.0,243.0,5.0,170.0,,,True,1198.0,77.0,190.0,True,True,Ventilated Disc,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,Drum,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",FWD,5.0,Budget,Low,Small
