Id;Name;Birthday
6067;LOVERIN TAMBURIN;
6071;eufonius;
6072;Yasuhiro Yoshiura;1980-04-02T21:00:00.0000000Z
6074;Seira Kagami;1987-06-12T20:00:00.0000000Z
6076;Kazuya Tsurumaki;1966-02-01T21:00:00.0000000Z
6077;Mayori Sekijima;1959-03-07T21:00:00.0000000Z
6078;Masami Okui;1968-03-12T21:00:00.0000000Z
6079;Takehiko Gokita;
6080;Kazuya Tanaka;1963-02-14T21:00:00.0000000Z
6081;Maki Fujii;1901-01-02T21:29:00.0000000Z
6082;Juliet Cesario;1967-07-13T21:00:00.0000000Z
6084;Shigeru Tamura;1949-11-25T21:00:00.0000000Z
6086;H. P. Lovecraft;1890-08-19T21:29:00.0000000Z
6088;Hitomi Yoshida;1984-07-12T20:00:00.0000000Z
6089;Sayaka Kitahara;1993-11-28T21:00:00.0000000Z
6090;You Kikkawa;1992-04-30T20:00:00.0000000Z
6092;Michiteru Kusaba;1970-12-31T21:00:00.0000000Z
6094;J. A. Seazer;1948-10-05T21:00:00.0000000Z
6095;Crystal Kay;1986-02-25T21:00:00.0000000Z
6127;SunSet Swish;
6131;Kuniaki Haishima;
6132;Maki Fujioka;1901-01-04T21:29:00.0000000Z
6133;Kojirou Shishido;1982-12-31T21:00:00.0000000Z
6134;Akiharu Ishii;1966-08-08T21:00:00.0000000Z
6144;Takashi Okazaki;1973-12-31T21:00:00.0000000Z
6151;Ark Performance;
6153;Hiroaki Sakurai;1958-12-14T21:00:00.0000000Z
6156;Van Tomiko;1979-01-08T21:00:00.0000000Z
6158;Toshimitsu Suzuki;
6160;Chiaki Konaka;1961-04-03T21:00:00.0000000Z
6164;Kenji Kodama;1949-12-12T21:00:00.0000000Z
6166;Kouji Itou;1962-02-06T21:00:00.0000000Z
6167;Namie Amuro;1977-09-19T21:00:00.0000000Z
6168;Takao Yaguchi;1939-10-27T21:00:00.0000000Z
6173;Nana Kitade;1987-05-01T20:00:00.0000000Z
6180;Yoshiaki Iwasaki;1964-10-05T21:00:00.0000000Z
6181;Carli Mosier;1978-02-27T21:00:00.0000000Z
6184;Shouji Saeki;1971-12-16T21:00:00.0000000Z
6185;Tadashi Hiramatsu;1963-03-16T21:00:00.0000000Z
6186;Takayuki Inagaki;
6187;Takahiro Yoshimatsu;1965-08-23T21:00:00.0000000Z
6188;Hirofumi Suzuki;
6189;Hiroshi Watanabe;
6201;Nightmare;1999-12-31T21:00:00.0000000Z
6202;Masatou Ibu;1949-03-27T21:00:00.0000000Z
6203;Tamiki Wakaki;1972-05-08T21:00:00.0000000Z
6206;Maximum the Hormone;1997-12-31T21:00:00.0000000Z
6210;A9;
6215;Chikako Urano;
6216;Hideko Mizuno;1939-10-28T21:00:00.0000000Z
6217;Tetsuya Chiba;1939-01-10T21:00:00.0000000Z
6221;Makoto Uno;
6224;Youko Sasaki;1975-01-01T21:00:00.0000000Z
6226;Michiyo Nakajima;1973-01-01T21:00:00.0000000Z
6228;Hiroshi Negishi;1960-07-17T21:00:00.0000000Z
6232;Yasuhiro Irie;1971-03-29T21:00:00.0000000Z
6242;abingdon boys school;
6247;Sakura Takeuchi;
6248;Shouko Enomoto;
6249;Craig Mccracken;1971-03-30T21:00:00.0000000Z
6251;Koroku Inumura;
6252;Haruyuki Morisawa;
6253;Hitomi Shimatani;1980-09-03T21:00:00.0000000Z
6255;Sugar;
6257;Kou Yoneda;1985-12-27T21:00:00.0000000Z
6259;Neil Gaiman;1960-11-09T21:00:00.0000000Z
6263;Hiroshi Itaba;
6265;Nobuyuki Takagi;1968-02-25T21:00:00.0000000Z
6273;Hitoshi Fujima;1981-10-15T21:00:00.0000000Z
6274;Buono!;2007-07-20T20:00:00.0000000Z
6275;Touya Mikanagi;
6276;No Regret Life;
6277;Akiko Wada;1950-04-09T21:00:00.0000000Z
6282;Tsumugu Hashimoto;
6287;Riko Hirai;1901-03-24T21:29:00.0000000Z
6288;Ayaka Hirahara;1984-05-08T20:00:00.0000000Z
6297;Masaki Okayu;1979-01-26T21:00:00.0000000Z
6305;Tomoharu Katsumata;1938-02-03T21:00:00.0000000Z
6306;Nobutaka Nishizawa;1940-03-07T21:00:00.0000000Z
6307;Arika Takarano;1963-09-27T21:00:00.0000000Z
6308;Akatsuki Yamatoya;
6309;Mikiya Katakura;
6311;Miki Takahashi;1961-09-18T21:00:00.0000000Z
6320;LM.C;2006-10-03T20:00:00.0000000Z
6321;Kiichi Hotta;
6322;Mari Yaguchi;1983-01-19T21:00:00.0000000Z
6323;CooRie;
6325;Nahoko Uehashi;1962-07-14T21:00:00.0000000Z
6326;Origa;1970-10-11T21:00:00.0000000Z
6327;Youko Kikuchi;
6328;Thores Shibamoto;
6330;Ichiko Hashimoto;1952-06-30T21:00:00.0000000Z
6331;Mika Nakashima;1983-02-18T21:00:00.0000000Z
6333;Norimitsu Kaihou;
6334;JUNE;1987-01-01T21:00:00.0000000Z
6335;Takeharu Ishimoto;1901-05-28T21:29:00.0000000Z
6337;Ryou Ikehata;
6338;Takahiro Yamato;1971-12-31T21:00:00.0000000Z
6353;Galneryus;2001-10-20T20:00:00.0000000Z
6356;access;
6357;Mika Arisaka;1974-06-27T21:00:00.0000000Z
6358;Taliesin Jaffe;1977-01-18T21:00:00.0000000Z
6369;Hiroshi Hamasaki;1959-12-29T21:00:00.0000000Z
6376;Akino Arai;1959-08-20T21:00:00.0000000Z
6377;Katashi Ishizuka;1970-09-21T21:00:00.0000000Z
6378;Takeshi Senoo;1969-12-25T21:00:00.0000000Z
6379;Choro Club;
6381;Masatoshi Usune;1961-03-09T21:00:00.0000000Z
6382;Kiyoshi Yoshida;1963-12-31T21:00:00.0000000Z
6385;Eiichi Kamagata;1966-08-29T21:00:00.0000000Z
6386;Satoshi Mizukami;1980-02-19T21:00:00.0000000Z
6389;Souichi Masui;1966-03-28T21:00:00.0000000Z
6392;Jack Fletcher;1920-12-31T21:00:00.0000000Z
6394;Angela Aki;1977-09-14T21:00:00.0000000Z
6395;Chizu Hashii;
6398;Takahiro Kimura;1964-05-18T21:00:00.0000000Z
6399;Kaori Oda;1988-05-10T20:00:00.0000000Z
6401;Shikou Kanai;1991-10-24T22:00:00.0000000Z
6402;Takeo Miratsu;1960-02-14T21:00:00.0000000Z
6403;Takahiro Kishida;
6404;Tetsuya Takeuchi;1975-12-31T21:00:00.0000000Z
6410;Miyako Fujisaki;1901-03-19T21:29:00.0000000Z
6417;Kunio Okawara;1947-12-25T21:00:00.0000000Z
6418;Erika Narumi;1972-09-01T21:00:00.0000000Z
6420;Stefano Crescentini;1974-07-09T21:00:00.0000000Z
6421;Fumi Morisawa;
6444;Michiaki Watanabe;1967-04-13T21:00:00.0000000Z
6447;Natsumi Kiyoura;1990-07-03T20:00:00.0000000Z
6448;Ami Oonuki;1973-09-17T21:00:00.0000000Z
6449;Yumi Yoshimura;1975-01-29T21:00:00.0000000Z
6450;Hirokazu Koyama;
6453;Junko Hori;1942-02-01T21:00:00.0000000Z
6457;David Vincent;1972-08-28T21:00:00.0000000Z
6458;Yoshihiko Umakoshi;1968-07-29T21:00:00.0000000Z
6459;Shigeyasu Yamauchi;1953-04-09T21:00:00.0000000Z
6460;Satori Negishi;1982-06-18T20:00:00.0000000Z
6461;Shuhei Kita;1901-07-28T21:29:00.0000000Z
6464;Masaya Tokuhiro;1959-02-28T21:00:00.0000000Z
6465;Kouji Sawai;1955-09-13T21:00:00.0000000Z
6467;Sayuri Tatsuyama;1901-05-15T21:29:00.0000000Z
6468;Shigeru Ueda;
6469;Hiroshi Motomiya;1947-06-24T21:00:00.0000000Z
6471;MOONSTONE;2002-12-31T21:00:00.0000000Z
6472;Yukiwo;
6474;Kazuto Nakazawa;1968-03-03T21:00:00.0000000Z
6483;Takashi Yamazaki;1964-06-11T21:00:00.0000000Z
6484;Ryo Kunihiko;1959-12-31T21:00:00.0000000Z
6485;Tomoko Kawase;1975-02-05T21:00:00.0000000Z
6489;Satoru Utsunomiya;1959-04-16T21:00:00.0000000Z
6490;Shou Aikawa;1964-12-31T21:00:00.0000000Z
6495;Aki Misato;1901-09-01T21:29:00.0000000Z
6497;Matt Greenfield;1961-01-11T21:00:00.0000000Z
6498;Yuuzou Satou;1960-02-18T21:00:00.0000000Z
6500;Shinji Obara;1969-05-30T21:00:00.0000000Z
6501;Kenichi Endou;1961-05-27T21:00:00.0000000Z
6505;Ayuna Fujisaki;1966-07-13T21:00:00.0000000Z
6507;Atsushi Suemitsu;1971-06-03T21:00:00.0000000Z
6509;Maki Kobayashi;1982-02-21T21:00:00.0000000Z
6513;Lia;1984-12-19T21:00:00.0000000Z
6516;Azure Konno;1977-07-05T21:00:00.0000000Z
6518;Masahiro Andou;1967-08-31T21:00:00.0000000Z
6519;Masahiko Minami;1961-08-23T21:00:00.0000000Z
6520;Douji Shiki;
6524;Hisashi Hirai;1959-05-26T21:00:00.0000000Z
6525;Yumi Nakayama;
6526;Hideyuki Morioka;1971-06-09T21:00:00.0000000Z
6527;Miwa Ooshima;
6528;Masaaki Endoh;1967-08-27T21:00:00.0000000Z
6529;Jinn;
6531;Humikane Shimada;1974-01-25T21:00:00.0000000Z
6533;Mitsuru Miura;1954-11-24T21:00:00.0000000Z
6546;Yusaku Hanakuma;
6547;Akifumi Tada;1964-01-09T21:00:00.0000000Z
6548;Tetsuya Kumagai;
6549;Satoshi Motoyama;1977-01-26T21:00:00.0000000Z
6553;Namori;1987-06-24T20:00:00.0000000Z
6555;Satoru Kousaki;1974-09-15T21:00:00.0000000Z
6560;Satomi Satou;1986-05-07T20:00:00.0000000Z
6564;Shuuhei Morita;1978-06-21T21:00:00.0000000Z
6565;Yuuki Shikawa;1977-11-27T21:00:00.0000000Z
6567;Wasabi Mizuta;1974-08-03T21:00:00.0000000Z
6573;Yoshihiro Ike;1963-08-24T21:00:00.0000000Z
6575;Atsuko Ishida;1963-08-08T21:00:00.0000000Z
6576;Maho Tomita;1987-05-31T20:00:00.0000000Z
6579;Shuuzou Oshimi;1980-12-31T21:00:00.0000000Z
6582;Takeshi Yanagawa;
6583;Yasuomi Umetsu;1960-12-18T21:00:00.0000000Z
6586;Sanpei Shirato;1932-02-14T21:00:00.0000000Z
6588;Soubee Amako;1957-12-31T21:00:00.0000000Z
6589;Kenjirou Takeshita;1974-12-23T21:00:00.0000000Z
6593;Manabu Kaminaga;
6596;Masahiro Gotou;
6598;Kenichi Kasai;1970-12-03T21:00:00.0000000Z
6604;Takehito Harada;
6608;UVERworld;2004-12-31T21:00:00.0000000Z
6611;Jun Oosuka;1979-05-23T21:00:00.0000000Z
6616;Jaime Roca;1965-06-28T21:00:00.0000000Z
6617;Osamu Yamasaki;1962-02-18T21:00:00.0000000Z
6619;Shigeki Awai;
6622;Youko Furumiya;
6625;Yuuko Gibu;1981-01-27T21:00:00.0000000Z
6628;Kousuke Atari;1980-07-12T21:00:00.0000000Z
6629;TVXQ;2003-12-25T21:00:00.0000000Z
6632;Eichi Shimizu;
6634;Minako Kotobuki;1991-09-16T21:00:00.0000000Z
6636;Sunaho Tobe;1972-11-15T21:00:00.0000000Z
6637;Shigeru Watanabe;
6638;Toshio Suzuki;1948-08-18T21:00:00.0000000Z
6644;Adachitoka;
6653;Kinya Kotani;1979-07-15T21:00:00.0000000Z
6655;Yutaka Yamamoto;1974-08-31T21:00:00.0000000Z
6659;Hidekaz Himaruya;1985-05-07T20:00:00.0000000Z
6660;HOOKSOFT;
6669;Ritsuko Okazaki;1959-12-28T21:00:00.0000000Z
6671;Takahiro Oomori;1965-06-24T21:00:00.0000000Z
6672;Atsushi Sakurai;1966-03-06T21:00:00.0000000Z
6673;Riku Ranjou;
6674;BACK-ON;2001-12-31T21:00:00.0000000Z
6675;Kunio Katou;1977-04-23T21:00:00.0000000Z
6686;Aoi Yuuki;1992-03-26T21:00:00.0000000Z
6690;Fumio Kurokawa;1932-10-19T21:00:00.0000000Z
6691;Ryuuzou Nakanishi;
6692;Kouzou Kusuba;1946-12-31T21:00:00.0000000Z
6693;Franz Kafka;1883-07-02T21:29:00.0000000Z
6696;Ritz Kobayashi;
6701;Kazutoshi Soyama;1978-09-23T21:00:00.0000000Z
6707;Joe Inoue;1985-08-29T20:00:00.0000000Z
6708;Diggy-MO';
6709;Bro.Hi;
6710;Daphne Gere;
6714;Fabrizio Mazzotta;1963-11-30T21:00:00.0000000Z
6716;Emiko Shiratori;1950-03-15T21:00:00.0000000Z
6717;Hiroyuki Morita;1964-06-25T21:00:00.0000000Z
6718;Kazuo Yokoyama;
6719;Coharu Sakuraba;
6722;Takashi Watanabe;1957-07-21T21:00:00.0000000Z
6723;Masashi Ikeda;1961-02-09T21:00:00.0000000Z
6726;Keiichirou Kawaguchi;1901-01-21T21:29:00.0000000Z
6727;Takahiro Kagami;1962-02-05T21:00:00.0000000Z
6728;Kimitake Nishio;
6729;Jad Saxton;1979-09-26T21:00:00.0000000Z
6730;Ichiro Nagai;1931-05-09T21:00:00.0000000Z
6731;May'n;1989-10-20T21:00:00.0000000Z
6735;Hironosuke Sato;
6736;Noboru Takagi;1968-07-05T21:00:00.0000000Z
6737;Ayumi Tachihara;1946-11-26T21:00:00.0000000Z
6738;Takeo Takahashi;
6739;Kazuya Kuroda;
6746;Hinako Sugiura;1958-11-29T21:00:00.0000000Z
6747;Tatsuhito Higuchi;
6750;Lun Lun Yamamoto;1973-05-26T21:00:00.0000000Z
6751;yozuca*;1901-03-20T21:29:00.0000000Z
6753;Shin Oonuma;1976-03-07T21:00:00.0000000Z
6757;Kazuya Ichikawa;1975-12-31T21:00:00.0000000Z
6758;Manabu Tamura;
6759;Mamoru Kanbe;1961-12-31T21:00:00.0000000Z
6765;Katsuhito Akiyama;1950-01-28T21:00:00.0000000Z
6766;Yasunori Mitsuda;1972-01-20T21:00:00.0000000Z
6771;Yasuhiro Takemoto;1972-04-04T21:00:00.0000000Z
6779;Motoka Murakami;1951-06-02T21:00:00.0000000Z
6781;Yuko Ogura;1983-10-31T21:00:00.0000000Z
6783;Masahiko Ookura;
6785;Masayuki Sakoi;
6789;Hirarin;
6792;Kousei Tomita;1936-02-03T21:00:00.0000000Z
6795;Kiyotaka Haimura;1973-09-06T21:00:00.0000000Z
6801;Yutaka Nakamura;1967-12-21T21:00:00.0000000Z
6802;Haruna Ikeda;
6803;Suara;1979-08-02T21:00:00.0000000Z
6805;Kazuhisa Takenouchi;
6810;Takayuki Hattori;1965-11-20T21:00:00.0000000Z
6820;Yoshifumi Kondou;1950-03-30T21:00:00.0000000Z
6821;Tomomi Mochizuki;1958-12-30T21:00:00.0000000Z
6822;MELL;1901-07-31T21:29:00.0000000Z
6823;Daisuke Nishio;1959-03-31T21:00:00.0000000Z
6824;Yuuji Ikeda;
6825;Katsuya Kondou;1963-06-01T21:00:00.0000000Z
6830;Kenichi Sakemi;1963-11-25T21:00:00.0000000Z
6831;Chiaki Kon;1901-09-28T21:29:00.0000000Z
6837;Junji Nishimura;1955-12-22T21:00:00.0000000Z
6838;Yuuta Yamazaki;1981-03-07T21:00:00.0000000Z
6840;Nanase Hoshii;1988-11-13T21:00:00.0000000Z
6841;Megumi Hinata;1979-12-23T21:00:00.0000000Z
6843;Jasmine Rodgers;1975-12-31T21:00:00.0000000Z
6846;Shouko Yoshinaka;
6847;Kazunori Miyake;
6848;Masanori Takumi;1978-11-13T21:00:00.0000000Z
6854;Tadatoshi Fujimaki;1982-06-08T20:00:00.0000000Z
6856;Sayo Yamamoto;1977-04-12T21:00:00.0000000Z
6857;Ritsuko Kawai;1964-03-02T21:00:00.0000000Z
6861;Kristine Sa;
6863;Masayoshi Tanaka;1976-01-18T21:00:00.0000000Z
6867;Satomi Mikuriya;1948-05-19T21:00:00.0000000Z
6875;m.o.v.e;1997-09-30T20:00:00.0000000Z
6883;Takeshi Fujishiro;
6885;Akira Takada;
6886;Takahiko Yoshida;
6887;Shinji Takeuchi;
6888;Satoru Nakamura;
6889;Satoshi Iwataki;
6890;Keiji Ishihara;
6891;Masashi Kudou;
6892;Vivian Hsu;1975-04-18T21:00:00.0000000Z
6894;Takako Matsu;1977-06-09T21:00:00.0000000Z
6898;Takefumi Haketa;1960-05-22T21:00:00.0000000Z
6903;Hiroko Tokita;1956-10-23T21:00:00.0000000Z
6907;Onmyo-za;1998-12-31T21:00:00.0000000Z
6909;Seiji Kishi;
6910;Tomoyasu Murata;1974-07-03T21:00:00.0000000Z
6914;Yukie;1985-06-10T20:00:00.0000000Z
6922;Hitomi Oikawa;1958-11-09T21:00:00.0000000Z
6927;Christopher Franke;1953-04-05T21:00:00.0000000Z
6929;Makoto Uezu;
6930;George Tokoro;1955-01-25T21:00:00.0000000Z
6931;ON/OFF;1983-12-09T21:00:00.0000000Z
6934;Katsumi Tokoro;
6935;Setsuko Shibuichi;
6936;Yukari Kobayashi;
6941;Tomoko Yamashita;1981-05-08T20:00:00.0000000Z
6945;Hiroshi Harada;1962-06-12T21:00:00.0000000Z
6946;Kazuhiko Shibuya;
6947;Takeshi Yamazaki;
6948;Miharu Sakai;
6949;Mizuho Suzuki;1927-10-22T22:00:00.0000000Z
6951;STEREOPONY;
6952;Takayuki Hamana;1967-11-02T21:00:00.0000000Z
6953;Keita Amemiya;1959-08-23T21:00:00.0000000Z
6957;Aiko Kayo;1985-12-10T21:00:00.0000000Z
6959;Katsuhisa Hattori;1936-10-31T21:00:00.0000000Z
6965;Rieko Saibara;1964-10-31T21:00:00.0000000Z
6968;Atsushi Kousaka;1985-02-21T21:00:00.0000000Z
6973;Ichigo Takano;1986-01-10T21:00:00.0000000Z
6975;Kalafina;2008-01-22T21:00:00.0000000Z
6978;Natsuhiko Kyougoku;1963-03-25T21:00:00.0000000Z
6979;U-ka Saegusa in db;1980-06-08T21:00:00.0000000Z
6982;Masahiro Yamanaka;1901-12-21T21:29:00.0000000Z
6987;Naoyuki Katou;1951-12-31T21:00:00.0000000Z
6995;Toshio Sako;1973-12-06T21:00:00.0000000Z
6996;Ayana Taketatsu;1989-06-22T20:00:00.0000000Z
6997;Yuiko Tatsumi;1987-09-16T20:00:00.0000000Z
6999;Kumiko Oosugi;1951-07-09T21:00:00.0000000Z
7004;Rion Kujou;
7008;Atsuko Asano;1954-09-13T21:00:00.0000000Z
7020;Ikumi Katagiri;
7025;Yoshiji Kigami;1957-12-27T21:00:00.0000000Z
7031;Takashi Nakamura;1955-09-11T21:00:00.0000000Z
7032;Takami Akai;1961-11-20T21:00:00.0000000Z
7034;Katsuhiko Takayama;
7036;Yuuta Kasuya;1985-12-24T21:00:00.0000000Z
7037;Takashi Ui;
7038;Shigeki Chiba;
7040;Kazuo Okada;
7041;JAM Project;2000-07-18T20:00:00.0000000Z
7046;Tsukiko Amano;1975-11-06T21:00:00.0000000Z
7047;GLAY;
7048;B'z;
7049;Shigeru Miyamoto;1959-11-15T21:00:00.0000000Z
7050;Matsuko Mawatari;1967-12-16T21:00:00.0000000Z
7051;Tom Wayland;1974-07-20T21:00:00.0000000Z
7056;Arco Wada;
7058;Teikoku Shounen;
7059;fujijun;1980-10-12T21:00:00.0000000Z
7062;Shunsuke Kikuchi;1931-10-31T21:00:00.0000000Z
7065;Miggy;1901-10-04T21:29:00.0000000Z
7066;Ugetsu Hakua;1970-08-11T21:00:00.0000000Z
7071;Yasuko Kobayashi;1965-04-06T21:00:00.0000000Z
7072;Kazasa Sumita;1976-06-27T21:00:00.0000000Z
7073;x6suke;
7075;Ezra Weisz;1970-12-31T21:00:00.0000000Z
7076;Hidetaka Kakei;
7077;Isao Miura;
7079;Masami Mitsuoka;1986-08-13T20:00:00.0000000Z
7080;Shigeru Matsuzaki;1949-11-18T21:00:00.0000000Z
7081;Ayaka;1987-12-17T21:00:00.0000000Z
7082;Takamitsu Kondou;
7087;Kouji Yoshikawa;
7092;Hiroshi Masumura;1952-10-22T21:00:00.0000000Z
7093;Yuto Suzuki;1989-05-04T20:00:00.0000000Z
7094;Eduardo Garza;1976-01-09T21:00:00.0000000Z
7100;Saori Nishihata;1984-06-04T20:00:00.0000000Z
7102;Katsuhito Ishii;
7107;Midori Natsu;
7108;Kenji Inoue;
7113;Minako Obata;
7115;Suzuka Nakamoto;1997-12-19T21:00:00.0000000Z
7119;Youko Sakamoto;1963-09-08T21:00:00.0000000Z
7126;Kazuhiro Oota;
7127;Arata Aki;
7131;Yoshinori Kobayashi;1953-08-30T21:00:00.0000000Z
7132;Aya Kamiki;1985-09-09T20:00:00.0000000Z
7135;Takeshi Nogami;
7136;Kou Yoshinari;1969-01-19T21:00:00.0000000Z
7137;Yuika Shima;1996-09-19T20:00:00.0000000Z
7138;Ayami Muto;1996-04-28T20:00:00.0000000Z
7141;Atsuko Nakajima;1961-12-20T21:00:00.0000000Z
7142;Tsuneyoshi Saitou;1965-04-27T21:00:00.0000000Z
7146;Takeshi Waki;
7149;Takako Aonuma;1959-12-31T21:00:00.0000000Z
7152;Joel McDonald;1980-12-22T21:00:00.0000000Z
7153;Kei Haneoka;1977-08-04T21:00:00.0000000Z
7154;Rei Hyakuyashiki;
7156;Masayuki Miyaji;1976-01-31T21:00:00.0000000Z
7165;Mitsuko Kase;
7166;Itsuko Takeda;
7173;Toshiki Inoue;1959-11-27T21:00:00.0000000Z
7176;Yoshiki Fukuyama;1963-09-13T21:00:00.0000000Z
7184;ELISA;1989-04-13T20:00:00.0000000Z
7185;Jun Aoki;
7186;Hearts Grow;2005-02-13T21:00:00.0000000Z
7187;Masaaki Kannan;
7190;Manabu Ono;
7191;Tatsuhiko Urahata;1962-12-31T21:00:00.0000000Z
7192;Masakatsu Sasaki;
7193;Hiroki Matsumoto;
7194;Youta Tsuruoka;1959-04-27T21:00:00.0000000Z
7197;Takashi Yanase;1919-02-05T20:29:00.0000000Z
7199;hide;1964-12-12T21:00:00.0000000Z
7200;Kunihiko Okada;
7217;Kenji Nakamura;1970-03-24T21:00:00.0000000Z
7221;Yoshihisa Hirano;1971-12-06T21:00:00.0000000Z
7222;Koji Wada;1974-01-28T21:00:00.0000000Z
7226;Shugo Chara Egg!;2008-09-18T20:00:00.0000000Z
7228;Diana Torres;
7229;ACID;2003-07-31T20:00:00.0000000Z
7231;Anthony Salerno;1969-11-17T21:00:00.0000000Z
7234;STANCE PUNKS;
7239;Kaori Hikita;1986-03-04T21:00:00.0000000Z
7242;Tarusuke Shingaki;1976-06-17T21:00:00.0000000Z
7243;Kylee;1994-05-24T20:00:00.0000000Z
7245;Yasushi Hirano;
7246;Radiohead;
7247;Takayuki Hirao;1979-01-09T21:00:00.0000000Z
7254;Madoka Yonezawa;1982-08-29T20:00:00.0000000Z
7255;Masahiro Anbe;1983-05-03T20:00:00.0000000Z
7256;Hiroshi Sakurazaka;
7261;Nemu Mukudori;
7262;Umeka Shouji;1985-08-19T20:00:00.0000000Z
7263;Youko Hikasa;1985-07-15T20:00:00.0000000Z
7265;Ryou Mizuno;1963-07-12T21:00:00.0000000Z
7266;Mitsuru Yuki;
7267;Etsuji Yamada;
7268;Kanta Kamei;
7272;Kaori Utatsuki;
7277;Ikimonogakari;1999-01-31T21:00:00.0000000Z
7282;Kazuyoshi Katayama;
7284;Masara Nishida;
7288;Kazuyuki Okitsu;1980-03-07T21:00:00.0000000Z
7290;Yoshiharu Satou;1958-05-14T21:00:00.0000000Z
7291;Akira Senju;1960-10-20T21:00:00.0000000Z
7294;Tsunami Minatsuki;
7305;Rintaro;1941-01-21T21:00:00.0000000Z
7307;MARiA;1992-01-30T21:00:00.0000000Z
7312;mihimaru GT;
7313;Hajime Watanabe;
7316;Aqua Timez;
7318;Peterson Adriano;1982-02-04T21:00:00.0000000Z
7319;Akiko Shikata;1989-01-06T21:00:00.0000000Z
7322;Haruka Fukuhara;1998-08-27T20:00:00.0000000Z
7323;Risa Suzuki;1990-12-23T21:00:00.0000000Z
7333;Shinbo Nomura;
7335;Hiyohiyo;1976-10-02T21:00:00.0000000Z
7336;Hiromi Takashima;1901-12-25T21:29:00.0000000Z
7337;Sachika Misawa;1993-01-12T21:00:00.0000000Z
7339;Hirohisa Tsuruta;
7342;Nomico;1901-02-17T21:29:00.0000000Z
7344;Francisco Brêtas;
7349;Kitarou Kousaka;1962-02-27T21:00:00.0000000Z
7350;Alfredo Rollo;1969-07-09T21:00:00.0000000Z
7351;Gilberto Baroli;1942-03-13T21:00:00.0000000Z
7352;TWO-MIX;1994-12-31T21:00:00.0000000Z
7353;Mai Kuraki;1982-10-27T21:00:00.0000000Z
7355;HIMEKA;1981-07-19T20:00:00.0000000Z
7360;Kaya Tsukiyama;1901-10-24T21:29:00.0000000Z
7362;Kakifly;
7363;Tetsuya Saruwatari;1958-06-24T21:00:00.0000000Z
7364;Hikaru Ikeda;
7365;Okina Kamino;1970-01-06T21:00:00.0000000Z
7367;Eizou Houden;
7374;John Sykes;1959-07-28T21:00:00.0000000Z
7375;Ryuuhei Tamura;1980-04-18T21:00:00.0000000Z
7381;X Japan;1992-07-31T20:00:00.0000000Z
7384;Ceui;
7389;Yuji Ohno;1941-05-29T21:00:00.0000000Z
7394;Hiromitsu Takeda;
7401;Kouji Makaino;1946-01-25T21:00:00.0000000Z
7402;Miyuki Hashimoto;1980-05-13T21:00:00.0000000Z
7403;Daisuke Asakura;1967-11-03T21:00:00.0000000Z
7404;Yasuhiro Misawa;1975-12-31T21:00:00.0000000Z
7406;nirgilis;
7408;Tsuneo Kobayashi;
7410;Hitoshi Sakimoto;1969-02-25T21:00:00.0000000Z
7411;Koutarou Nakagawa;1969-02-06T21:00:00.0000000Z
7412;Yoshitaka Fujimoto;1963-12-31T21:00:00.0000000Z
7415;Yasutaka Nakata;1980-02-05T21:00:00.0000000Z
7416;Kazuki Akane;1962-03-23T21:00:00.0000000Z
7418;Rita;1901-03-24T21:29:00.0000000Z
7420;Ryousuke Sawa;1979-05-05T21:00:00.0000000Z
7423;Akira Yoshikawa;
7424;Takanori Arisawa;1951-04-01T21:00:00.0000000Z
7425;Drops;
7426;Aice⁵;
7427;Naoyuki Onda;1962-12-16T21:00:00.0000000Z
7428;Yousei Teikoku;1996-12-31T21:00:00.0000000Z
7437;Yoshimi Sato;
7445;Hiroyasu Kubota;
7447;Taishi Tsutsui;
7449;Akihiro Yamada;1957-02-09T21:00:00.0000000Z
7450;Anthony Bowling;1982-12-22T21:00:00.0000000Z
7452;Oasis;
7454;Shinji Aramaki;1960-10-01T21:00:00.0000000Z
7456;Juu Ayakura;1981-12-06T21:00:00.0000000Z
7457;Jin Happoubi;
7460;Mizuho Nishikubo;1953-01-14T21:00:00.0000000Z
7462;Akiko Noma;1980-02-12T21:00:00.0000000Z
7464;Hiromi Mizutani;1975-01-16T21:00:00.0000000Z
7465;Hiroyuki Nishimura;
7466;Daisuke Yoshida;1972-08-12T21:00:00.0000000Z
7467;Masakazu Saito;
7468;Nagisa Abe;
7469;Hiromi Kikuta;
7470;DIR EN GREY;1996-12-31T21:00:00.0000000Z
7474;Afromania;
7475;Miho Shiraishi;1978-08-07T21:00:00.0000000Z
7479;Kitarou;1953-02-03T21:00:00.0000000Z
7483;BUCK-TICK;1984-12-31T21:00:00.0000000Z
7489;Asuka Oogame;1987-12-17T21:00:00.0000000Z
7491;Akira Kushida;1948-10-16T21:00:00.0000000Z
7493;Chihiro Yonekura;1972-08-18T21:00:00.0000000Z
7495;Guardians 4;2009-03-26T21:00:00.0000000Z
7496;Hajime Hyakkoku;1958-11-23T21:00:00.0000000Z
7497;Yukiko Horiguchi;1983-01-27T21:00:00.0000000Z
7498;Naoko Yamada;1984-11-27T21:00:00.0000000Z
7499;Seiki Tamura;
7500;Toshio Nakatani;
7501;Michihiko Suwa;
7502;Hajime Kamegaki;1957-08-20T21:00:00.0000000Z
7503;Atsushi Maekawa;
7506;Knotlamp;
7508;School Food Punishment;
