,books,clusters,embedding1,embedding2
1077,book:Atheism:_The_Case_Against_God,cluster3,-0.69049984,-0.45115235
1078,book:Up_from_the_Bottomless_Pit_and_Other_Stories,cluster0,0.5440983,0.0025831154
1079,book:Red_Storm_Rising,cluster0,0.28731456,-0.40065178
1080,book:I_Am_Abraham_Lincoln,cluster0,0.33991104,-0.42134705
1081,book:Deerskin_(novel),cluster0,0.49232903,-0.46540543
1082,book:The_Sirens_of_Titan,cluster0,0.3636425,0.01220209
1083,book:Brothers_in_Blood_(novel),cluster4,-0.7936724,1.1271793
1084,book:Firing_the_Cathedral,cluster0,0.56719035,0.18911201
1085,"book:Blood_Red,_Sister_Rose",cluster1,0.7300362,0.28310117
1086,"book:Dorian,_an_Imitation",cluster2,0.81830996,0.85710067
1087,book:The_Hoboken_Chicken_Emergency,cluster5,-0.69215375,0.2679802
1088,book:Inconstant_Star,cluster3,-1.2008708,-0.28310472
1089,book:Far_from_the_Tree,cluster3,-0.6531554,-0.47944787
1090,book:Godfrey_Morgan,cluster5,-0.063374184,0.15673779
1091,book:Camelot_30K,cluster0,0.35054886,-0.6886805
1092,book:The_Forger_(Watkins_novel),cluster3,-0.91029847,-0.28936693
1093,book:The_John_Varley_Reader,cluster0,0.32929304,-0.5353384
1094,book:Jihad_vs._McWorld,cluster0,0.64190257,-0.84540856
1095,book:From_Babel_to_Dragomans,cluster3,-0.8238746,-0.4525727
1096,book:A_Hole_in_Space,cluster0,0.4771594,-0.36964518
1097,book:Jingo_(novel),cluster1,1.0886565,-0.07869502
1098,book:Water_Man_(novel),cluster1,1.7225806,-0.3202902
1099,book:Tracks_(novel),cluster3,-0.9601515,-0.42046544
1100,book:Horns_(novel),cluster0,0.32545334,-0.21075137
1101,book:Moriarty_(novel),cluster2,0.6870683,0.79809093
1102,book:The_Cosmic_Connection,cluster3,-1.0058422,-0.33383122
1103,book:Psycho_House,cluster3,-1.1203928,-0.5016327
1104,book:33_Snowfish,cluster3,-1.0117021,-0.120211646
1105,"book:I,_Claudius",cluster4,-0.49061328,1.1122835
1106,book:Girl_Meets_Boy,cluster4,-0.114174396,1.2106017
1107,book:Nightshades:_Thirteen_Journeys_Into_Shadow,cluster0,0.48310015,-0.28905106
1108,book:Scholar_Extraordinary,cluster1,1.2929153,0.2874919
1109,book:The_Good_Husband_of_Zebra_Drive,cluster5,-0.9763034,0.5541179
1110,book:Great_Cities_of_the_Ancient_World,cluster0,0.42220962,-0.62339664
1111,book:Anil's_Ghost,cluster4,-0.70902735,0.68179774
1112,book:The_Giant_Joshua,cluster1,1.3156279,0.5037547
1113,book:Hearts_Aflame_(novel),cluster1,1.0911261,-0.30113623
1114,book:Folklore_of_Assam,cluster1,2.0854223,-0.08778878
1115,book:Traitor's_Moon,cluster0,0.32271218,-0.3143485
1116,book:Bluebeard_(Vonnegut_novel),cluster3,-1.2973257,-0.41180933
1117,book:The_Dark_(Herbert_novel),cluster2,0.5269457,0.6497103
1118,book:The_Lightning_Thief,cluster3,-0.97249085,-0.43454674
1119,book:States_and_Power_in_Africa,cluster3,-0.7066082,-0.43715045
1120,book:In_the_Kitchen_(novel),cluster4,-0.93364877,0.79684603
1121,book:Page_(novel),cluster3,-1.1090624,-0.26163605
1122,book:The_Americans_(photography),cluster5,-0.55262554,0.09627901
1123,book:Otogi-zōshi_(Dazai),cluster1,0.8353645,-0.19484791
1124,book:Bellwether_(novel),cluster0,0.20199233,-0.22868457
1125,book:Prayers_for_Rain,cluster0,0.4698792,0.33951527
1126,book:The_War_in_2020,cluster3,-1.028584,-0.04307357
1127,book:Icehenge,cluster3,-1.2210991,-0.3070178
1128,book:Nice_Work,cluster4,-0.5586202,0.8127739
1129,book:Extraterrestrial:_The_First_Sign_of_Intelligent_Life_Beyond_Earth,cluster0,0.44922522,-0.4613584
1130,book:The_Feast_of_Fools,cluster5,-0.82598245,0.20510197
1131,book:American_Pastoral,cluster0,0.29565078,-0.2952233
1132,book:The_Hammer_of_Thor,cluster0,0.3383442,-0.46439946
1133,book:Stopping_at_Slowyear,cluster3,-0.7207283,-0.37625808
1134,book:Seizure_(Cook_novel),cluster0,0.29713374,-0.47373894
1135,book:Woman_in_the_Mists,cluster0,0.46199983,-0.47278076
1136,book:Yellow_Eyes,cluster3,-0.75822854,-0.61499274
1137,book:Does_My_Head_Look_Big_in_This%3F,cluster3,-1.0687501,-0.13708444
1138,book:Ilsa_(novel),cluster3,-0.89183384,-0.24619925
1139,book:Chasing_the_Scream,cluster2,0.31009832,0.40625724
1140,book:The_Day_of_the_Locust,cluster0,0.53644097,-0.37931606
1141,book:Lydian_Chromatic_Concept_of_Tonal_Organization,cluster0,0.81165254,-0.9632185
1142,book:Mothers_and_Sons_(book),cluster1,0.8554562,0.06382179
1143,book:The_Dying_Grass,cluster3,-0.8361019,-0.33762404
1144,book:Rides_a_Dread_Legion,cluster0,0.48937556,-0.58878547
1145,book:This_Is_Not_the_Life_I_Ordered,cluster0,0.545091,-0.48278376
1146,book:Jasmine_(novel),cluster0,0.36485237,-0.3922755
1147,book:Bold_They_Rise,cluster3,-0.83358264,-0.26824665
1148,book:IQ_and_the_Wealth_of_Nations,cluster5,-0.08243358,0.30556726
1149,book:Fear_and_Trembling,cluster5,-0.29537076,-0.024566153
1150,book:The_Wit_and_Wisdom_of_Discworld,cluster1,1.9399291,-0.17607026
1151,book:The_Joke's_Over,cluster4,-0.10032936,1.3820022
1152,book:Ancestors_of_Avalon,cluster3,-1.1226566,-0.22187409
1153,book:You_Should_Have_Left_(novella),cluster5,-0.06834937,0.5521601
1154,book:Further_Tales_of_the_City_(novel),cluster3,-1.0877784,-0.35854658
1155,book:The_Catch_Trap,cluster3,-0.9680023,-0.019079987
1156,book:My_Cleaner,cluster3,-0.39371815,-0.15617558
1157,book:Naked_in_Death,cluster3,-1.0827756,-0.2327382
1158,book:The_Paradoxical_Prime_Minister,cluster1,1.8087476,-0.16966914
1159,book:Orson_Scott_Card's_InterGalactic_Medicine_Show,cluster0,0.109961115,-0.33880073
1160,book:World_Without_End_(Haldeman_novel),cluster3,-0.95846105,-0.58265936
1161,book:Mazes_and_Monsters_(novel),cluster0,0.3098518,-0.3160598
1162,book:Camber_the_Heretic,cluster3,-1.0136544,-0.5775063
1163,book:The_World_Is_My_Home,cluster0,0.4021369,-0.32984748
1164,book:Burmese_Days,cluster2,0.6889652,0.7461928
1165,book:Good_Omens,cluster2,0.3604949,0.6455174
1166,book:The_Sea_of_Monsters,cluster3,-1.2177173,-0.61175084
1167,book:What_It_Takes:_The_Way_to_the_White_House,cluster0,0.72192204,-0.9026804
1168,book:The_Spy_(Cussler_novel),cluster3,-1.218529,-0.17802066
1169,book:The_Songs_of_Distant_Earth,cluster2,0.4392726,0.68878824
1170,book:Written_in_My_Own_Heart's_Blood,cluster3,-1.0187905,0.03326823
1171,book:Bill_Bryson's_African_Diary,cluster1,1.0552471,0.22643441
1172,book:I_Am_Jackie_Chan,cluster5,-0.7147514,0.1292745
1173,book:Losing_Ground_(book),cluster3,-0.74238956,-0.4152499
1174,book:Far-Seer,cluster5,-0.87484896,0.0687504
1175,book:Chosen_(Cast_novel),cluster0,0.29935095,-0.4361767
1176,book:The_Pilot's_Wife,cluster3,-1.1185409,-0.09229792
1177,book:A_Model_World_and_Other_Stories,cluster0,0.55794126,-0.5573228
1178,book:The_Secrets_of_Harry_Bright,cluster0,0.49687403,-0.69906497
1179,book:The_Lover_(Duras_novel),cluster1,0.9444608,0.12401338
1180,book:Dragonsbane,cluster3,-0.9890237,-0.058742926
1181,book:Is_Everyone_Hanging_Out_Without_Me%3F,cluster0,0.5097328,-0.49426258
1182,book:The_One_Percent_Doctrine,cluster3,-0.8410171,-0.22855686
1183,book:Regarding_the_Pain_of_Others,cluster3,-0.8252939,-0.5270073
1184,book:Sculpting_in_Time,cluster1,1.2058932,-0.21845101
1185,book:The_Cyborg_from_Earth,cluster3,-0.95981944,-0.18315753
1186,"book:Feast,_Food_&_Love",cluster5,-0.21954843,0.25460002
1187,book:Mass_Effect:_Ascension,cluster0,0.61469287,-0.18103632
1188,book:Make_Your_Own_Damn_Movie!,cluster3,-0.87916553,-0.08925913
1189,book:Breaking_the_Spell:_Religion_as_a_Natural_Phenomenon,cluster3,-1.0039865,-0.41661578
1190,book:Blame_the_Dead,cluster4,-0.6805181,1.0324825
1191,book:Sin_(José_novel),cluster1,0.9829569,0.19501938
1192,book:Leviathan_(Hobbes_book),cluster0,0.5193823,-0.064074494
1193,book:Enemy_of_God_(novel),cluster2,0.60945654,0.8942196
1194,book:Restoring_the_Lost_Constitution,cluster0,0.764294,-0.89708334
1195,book:The_Healthy_Dead,cluster2,0.45165795,0.6215832
1196,book:A_Home_at_the_End_of_the_World,cluster3,-0.93736017,-0.22866383
1197,book:Secrets_of_Deltora,cluster5,-0.5818998,0.33047345
1198,book:Secret_Heart_(Almond_book),cluster5,-0.5069764,-0.11455029
1199,book:Polaris_(novel),cluster0,0.3359844,0.059519645
1200,book:The_Grasshopper_&_the_Ants,cluster0,0.3672608,-0.6728631
1201,book:The_Winter_King_(novel),cluster2,0.54228944,0.82616603
1202,book:The_Sunlight_Dialogues,cluster3,-0.8783836,-0.2780972
1203,book:A_Song_for_Ella_Grey,cluster0,0.75981635,-0.1550568
1204,book:East_of_Eden_(novel),cluster3,-0.60691875,-0.59791625
1205,book:The_Conversations_at_Curlow_Creek,cluster5,-0.8520946,-0.018083476
1206,book:The_Shockwave_Rider,cluster2,0.41890657,0.6970128
1207,book:Imperial_Stars,cluster3,-1.0339745,-0.5047051
1208,book:Steel_Beach,cluster3,-1.1687455,-0.2859714
1209,book:Ivan_Kublakhanov,cluster0,0.007963758,-0.20350897
1210,"book:Tough,_Tough_Toys_for_Tough,_Tough_Boys",cluster2,0.67334354,0.92801005
1211,book:If_I_Did_It,cluster3,-1.1356065,-0.0312731
1212,book:Tales_of_the_City_(novel),cluster3,-1.1999774,-0.14493267
1213,book:The_Terror_(novel),cluster3,-1.0438102,0.008314147
1214,book:Sexual_Politics,cluster4,-0.32807472,1.0864373
1215,"book:Weep_Not,_Child",cluster5,-1.0017781,0.4278644
1216,"book:Dark_Green,_Bright_Red",cluster3,-0.9924944,-0.1875981
1217,book:The_Mount_(novel),cluster0,0.46545604,-0.39872295
1218,book:Neoconservatism:_Why_We_Need_It,cluster4,-0.6476549,0.90979034
1219,book:I_Am_Charlotte_Simmons,cluster0,0.397553,-0.3223531
1220,book:Fear_and_Loathing_in_Las_Vegas,cluster0,0.388819,-0.40997836
1221,book:Big_Trouble_(novel),cluster0,0.56141305,-0.66184324
1222,book:The_Whispering_Road,cluster4,-0.75075203,0.92022085
1223,book:Grim_Tuesday,cluster3,-1.3556734,-0.16739996
1224,book:BoneMan's_Daughters,cluster3,-1.1134694,-0.34085438
1225,book:The_Lords_of_Discipline,cluster3,-0.9452853,-0.26746032
1226,book:The_Significance_of_Monuments,cluster2,1.4897605,1.1940222
1227,book:The_Stranger_(Applegate_novel),cluster3,-1.1305587,-0.38220465
1228,book:Titan_(Varley_novel),cluster0,0.3141428,-0.5809212
1229,book:Chindi_(novel),cluster3,-0.97372556,0.23441713
1230,book:Chronicle_of_a_Death_Foretold,cluster5,-0.3381575,-0.027546037
1231,book:%22M%22_Is_for_Malice,cluster3,-0.7034488,0.083868735
1232,book:Locked_Rooms,cluster3,-1.0940642,-0.39105284
1233,book:The_Case_for_Democracy,cluster0,0.67103285,-0.68244207
1234,book:The_100:_A_Ranking_of_the_Most_Influential_Persons_in_History,cluster3,-0.7078842,-0.3539248
1235,book:The_Train_to_Lo_Wu,cluster1,1.0613644,0.043659844
1236,book:The_Age_of_Intelligent_Machines,cluster3,-0.7402828,-0.005390255
1237,book:Reality_Is_Not_What_It_Seems,cluster1,0.7208459,0.15654157
1238,book:Strumpet_City,cluster1,0.9554774,0.5374716
1239,book:Men_Without_Women_(Haruki_Murakami_short_story_collection),cluster1,0.96112,0.26052564
1240,book:Bloodhype,cluster3,-1.0519191,-0.34650147
1241,book:The_Road_to_Wellville,cluster0,0.3462738,-0.47457016
1242,book:Into_the_Beautiful_North,cluster1,0.80345464,0.30514345
1243,book:Scarecrow_and_the_Army_of_Thieves,cluster1,0.5820546,0.17256063
1244,book:Charon's_Claw_(novel),cluster3,-1.0524819,-0.32944283
1245,book:Diary_of_a_Facelift,cluster2,0.66945887,0.8454069
1246,book:Amigos_(play),cluster1,1.0245868,-0.04315247
1247,book:Holidays_in_Hell,cluster3,-0.77417266,-0.5515737
1248,book:Mary_Through_the_Centuries,cluster0,0.5061541,-0.36587113
1249,book:The_Runestaff,cluster0,0.24378894,-0.12391512
1250,book:Blade_Runner_4:_Eye_and_Talon,cluster0,0.278468,-0.4183676
1251,book:Fatal_Voyage,cluster0,0.3606333,-0.27616543
1252,book:The_Bias_Against_Guns,cluster3,-0.9979893,-0.33898845
1253,book:Alamut_(Bartol_novel),cluster0,0.25782105,-0.42315444
1254,book:The_Unpleasant_Profession_of_Jonathan_Hoag_(collection),cluster3,-1.1562806,0.00054623664
1255,book:Anastasia_Again!,cluster0,0.36759123,-0.6530826
1256,book:Half_a_Moon_and_One_Whole_Star,cluster0,0.67690176,-0.09661681
1257,book:Star_Wars_Encyclopedia,cluster0,0.3561447,-0.34906852
1258,"book:Hush,_Hush",cluster3,-1.1055828,-0.3180223
1259,book:Teen_Idol_(novel),cluster3,-1.2182406,-0.2308396
1260,book:Firestarter_(novel),cluster3,-1.1358993,-0.25944352
1261,book:Shopgirl_(novella),cluster0,0.37343326,-0.40524346
1262,book:Memoirs_Found_in_a_Bathtub,cluster3,-1.1286914,0.15419313
1263,book:The_Well_of_Lost_Plots,cluster2,0.5114807,0.7086956
1264,book:Suicide_(Suvorov_book),cluster5,-0.51716834,0.13415195
1265,book:I_Shall_Wear_Midnight,cluster1,1.1214783,-0.058936223
1266,book:The_Adventures_of_Three_Englishmen_and_Three_Russians_in_South_Africa,cluster5,-0.4008488,0.28873238
1267,book:Disgrace,cluster5,-0.66520965,0.23724109
1268,book:Animalia_(book),cluster1,0.660986,0.07520036
1269,book:The_Devil_in_the_White_City,cluster0,0.47454873,-0.62124443
1270,book:The_Doomsday_Manuscript,cluster1,1.043365,-0.057256047
1271,book:Fame_(novel),cluster5,-0.33563566,0.20745602
1272,book:Home_(Robinson_novel),cluster0,0.2877158,-0.13689096
1273,book:Symposium_(novel),cluster4,-0.5355153,1.208007
1274,book:Andromeda_(novel),cluster1,0.9588345,-0.3605533
1275,book:A_History_of_the_Arab_Peoples,cluster2,1.260065,1.0229362
1276,book:Eat_&_Run,cluster1,3.494676,-0.3294001
1277,book:The_Victorians_(Rees-Mogg_book),cluster4,-0.5964796,0.94472027
1278,book:Post_Oaks_&_Sand_Roughs,cluster3,-1.2049818,0.039623123
1279,book:The_First_Counsel,cluster3,-0.96737635,0.20893584
1280,book:Thread_of_the_Silkworm,cluster5,-0.4547041,0.093814775
1281,book:Squire_(novel),cluster0,0.27465475,-0.3032277
1282,book:Touching_from_a_Distance,cluster4,-0.9777032,0.749068
1283,book:All_the_Light_We_Cannot_See,cluster3,-0.9089655,0.07153052
1284,book:Harbour_(novel),cluster1,0.87617546,0.0754
1285,book:Adventures_of_Wim,cluster3,-1.1594014,0.029787926
1286,book:Matecumbe_(novel),cluster3,-0.994112,-0.21244334
1287,book:Berlin:_The_Downfall_1945,cluster4,-0.628518,1.0711162
1288,book:Heretics_of_Dune,cluster0,0.5875245,-0.3761473
1289,book:Skylark_of_Valeron,cluster0,0.38491786,-0.579885
1290,book:Songs_of_Paradise:_A_Harvest_of_Poetry_and_Verse,cluster0,0.61035854,-0.22081101
1291,book:The_Sleeping_Beauty_Quartet,cluster0,0.4723013,-0.4953473
1292,book:The_Bachman_Books,cluster3,-0.936357,0.09255451
1293,book:Caps_for_Sale,cluster0,0.42887813,-0.622622
1294,book:Boomsday_(novel),cluster3,-0.9811101,-0.062180627
1295,book:The_Animal_Family,cluster5,-0.11707581,0.108424015
1296,book:Whispers_from_the_Cotton_Tree_Root,cluster0,0.34198472,-0.50538594
1297,book:Psycho_II_(novel),cluster0,0.31617087,-0.27977428
1298,book:For_the_Sake_of_Elena,cluster0,0.42823663,-0.24578464
1299,book:The_Pleasantries_of_the_Incredible_Mulla_Nasrudin,cluster4,-0.4437533,1.0685759
1300,book:Scarlet_Dream,cluster3,-1.0162928,-0.63269806
1301,book:History_Decoded:_The_10_Greatest_Conspiracies_of_All_Time,cluster3,-0.98887956,-0.22997408
1302,book:Shikasta,cluster4,-0.8403657,0.99324435
1303,book:The_Infinite_Man,cluster0,0.49300805,-0.5192476
1304,book:Fantastic_Mr_Fox,cluster2,0.6240474,0.65332764
1305,"book:Darkness,_Take_My_Hand",cluster3,-0.91806865,0.016017634
1306,book:State_of_Wonder,cluster2,0.6867267,0.730192
1307,book:Captain_Underpants_and_the_Revolting_Revenge_of_the_Radioactive_Robo-Boxers,cluster0,0.2128205,-0.13642396
1308,book:American_Empire:_The_Victorious_Opposition,cluster0,0.23471832,-0.11280813
1309,book:Time_for_Yesterday,cluster3,-1.1585319,-0.1315439
1310,book:Campaign_Sourcebook_and_Catacomb_Guide,cluster1,0.9734426,0.10861419
1311,book:The_Tennis_Court_Oath_(poetry_collection),cluster0,0.7800523,-1.0305485
1312,book:How_to_Be_Alone_(book),cluster3,-1.2031503,-0.32337385
1313,book:Shuttlecock_(novel),cluster4,-0.5120606,1.0962647
1314,book:Annals_of_the_Former_World,cluster1,1.4257836,0.1572834
1315,book:Countdown_City,cluster0,0.512322,-0.7184746
1316,book:Janissaries_(novel),cluster3,-1.0613539,-0.3861063
1317,book:Middle_Passage_(novel),cluster1,1.3815209,0.40657437
1318,book:Acceptance_(novel),cluster0,0.28454432,-0.4301745
1319,book:Colors_Insulting_to_Nature,cluster0,0.38459018,-0.12879394
1320,book:The_Dogs_of_Babel,cluster0,0.3821615,-0.1430353
1321,book:Vedanta_Philosophy:_An_address_before_the_Graduate_Philosophical_Society,cluster1,0.6470859,0.34521917
1322,book:Are_You_Afraid_of_the_Dark%3F_(novel),cluster3,-0.87199825,0.13294461
1323,book:Childhood's_End,cluster2,0.37892535,0.54566264
1324,book:One_More_Time_(book),cluster3,-0.76154464,-0.32556343
1325,book:Stone_Cold_(Parker_novel),cluster3,-0.98348004,0.10677202
1326,book:Tenth_of_December:_Stories,cluster3,-0.9555343,0.12233846
1327,book:Kane_and_Abel_(novel),cluster4,-0.62227345,1.0316892
1328,book:Tortoise_Tales,cluster4,-0.41224098,1.044001
1329,book:The_Most_Dangerous_Game_(novel),cluster2,0.5964277,0.83266795
1330,book:Lost_(Maguire_novel),cluster0,0.3181709,-0.18340214
1331,book:Timequake,cluster3,-1.0731125,-0.5219206
1332,book:Deadlocked_(novel),cluster3,-1.2855273,-0.07714263
1333,book:Stranger_to_the_Sun,cluster3,-0.8596844,-0.008917527
1334,book:Blindsight_(Cook_novel),cluster1,0.9056892,-0.099714264
1335,book:Fly_Away_Peter,cluster1,0.822295,-0.04589969
1336,book:Cyclops_(novel),cluster3,-1.0504886,-0.050033975
1337,book:Double_Phoenix,cluster3,-0.9569371,-0.38157254
1338,book:Breathless_(novel),cluster0,0.35250553,-0.23938468
1339,book:A_Fatal_Inversion,cluster2,0.5131094,0.6483863
1340,book:The_Wrong_Doyle,cluster2,0.7612194,0.72267884
1341,book:Words_of_Radiance,cluster3,-1.0051991,-0.6169442
1342,"book:If_You_Don't_Buy_This_Book,_We'll_Kill_This_Dog!",cluster0,0.6013272,-0.5258568
1343,book:The_New_York_Trilogy,cluster3,-1.4535627,-0.4200304
1344,book:The_Coming_of_the_King,cluster4,-0.46910274,1.0216451
1345,book:The_Definitive_Biography_of_P.D.Q._Bach,cluster0,0.38448402,-0.6323496
1346,book:Tieta,cluster1,0.93802065,0.15706903
1347,book:The_Missionary_Position:_Mother_Teresa_in_Theory_and_Practice,cluster4,-1.0598702,0.6053528
1348,book:What_to_Do_When_Someone_Dies,cluster2,0.7718758,0.9171724
1349,book:The_Big_Question_(novel),cluster1,1.4866438,-0.040658105
1350,book:%22E%22_Is_for_Evidence,cluster3,-0.9344632,-0.24708737
1351,book:The_Treasure_of_Tranicos_(collection),cluster3,-1.2727427,-0.3396155
1352,"book:Red,_White_&_Royal_Blue",cluster3,-0.9194702,-0.24259417
1353,book:Waiting_for_the_Barbarians,cluster5,-0.9129849,0.10981922
1354,book:The_Borrowers_Avenged,cluster0,0.7196898,-0.037312362
1355,book:The_Way_to_the_Top,cluster3,-1.1494983,-0.1705902
1356,book:The_Angel's_Game,cluster3,-1.0283014,-0.014533414
1357,book:Back_Home_(novel),cluster4,-0.28671274,1.2146721
1358,book:Microserfs,cluster1,0.7390953,0.04590914
1359,book:The_Vintage_Bradbury,cluster0,0.2827642,-0.59166145
1360,book:Wittgenstein's_Mistress,cluster3,-1.0493197,-0.30652058
1361,book:This_Storm_(novel),cluster3,-1.1248828,0.06212704
1362,book:Paterno_(book),cluster5,-0.24648353,0.23591536
1363,book:Exile's_Return,cluster0,0.43320742,-0.538688
1364,book:Just_Like_That_(novel),cluster1,0.90033966,0.14491296
1365,book:Justice_Hall,cluster0,0.3333808,-0.14058806
1366,book:Mycelium_Running,cluster3,-0.82675976,-0.35622108
1367,book:Dictator_(Cain_novel),cluster5,-0.54672706,0.17919034
1368,book:Night_Train_(novel),cluster4,-0.6879698,0.88008916
1369,book:The_Boat_of_a_Million_Years,cluster3,-1.184312,-0.18198505
1370,book:A_Hat_Full_of_Sky,cluster5,-0.68819743,-0.0448507
1371,book:High_School_(book),cluster5,-0.34461334,0.23327224
1372,book:Caddie_Woodlawn_(musical),cluster0,0.46879175,-0.41378227
1373,book:India_After_Gandhi,cluster5,-0.41309753,0.0073882844
1374,book:Lush_Life_(novel),cluster3,-1.0374234,-0.053603344
1375,book:Midnight_Runner,cluster4,-0.1815868,1.2658293
1376,book:Absolution_Gap,cluster4,-0.43193427,1.0737728
1377,book:The_Valley_of_Amazement,cluster1,1.0112475,0.081611484
1378,book:Smoke_and_Mirrors_(Gaiman_book),cluster3,-1.398848,0.109561056
1379,book:Gomorrah_(book),cluster0,0.60564053,0.13930766
1380,book:Never_Mind_the_Goldbergs,cluster3,-0.67560375,0.18200633
1381,book:Battle_Ground_(The_Dresden_Files),cluster0,0.37995306,-0.40641072
1382,book:High_Deryni,cluster3,-1.1881883,-0.28219894
1383,book:The_Highly_Effective_Detective,cluster0,0.21631107,-0.21663947
1384,"book:Hurry_Home,_Candy",cluster0,0.4968515,-0.22667603
1385,book:The_Atlas_of_Pern,cluster3,-0.9183538,-0.23913795
1386,book:The_Lake_of_Tears,cluster0,0.6761178,-0.07505759
1387,book:Congo_(novel),cluster3,-1.2634907,-0.17048086
1388,book:The_Shelbourne_Ultimatum,cluster5,-0.1104725,0.31587696
1389,book:Under_Plum_Lake,cluster4,-0.7319312,0.8798679
1390,book:Treason's_Harbour,cluster4,-0.81369436,0.9990459
1391,book:Politics:_A_Work_in_Constructive_Social_Theory,cluster1,1.6758226,-0.44122678
1392,book:Hyperion_(Simmons_novel),cluster3,-0.90205973,-0.4651464
1393,book:The_Forbidden_City_(Grey_Star),cluster2,0.7678483,0.8002454
1394,book:The_Magician_King,cluster3,-0.85806054,-0.49388087
1395,book:The_Turkish_Gambit,cluster1,1.3718005,-0.21839716
1396,book:%22Rommel%3F%22_%22Gunner_Who%3F%22,cluster5,-0.7617579,0.59783286
1397,book:Fingersmith_(novel),cluster4,-0.8953606,0.9369518
1398,book:Transcription_(novel),cluster4,-0.39512652,0.75392574
1399,"book:Introduction_to_Automata_Theory,_Languages,_and_Computation",cluster5,-0.14455707,0.2502877
1400,book:Travels_with_My_Aunt,cluster2,0.576725,0.7371479
1401,book:The_Rise_and_Fall_of_Adam_and_Eve,cluster3,-0.8919925,-0.18534297
1402,book:According_to_Mary_Magdalene,cluster0,0.6712096,0.21741582
1403,book:Iorich,cluster3,-1.1525389,-0.23168844
1404,book:Dirk_Gently's_Holistic_Detective_Agency,cluster3,-1.1033146,-0.2948864
1405,"book:England,_England",cluster1,1.1663204,0.25809285
1406,book:The_Dosadi_Experiment,cluster0,0.28453246,-0.5078786
1407,book:Talon_of_the_Silver_Hawk,cluster0,0.46565342,-0.6366124
1408,book:Zoe's_Tale,cluster0,0.3657619,-0.6824568
1409,book:Death_in_Spring,cluster5,0.1880497,0.36298442
1410,book:The_Sword_and_the_Circle,cluster1,1.5425829,0.056444094
1411,book:The_Dark_Between_the_Stars_(short_story_collection),cluster3,-0.98976046,-0.14734343
1412,book:The_Soulforge,cluster3,-0.96271145,-0.014137663
1413,book:The_Bazaar_of_Bad_Dreams,cluster0,0.3021183,-0.13996948
1414,book:Trying_to_Save_Piggy_Sneed,cluster3,-0.8909208,-0.3120968
1415,book:Nautch_Girls_of_India,cluster1,1.0730796,0.18982165
1416,book:Grey_Star_the_Wizard,cluster4,-0.78759533,0.88828844
1417,book:Molly_Moon_Stops_the_World,cluster4,-0.27906907,1.0983636
1418,book:Breakfast_on_Pluto,cluster5,-0.67117256,0.173015
1419,book:The_Assassination_of_Jesse_James_by_the_Coward_Robert_Ford_(novel),cluster0,0.9316368,-0.29126447
1420,book:Issola,cluster3,-1.2136159,-0.042833447
1421,book:Burn_(novella),cluster3,-0.8039694,-0.75330406
1422,book:Flood_Tide_(novel),cluster0,0.28363833,-0.2148675
1423,book:Jesus_of_Nazareth:_From_the_Baptism_in_the_Jordan_to_the_Transfiguration,cluster3,-0.77531713,-0.63610274
1424,book:My_Uncle_Oswald,cluster2,0.6318329,0.89485425
1425,book:Baking_with_Julia,cluster3,-0.9800838,-0.30151793
1426,book:The_Second_Shift,cluster3,-0.9127274,-0.4105638
1427,book:Top_Secret_(novel),cluster3,-1.0866318,0.091416374
1428,book:Moving_Pictures_(novel),cluster3,-0.7114089,0.013087743
1429,book:Doctor_Sleep_(novel),cluster3,-1.1171097,-0.22652592
1430,book:Full_House:_The_Spread_of_Excellence_from_Plato_to_Darwin,cluster3,-1.0313722,-0.14763696
1431,book:The_Peshawar_Lancers,cluster3,-1.0275388,-0.1087275
1432,book:The_Enchantress:_The_Secrets_of_the_Immortal_Nicholas_Flamel,cluster5,-0.2064299,0.113129914
1433,book:Venus_(novel),cluster0,0.43320042,-0.6416237
1434,book:Quantum_Aspects_of_Life,cluster2,1.3608922,1.0207921
1435,book:The_Broom_of_the_System,cluster0,0.46550977,-0.5576195
1436,book:When_the_People_Fell,cluster0,0.3923749,-0.39739558
1437,book:The_Fourth_Protocol,cluster4,-0.8186018,0.8515476
1438,book:Monster:_The_Autobiography_of_an_L.A._Gang_Member,cluster3,-0.8979745,-0.3620318
1439,book:Zog_(children's_book),cluster5,-0.79046416,0.1272334
1440,book:Rebel_Without_a_Crew,cluster3,-0.8493886,-0.31620532
1441,book:Barabbas_(novel),cluster1,1.2190846,0.4709945
1442,book:The_Lily_of_the_Field_and_the_Bird_of_the_Air,cluster5,0.216393,0.308078
1443,book:Daylight_Robbery_(novel),cluster5,-0.71178913,0.4014675
1444,book:The_Know-It-All,cluster3,-0.94049084,-0.44657928
1445,book:Monad_to_Man,cluster3,-0.52225685,-0.70551044
1446,book:Mistborn:_The_Hero_of_Ages,cluster3,-1.0331936,-0.20228219
1447,book:The_Hilliker_Curse,cluster3,-1.1245583,-0.18190777
1448,book:A_New_Kind_of_Science,cluster0,0.69493514,-0.85671645
1449,book:1634:_The_Baltic_War,cluster3,-1.1809038,-0.38845605
1450,book:Only_Death_Is_Real,cluster3,-0.7558104,-0.41125923
1451,book:The_Constant_Gardener,cluster4,-0.82199913,0.8235762
1452,book:Henry_and_the_Clubhouse,cluster1,1.0005159,-0.04410759
1453,book:Things_Not_Seen,cluster3,-0.8439534,0.04468527
